"date","Meghalaya/East Garo Hills","Meghalaya/East Jaintia Hills","Meghalaya/East Khasi Hills","Meghalaya/North Garo Hills","Meghalaya/RiBhoi","Meghalaya/Ribhoi","Meghalaya/South Garo Hills","Meghalaya/South West Garo Hills","Meghalaya/South West Khasi Hills","Meghalaya/West Garo Hills","Meghalaya/West Jaintia Hills","Meghalaya/West Khasi Hills"
"2020-07-26","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %"
"2020-07-27","","   .00 %","-75.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-28","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-29","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-07-30","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %",""
"2020-07-31","","","   .00 %","","","   .00 %","   .00 %","","","","",""
"2020-08-01","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-08-02","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2020-08-03","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2020-08-04","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-08-05","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","",""
"2020-08-06","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %",""
"2020-08-07","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-08-08","",""," ##.## %","   .00 %","","   .00 %","","","","   .00 %","   .00 %",""
"2020-08-09","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2020-08-10","","","   .00 %","","","   .00 %","","","","   .00 %","",""
"2020-08-11","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-12","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-08-13","","","   .00 %","   .00 %","","   .00 %","","","","","",""
"2020-08-14","","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","",""
"2020-08-15","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-08-16","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %",""
"2020-08-17","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %",""
"2020-08-18","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","",""
"2020-08-19","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-08-20","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %",""
"2020-08-21","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-08-22","","   .00 %"," 50.00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-08-23","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-08-24","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %"
"2020-08-25","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-26","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","",""
"2020-08-27","   .00 %",""," 33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-08-28","   .00 %","   .00 %"," 25.00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %"
"2020-08-29","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","",""
"2020-08-30","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-08-31","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-09-01","   .00 %",""," 40.00 %","","","   .00 %","   .00 %","","","   .00 %","",""
"2020-09-02","   .00 %","   .00 %"," 14.29 %","","","   .00 %","   .00 %","","","   .00 %","",""
"2020-09-03","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-09-04","","   .00 %"," 12.50 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-05","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %"
"2020-09-06","","   .00 %"," 11.11 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-09-07","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-09-08","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-09-09","   .00 %","   .00 %"," 18.18 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-09-10","","   .00 %","  7.69 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-09-11","   .00 %","   .00 %"," 28.57 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-09-12","   .00 %","   .00 %","  5.56 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-09-13","","   .00 %","  5.26 %","","","   .00 %","","","","   .00 %","",""
"2020-09-14","","   .00 %"," 10.00 %","","","   .00 %","","","","   .00 %","",""
"2020-09-15","","   .00 %","  4.55 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-09-16","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-09-17","   .00 %","   .00 %","  8.70 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-19","","   .00 %","  4.00 %","","","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %",""
"2020-09-20","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-09-21","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-09-22","   .00 %","   .00 %","  7.69 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-23","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-09-24","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-25","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-09-26","   .00 %","   .00 %"," 17.86 %","   .00 %","","-##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-27","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-09-28","","   .00 %","  9.09 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-09-29","   .00 %","   .00 %","  2.78 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-09-30","   .00 %","","  5.41 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-10-01","","   .00 %","  5.13 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-10-02","   .00 %","   .00 %","  2.44 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-10-03","   .00 %","   .00 %","  4.76 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-04","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-05","","   .00 %"," 11.36 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-06","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-07","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-10-08","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-09","   .00 %","   .00 %","  2.04 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-10-10","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-11","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-12","   .00 %","   .00 %","  2.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-13","   .00 %","   .00 %","  1.96 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-10-14","   .00 %","   .00 %","  9.62 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-15","   .00 %","   .00 %","  5.26 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-10-16","   .00 %","   .00 %","  3.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-17","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-18","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-19","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-10-20","   .00 %","   .00 %","  1.61 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-10-21","   .00 %","   .00 %","  1.59 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-23","   .00 %","   .00 %","  1.56 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-24","   .00 %","   .00 %","  1.54 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-25","   .00 %","   .00 %","  1.52 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-26","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-27","   .00 %","   .00 %","  1.49 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-10-28","   .00 %","","  2.94 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-10-29","   .00 %","   .00 %","  2.86 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-30","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-31","   .00 %","   .00 %","  1.39 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-01","   .00 %","   .00 %","  1.37 %","   .00 %","","   .00 %","","   .00 %",""," 50.00 %","   .00 %",""
"2020-11-02","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-11-03","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-04","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-05","   .00 %","   .00 %","  1.35 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-06","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-07","   .00 %","   .00 %","  2.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-08","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-09","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %",""," 33.33 %","   .00 %",""
"2020-11-10","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-11","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-12","   .00 %","   .00 %","  1.30 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %"
"2020-11-13","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-14","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""," 33.33 %","   .00 %",""
"2020-11-15","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-16","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %",""," 12.50 %","   .00 %",""
"2020-11-17","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""," 11.11 %","   .00 %","   .00 %"
"2020-11-18","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %",""
"2020-11-19","   .00 %","   .00 %","  1.28 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-20","   .00 %","   .00 %","  2.53 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-21","   .00 %","   .00 %","  2.47 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-22","   .00 %","   .00 %","  2.41 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-23","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-11-24","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-25","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-26","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-11-27","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-11-28","   .00 %","   .00 %","  1.18 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-29","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-30","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-12-01","   .00 %","   .00 %","  1.16 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-12-26","   .00 %","","  3.45 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-12-27","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","",""
"2020-12-28","   .00 %","","   .00 %","","","","","   .00 %","","","",""
"2020-12-29","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %",""
"2020-12-30","","","  1.11 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-01-02","","","   .00 %","","","   .00 %","   .00 %","","","  9.09 %","","   .00 %"
"2021-01-03","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %",""
"2021-01-04","","   .00 %","   .00 %","","","","","","","","   .00 %",""
"2021-01-05","","","  2.20 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2021-01-06","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2021-01-07","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %"
"2021-01-08","","   .00 %","  2.15 %","   .00 %","","","   .00 %","","","   .00 %","",""
"2021-01-09","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %",""
"2021-01-10","","","   .00 %","","","","","","","   .00 %","   .00 %",""
"2021-01-11","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %"
"2021-01-12","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","",""
"2021-01-13","","","  1.05 %","","","","","","","","   .00 %",""
"2021-01-14","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %",""
"2021-01-15","","","   .00 %","","","","","","","","   .00 %",""
"2021-01-16","","","   .00 %","   .00 %","","","","","","","",""
"2021-01-17","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2021-01-18","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2021-01-19","","   .00 %","   .00 %","","","","","","","","   .00 %",""
"2021-01-20","","","   .00 %","","","","","","","   .00 %","",""
"2021-01-21","","   .00 %","  2.08 %","","","","","","","","   .00 %",""
"2021-01-22","","","   .00 %","","","   .00 %","","","","","","   .00 %"
"2021-01-23","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %",""
"2021-01-24","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","",""
"2021-01-25","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %",""
"2021-01-26","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %"
"2021-01-27","","","   .00 %","   .00 %","","","","","","","",""
"2021-01-28","","","   .00 %","","","","","","","","","   .00 %"
"2021-01-29","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-30","","   .00 %","   .00 %","","","","","","","   .00 %","",""
"2021-01-31","","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %"
"2021-02-01","","","   .00 %","","","","","","","","",""
"2021-02-02","","   .00 %","  1.02 %","","","   .00 %","","","","","","   .00 %"
"2021-02-03","","","   .00 %","","","   .00 %","","   .00 %","","","",""
"2021-02-04","","","   .00 %","","","","","   .00 %","","","",""
"2021-02-05","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2021-02-06","","","   .00 %","","","","","","","","",""
"2021-02-07","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-02-08","","","  1.01 %","","","","","","","","",""
"2021-02-09","","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %"
"2021-02-10","","   .00 %","   .00 %","","","","","","","","   .00 %",""
"2021-02-11","","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %"
"2021-02-12","","","   .00 %","","","","","","","","",""
"2021-02-13","","","   .00 %","","","","","","","","",""
"2021-02-14","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-02-15","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2021-02-16","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2021-02-17","","","   .00 %","","","","","","","","","   .00 %"
"2021-02-18","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-02-19","","","   .00 %","","","","","","","","",""
"2021-02-20","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %"
"2021-02-21","","","   .00 %","","","","","","","","",""
"2021-02-22","","","   .00 %","","","","","","","","",""
"2021-02-23","","","   .00 %","","","","","   .00 %","","","   .00 %",""
