"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-05-23","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %",""
"2020-05-24","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-05-25","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %",""
"2020-05-26","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-27","","","","  3.33 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-05-28","","","   .00 %","  3.33 %","   .00 %",""," 10.00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-29","","   .00 %","   .00 %","  3.33 %","   .00 %",""," 10.00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-05-30","   .00 %","","","  6.19 %","   .00 %",""," 10.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %",""
"2020-05-31","   .00 %","   .00 %","","  6.19 %","",""," 10.00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %",""
"2020-06-01","","   .00 %","","  2.86 %","   .00 %",""," 16.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-02","   .00 %","   .00 %","","  7.86 %","   .00 %","","  6.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-03","   .00 %","   .00 %","","  7.86 %","   .00 %","","  6.67 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-04","   .00 %","   .00 %","","  5.00 %","   .00 %","","  6.67 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-05","   .00 %","","   .00 %","  5.00 %","   .00 %","","  6.67 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-06","   .00 %","","","  5.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-07","   .00 %","   .00 %","","  6.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-08","   .00 %","   .00 %","","  6.00 %","   .00 %",""," 25.00 %","   .00 %","","   .00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 40.00 %",""
"2020-06-09","   .00 %","   .00 %","","  9.08 %","   .00 %",""," 29.44 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","-20.00 %"," 20.00 %",""," 46.67 %","   .00 %"
"2020-06-10","   .00 %","   .00 %","   .00 %"," 13.08 %","   .00 %",""," 33.08 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","-20.00 %"," 20.00 %","   .00 %"," 56.67 %","   .00 %"
"2020-06-11"," 20.00 %","   .00 %",""," 17.52 %","   .00 %",""," 42.31 %","   .00 %","","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","-20.00 %"," 30.00 %","   .00 %"," 56.67 %","   .00 %"
"2020-06-12"," 20.00 %","   .00 %","   .00 %"," 15.16 %","   .00 %",""," 42.31 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","  6.67 %","","","   .00 %"," 56.67 %","   .00 %"
"2020-06-13"," 20.00 %","   .00 %","   .00 %"," 16.70 %","   .00 %",""," 23.63 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 30.00 %","   .00 %"," 16.67 %",""
"2020-06-14"," 20.00 %","   .00 %",""," 13.62 %","   .00 %",""," 23.98 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %",""," 43.33 %","   .00 %","","   .00 %"
"2020-06-15"," 20.00 %","   .00 %",""," 13.19 %","   .00 %",""," 24.22 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.00 %","-20.00 %"," 23.33 %","   .00 %"," 10.00 %",""
"2020-06-16","   .00 %","   .00 %","   .00 %"," 11.78 %","   .00 %",""," 19.85 %","   .00 %",""," 20.00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 23.33 %","   .00 %","  3.33 %",""
"2020-06-17","   .00 %","   .00 %",""," 10.77 %","   .00 %",""," 22.03 %","   .00 %",""," 20.00 %","  1.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","  9.05 %","   .00 %"
"2020-06-18","   .00 %","   .00 %",""," 10.63 %","   .00 %",""," 16.10 %","   .00 %",""," 20.00 %","",""," 20.00 %","   .00 %","","","   .00 %","   .00 %","  5.00 %","   .00 %"," 13.33 %","   .00 %","  9.05 %","   .00 %"
"2020-06-19","   .00 %"," 10.00 %","   .00 %"," 12.80 %","   .00 %",""," 12.46 %","   .00 %",""," 20.00 %","  1.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"," 11.27 %",""
"2020-06-20","   .00 %"," 10.00 %","","  9.62 %","   .00 %",""," 10.04 %","   .00 %","","   .00 %","  1.67 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.27 %","   .00 %"
"2020-06-21","   .00 %"," 10.00 %","","  8.13 %","   .00 %","","  6.87 %","   .00 %","","   .00 %","  1.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","  4.00 %","","   .00 %","   .00 %","  7.94 %",""
"2020-06-22","   .00 %"," 10.00 %","","  7.29 %","","","  5.32 %","   .00 %",""," 10.00 %"," -5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  2.22 %",""
"2020-06-23","   .00 %"," 10.00 %","","  6.87 %","   .00 %","","  5.84 %","   .00 %",""," 10.00 %","  6.67 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","  4.00 %","","  4.00 %","   .00 %","  4.22 %","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .00 %","  5.01 %","","","  6.42 %","",""," 10.00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %",""," 60.00 %","  4.00 %","   .00 %","  2.00 %","   .00 %"
"2020-06-25","   .00 %","   .00 %","","  5.54 %","   .00 %","","  5.23 %","   .00 %",""," 10.00 %","","   .00 %"," 10.00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  7.33 %"," 60.00 %","  4.00 %","   .00 %","  9.27 %",""
"2020-06-26","   .00 %","   .00 %","","  4.59 %","","","  4.86 %"," ##.## %",""," 10.00 %","  6.67 %",""," 16.67 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","","  4.00 %","   .00 %","  9.27 %","   .00 %"
"2020-06-27","","   .00 %","","  3.09 %","   .00 %","","  4.72 %","","","  6.67 %","",""," 21.67 %","","   .00 %","   .00 %","","   .00 %","  7.33 %"," 65.00 %","  4.00 %","   .00 %"," 10.61 %","   .00 %"
"2020-06-28","   .00 %","   .00 %","   .00 %","  2.67 %","   .00 %","","  4.06 %"," ##.## %","","  6.67 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %"," 65.00 %","   .00 %","   .00 %"," 11.11 %","   .00 %"
"2020-06-29","   .00 %","","","  2.91 %","   .00 %","","  3.75 %"," ##.## %","","  6.67 %","  6.67 %","   .00 %"," 21.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %"," 65.00 %","   .00 %","   .00 %"," 11.11 %",""
"2020-06-30","   .00 %","","","  2.52 %","","   .00 %","  3.70 %"," ##.## %","","  6.67 %","   .00 %","   .00 %"," 21.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  3.33 %","  5.00 %","   .00 %","   .00 %","  3.83 %","   .00 %"
"2020-07-01","   .00 %","   .00 %","","  2.71 %","   .00 %","","  2.61 %","","","  6.67 %","","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.83 %","   .00 %"
"2020-07-02","   .00 %","   .00 %","   .00 %","  3.17 %","   .00 %","","  2.98 %"," ##.## %","","   .00 %","   .00 %",""," 13.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  5.00 %","  3.33 %","   .00 %","  2.50 %","   .00 %"
"2020-07-03","   .00 %","","   .00 %","  3.57 %","   .00 %","","  2.74 %","  3.33 %","","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %"
"2020-07-04","   .00 %","   .00 %","","  3.49 %","","","  1.94 %","  3.33 %","","   .00 %","   .00 %","","  8.00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","  3.33 %","   .00 %","   .00 %","   .00 %"
"2020-07-05"," 10.00 %","   .00 %","","  3.63 %","   .00 %","","  1.92 %","  3.33 %","","   .00 %","","","  8.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-06"," 10.00 %","   .00 %","","  3.50 %","   .00 %","","  1.90 %","","","   .00 %","","   .00 %","  8.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.76 %","   .00 %","  2.22 %","   .00 %"
"2020-07-07"," 10.00 %","  6.67 %","","  2.75 %","   .00 %","","  1.23 %","  3.33 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.76 %","   .00 %","  2.22 %","   .00 %"
"2020-07-08"," 16.67 %","  6.67 %","   .00 %","  2.21 %","","","  1.23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.43 %","   .00 %","  2.22 %","   .00 %"
"2020-07-09"," 16.67 %","  6.67 %","","  1.95 %","","","   .80 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %",""," 11.43 %","   .00 %","  2.22 %","   .00 %"
"2020-07-10"," 11.67 %","  6.67 %","","  1.28 %","   .00 %","","   .59 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 13.25 %","   .00 %","  2.22 %","   .00 %"
"2020-07-11"," 11.67 %","  6.67 %","","  1.24 %","   .00 %","","   .59 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.00 %",""
"2020-07-12"," 11.67 %","   .00 %","","  1.24 %","   .00 %","","   .58 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","  3.82 %","   .00 %"
"2020-07-13","  5.00 %","   .00 %","   .00 %","   .82 %","","","   .96 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  6.82 %","   .00 %","  3.82 %"," 20.00 %"
"2020-07-14","  5.00 %","   .00 %","","   .61 %","","","  1.14 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 30.00 %","  9.00 %","   .00 %","   .00 %","  4.00 %","  6.82 %","   .00 %","  3.82 %"," 20.00 %"
"2020-07-15","   .00 %","  5.00 %","   .00 %","  1.21 %","   .00 %","","  1.32 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","  9.00 %","   .00 %","  2.86 %","  4.00 %","  6.82 %","   .00 %","  3.82 %"," 20.00 %"
"2020-07-16","   .00 %","  5.00 %","","   .59 %","   .00 %","","  1.13 %","   .00 %","","  5.00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","  9.00 %","   .00 %","  7.86 %","  4.00 %","  5.00 %","   .00 %","  1.82 %"," 20.00 %"
"2020-07-17","","  5.00 %","","   .59 %","   .00 %","","  1.30 %","   .00 %","","  5.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %"," 12.33 %","   .00 %","  7.86 %","  4.00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-07-18","  8.00 %","  5.00 %","","  1.56 %"," 20.00 %","","  1.28 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.19 %","   .00 %","  7.86 %"," 10.67 %","  7.67 %","   .00 %","   .83 %","   .00 %"
"2020-07-19"," 10.86 %","  5.00 %","   .00 %","  1.74 %"," 20.00 %","","  1.26 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  6.19 %","   .00 %","  7.86 %","  6.67 %","  2.67 %","   .00 %","   .83 %"," 10.00 %"
"2020-07-20"," 10.86 %","   .00 %","   .00 %","  1.15 %"," 20.00 %","","  1.07 %","  2.86 %","","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.19 %","  6.19 %","   .00 %","  5.00 %","  6.67 %","  2.67 %","   .00 %","  3.23 %",""
"2020-07-21"," 10.86 %","   .00 %","","  1.51 %"," 20.00 %","","  1.07 %","","","  7.33 %","   .00 %","","  5.71 %","   .00 %","   .00 %"," 16.19 %","  8.69 %","   .00 %","  2.00 %","  6.67 %","  5.02 %","   .00 %","  3.23 %"," 10.00 %"
"2020-07-22"," 13.36 %","   .00 %","","  1.87 %","","","  1.05 %","  2.86 %",""," 10.19 %","","   .00 %","  5.71 %","   .00 %","   .00 %","  8.69 %","  5.36 %","   .00 %","  2.00 %","","  5.02 %"," 20.00 %","  3.23 %"," 10.00 %"
"2020-07-23","  5.36 %","   .00 %","   .00 %","  1.43 %"," 20.00 %","","   .87 %","",""," 12.69 %","   .00 %","   .00 %","  5.71 %","","   .00 %","  5.36 %","","   .00 %","  2.00 %","  6.67 %","  2.35 %"," 20.00 %","  3.11 %"," 10.00 %"
"2020-07-24","  2.50 %","   .00 %","   .00 %","  1.25 %","   .00 %","","   .68 %","  5.36 %",""," 12.69 %","","   .00 %","  5.71 %","   .00 %","   .00 %","  7.58 %","  2.50 %","   .00 %","  2.00 %","   .00 %","  2.35 %"," 20.00 %","  3.80 %"," 10.00 %"
"2020-07-25","  4.72 %","   .00 %","","  1.76 %","   .00 %","","   .68 %","  5.36 %","","  8.69 %","  5.00 %","   .00 %","","   .00 %","   .00 %","  4.72 %","  2.50 %","   .00 %","  2.00 %","   .00 %","  3.41 %"," 20.00 %","  2.07 %","   .00 %"
"2020-07-26","  4.72 %","   .00 %","   .00 %","  1.40 %","   .00 %","","   .68 %","  7.58 %","","  5.36 %","  5.00 %","   .00 %","  5.71 %"," 20.00 %","   .00 %","  4.72 %","  2.50 %","   .00 %","   .00 %","   .00 %","  1.05 %"," 20.00 %","  2.07 %","   .00 %"
"2020-07-27","  4.22 %","   .00 %","   .00 %","  1.54 %","","","   .34 %","  4.72 %","","  2.50 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  4.22 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.07 %",""
"2020-07-28","  7.86 %","   .00 %","","  1.66 %","   .00 %","","   .33 %","  4.72 %","","  2.22 %","  5.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  4.22 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.05 %","   .00 %","  1.36 %","   .00 %"
"2020-07-29","  7.86 %","   .00 %","   .00 %","  1.98 %","   .00 %","","   .33 %","  2.22 %","","  2.22 %","  5.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.00 %","   .00 %"," 20.00 %","  3.64 %","   .00 %","  2.05 %","   .00 %","  1.31 %","   .00 %"
"2020-07-30","  7.17 %","","","  1.78 %","   .00 %","","   .33 %","  2.22 %","","  2.22 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  3.82 %","   .00 %"," 20.00 %","  3.64 %","   .00 %","  2.05 %","   .00 %","   .65 %","   .00 %"
"2020-07-31","  8.60 %","   .00 %","   .00 %","  1.78 %","   .00 %","","   .50 %","   .00 %","","  2.22 %","  5.00 %","   .00 %","   .00 %","","   .00 %","  3.82 %","   .00 %"," 20.00 %","  5.17 %","   .00 %","  1.95 %","   .00 %","   .65 %",""
"2020-08-01","  6.60 %","   .00 %","","  1.73 %","   .00 %","","   .66 %","   .00 %","","  2.22 %","","   .00 %","   .00 %"," 20.00 %","","  1.82 %","   .00 %"," 20.00 %","  6.60 %","   .00 %","  1.95 %","","   .65 %","   .00 %"
"2020-08-02","  4.30 %","   .00 %","","  1.08 %","   .00 %","   .00 %","   .49 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.22 %"," 20.00 %","   .00 %","  1.82 %","   .00 %","   .00 %","","   .00 %","  1.95 %"," 20.00 %","  1.27 %",""
"2020-08-03","  4.30 %","  4.00 %","","   .77 %","   .00 %","","   .33 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.22 %"," 30.00 %","   .00 %","  1.82 %","   .00 %","   .00 %"," 11.94 %","   .00 %",""," 20.00 %","   .62 %","   .00 %"
"2020-08-04","  2.76 %","  4.00 %","","   .61 %"," 10.00 %","","   .33 %","   .00 %","","  2.00 %","   .00 %","   .00 %","  2.22 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.30 %","   .00 %","  1.86 %"," 35.00 %","   .62 %","   .00 %"
"2020-08-05","  1.33 %","  4.00 %","   .00 %","   .90 %"," 10.00 %","","   .32 %","   .00 %","","  3.82 %","   .00 %","   .00 %","  4.22 %"," 36.19 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  8.30 %","   .00 %","  1.86 %"," 35.00 %","   .62 %","   .00 %"
