"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-07-25","   .00 %",""," 20.00 %","   .00 %","","   .00 %",""," 33.33 %","   .00 %","   .00 %"," 66.67 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-26","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","",""
"2020-07-27","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-28"," 25.00 %",""," 16.67 %","   .00 %","","   .00 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","",""
"2020-07-29","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-30","   .00 %",""," 14.29 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-31","   .00 %",""," 25.00 %","   .00 %","","   .00 %","","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-08-01","   .00 %",""," 20.00 %","   .00 %","","   .00 %",""," 20.00 %"," 20.00 %","   .00 %"," 14.29 %"," 16.67 %","","   .00 %","   .00 %","  8.33 %"," 12.50 %","   .00 %","",""
"2020-08-02","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","",""
"2020-08-03"," 20.00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","",""
"2020-08-04","   .00 %","","  8.33 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-08-05","   .00 %","","  7.69 %","   .00 %",""," 12.50 %",""," 16.67 %"," 16.67 %","   .00 %"," 33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-08-06","   .00 %","","   .00 %","   .00 %","","   .00 %",""," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","",""
"2020-08-07","   .00 %","","  7.14 %","   .00 %",""," 11.11 %",""," 11.11 %","   .00 %","   .00 %","   .00 %"," 14.29 %","","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","",""
"2020-08-08"," 16.67 %","","   .00 %","   .00 %","","   .00 %",""," 10.00 %"," 14.29 %","   .00 %","  8.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-08-09","   .00 %","","  6.67 %","   .00 %","","   .00 %","","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-08-10","   .00 %","","  6.25 %","   .00 %","","   .00 %","","  8.33 %"," 12.50 %","   .00 %","  7.69 %"," 12.50 %","","   .00 %","   .00 %","  5.56 %","   .00 %"," ##.## %","",""
"2020-08-11","   .00 %","","  5.88 %","   .00 %",""," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 15.79 %","   .00 %","   .00 %","",""
"2020-08-12","   .00 %","","  5.56 %"," 50.00 %","   .00 %","   .00 %",""," 15.38 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","",""
"2020-08-13","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  7.14 %"," 11.11 %","","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","",""
"2020-08-14","   .00 %",""," 10.53 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %"," 25.00 %"," 11.11 %","   .00 %","",""
"2020-08-15","   .00 %","","  9.52 %","   .00 %","","   .00 %","","  6.67 %"," 11.11 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","",""
"2020-08-16","   .00 %","","  8.70 %","   .00 %",""," 45.45 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","  3.03 %","   .00 %","   .00 %","",""
"2020-08-17"," 28.57 %","","   .00 %","   .00 %","","  6.25 %",""," 31.25 %","   .00 %","   .00 %","  6.67 %","  9.09 %","","   .00 %","   .00 %","  8.82 %","   .00 %","   .00 %","",""
"2020-08-18","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %",""," 50.00 %","   .00 %","  5.41 %","   .00 %"," 50.00 %","",""
"2020-08-19","   .00 %",""," 12.00 %","   .00 %","","   .00 %","","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 50.00 %","  5.13 %","   .00 %","   .00 %","",""
"2020-08-20","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","","   .00 %","   .00 %"," 19.51 %","   .00 %","   .00 %","",""
"2020-08-21"," 11.11 %","","  3.57 %","   .00 %","","  5.88 %","","   .00 %","   .00 %","   .00 %"," 26.32 %"," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-08-22","   .00 %","","  6.90 %","   .00 %","","  5.56 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","","   .00 %","   .00 %"," 18.37 %"," 20.00 %","   .00 %","",""
"2020-08-23"," 10.00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","  8.33 %","   .00 %","  4.17 %","   .00 %","","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","",""
"2020-08-24","   .00 %","","  3.23 %","   .00 %","","   .00 %",""," 14.29 %"," 15.38 %"," 50.00 %","   .00 %","  5.88 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-08-25"," 18.18 %","","   .00 %","   .00 %","","   .00 %","","   .00 %"," 13.33 %","   .00 %","  4.00 %"," 11.11 %","","   .00 %","   .00 %","  3.17 %","   .00 %"," 33.33 %","",""
"2020-08-26","   .00 %","","   .00 %","   .00 %","","  5.26 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 18.46 %","   .00 %","   .00 %","",""
"2020-08-27","  7.69 %","","   .00 %","   .00 %",""," 15.00 %","","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","","   .00 %","   .00 %","  5.19 %","  8.33 %","   .00 %","",""
