"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-08-08","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-09","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-08-10","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-11","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-12","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-13","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-14","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-15","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-16","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-17","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-18","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-19","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-20","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-21","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-22","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-23","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-24","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-25","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-26","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-08-27","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-28","","","","0","","","","","","","","","","0","","1","","","","","","","","1",""
"2020-08-29","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-30","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-31","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-09-01","","","","0","","","","","","","","","","","","0","","","","","","","","0",""
"2020-09-02","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-09-03","","","","0","","","","","","","","","","0","","0","","","","","","","","0",""
"2020-09-04","","","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-05","","","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-06","","","","0","","","","","","","","","","","","0","","","0","","","","","0",""
"2020-09-07","","","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-08","","","","0","","","","","","","","","","0","","1","","","0","","","","","0",""
"2020-09-09","","","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-10","","","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-11","","","","0","","","","","","","","","","0","","1","","","0","","","","","0",""
"2020-09-12","","","","0","","","","","","","","","","0","","0","","","0","","","","","",""
"2020-09-13","","","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-14","","","","0","","","","","","","","","","","","0","","","0","","","","","0",""
"2020-09-15","","","","0","","","","","","","","","","0","","-1","","","0","","","","","0",""
"2020-09-16","","0","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-17","","0","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-19","","0","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-20","","0","","0","","","","","","","","","","","","0","","","0","","","","","0",""
"2020-09-21","","0","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-22","","0","","0","","","","","","","","","","0","","0","","","0","","","","","0",""
"2020-09-23","","0","","0","","","","","","","","","0","0","","0","","","0","","","","","0",""
"2020-09-24","","0","","0","","","","","","","","","0","0","","0","","","0","","","","","0",""
"2020-09-25","","0","","0","","","","","","","","","0","0","","0","","","0","","","","","0",""
"2020-09-26","","0","","0","","","","","","","","","0","0","","0","","","0","","","","","0",""
"2020-09-27","","0","","0","","","","","","","","","0","0","","0","","","0","","","","","0",""
"2020-09-28","","0","","0","","","","","","","","","0","0","","1","","","0","","","","","0",""
