"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Lakshadweep","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-03-22","","","","","","","","   .00 %","","","","","","","","","","","-60.00 %","","","","","","","","","","","","","","",""
"2020-03-23","","","","","","","","   .00 %","","","","","","","","","","","-60.00 %","","","","","","","","","","","","","","",""
"2020-03-24","","","","","","","","","","","","","","","","","","","-59.98 %","","","","","","","","","","","","","","",""
"2020-03-25","","","","","","","","   .00 %","","","","","","","","-70.82 %","","","-58.92 %","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","   .00 %","","","","","","","","","","","-98.92 %","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","   .00 %","","   .00 %","","","","","","","","","","","-98.92 %","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","   .00 %","","","","","","","","","","","-98.92 %","","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","   .00 %","","","","","","","","","","","-98.91 %","","","","","","","","","","","","","","",""
"2020-03-30","","","","","","   .00 %","","   .00 %","","","","","","","","","","","-99.96 %","","","","","","","","-99.73 %","","","","","","",""
"2020-03-31","","","","","","   .00 %","","   .00 %","","","","","","","","","","","-99.96 %","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","   .00 %","","   .00 %","","-99.90 %","","","","","","","","-99.82 %","-99.96 %","","","","","","","","","","","-99.27 %","","","",""
"2020-04-02","","","","","","   .00 %","","   .00 %","","-99.90 %","","","","","","","","-99.88 %","-99.96 %","","","","","","","","","","","-99.27 %","","","",""
"2020-04-03","","","","","","","","   .00 %","","-99.94 %","","","","","","","","-99.89 %","-99.99 %","","","","","","","","","","","-99.88 %","","","",""
"2020-04-04","","","","","","","","   .00 %","","-99.94 %","","","","","","","","-99.92 %","-99.98 %","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","   .00 %","","-99.93 %","","","","","","","","-99.93 %","-99.98 %","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","   .00 %","","-99.92 %","","","","","","","","-99.88 %","-99.97 %","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","   .00 %","","-39.93 %","","","","","","","","-89.90 %","-39.97 %","","","","","","","","","","","","","","",""
"2020-04-08","   .00 %","","","","","","","   .00 %","","-39.92 %","","","","","","","","-89.89 %","-39.97 %","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","   .00 %","","-39.94 %","","","","","","","","-89.91 %","-39.97 %","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","   .00 %","","   .00 %","","-39.94 %","","","","","-39.97 %","","","-89.91 %","-39.97 %","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","   .00 %","","-39.94 %","","","","","-39.98 %","-59.88 %","","-89.96 %","-39.98 %","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","   .00 %","","   .00 %","","-99.93 %","","","","","-19.98 %","-59.88 %","","-99.91 %","-79.98 %","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","   .00 %","","-79.94 %","","","","","   .02 %","-59.88 %","","-99.91 %"," 20.02 %","","","","","-99.91 %","","","","","","","","","",""
"2020-04-14","","","","","","","","   .00 %","","-79.93 %","","","","","   .02 %","-59.88 %","","-99.90 %"," 20.02 %","","","","","-99.91 %","","","","","","","","","",""
"2020-04-15","","","","","","","","   .00 %","","-79.91 %","","","-79.23 %","","  3.44 %","-57.89 %","","-99.75 %"," 20.10 %","","","","","","","","","","","-79.59 %","","","",""
"2020-04-16","","","","","","","","   .00 %","","-79.92 %","","","-79.25 %","","  3.45 %","-57.98 %","","-99.76 %"," 20.10 %","","","","","","","","","","","-79.60 %","","","",""
"2020-04-17","   .00 %","","","","","","","   .00 %","","-79.92 %","","","-99.23 %","","-76.55 %","","","-99.80 %","   .10 %","","","","","","","","","","","-79.69 %","","","",""
"2020-04-18","   .00 %","","","","","   .00 %","","   .00 %","","-99.90 %","","","-99.22 %","","-96.52 %","","","-99.80 %","-99.89 %","","","","","","","","","","","-99.67 %","","","",""
"2020-04-19","   .00 %","","","","","   .00 %","","   .00 %","","-99.90 %","","","-99.21 %","","-96.53 %","","","","-99.89 %","","","","","","","","","","","-99.66 %","","","",""
"2020-04-20","   .00 %","","","","","","","   .00 %","","-99.93 %","","","-99.91 %","","-99.94 %","","","","-99.97 %","","","","","","","","","","","-99.91 %","","","",""
"2020-04-21","   .00 %","","","","","   .00 %","","   .00 %","","-99.93 %","","","","","-99.94 %","","","","-99.97 %","","","","","","","","","","","-99.91 %","","","",""
"2020-04-22","   .00 %","","","","","","","   .00 %","","-99.92 %","","","","","-99.94 %","-99.83 %","","","-99.97 %","","","","","","","","","","","-99.91 %","","","",""
"2020-04-23","   .00 %","","","","","","","   .00 %","","-69.95 %","","","","","-39.97 %","-79.89 %","","","-77.98 %","","","","","","","","","","","-79.93 %","","","",""
"2020-04-24","   .00 %","","","","","","","   .00 %","","-69.95 %","","","","","-39.96 %","","","-79.94 %","-77.98 %","","","","","","","","","","","","","","",""
"2020-04-25","   .00 %","","","","","   .00 %","","   .00 %","","-69.93 %","","","","","-39.88 %","","","-79.88 %","-77.97 %","","","","","","   .00 %","","","","","","","","",""
"2020-04-26","","","","","","   .00 %","","   .00 %","","-56.61 %","","","-59.87 %","","-29.89 %","","","-39.89 %","-57.97 %","","","","","","","","","","-59.99 %","","","","",""
"2020-04-27","","","","","-59.64 %","   .00 %","","   .00 %","","-56.47 %","","","-59.60 %","","-29.55 %","","","-39.56 %","-57.89 %","","","","","","   .00 %","","","","-59.98 %","","","","",""
"2020-04-28","   .00 %","","","","-79.63 %","   .00 %","","   .00 %","","-86.30 %","","","-79.58 %","","-89.54 %","","","-59.45 %","-79.86 %","","","","","","","","","","-79.97 %","","","","",""
"2020-04-29","","","","","","   .00 %","","   .00 %",""," ##.## %","","","-39.59 %","","-54.55 %","",""," ##.## %"," 98.13 %","","","","","","","","","","   .02 %","","","","",""
"2020-04-30","   .00 %","","","","","   .00 %",""," 30.00 %",""," ##.## %","","","-39.57 %","","-54.53 %","",""," ##.## %"," 98.28 %","","","","","","","","-58.91 %","","   .04 %","",""," ##.## %","",""
"2020-05-01","","","","","","   .00 %",""," 38.00 %",""," ##.## %","","","-59.46 %","","-64.47 %","-77.20 %",""," ##.## %"," 78.43 %","","","","","","","","-78.36 %","","-19.95 %","",""," 80.23 %","",""
"2020-05-02","   .00 %","","","","","   .00 %",""," 46.57 %",""," ##.## %","","","-59.66 %","","-64.78 %","-79.36 %",""," ##.## %"," 78.49 %","","","","","","   .00 %","","-78.32 %","","-19.94 %","",""," 80.27 %","","-79.48 %"
"2020-05-03","   .00 %","","","","","   .00 %",""," 44.57 %",""," ##.## %","-59.89 %","","-39.68 %",""," ##.## %","-59.37 %",""," ##.## %"," ##.## %","","","","","","   .00 %","-39.74 %","-58.41 %","","   .05 %","",""," ##.## %","","-77.65 %"
"2020-05-04","","","","","-79.47 %","   .00 %",""," 44.57 %",""," ##.## %","-59.89 %","","-39.68 %",""," ##.## %","-39.37 %",""," ##.## %"," ##.## %","","","","","","","-59.74 %"," ##.## %","","-59.95 %"," 20.41 %","","-59.74 %","","-77.65 %"
"2020-05-05","","-59.96 %","","","-79.51 %","   .00 %",""," 14.57 %",""," ##.## %","-59.87 %","","-39.72 %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","-59.83 %","","-59.81 %"," ##.## %","","-59.94 %"," 20.26 %","","-59.72 %","","-76.91 %"
"2020-05-06","","-59.96 %","","","","   .00 %","","  8.79 %",""," ##.## %","-59.88 %","","-39.81 %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","","","-59.83 %"," ##.## %","","-59.94 %"," 20.19 %","","-59.74 %","","-76.76 %"
"2020-05-07","   .00 %","-59.95 %","","","","   .00 %","","   .22 %",""," ##.## %","-59.86 %","","-39.82 %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","","","-59.80 %"," ##.## %","","-59.93 %"," 20.15 %","","-59.73 %","","-76.34 %"
"2020-05-08","","-79.92 %","","",""," 20.00 %","","  6.22 %",""," ##.## %","-79.81 %","","-59.77 %","","-47.87 %","",""," ##.## %"," ##.## %","","","","","","   .00 %","-79.77 %"," ##.## %","","-79.90 %","   .21 %","","-79.63 %","-79.69 %","-77.61 %"
"2020-05-09","","-99.88 %","","",""," 20.00 %","","  6.22 %","","-92.02 %","-99.76 %","","-99.75 %","","-99.84 %","","","-96.43 %","-99.04 %","","","","","","","-99.72 %","-96.38 %","","-99.86 %","-99.71 %","","-99.53 %","","-97.17 %"
"2020-05-10","","-99.84 %","","",""," 30.00 %",""," 14.56 %","","-91.35 %","-99.71 %","","-99.77 %","","-99.85 %","","","-96.44 %","-98.96 %","","","","","","   .00 %","-99.77 %","-96.38 %","","-99.84 %","-99.66 %","","-99.48 %","","-97.21 %"
"2020-05-11","","-99.81 %","","","-99.74 %"," 30.00 %",""," 12.33 %","","-90.76 %","-99.70 %","","-99.74 %","","-99.84 %","","","-96.08 %","-98.88 %","","","","","","","-99.77 %","-96.16 %","","-99.81 %","-99.66 %","","-99.43 %","","-97.13 %"
"2020-05-12","","-99.79 %","","","-99.72 %"," 30.00 %",""," 27.63 %","","-90.25 %","-99.69 %","","-99.75 %","","-99.84 %","","","-95.92 %","-98.81 %","","","","","","","-99.77 %","-96.10 %","","-99.77 %","-99.64 %","","-99.39 %","","-97.13 %"
"2020-05-13","","-99.78 %","","","-99.69 %"," 10.00 %",""," 36.96 %","","-89.84 %","-99.68 %","","-99.72 %","","-99.82 %","","","-95.85 %","-98.74 %","","","","","-99.88 %","   .00 %","-99.75 %","-96.17 %","","-99.74 %","-99.57 %","","-99.37 %","","-97.20 %"
"2020-05-14","","-79.82 %","","","-79.73 %"," 10.00 %",""," 40.56 %","   .00 %"," ##.## %","-99.51 %","","   .25 %","","-79.85 %","",""," ##.## %"," ##.## %","","","","","-79.89 %","   .00 %","-79.80 %","-76.80 %",""," ##.## %"," ##.## %","","-79.47 %","","-96.20 %"
"2020-05-15","","-79.83 %","","","-79.74 %","   .00 %",""," 34.94 %",""," ##.## %","-99.56 %","","   .27 %","","-79.87 %","",""," ##.## %"," ##.## %","","","","","-79.89 %","","-79.82 %","-76.94 %",""," ##.## %"," ##.## %","","-79.50 %","","-96.60 %"
"2020-05-16","","-59.87 %","","-59.88 %","-59.77 %","   .00 %",""," 36.73 %","   .00 %"," ##.## %","-79.60 %",""," ##.## %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","-59.92 %","   .00 %","-59.86 %","-57.61 %",""," ##.## %"," ##.## %","","-59.62 %","","-96.26 %"
"2020-05-17","","-59.22 %","","-59.30 %","-59.03 %","",""," 26.64 %","   .00 %"," ##.## %","-59.66 %",""," ##.## %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","-59.22 %","","-58.84 %","-38.42 %",""," ##.## %"," ##.## %","","-39.73 %","-79.46 %","-92.43 %"
"2020-05-18","","-59.21 %","","-59.19 %","-58.99 %","   .00 %",""," 15.92 %","   .00 %"," ##.## %","-59.63 %",""," ##.## %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","-59.19 %","","-58.81 %","-38.06 %",""," ##.## %"," ##.## %","","-39.63 %","-79.46 %","-92.17 %"
"2020-05-19","","-79.10 %","","-78.82 %","-78.90 %","   .00 %",""," 13.47 %","   .00 %"," ##.## %","-59.40 %",""," 60.46 %",""," ##.## %","",""," ##.## %"," ##.## %","","","","","-78.91 %","   .00 %","-78.27 %","-55.46 %","","-59.60 %"," ##.## %","","-58.90 %","","-91.35 %"
"2020-05-20","","-79.08 %","","-78.73 %","-78.90 %","   .00 %",""," 12.58 %","   .00 %"," ##.## %","-59.41 %",""," 60.55 %",""," ##.## %","-78.78 %",""," ##.## %"," ##.## %","","","","","-78.86 %","   .00 %","-78.26 %","-55.44 %","","-59.58 %"," ##.## %","","-58.80 %","","-91.29 %"
"2020-05-21","","-99.07 %","","-98.37 %","-98.67 %","   .00 %",""," 13.79 %","   .00 %","-79.80 %","-79.08 %","","-79.03 %","","-79.67 %","-98.52 %","","-87.65 %"," ##.## %","","","","","-98.69 %","","-97.88 %","-73.04 %","","-79.37 %","-78.65 %","","-78.16 %","","-90.36 %"
"2020-05-22","","-99.68 %","","-98.97 %","-97.56 %","   .00 %",""," 10.61 %","   .00 %","-77.99 %","-98.24 %","","-97.21 %","","-98.54 %","-98.04 %","","-86.01 %","-94.60 %","","","","","-97.49 %","   .00 %","-97.87 %","-87.80 %","","-98.56 %","-97.12 %","","-95.81 %","","-88.79 %"
"2020-05-23","","-99.69 %","","-98.76 %","-97.46 %","   .00 %",""," 11.03 %","   .00 %","-76.31 %","-97.95 %","-93.16 %","-96.94 %","","-98.50 %","-98.01 %","","-84.25 %","-93.99 %","","","","","-97.39 %","","-97.70 %","-86.52 %","","-98.44 %","-96.78 %","","-95.37 %","","-87.83 %"
"2020-05-24","","-79.80 %","","-79.13 %"," 62.45 %","  6.67 %",""," 13.30 %","   .00 %"," ##.## %","-78.41 %","-75.39 %"," ##.## %","","  1.37 %","-18.17 %",""," ##.## %"," ##.## %","","","","","-77.67 %","   .00 %","-78.24 %","-69.12 %",""," ##.## %"," ##.## %","","-76.10 %","","-70.10 %"
"2020-05-25","","-78.44 %","","-79.14 %"," ##.## %","  6.67 %",""," 12.95 %","   .00 %"," ##.## %","-30.47 %","-55.44 %"," ##.## %",""," 33.33 %","  1.81 %",""," ##.## %"," ##.## %","","","",""," 42.24 %","   .00 %","-48.30 %","-38.68 %",""," ##.## %"," ##.## %","","-14.34 %","","-42.03 %"
"2020-05-26","","-58.45 %","","-77.63 %"," ##.## %","  6.67 %",""," 11.04 %","   .00 %"," ##.## %"," ##.## %","-36.21 %"," ##.## %",""," ##.## %"," 21.55 %",""," ##.## %"," ##.## %","","","",""," 62.07 %",""," 41.32 %"," 40.25 %",""," ##.## %"," ##.## %",""," ##.## %","-39.45 %","  6.58 %"
"2020-05-27","","-56.08 %","","-71.63 %"," ##.## %","  6.67 %",""," 10.30 %","   .00 %"," ##.## %"," ##.## %","-28.71 %"," ##.## %",""," ##.## %"," 23.03 %",""," ##.## %"," ##.## %","","","",""," 62.75 %",""," 41.81 %"," 40.96 %",""," ##.## %"," ##.## %",""," ##.## %","-38.02 %","  7.85 %"
"2020-05-28","","-45.56 %","","-63.43 %"," ##.## %","  6.67 %","","  8.33 %","   .00 %"," ##.## %"," ##.## %","-18.00 %"," ##.## %",""," ##.## %"," 28.23 %",""," ##.## %"," ##.## %","","","",""," 72.59 %","   .00 %"," 47.17 %"," 49.67 %",""," ##.## %"," ##.## %",""," ##.## %","-34.29 %"," 17.75 %"
"2020-05-29","","-65.48 %","","-83.32 %"," 74.02 %","",""," 11.21 %","   .00 %"," 73.03 %"," ##.## %","-37.95 %"," ##.## %",""," 13.80 %","-51.68 %",""," 30.53 %"," ##.## %","","","",""," 52.71 %","   .00 %"," 27.26 %"," 31.06 %",""," ##.## %"," ##.## %",""," ##.## %","-54.21 %"," -1.43 %"
"2020-05-30","","-66.44 %","","-82.35 %"," -4.58 %","   .00 %",""," 10.80 %","   .00 %"," 42.48 %"," ##.## %","-50.45 %"," 39.05 %","","-17.87 %","-69.68 %","","  4.09 %"," 56.74 %","","","","","-66.41 %",""," -1.36 %","  4.13 %",""," ##.## %"," 41.72 %",""," ##.## %","-73.13 %","-26.01 %"
"2020-05-31","","-86.30 %","","-83.94 %","-90.77 %","   .00 %",""," 12.87 %","   .00 %","-61.09 %","-94.21 %","-70.10 %","-87.07 %","","-88.86 %","-89.20 %","","-69.29 %","-82.89 %","","","","","-86.12 %","   .00 %","-91.11 %","-74.52 %","","-91.47 %","-88.96 %","","-65.05 %","-92.85 %","-74.58 %"
"2020-06-01","","-88.65 %","","-89.76 %","-93.38 %","   .00 %",""," 13.98 %","   .00 %","-49.62 %","-75.03 %","-60.10 %","-89.82 %","","-90.54 %","-72.16 %","","-58.20 %"," ##.## %","","","","","-88.62 %","   .00 %","-72.67 %","-60.47 %","","-92.55 %","-71.24 %","","-48.62 %","-94.68 %","-61.81 %"
"2020-06-02",""," ##.## %","","-78.33 %"," ##.## %","  5.00 %","-79.54 %"," 14.34 %","   .00 %"," 24.44 %"," ##.## %","-12.10 %"," 89.07 %","","-51.43 %","-57.42 %","","  6.19 %"," ##.## %","","","",""," -8.62 %","","  1.73 %"," -6.09 %",""," ##.## %"," ##.## %",""," ##.## %"," 41.51 %","-25.81 %"
"2020-06-03",""," ##.## %","","-76.50 %"," ##.## %","","-78.50 %"," 10.39 %","   .00 %"," 29.90 %"," ##.## %"," -2.15 %"," 91.38 %","","-50.79 %","-52.11 %",""," 13.49 %"," ##.## %","","","",""," -6.99 %","   .00 %","  3.83 %","  -.65 %",""," ##.## %"," ##.## %",""," ##.## %"," 44.41 %","-19.81 %"
"2020-06-04",""," ##.## %","","-77.38 %"," ##.## %","  5.00 %","-78.87 %"," 10.91 %","   .00 %"," 27.97 %"," ##.## %"," -9.39 %"," 90.51 %","","-51.07 %","-53.92 %","","  9.22 %"," ##.## %","","","   .00 %",""," -7.74 %","   .00 %","  2.58 %"," -3.22 %",""," ##.## %"," ##.## %",""," ##.## %"," 43.53 %","-22.80 %"
"2020-06-05",""," ##.## %","","-77.54 %"," ##.## %","  5.00 %","-78.88 %","  9.37 %","   .00 %"," 28.33 %"," ##.## %"," -9.30 %"," 90.49 %","-78.71 %","-51.09 %","-54.07 %","","  8.44 %"," ##.## %","","","   .00 %",""," -7.80 %","   .00 %","  2.48 %"," -3.53 %",""," ##.## %"," ##.## %",""," ##.## %"," 43.61 %","-23.03 %"
"2020-06-06",""," ##.## %","","-77.16 %"," ##.## %","  5.00 %","-78.32 %","  8.60 %","   .00 %"," 16.39 %"," ##.## %","-28.05 %"," 91.46 %","-78.43 %","-50.92 %","-72.28 %",""," -5.82 %"," 59.91 %","","","",""," -7.40 %","   .00 %","-17.06 %","-19.11 %",""," ##.## %"," ##.## %",""," 88.43 %"," 45.01 %","-39.86 %"
"2020-06-07","","-97.57 %","","-96.72 %","-94.16 %","  5.00 %","-97.91 %","  8.63 %","   .00 %","-62.02 %","-96.56 %","-83.05 %","-93.88 %","-98.19 %","-98.67 %","-90.74 %","","-75.43 %","-88.02 %","","","   .00 %","","-96.86 %","   .00 %","-96.35 %","-79.97 %","","-95.96 %","-87.00 %","","-91.61 %","-93.32 %","-84.26 %"
"2020-06-08","","-98.96 %","","-98.51 %","-96.70 %","   .00 %","-98.94 %","  7.91 %","   .00 %","-66.36 %","-97.47 %","-93.02 %","-96.01 %","-99.24 %","-99.28 %","-96.02 %","","-82.43 %","-90.99 %","","","   .00 %","","-98.48 %","   .00 %","-98.43 %","-85.02 %","","-97.15 %","-89.63 %","","-94.26 %","-96.10 %","-90.17 %"
"2020-06-09","   .00 %","-99.02 %","","-98.49 %","-96.47 %","   .00 %","-98.89 %","  7.10 %","   .00 %","-64.91 %","-97.04 %","-92.92 %","-95.67 %","-99.17 %","-99.23 %","-95.74 %","","-81.90 %","-90.37 %","","","   .00 %","","-98.35 %","   .00 %","-98.35 %","-83.80 %","   .00 %","-96.90 %","-88.55 %","","-93.90 %","-95.88 %","-89.48 %"
"2020-06-10","   .00 %","-98.95 %","","-98.53 %","-96.18 %","   .00 %","-98.58 %","  7.33 %","   .00 %","-63.02 %","-96.17 %","-91.66 %","-94.97 %","-99.11 %","-99.15 %","-95.03 %","","-79.90 %","-89.33 %","","","   .00 %","","-98.20 %","   .00 %","-98.06 %","-82.10 %","","-96.56 %","-86.95 %","","-93.19 %","-95.28 %","-88.45 %"
"2020-06-11","   .00 %","-94.56 %","","-96.59 %","-90.23 %","   .00 %","-89.91 %","  7.88 %","   .00 %","-57.48 %","-92.27 %","-76.25 %","-89.67 %","-91.11 %","-96.43 %","-84.24 %","","-73.70 %","-85.26 %","","","   .00 %","","-93.70 %","   .00 %","-93.18 %","-75.79 %","","-93.17 %","-79.91 %","","-87.31 %","-90.42 %","-80.15 %"
"2020-06-12","","-77.69 %","","-77.04 %","-74.39 %","   .00 %","-76.99 %","  8.94 %","   .00 %","-47.18 %","-82.22 %","-51.25 %","-74.45 %","-79.35 %","-80.72 %","-67.77 %","","-62.02 %","-75.05 %","","","   .00 %","","-75.67 %"," 10.00 %","-78.17 %","-61.60 %","   .00 %","-80.41 %","-65.27 %","","-72.34 %","-75.42 %","-65.16 %"
"2020-06-13","","-14.06 %","","-17.17 %"," 90.27 %","   .00 %","-57.01 %","  8.29 %","   .00 %","  6.75 %"," ##.## %","-31.27 %"," ##.## %","-59.41 %","-25.80 %"," ##.## %","","-14.06 %"," 26.61 %","","","   .00 %",""," 10.87 %"," 10.00 %"," 44.57 %"," -1.30 %","   .00 %"," 99.64 %"," ##.## %",""," 65.07 %"," ##.## %","-22.52 %"
"2020-06-14","   .00 %","  5.88 %","","  2.58 %"," ##.## %","   .00 %","-37.08 %","  8.45 %","   .00 %"," 19.66 %"," ##.## %","-11.63 %"," ##.## %","-39.53 %"," -5.91 %"," ##.## %","","  3.62 %"," 44.93 %","","","   .00 %",""," 30.61 %"," 16.67 %"," 64.35 %"," 15.64 %","   .00 %"," ##.## %"," ##.## %",""," 84.11 %"," ##.## %"," -4.25 %"
"2020-06-15","   .00 %","  5.81 %","","  2.64 %"," ##.## %","  4.00 %","-37.39 %","  7.74 %","   .00 %"," 18.31 %"," ##.## %","-13.24 %"," ##.## %","-39.56 %"," -5.96 %"," ##.## %","","  1.27 %"," 44.07 %","","","   .00 %",""," 30.40 %"," 16.67 %"," 64.13 %"," 13.84 %",""," ##.## %"," ##.## %",""," 83.56 %"," ##.## %"," -5.71 %"
"2020-06-16","   .00 %"," ##.## %",""," 20.14 %"," ##.## %","  4.00 %","-26.62 %"," 12.07 %","   .00 %"," 41.00 %"," ##.## %"," 10.10 %"," ##.## %"," 52.10 %"," 43.58 %"," ##.## %",""," 25.90 %"," ##.## %","","","   .00 %",""," 65.40 %"," 16.67 %"," ##.## %"," 42.62 %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," 20.34 %"
"2020-06-17",""," ##.## %",""," 35.14 %"," ##.## %","  4.00 %","-22.45 %"," 10.31 %","   .00 %"," 42.04 %"," ##.## %"," 40.10 %"," ##.## %"," 52.60 %"," 42.85 %"," ##.## %",""," 27.74 %"," ##.## %","","","",""," 66.83 %"," 11.67 %"," ##.## %"," 42.80 %","   .00 %"," ##.## %"," ##.## %","-19.93 %"," ##.## %"," ##.## %"," 21.28 %"
"2020-06-18","   .00 %"," ##.## %","","-24.50 %"," 16.06 %","  4.00 %","-42.39 %"," 10.03 %","   .00 %"," ##.## %"," ##.## %"," 20.15 %"," 18.86 %"," 52.60 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","","","   .00 %",""," ##.## %"," 15.67 %"," ##.## %","   .73 %","   .00 %"," 53.18 %"," 62.54 %","-19.93 %"," 18.54 %"," 62.46 %"," -2.27 %"
"2020-06-19","   .00 %"," ##.## %","","-44.33 %"," -3.26 %","  4.00 %","-62.33 %","  9.80 %","   .00 %"," ##.## %"," ##.## %","   .19 %","  -.28 %"," 32.78 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","","","   .00 %",""," ##.## %"," 12.33 %"," ##.## %","-16.54 %","   .00 %"," 34.28 %"," 44.84 %","-39.88 %","  -.21 %"," 42.87 %","-20.94 %"
"2020-06-20",""," ##.## %","","-17.80 %"," 37.32 %","   .00 %"," ##.## %","  9.43 %","   .00 %"," ##.## %"," ##.## %"," 60.10 %"," 68.10 %"," 52.67 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","","","   .00 %",""," ##.## %"," 12.33 %"," ##.## %"," 20.77 %",""," ##.## %"," ##.## %","-19.95 %"," 56.26 %"," ##.## %"," 12.28 %"
"2020-06-21","   .00 %","-16.93 %","","-37.41 %","-20.43 %","   .00 %"," 97.68 %","  3.54 %","   .00 %"," ##.## %"," ##.## %"," 20.13 %","  7.78 %","-47.16 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","","","   .00 %",""," ##.## %"," 15.19 %"," ##.## %","-16.22 %","   .00 %"," 31.51 %","  5.75 %","-39.90 %"," -2.11 %"," 26.86 %","-23.90 %"
"2020-06-22","","-15.08 %","","-71.80 %","-17.50 %","   .00 %"," ##.## %","  3.33 %","   .00 %"," ##.## %"," ##.## %","-19.87 %"," ##.## %","-39.66 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","","","   .00 %",""," ##.## %"," 10.19 %"," ##.## %","-15.16 %","   .00 %"," 34.32 %"," ##.## %","-59.61 %","  -.02 %","  7.94 %","-23.07 %"
