"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","",""
"2020-04-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"2020-04-30","","","","","","","-2","","","","","","","","","","","","","","","","","","","","","","","","-1","1","","","","","","","","","","",""
"2020-05-01","","","","","","","5","","","","","","","","","","","","","","","","","","3","","","","","","-6","","","","","","","","","","","",""
"2020-05-02","","","","","","","-6","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"2020-05-03","","","","-1","","","-1","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","",""
"2020-05-04","","","","","3","","2","","","","","","","","","","0","","","","","","","","","","","","","","-9","","","","","","","","","","","0",""
"2020-05-05","","","-1","","","","","","","","","","","","","","","","","","","","","","-2","","","","","","1","","","","","","","","","","","-1",""
"2020-05-06","","","1","","-3","","","","","","","","","","","","","","","","","","","","4","","","","","1","","","","","","","","","","","","-2",""
"2020-05-07","","","-3","","","","","","","","","","","","","","","","","","","","","","-3","","","","","","-2","","","","","","","","","","","1",""
"2020-05-08","","","","1","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-09","","","","","","","-5","","","","","","","","","","","","","","","","","","0","","","","","-1","1","","","","","","","","","","","",""
"2020-05-10","","","2","","","","","","","","","","","","","","","2","","","","","","","11","","","","","","-1","-1","","","","","","","","","","",""
"2020-05-11","","","","","-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-05-14","","","","","","","-2","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","0",""
"2020-05-15","","","","0","","","2","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"2020-05-16","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-05-17","","","","","","","-7","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","0","","","","","",""
"2020-05-18","","","","","","","","","","","0","","","","","","","","","","","","","","-2","","","","","","","","","","","","1","","","","","",""
"2020-05-19","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"2020-05-20","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-21","","","","","","","","","","","","","","","","-2","","","","","","","","","","","","","","-2","","","","","","","","","","","","",""
"2020-05-22","","","-4","","","","","","","","","","","","-2","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-23","","","","","","","","","","","","","","","","0","","","","","","","","","-3","","","","","","","","","","","","","","","","","",""
"2020-05-24","","","1","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-25","","","0","","","","","","","","","","","","","-14","","","","","","0","","","","","","","","","","","","","","","","","","","-19","",""
"2020-05-26","","","6","","14","","-19","","","","","","","","","10","","","","","","","","","-9","","","","","0","","0","","","","","","","","","6","",""
"2020-05-27","","","","","","","2","","","","","","","","","-12","","","","","","0","","","1","","","","","","","","","","","","","","","","","",""
"2020-05-28","","","-8","","","","","","","","","","","","","11","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-29","","","","","","","","","","","","","","","","-8","","","","","","","","","","","","","","","","","","","","-1","","","","","","",""
"2020-05-30","","","2","","","","","","","","","","","","-10","15","","-4","","","","","","","33","","","","","","","","","","","","","","","-1","","",""
"2020-05-31","","","","","","","38","","","","17","1","","","7","-3","","1","","","","","","","","","","","","23","","","","","","","","","","56","","0",""
"2020-06-01","","","","","","-1","-47","","","","-17","2","","","-10","","","","","","","","","","","","","-1","","","","3","","","","-21","2","","","-58","","",""
"2020-06-02","","","","9","-7","","","","","","","","","","","","17","","","","","6","","","","","","","","","","","","","","","2","","","","","",""
"2020-06-03","","","","-6","-2","","","","","","","","","","10","","-14","1","","","","","","","","","","","","","","","","","","8","","","","","-4","0",""
"2020-06-04","","","","-2","","","","","","","","1","","","2","-6","1","","","","","","","","","","","","","","","","","","","0","","","","","","-2",""
"2020-06-05","","","","","","","","","","","","-2","","","","-1","-1","","","","","","","","","","","","","-39","","","","","","","","","","","","2",""
"2020-06-06","","","","","","","-4","","","","16","2","9","","","-4","3","","","","-16","","","","37","","","","","11","","","","","","","","","","","","7",""
"2020-06-07","","","-1","","","","17","","-10","","-2","-8","-13","","-11","-1","-5","","","","","","","","-39","","","","","17","","-2","","","","","","","","","-3","-17","-40"
"2020-06-08","","","","","","","","","-30","","-16","","","","-5","","9","","","","","2","","","48","","","","","-30","","","","13","","","-1","","","","","47","21"
"2020-06-09","","","","","","","","","49","","16","","","","11","6","","","","","11","","","","","","-5","","","3","2","","","","","","","","","","2","-17",""
"2020-06-10","","","-5","","-23","","","","-23","","","","","","0","1","","","","","","-2","","","","","6","","","-3","","","","","","","","","","-38","2","",""
"2020-06-11","","","","","","","","","11","","-2","","","","-9","-5","-5","0","","","","","","","-60","","","","","-3","","","","","","","","","","-71","","",""
"2020-06-12","","","","","58","","","","-8","","-13","","17","","16","0","","0","","","","4","","","54","","","","","","","","","","","","","","","103","","",""
"2020-06-13","","","","","","","","","","","","","-17","","-13","10","","2","","","","","","","-28","","","","","","","","","","","","","","","-15","","",""
"2020-06-14","","","","0","-56","","","","","","","","","","7","-3","0","","","","-5","","","","18","","","","","","","-1","","","","","","","","20","","5",""
"2020-06-15","","","","","16","","-26","","","","5","","","","-5","-9","","","","","-3","","","","-18","","","","","","","","","","","","","","","-108","","-8","-2"
"2020-06-16","","","","","-13","2","30","","","","1","","","","5","9","","-1","","","-4","","","","-17","","","","","","","","","51","","","","","","59","","16","17"
"2020-06-17","","","","","","","-23","","","","","","","","","-8","","","","","","","","","85","","","","","-15","","","","","","","","","","6","","-4","62"
"2020-06-18","","","","","","","5","","","","","","","","","6","","-4","","","","","","","-68","","1","","","10","","0","","","","-16","","","","-51","","-13","-113"
"2020-06-19","","","","","16","","-6","","-9","","","","","","40","","","","","","","","","","8","","","","","-2","","2","","","1","","","","","-32","","7","12"
"2020-06-20","","","-1","","","","-6","","9","","","","","","-42","","9","","","","","","","","2","","","","","-11","","","","-22","","","","","","5","","-3","10"
"2020-06-21","","","5","6","","","15","","46","","","","4","","22","","1","","","","","","","","-33","","","","","","","","","-5","","","","","","-3","","2","-6"
"2020-06-22","","","","","","","","","","","","","","","-9","","-10","","","","0","","","","25","","","3","","","","","","","","","","","","-4","1","-4","9"
"2020-06-23","","","","","","","","","","","","","","","-15","","12","","","","0","-2","","","14","","","","","","","","","2","","","","","","6","-1","-1","6"
"2020-06-24","","","","","","","17","","-30","","","","","","","-5","-7","","","","","","","","2","","","","","","","","","","","","","","","1","","8",""
"2020-06-25","","","","","-1","","-11","","6","","","","","","","","36","","","","","","","","-19","","","0","","","","","","","","","","","","24","","",""
"2020-06-26","","","","-11","-5","","-9","","","","","","","","-56","","-30","","","","","","","","44","","","","","","-14","","","","","-2","","","","-16","","",""
"2020-06-27","","","","22","","","-14","","","","1","","","","-24","-7","-9","","","","","","","","-51","","-2","","","","3","","","","-7","5","","","","-7","","",""
"2020-06-28","","","","-39","","","","","","","","","","","-2","3","3","4","","","","","","","26","","2","","","","28","","","-40","","","","","","-6","2","","-90"
"2020-06-29","","","","","","","","","","","","","","","-2","5","4","","","","","","","","-11","","","","","","","","","","47","","","","","-1","-10","-50","11"
"2020-06-30","","","","","-1","","","","1","","","-7","","","-3","-3","-6","","","","4","","","","8","","","","","","","","","","","","","","","8","","11","-21"
"2020-07-01","","","","","","","","","12","","","4","","","16","-7","","","","","","","","","-39","","3","8","","","-1","","","","","","","","","-9","","-12","12"
"2020-07-02","","","","","","","","","","","-5","-3","","","17","5","","2","","","","","","","15","","","","","10","-5","","","-5","","","","","","19","","11",""
"2020-07-03","","","","-34","","","167","","","","1","","","","17","7","","3","","","","-6","","","-6","","","","","-10","12","","","","","","","","","-7","","14",""
"2020-07-04","","","","-8","","","-2","","","","","4","","","-25","-4","-11","-9","","","","0","","","29","","-2","-25","","","1","","","","","","","","","-4","0","-4",""
"2020-07-05","","","","17","","","107","","8","","","-4","","","10","-2","13","","","","","","","","6","","4","8","","","-9","","","","","","-10","","","12","","6",""
"2020-07-06","","","","-19","","","-24","","9","","14","-1","","","39","3","0","","","","","","","","17","","3","","","","9","","","","","","","","","-4","","-10","-10"
"2020-07-07","","","","9","","","-13","","","17","","","","","-49","","","-35","","","","","","","-50","","-3","","","","14","","","","-14","4","","","","10","-1","-2",""
"2020-07-08","","","5","3","","","153","","","-13","","","8","","","","","17","","","77","-13","","","3","","-6","5","","","-17","","","-12","","-8","-5","","","-21","-3","-16",""
"2020-07-09","","","","8","","","188","","","","3","","","","","-9","-6","","","","-81","40","","","19","","","","","","-4","","","","","","16","","","21","36","4",""
"2020-07-10","","","","39","","","-5","","","","4","","","","10","7","-4","","","","","","","","11","","","","","20","11","","","","-17","","","","","-21","-28","7",""
"2020-07-11","","","","153","","","-197","","","","","-11","","","-32","-6","-1","","","","","","","","-36","","","11","","-3","-3","","","-17","","","","","","14","-3","4","1"
"2020-07-12","","","","-210","","","-198","","-8","","","0","","","0","61","52","","","","","15","","","1","","-17","2","","","21","","","","","","","","","7","","-7","5"
"2020-07-13","","","2","12","","","77","","","","","7","","","47","-45","-28","-5","","","","14","","","12","-37","","","","","11","","","","","","","","","-21","","74",""
"2020-07-14","","","-29","-15","","","380","","","-12","","","","","4","16","-5","","","","","-21","","","-16","","","","","-14","-38","","","","","","-18","","","73","-20","-4",""
"2020-07-15","","","","44","","","-200","","","1","","","","","-44","-22","1","","","","-3","","","","-12","","5","","","-9","-11","","","","","-23","3","","","-58","40","",""
"2020-07-16","","","","-16","","","34","","-52","-11","-22","14","","","18","-4","10","-2","","","15","","","","4","","","15","","8","23","","","44","-14","19","-2","","","58","-40","","-99"
"2020-07-17","","","","-11","","","-159","","41","13","","-17","","","53","39","27","-12","","","-15","-31","","","37","","","-9","","","-8","","","-44","","","","","","1","-1","19","15"
"2020-07-18","","","","-12","","","-88","","","","","-3","","","-69","-34","-19","8","","","32","-18","","","82","","","-13","","","4","","","18","","","","","","-38","18","19","77"
"2020-07-19","","","-6","63","","","3","","","","","4","","","67","-5","-16","-4","","","-36","-9","","","-44","","","12","","","-1","","","17","","","","","","-1","74","24","-54"
"2020-07-20","","","","-49","","","-90","","58","-26","","12","-30","","","","-1","","","","7","","","","-25","","","9","","","4","","","-34","","","","","","","-58","-69","-10"
"2020-07-21","","","","-28","","","357","","-52","-2","","-7","","","","","","","","","-2","","","","-47","","","-6","","","22","","","50","","","14","","","","-5","44","-29"
"2020-07-22","","","","31","","","292","","161","1","","39","","","22","","","18","","","12","","","","39","19","","-28","","","-30","","","-47","","","","","","-80","61","-50","-17"
"2020-07-23","","","","-3","","","226","","","10","-43","3","","","250","","-59","-36","","","-3","","","","-33","","40","26","","","19","","","15","","","","","","31","-12","5",""
"2020-07-24","","","","17","","","-292","","","","29","-11","","","-62","58","-24","8","","","42","28","","","12","","-14","3","","34","-20","","","5","","","-8","","","23","-31","28",""
"2020-07-25","","","","27","","","-60","","-125","","-49","13","-7","","-99","-25","141","17","","","-12","2","","","119","","34","19","","5","41","","","11","","","-3","","","-9","2","109",""
"2020-07-26","","","-6","-63","130","","-39","","7","2","8","-50","","","7","-2","-137","-2","","","","-59","","","-13","","-62","-22","","-19","-44","","","-21","","","","","","46","36","-51","25"
"2020-07-27","","","-140","26","-135","","137","","48","-2","-8","-2","","","-67","3","-1","2","","","","18","","","-59","-3","","19","","","58","","","120","","","","","","-74","-2","-123","-41"
"2020-07-28","","","74","486","-4","","-212","","-31","13","123","7","","","120","-24","1","28","","","-25","-2","","","-34","6","","-37","","","42","","","-11","","","42","","","4","-4","181","7"
"2020-07-29","","","-66","-429","33","","546","","","-16","-57","-1","","","-82","-18","124","-46","","","","-19","","","80","","","38","","","19","","","-100","","-31","-46","","","28","21","-162","16"
"2020-07-30","","","34","237","-17","","794","","","15","81","21","","","-13","67","-28","9","","","","16","","","5","","","-39","","","-64","","","160","","","49","","","-22","-56","-9","-5"
"2020-07-31","","","","-193","37","","-807","","29","6","-135","-28","","","-40","51","-88","4","","","-2","14","","","25","","-48","8","","-8","232","","","-146","","","-51","","","-5","32","17","214"
"2020-08-01","","","","264","-36","-107","578","","-12","-21","-17","-1","46","","-11","52","-14","20","","","","-20","","","-19","","","53","","-15","-228","","","70","","138","216","","","44","-17","8","-222"
"2020-08-02","","","-41","-303","5","","648","","-16","33","41","10","","","-9","-99","17","-37","","","","22","","","-13","","","-42","","-1","27","","","38","","-105","-75","","","-22","6","13","-6"
"2020-08-03","","","4","-87","-27","","362","","45","-17","25","42","","","79","-7","21","33","","","","19","","","252","","","-11","","18","273","","","-12","","","-130","","","44","-7","-59","3"
"2020-08-04","","","-36","465","-1","-60","1581","","-68","-8","-59","-30","","","-55","11","204","16","","","","-37","","","-217","","","15","","-4","-210","","","-25","","","39","","","39","","69","1"
"2020-08-05","","","14","-331","24","-16","-1191","","-8","5","31","-4","-37","","13","-2","-13","53","","","38","23","","","201","","112","-8","","50","-52","","","-6","-245","-2","-50","","","-72","","-15","26"
"2020-08-06","","","-9","271","-8","-8","-111","","83","-7","-48","11","30","","25","6","62","44","","","-67","72","","","-123","5","-76","48","","-27","40","","","-48","-2","58","4","","","-9","-6","-1","-14"
"2020-08-07","","","51","204","8","-12","-1841","","-68","6","35","-9","-64","","81","109","-220","-77","","","-4","-19","","","-27","-11","-31","6","","-44","16","","","11","54","36","18","","","23","6","66","46"
"2020-08-08","","","292","-447","326","-6","1098","","-11","13","21","14","13","","-5","-145","62","3","","","","-49","","","62","8","-34","-14","","31","-83","","","1","-34","-56","26","","","-4","-9","39","-46"
"2020-08-09","","","-328","-32","77","88","-392","","26","107","-40","-15","4","","12","56","-92","8","","","","25","","","-57","","","9","","-16","376","","","43","","-52","-34","","","-14","-34","-57","6"
"2020-08-10","","","285","45","-365","15","200","","2","-112","5","0","-19","","338","-11","184","14","","","34","8","","","-100","","","1","","","-203","","","-93","","29","125","","","32","5","-9","-16"
"2020-08-11","","","-175","211","354","-57","-529","","81","8","33","29","14","","-14","39","161","-11","","","50","-37","","","47","-2","-12","7","","","389","","","25","66","397","-92","","","44","29","96","67"
"2020-08-12","","","54","-24","-296","-45","852","","-12","24","22","167","4","","-21","25","-202","-14","","","24","103","","","179","18","25","-28","","98","21","","","20","-11","-294","-33","","","64","5","-107","-57"
"2020-08-13","","","-50","60","-8","720","-148","","-9","-13","-17","84","58","","143","54","-95","-25","","","412","49","","","114","-18","-12","6","","34","-31","","","304","-152","-6","6","","","65","-31","59","22"
"2020-08-14","","","134","-163","38","-565","-66","","-30","13","-5","-291","-39","","-399","58","60","161","","","-433","-166","","","-72","15","-18","153","","-104","-225","","","-254","-3","-79","244","","","324","74","-27","-4"
"2020-08-15","","","-158","279","226","-91","-112","","-6","-40","144","14","120","","-40","-15","-89","-110","","","-15","9","","","-157","-21","57","192","","-29","-153","","","-10","84","16","-65","","","-385","-75","13","106"
"2020-08-16","","","-94","148","6","-59","322","","3","43","-139","14","","","-74","-158","90","-31","","","185","64","","","103","4","82","-210","","73","127","","","-38","-83","-84","-117","","","30","68","50","-111"
"2020-08-17","","","57","-358","-131","624","-166","","-64","-19","90","81","","","81","103","-20","34","","","-33","-66","","","-128","-26","41","22","","-27","-97","","","71","12","58","121","","","10","-71","-22","97"
"2020-08-18","","","163","154","180","-487","1330","","46","1","-33","18","-47","","-36","-170","171","102","","","-147","23","","","52","24","-34","-94","","48","9","","","1","-13","-19","-53","","","52","74","57","-56"
"2020-08-19","","","37","129","-192","-94","-971","","96","54","-113","-86","9","","-58","24","0","-39","","","19","-26","","","1","-11","-53","8","","-49","-58","","","16","101","525","-117","","","-140","17","-201","-14"
"2020-08-20","","","-4","-240","-178","144","-568","","-44","-72","106","12","","","72","315","-21","-16","","","-31","13","","","-71","35","18","12","","12","","","","131","-38","-557","35","","","178","-14","131","-11"
"2020-08-21","","","-216","15","103","-160","599","","65","","-30","18","","","-123","-223","-114","28","","","23","58","","","-15","58","-47","90","","-29","","","","2","-39","63","187","","","6","11","36","-23"
"2020-08-22","","","41","118","319","-2","679","","-28","","-76","-29","133","","256","191","-123","-58","","","105","-53","","","37","-43","-15","-8","","8","","","","-92","5","54","-185","","","-130","-57","-56","3"
"2020-08-23","","","18","-218","-377","-25","-1791","","-98","-25","23","-9","-62","","-156","-171","77","-21","","","-117","-24","","","17","","-2","-48","","67","","","","-29","-8","141","-24","","","74","-7","25","204"
"2020-08-24","","","-10","138","16","70","566","","61","-21","67","63","-13","","77","-63","63","2","","","23","197","","","10","","54","9","","-53","","","","-58","-24","50","2","","","-153","-13","-65","-208"
"2020-08-25","","","-53","562","31","8","-496","","-23","-6","-34","3","-65","","-23","485","-20","62","","","-7","-138","","","-36","-21","-5","-63","","51","-1771","","","67","10","38","110","","","24","57","18","-12"
"2020-08-26","","","18","-488","-11","-54","1092","","21","69","-5","37","-12","","78","-438","-78","-53","","","-3","57","","","-19","33","-1","-6","","73","176","","","-88","-1","84","-97","","","66","-69","-6","60"
"2020-08-27","","","24","-56","66","-8","732","","0","-57","22","-80","37","","-39","74","-5","-33","","","91","-30","","","35","4","-96","-20","","44","-196","","","-13","69","-172","56","","","-32","73","74","53"
"2020-08-28","","","22","163","553","22","-1214","","-86","5","11","48","39","","36","-28","435","-10","","","-65","45","","","-118","-30","-19","155","","-168","30","","","148","80","-188","-90","","","-27","-23","-24","-104"
"2020-08-29","","","-3","150","-253","339","26","","68","-9","-2","109","-50","","-57","20","-246","63","","","51","-55","","","230","14","76","-141","","137","67","","","-111","21","129","107","","","32","-38","-66","38"
"2020-08-30","","","46","-499","179","","232","","-66","-15","-59","-125","","","-23","-60","-70","3","","","-28","12","","","-158","1","-28","70","","-106","-291","","","18","-131","-21","50","","","-24","130","110","269"
"2020-08-31","","","25","306","-384","","16","","99","35","-1","-22","","","154","203","47","-34","","","-52","-6","","","-121","-37","9","-87","","-56","113","","","60","-53","54","-37","","","108","-102","-84","-16"
"2020-09-01","","","-128","-229","-236","","-1285","","-24","14","42","-8","","","-4","-9","-61","-27","","","67","6","","","48","12","1","116","","39","-190","","","-112","34","-41","77","","","-53","-10","0","-219"
"2020-09-02","","","6","119","37","102","1246","","-5","3","-20","38","28","","-17","-243","-116","119","","","-18","-44","","","10","17","14","-77","","54","-17","","","65","6","-47","-65","","","-10","62","-33","-86"
"2020-09-03","","","-8","-34","113","-33","248","","4","4","13","25","10","","-138","20","84","-42","","","3","33","","","44","-13","5","16","","-104","76","","","-32","-28","89","362","","","88","-87","94","23"
"2020-09-04","","","20","-27","40","-6","-899","","-60","2","-5","-12","-55","","14","-14","-47","15","","","6","-65","","","97","21","-2","65","","53","80","","","6","20","170","-388","","","4","92","-50",""
"2020-09-05","","","-35","168","46","57","1494","","18","36","17","-1","148","","89","113","141","34","","","-45","124","","","-7","-4","94","50","","188","101","","","-2","92","-77","-29","","","-100","-56","-48",""
"2020-09-06","","","79","66","-98","-99","1314","","-34","-79","26","92","-145","","-109","-31","-45","-18","","","165","50","","","-15","36","-125","-88","","-242","17","","","68","-23","-94","4","","","38","18","50","-305"
"2020-09-07","","","5913","18852","10182","4496","104089","","4234","2192","3807","3388","2184","","11550","8159","9958","4722","","","6592","3721","","","10554","1277","3236","5704","","4598","14234","","","6394","2859","7072","4975","","","10540","4212","6512","4862"
