"date","Meghalaya/East Garo Hills","Meghalaya/East Jaintia Hills","Meghalaya/East Khasi Hills","Meghalaya/North Garo Hills","Meghalaya/RiBhoi","Meghalaya/Ribhoi","Meghalaya/South Garo Hills","Meghalaya/South West Garo Hills","Meghalaya/South West Khasi Hills","Meghalaya/West Garo Hills","Meghalaya/West Jaintia Hills","Meghalaya/West Khasi Hills"
"2020-08-11","","","2","","","3","","","","","",""
"2020-08-12","","","2","","","3","","","","","",""
"2020-08-13","","","2","","","3","","","","","",""
"2020-08-14","","","2","","","","","","","","",""
"2020-08-15","","","2","","","3","","","","","",""
"2020-08-16","","","2","","","3","","","","","",""
"2020-08-17","","","2","","","","","","","","",""
"2020-08-18","","","2","","","3","","","","","",""
"2020-08-19","","","2","","","3","","","","","",""
"2020-08-20","","","2","","","3","","","","","",""
"2020-08-21","","","2","","","3","","","","","",""
"2020-08-22","","","3","","","3","","","","","",""
"2020-08-23","","","3","","","3","","","","1","",""
"2020-08-24","","","3","","","3","","","","","",""
"2020-08-25","","","3","","","3","","","","1","",""
"2020-08-26","","","3","","","3","","","","1","",""
"2020-08-27","","","4","","","3","","","","1","",""
"2020-08-28","","","5","","","3","","","","1","",""
"2020-08-29","","","5","","","3","","","","1","",""
"2020-08-30","","","5","","","3","","","","1","",""
"2020-08-31","","","5","","","3","","","","1","",""
"2020-09-01","","","7","","","3","","","","1","",""
"2020-09-02","","","8","","","3","","","","1","",""
"2020-09-03","","","8","","","3","","","","1","",""
"2020-09-04","","","9","","","3","","","","1","",""
"2020-09-05","","","9","","","3","","","","1","","1"
"2020-09-06","","","10","","","3","","","","1","",""
"2020-09-07","","","11","","","3","","","","1","","1"
"2020-09-08","","","11","","","3","","","","1","",""
"2020-09-09","","","13","","","3","","","","1","","1"
"2020-09-10","","","14","","","3","","","","1","","1"
"2020-09-11","","","18","","","3","","","","1","","1"
"2020-09-12","","","19","","","3","","","","1","","1"
"2020-09-13","","","20","","","3","","","","1","",""
"2020-09-14","","","22","","","3","","","","1","",""
"2020-09-15","","","23","","","3","","","","1","",""
"2020-09-16","","","23","","","3","","","","1","","1"
"2020-09-17","","","25","","","3","","","","1","","1"
"2020-09-19","","","26","","","3","","","","2","",""
"2020-09-20","","","26","","","3","","","","2","","1"
"2020-09-21","","","26","","","3","","","","2","",""
"2020-09-22","","","28","","","3","","","","2","","1"
"2020-09-23","","","28","","","3","","","","2","",""
"2020-09-24","","","28","","","3","","","","2","","1"
"2020-09-25","","","28","","","3","","","","2","",""
"2020-09-26","","","33","","","0","","1","","2","","1"
"2020-09-27","","","33","","","0","","1","","2","","1"
"2020-09-28","","","36","","","0","","1","","2","","1"
"2020-09-29","","","37","","","0","","1","","2","",""
"2020-09-30","","","39","","","0","","1","","2","","1"
"2020-10-01","","","41","","","0","","","","2","",""
"2020-10-02","","","42","","","0","","1","","2","","1"
"2020-10-03","","","44","","","0","","1","","2","",""
"2020-10-04","","","44","","","0","","1","","2","",""
"2020-10-05","","","49","","","0","","1","","2","","1"
"2020-10-06","","","49","","","1","","1","","2","","1"
"2020-10-07","","","49","","","1","","","","2","",""
"2020-10-08","","","49","","","1","","","","2","","1"
"2020-10-09","","","50","","","1","","1","","2","",""
"2020-10-10","1","","50","","","1","","1","","2","","1"
"2020-10-11","1","","50","","","1","","2","","2","","1"
"2020-10-12","1","","51","","","1","","2","","2","",""
"2020-10-13","1","","52","","","1","","2","","2","",""
"2020-10-14","1","","57","","","1","","2","","2","","1"
"2020-10-15","1","","60","","","1","","","","2","",""
"2020-10-16","1","","62","","","1","","2","","2","","1"
"2020-10-17","","","62","","","1","","2","","2","","1"
"2020-10-18","1","","62","","","1","","2","","2","",""
"2020-10-19","","","62","","","1","","2","","2","",""
"2020-10-20","1","","63","","","1","","","","2","",""
"2020-10-21","1","","64","","","1","","2","","2","","1"
"2020-10-23","1","","65","","","1","","2","","2","","1"
"2020-10-24","1","","66","","","1","","2","","2","","1"
"2020-10-25","1","","67","","","1","","2","","2","","1"
"2020-10-26","","","67","","","1","","2","","2","",""
"2020-10-27","1","","68","","","1","","","","2","","1"
"2020-10-28","1","","70","1","","1","","2","","2","",""
"2020-10-29","1","","72","1","","1","","2","","2","",""
"2020-10-30","1","","72","1","","1","","2","","2","","1"
"2020-10-31","1","","73","1","","1","","2","","2","",""
"2020-11-01","1","","74","1","","1","","2","","3","",""
"2020-11-02","1","","74","1","","1","","","","3","",""
"2020-11-03","1","","74","1","","1","","2","","3","","1"
"2020-11-04","1","","74","","","1","","2","","3","","1"
"2020-11-05","1","","75","1","","1","","2","","3","",""
"2020-11-06","1","","75","","","1","","2","","3","",""
"2020-11-07","1","","77","1","","1","","2","","3","",""
"2020-11-08","1","","77","","","1","","2","","3","",""
"2020-11-09","1","","77","1","","1","","2","","4","",""
"2020-11-10","1","","77","1","","1","","2","","4","","1"
"2020-11-11","1","","77","1","","1","","2","","4","","1"
"2020-11-12","1","","78","1","","2","","2","","6","","1"
"2020-11-13","1","","78","1","","2","","2","","6","","1"
"2020-11-14","1","","78","","","2","","2","","8","",""
"2020-11-15","1","","78","1","","2","","2","","8","","1"
"2020-11-16","1","","78","1","","2","","2","","9","",""
"2020-11-17","1","","78","","","2","","2","","10","","1"
"2020-11-18","1","","78","1","","2","","2","","11","",""
"2020-11-19","1","","79","1","","2","","2","","11","","1"
"2020-11-20","1","","81","1","","2","","2","","11","",""
"2020-11-21","1","","83","1","","2","","2","","11","","1"
"2020-11-22","1","","85","1","","2","","2","","11","",""
"2020-11-23","","","85","","","2","","2","","11","",""
"2020-11-24","1","","85","1","","2","","2","","11","",""
"2020-11-25","1","","85","","","2","","2","","11","","1"
"2020-11-26","1","","85","1","","2","","2","","11","",""
"2020-11-27","1","","85","1","","2","","2","","11","",""
"2020-11-28","1","","86","1","","2","","2","","11","","1"
"2020-11-29","1","","86","","","2","","2","","11","",""
"2020-11-30","1","","86","","","2","","2","","11","","1"
"2020-12-01","1","","87","","","2","","2","","11","",""
"2020-12-26","1","","90","","","","","2","","11","",""
"2020-12-27","","","90","1","","2","","2","","11","",""
"2020-12-28","1","","90","","","","","2","","","",""
"2020-12-29","","","90","1","","2","","","","11","",""
"2020-12-30","","","91","1","","2","","2","","11","",""
"2021-01-02","","","91","","","2","-1","","","12","","1"
"2021-01-03","","","91","","","","","2","","12","",""
"2021-01-04","","","91","","","","","","","","",""
"2021-01-05","","","93","","","2","-1","","","12","",""
"2021-01-06","","","93","","","2","","2","","12","",""
"2021-01-07","1","","93","1","","2","","","","","","1"
"2021-01-08","","","95","1","","","-1","","","12","",""
"2021-01-09","","","95","1","","","-1","","","12","",""
"2021-01-10","","","95","","","","","","","12","",""
"2021-01-11","","","95","","","","","","","12","","1"
"2021-01-12","","","95","","","2","","","","12","",""
"2021-01-13","","","96","","","","","","","","",""
"2021-01-14","","","96","","","","","","","12","",""
"2021-01-15","","","96","","","","","","","","",""
"2021-01-16","","","96","1","","","","","","","",""
"2021-01-17","","","96","","","2","-1","","","12","",""
"2021-01-18","","","96","","","2","","","","","",""
"2021-01-19","","","96","","","","","","","","",""
"2021-01-20","","","96","","","","","","","12","",""
"2021-01-21","","","98","","","","","","","","",""
"2021-01-22","","","98","","","2","","","","","","1"
"2021-01-23","","","98","","","","","2","","","",""
"2021-01-24","","","98","","","2","","","","12","",""
"2021-01-25","","","98","1","","","","","","","",""
"2021-01-26","","","98","1","","2","","","","","","1"
"2021-01-27","","","98","1","","","","","","","",""
"2021-01-28","","","98","","","","","","","","","1"
"2021-01-29","","","98","","","2","","","","","",""
"2021-01-30","","","98","","","","","","","12","",""
"2021-01-31","","","98","","","2","","","","","","1"
"2021-02-01","","","98","","","","","","","","",""
"2021-02-02","","","99","","","2","","","","","","1"
"2021-02-03","","","99","","","2","","2","","","",""
"2021-02-04","","","99","","","","","2","","","",""
"2021-02-05","","","99","","","2","","2","","12","",""
"2021-02-06","","","99","","","","","","","","",""
"2021-02-07","","","99","","","2","","","","","",""
"2021-02-08","","","100","","","","","","","","",""
"2021-02-09","","","100","","","2","","","","","","1"
"2021-02-10","","","100","","","","","","","","",""
"2021-02-11","","","100","","","2","","","","","","1"
"2021-02-12","","","100","","","","","","","","",""
"2021-02-13","","","100","","","","","","","","",""
"2021-02-14","","","100","","","2","","","","","",""
"2021-02-15","","","100","","","2","","","","","",""
"2021-02-16","","","100","","","2","","","","12","","1"
"2021-02-17","","","100","","","","","","","","","1"
"2021-02-18","","","100","","","2","","","","","",""
"2021-02-19","","","100","","","","","","","","",""
"2021-02-20","","","100","","","","","","","","","1"
"2021-02-21","","","100","","","","","","","","",""
"2021-02-22","","","100","","","","","","","","",""
"2021-02-23","","","100","","","","","2","","","",""
"2021-02-24","","","100","","","","","","","","",""
"2021-02-25","","","100","","","","","","","12","",""
"2021-02-26","","","","","","","","","","","",""
"2021-02-27","","","100","","","","","","","","","1"
"2021-02-28","","","100","","","","","","","","",""
"2021-03-01","","","100","","","","","","","","",""
"2021-03-02","","","100","","","","","","","","",""
"2021-03-03","","","100","","","","","","","","",""
"2021-03-04","","","100","","","","","","","","",""
