"date","Maine/Androscoggin","Maine/Aroostook","Maine/Cumberland","Maine/Franklin","Maine/Hancock","Maine/Kennebec","Maine/Knox","Maine/Lincoln","Maine/Out of ME","Maine/Oxford","Maine/Penobscot","Maine/Piscataquis","Maine/Sagadahoc","Maine/Somerset","Maine/Unassigned","Maine/Waldo","Maine/Washington","Maine/York"
"2020-08-08","8","1","69","1","1","11","1","1","","0","5","0","0","1","0","14","0","12"
"2020-08-09","8","1","69","1","1","11","1","1","","0","5","0","0","1","0","14","0","12"
"2020-08-10","8","1","69","1","1","11","1","1","","0","5","0","0","1","0","14","0","12"
"2020-08-11","8","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-12","8","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-13","8","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-14","8","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-15","9","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-16","9","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-17","9","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-18","9","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-19","9","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","13"
"2020-08-20","9","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","14"
"2020-08-21","10","1","69","1","1","11","1","1","0","0","5","0","0","1","0","14","0","14"
"2020-08-22","10","1","70","1","1","11","1","1","0","0","5","0","0","1","0","14","0","14"
"2020-08-23","10","1","70","1","1","11","1","1","0","0","6","0","0","1","0","14","0","14"
"2020-08-24","10","1","70","1","1","11","1","1","0","0","6","0","0","1","0","14","0","14"
