"date","Mizoram/Aizawl","Mizoram/Champhai","Mizoram/Hnahthial","Mizoram/Khawzawl","Mizoram/Kolasib","Mizoram/Lawngtlai","Mizoram/Lunglei","Mizoram/Mamit","Mizoram/Saiha","Mizoram/Saitual","Mizoram/Serchhip"
"2020-10-29","1","","","","","","","","","",""
"2020-10-30","1","","","","","","","","","",""
"2020-10-31","1","","","","","","","","","",""
"2020-11-01","1","","","","","","","","","",""
"2020-11-02","1","","","","","","","","","",""
"2020-11-03","1","","","","","","","","","",""
"2020-11-04","1","","","","","","","","","",""
"2020-11-05","2","","","","","","","","","",""
"2020-11-06","2","","","","","","","","","",""
"2020-11-07","2","","","","","","","","","",""
"2020-11-08","2","","","","","","","","","",""
"2020-11-09","2","","","","","","","","","",""
"2020-11-10","2","","","","","","","","","",""
"2020-11-11","2","","","","","","","","","",""
"2020-11-12","2","","","","","","","","","",""
"2020-11-13","2","","","","","","","","","",""
"2020-11-14","3","","","","","","","","","",""
"2020-11-15","4","","","","","","","","","",""
"2020-11-16","5","","","","","","","","","",""
"2020-11-17","5","","","","","","","","","",""
"2020-11-18","5","","","","","","","","","",""
"2020-11-19","5","","","","","","","","","",""
"2020-11-20","5","","","","","","","","","",""
"2020-11-21","5","","","","","","","","","",""
"2020-11-22","5","","","","","","","","","",""
"2020-11-23","5","","","","","","","","","",""
"2020-11-24","5","","","","","","","","","",""
"2020-11-25","5","","","","","","","","","",""
"2020-11-26","5","","","","","","","","","",""
"2020-11-27","5","","","","","","","","","",""
"2020-11-28","5","","","","","","","","","",""
"2020-11-29","5","","","","","","","","","",""
"2020-11-30","5","","","","","","","","","",""
"2020-12-01","6","","","","","","","","","",""
"2020-12-26","6","","","","","","","","","",""
"2020-12-27","6","","","","","","","","","",""
"2020-12-28","6","","","","","","","","","",""
"2020-12-29","6","","","","","","","","","",""
"2020-12-30","6","","","","","","","","","",""
"2020-12-31","6","","","","","","","","","",""
"2021-01-01","6","","","","","","","","","",""
"2021-01-02","6","","","","","","","","","",""
"2021-01-03","6","","","","","","","","","",""
"2021-01-04","6","","","","","","","","","",""
"2021-01-05","6","","","","","","","","","",""
"2021-01-06","6","","","","","","","","","",""
"2021-01-07","6","","","","","","","","","",""
"2021-01-08","6","","","","","","","","","",""
"2021-01-09","6","","","","","","","","","",""
"2021-01-10","7","","","","","","","","","",""
"2021-01-11","7","","","","","","","","","",""
"2021-01-12","7","","","","","","","","","",""
"2021-01-13","7","","","","","","","","","",""
"2021-01-14","7","","","","","","","","","",""
"2021-01-15","7","","","","","","","","","",""
"2021-01-16","7","","","","","","","","","",""
"2021-01-17","7","","","","","","","","","",""
"2021-01-18","7","","","","","","","","","",""
"2021-01-19","7","","","","","","","","","",""
"2021-01-20","7","","","","","","","","","",""
"2021-01-21","7","","","","","","","","","",""
"2021-01-22","7","","","","","","","","","",""
"2021-01-23","7","","","","","","","","","",""
"2021-01-24","7","","","","","","","","","",""
"2021-01-25","7","","","","","","","","","",""
"2021-01-26","7","","","","","","","","","",""
"2021-01-27","7","","","","","","","","","",""
"2021-01-28","7","","","","","","","","","",""
"2021-01-29","7","","","","","","","","","",""
"2021-01-30","7","","","","","","","","","",""
"2021-01-31","7","","","","","","","","","",""
"2021-02-01","7","","","","","","","","","",""
"2021-02-02","7","","","","","","","","","",""
"2021-02-03","7","","","","","","","","","",""
"2021-02-04","7","","","","","","","","","",""
"2021-02-05","7","","","","","","","","","",""
"2021-02-06","7","","","","","","","","","",""
"2021-02-07","7","","","","","","","","","",""
"2021-02-08","7","","","","","","","","","",""
"2021-02-09","7","","","","","","","","","",""
"2021-02-10","7","","","","","","","","","",""
"2021-02-11","7","","","","","","","","","",""
"2021-02-12","","","","","","","","","","",""
"2021-02-13","7","","","","","","","","","",""
"2021-02-14","7","","","","","","","","","",""
"2021-02-15","8","","","","","","","","","",""
"2021-02-16","8","","","","","","","","","",""
"2021-02-17","8","","","","","","","","","",""
"2021-02-18","8","","","","","","","","","",""
"2021-02-19","8","","","","","","","","","",""
"2021-02-20","8","","","","","","","","","",""
"2021-02-21","","","","","","","","","","",""
"2021-02-22","","","","","","","","","","",""
"2021-02-23","8","","","","","","","","","",""
"2021-02-24","8","","","","","","","","","",""
"2021-02-25","","","","","","","","","","",""
"2021-02-26","8","","","","","","","","","",""
"2021-02-27","8","","","","","","","","","",""
"2021-02-28","","","","","","","","","","",""
"2021-03-01","8","","","","","","","","","",""
"2021-03-02","8","","","","","","","","","",""
"2021-03-03","8","","","","","","","","","",""
"2021-03-04","8","","","","","","","","","",""
"2021-03-05","8","","","","","","","","","",""
"2021-03-06","8","","","","","","","","","",""
"2021-03-07","","","","","","","","","","",""
"2021-03-08","8","","","","","","","","","",""
"2021-03-09","8","","","","","","","","","",""
"2021-03-10","8","","","","","","","","","",""
"2021-03-11","","","","","","","","","","",""
"2021-03-12","","","","","","","","","","",""
"2021-03-14","8","","","","","","","","","",""
"2021-03-15","8","","","","","","","","","",""
"2021-03-16","8","","","","","","","","","",""
"2021-03-17","8","","","","","","","","","",""
"2021-03-18","9","","","","","","","","","",""
"2021-03-20","","","","","","","","","","",""
"2021-03-21","","","","","","","","","","",""
"2021-03-22","9","","","","","","","","","",""
"2021-03-23","9","","","","","","","","","",""
"2021-03-24","9","","","","","","","","","",""
"2021-03-25","9","","","","","","","","","",""
"2021-03-26","9","","","","","","","","","",""
"2021-03-27","9","","","","","","","","","",""
"2021-03-28","9","","","","","","","","","",""
"2021-03-30","9","","","","","","","","","",""
"2021-03-31","9","","","","","","","","","",""
"2021-04-01","9","","","","","","","","","",""
"2021-04-02","9","","","","","","","","","",""
"2021-04-03","9","","","","","","","","","",""
"2021-04-04","9","","","","","","","","","",""
"2021-04-05","9","","","","","","","","","",""
"2021-04-06","9","","","","","","","","","",""
"2021-04-07","9","","","","","","","","","",""
"2021-04-08","9","","","","","","","","","",""
"2021-04-09","9","","","","","","","","","",""
"2021-04-10","9","","","","","","","","","",""
"2021-04-11","9","","","","","","","","","",""
"2021-04-12","10","","","","","","","","","",""
"2021-04-13","10","","","","","","","","","",""
"2021-04-14","10","","","","","","","","","",""
"2021-04-15","10","","","","","","","","","",""
"2021-04-16","10","","","","","","","","","",""
"2021-04-17","10","","","","","","","","","",""
"2021-04-18","10","","","","","","","","","",""
"2021-04-19","10","","","","","","","","","",""
"2021-04-20","10","","","","","","","","","",""
"2021-04-21","10","","","","","","","","","",""
"2021-04-22","10","","","","","","","","","",""
"2021-04-23","10","","","","","","","","","",""
"2021-04-24","10","","","","","","","","","",""
"2021-04-25","11","","","","","","","","","",""
"2021-04-26","11","","","","","","","","","",""
"2021-04-27","11","","","","","","","","","",""
"2021-04-28","11","","","","","","","","","",""
"2021-04-29","11","","","","","","","","","",""
"2021-04-30","12","","","","","","","","","",""
"2021-05-01","13","","","","","","","","","",""
"2021-05-02","13","","","","","","","","","",""
"2021-05-03","15","","","","","","","","","",""
"2021-05-04","15","","","","","","","","","",""
"2021-05-05","15","","","","","","","","","",""
"2021-05-06","15","","","","","","","","","",""
"2021-05-07","15","","","","","","","","","",""
"2021-05-08","15","","","","","","","","","",""
"2021-05-09","17","","","","","","","","","",""
"2021-05-10","19","","","","","","","","","1",""
"2021-05-11","19","","","","","","","","","1",""
"2021-05-12","20","","","","","","","","","1",""
"2021-05-13","20","","","","","","","","","",""
"2021-05-14","20","","","","","","","","","1",""
"2021-05-15","20","","","","","","","","","1",""
"2021-05-16","21","","","","","","","","","1",""
"2021-05-17","22","","","","1","","","","","1",""
"2021-05-18","25","","","","1","","","","","1",""
"2021-05-19","26","","","","1","","","","","1",""
"2021-05-20","26","","","","1","","","","","1",""
