"date","Uttar Pradesh/Agra","Uttar Pradesh/Aligarh","Uttar Pradesh/Ambedkar Nagar","Uttar Pradesh/Amethi","Uttar Pradesh/Amroha","Uttar Pradesh/Auraiya","Uttar Pradesh/Ayodhya","Uttar Pradesh/Azamgarh","Uttar Pradesh/Baghpat","Uttar Pradesh/Bahraich","Uttar Pradesh/Ballia","Uttar Pradesh/Balrampur","Uttar Pradesh/Banda","Uttar Pradesh/Barabanki","Uttar Pradesh/Bareilly","Uttar Pradesh/Basti","Uttar Pradesh/Bhadohi","Uttar Pradesh/Bijnor","Uttar Pradesh/Budaun","Uttar Pradesh/Bulandshahr","Uttar Pradesh/Chandauli","Uttar Pradesh/Chitrakoot","Uttar Pradesh/Deoria","Uttar Pradesh/Etah","Uttar Pradesh/Etawah","Uttar Pradesh/Farrukhabad","Uttar Pradesh/Fatehpur","Uttar Pradesh/Firozabad","Uttar Pradesh/Gautam Buddha Nagar","Uttar Pradesh/Ghaziabad","Uttar Pradesh/Ghazipur","Uttar Pradesh/Gonda","Uttar Pradesh/Gorakhpur","Uttar Pradesh/Hamirpur","Uttar Pradesh/Hapur","Uttar Pradesh/Hardoi","Uttar Pradesh/Hathras","Uttar Pradesh/Jalaun","Uttar Pradesh/Jaunpur","Uttar Pradesh/Jhansi","Uttar Pradesh/Kannauj","Uttar Pradesh/Kanpur Dehat","Uttar Pradesh/Kanpur Nagar","Uttar Pradesh/Kasganj","Uttar Pradesh/Kaushambi","Uttar Pradesh/Kushinagar","Uttar Pradesh/Lakhimpur Kheri","Uttar Pradesh/Lalitpur","Uttar Pradesh/Lucknow","Uttar Pradesh/Maharajganj","Uttar Pradesh/Mahoba","Uttar Pradesh/Mainpuri","Uttar Pradesh/Mathura","Uttar Pradesh/Mau","Uttar Pradesh/Meerut","Uttar Pradesh/Mirzapur","Uttar Pradesh/Moradabad","Uttar Pradesh/Muzaffarnagar","Uttar Pradesh/Pilibhit","Uttar Pradesh/Pratapgarh","Uttar Pradesh/Prayagraj","Uttar Pradesh/Rae Bareli","Uttar Pradesh/Rampur","Uttar Pradesh/Saharanpur","Uttar Pradesh/Sambhal","Uttar Pradesh/Sant Kabir Nagar","Uttar Pradesh/Shahjahanpur","Uttar Pradesh/Shamli","Uttar Pradesh/Shrawasti","Uttar Pradesh/Siddharthnagar","Uttar Pradesh/Sitapur","Uttar Pradesh/Sonbhadra","Uttar Pradesh/Sultanpur","Uttar Pradesh/Unnao","Uttar Pradesh/Varanasi","Uttar Pradesh/mathura"
"2020-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","16","","","","-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3","","","","","","","","","","","","","","-4","","","","","","","","3","","","","","","","","","","","","","","","","","","",""
"2020-04-29","1","","","","","","","","-8","","","","","","","","","","","","","","","","","","","","-6","","","","","","","","","","","","","","","","","","","","7","","","","","","","0","","0","","","","","","1","","","","","","","","","","","",""
"2020-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","0","","","1","","","","",""
"2020-05-01","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","-5","","","","","","0","","","","","","","","","","","","","","-5","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-05-02","","","","","","","","","","","","","","","","","","","","-2","","","","","","","","-3","2","","","","","","","","","","","","1","","","","","","","","","","","","","","-2","","-29","","","","","","","","","","","-2","","","","","","","",""
"2020-05-03","","","","","","","","","","","","","","","","","","","2","","","","","","","","","-3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","3","","1","","","","","","","","","","",""
"2020-05-04","","","","","0","","","","","","","","","","","","","","","","","","","","","","","-6","-6","","","","","","","","","","","","","","","","","","","","","","","-2","","","","","","","","","","","","-5","-1","","","","","","","","","","",""
"2020-05-05","86","","","","-4","","","","","","","","","","","","","","","0","","","","","","","","","6","","","","","","-4","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","34","1","","","1","","","","","","","-3",""
"2020-05-06","","","","","","1","","3","","","","","","","","","","","","","","","","","","","","","-5","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","12","-1","","","","","-1","","","","","","","","","","","","",""
"2020-05-07","","2","","","","0","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3","","","","","","","-9","","","","","","","","","","","",""
"2020-05-08","29","0","","","","","","","","","","","","","","-3","","","5","","","","","","","","","5","8","0","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18","","","","","","","","","","","",""
"2020-05-09","-35","-3","","","","","","","","","","","","","","","","","","-2","","","","","","","","-11","","17","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","19","","","","","","","","","","","","","",""
"2020-05-10","53","1","","","","","","","","","","","","","","","","-1","-5","-4","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","3","","","","","","","","","","0","","","","","8","","","","","","","0","","1","","",""
"2020-05-11","","7","","","","","","","","","","","","","","","","","","-4","","","","","","","","","","","","","","","","","","","","","-1","","31","","","","","","-11","","","","","","","","","","","","","","","","","11","","","","","","","","","22",""
"2020-05-12","","","","","","","","","","","","","","","0","","","-1","","1","","","","","","","","4","","","","","","","7","","","","","","","","18","","","","","","3","","","","","","3","","","","","","","","","-14","","-11","","","","","","","","","-17",""
"2020-05-13","","","","","","","","","","","","","","","1","","","","-2","-1","","","","","","","","2","-4","","","","","","-7","","","","","","","","-41","","","","","","","","","","","","-2","","","","","","","2","","","","0","","","","","","","","","-3",""
"2020-05-14","-8","","","","","","","","","","","","","","","","","0","","","","","","","","","","-4","14","","","","","","","","","","","","","","-4","","","","","","","","","","-2","","7","","","","","","","-2","","","","2","","","","","","","","","-2",""
"2020-05-15","","","","","","","","","","","","","","","","","","","","","","","","-4","","","","8","-8","","","","","","","","2","","","","","","-5","","","","","","","","","","","","4","","-6","","","","","1","","","","-2","","","","","","","","","",""
"2020-05-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","","","","","","","","","","","","","","16","","","","","","14","","","-2","6","","-12","","","-2","","","-3","","","7","","","","","","11","","","","","",""
"2020-05-17","-61","","","","","","","","","","","","5","","","","","5","","0","","","","","","","","-15","-6","-22","","","","","","","","","","","","","29","","","","","","-11","","","","-5","","24","","","","","","0","","","","","","","","","","","","","0","",""
"2020-05-18","","","","","1","","","","","","","","1","","","2","","0","","0","","","","","","","","0","-5","24","","","","","","","","0","","9","","","-23","","","","","","","","","","9","","-3","","","","","","2","","","-17","","","","","","","","","","0","",""
"2020-05-19","","8","","","","","","","","","","","-5","","","","","-5","","","","","-1","","","","","-5","3","","","","","","3","","","","","-9","","","","","","","","","-3","","","","-9","","-9","","","","","","","","","0","","","","","0","","","","","","",""
"2020-05-20","-54","-6","","","","","","","0","","","","-1","","","","","","","","","","","","","","","1","2","","","","","","","","-2","","","","","","-7","","","","","","","","","","3","","16","","-7","","","","","","","","","","","","","","","","","","",""
"2020-05-21","38","","","","","","","","","","","","0","","","","","","","","","","","","","","-1","-1","1","-13","","","","","3","","8","3","","-1","","","","","","","","","","","","","-4","","-17","","-1","","","","-1","","","","","","","","","","","","","","5",""
"2020-05-22","-33","","","","","","","","2","","","","","","","","","1","","","","","","","","","","-2","-4","-5","","-10","","","-2","","","","","","","","","","1","","","","5","","","","4","","6","","","","","","0","","","","","","","","","","","","","","",""
"2020-05-23","-16","-1","","","","","","","","0","","","","","","","","","","-8","","","","","","","","1","5","5","","6","","","-2","","","-8","","2","","","5","","","","","","-7","","","","","","-12","","","","","","2","","","-3","","","","0","1","","","","","","-5",""
"2020-05-24","31","2","","","","","","","","","","","","","","","","","","","","","","","","","","-1","-8","2","","","","","-2","","","-5","","","","","-1","","","","","","-5","","","","","","21","","-3","","","","1","","","1","","","","","","","","","","","-1",""
"2020-05-25","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","0","0","9","10","","","","","","","","","","-2","","-4","","","","","","","","","","","","-20","","-2","","","-1","3","2","","1","","","","","-1","","","","","","0",""
"2020-05-26","","","","","","-1","","","","","","3","","16","","","","","","0","","","-4","","","-6","","0","","-13","","2","","","4","","","","","","0","0","","","","","","","12","","","","","","2","1","","","","16","-5","","","","-4","","","","","","7","","","","",""
"2020-05-27","2","","2","-1","","","","","","","","-5","","","","","","","","-2","","","3","","","","","1","","-1","","-1","1","","-2","","","3","","","","","","","-3","","","","-13","-1","","","","","13","","","","6","-14","6","","7","","1","","","","","","","","-3","","",""
"2020-05-28","","","2","3","","","","","","","","0","","","","","","","","","","","-1","","","","4","1","-5","-2","-10","-1","1","","","","","","","","","0","","2","8","1","-12","","10","1","","1","","","-21","","0","","","-2","-5","","-5","1","4","","","","-1","","","","7","","-1",""
"2020-05-29","","","-3","4","","","","","","","","1","","-11","","","","","","","2","","0","","","","-1","-1","1","4","","","-3","","-1","","","","","","","","","","-1","","","","","-1","","0","","","5","","","","-6","5","11","","5","","","","3","","","","","","-4","","7",""
"2020-05-30","12","","-1","","","-2","-2","","","","","10","","","-3","","","","","4","-5","","1","","","7","-3","","11","","","","2","","3","","","","","","","1","","","-6","","","","","","","-1","","","-3","","","","2","-5","-13","1","3","","","","","4","1","","","","","","-2",""
"2020-05-31","-13","8","5","","","","23","","","","","","","","","","","11","","","","","","","","-7","","","","","","-7","","","-4","","","","-4","","","","-1","","","","","","-2","","","4","-6","","16","","-2","-1","9","","0","","","","","","","","","","","","","","-3",""
"2020-06-01","12","0","-1","","","","-15","-2","0","","","-9","","-10","","","","-11","","","2","","","","","","","","","-6","","","","","0","-5","","","","","","","0","","10","","3","","-3","","","","","","-18","2","","","-12","","3","-3","","","-2","-3","","","3","-9","","","-2","","-2",""
"2020-06-02","-12","-6","-2","","","1","0","","","","","","","","","","","1","-15","10","","","","","3","","8","-1","3","0","","","","","3","","","","","","","","","","-10","","-3","","4","-7","","","","","7","","","","2","","-1","","","-2","0","","","","","1","","","","-2","-3",""
"2020-06-03","","-2","","","","-1","","","","","","","","","","","","","","-9","","","","","12","","","","4","1","","","-2","","","","","","-3","","","0","","","2","","","","","","","","","","-4","","","","","","","","","","","","","","","3","","","","","0",""
"2020-06-04","","","-2","","","","","","","","","","","","-2","","","","","","","","","","","","","","-4","7","","","","","","","","","14","","","","","","","","","","","","","","","","-3","","2","","2","12","","","","","0","0","-1","","","3","","","","","",""
"2020-06-05","-1","","0","","","","","","","","","","","","0","3","","","","","","","","","","","","5","-2","2","0","2","","","0","-1","","","-14","","","","","","","","-9","","8","","","","","","8","","-2","","","-5","2","","-19","","0","3","-2","-1","","13","","","","0","",""
"2020-06-06","6","","5","35","14","","","","","","","","","","10","5","","","","","","","-1","","4","","","11","24","-10","","","","","-1","8","","","","","","","","","","","0","","-8","","","","","","4","","5","","","-5","0","","","-5","8","","","","","","","","-7","","",""
"2020-06-07","0","-9","-2","-37","-10","","8","-5","0","","","1","","","-8","23","","","2","","","","0","3","1","","","-8","-8","22","","","","","0","-4","","","","","-1","","","","","","4","","-5","","","","","","-3","","1","","","1","-2","","","","-6","","0","1","","","","","","","",""
"2020-06-08","-4","0","3","6","","","-7","0","","","","-2","","","","-10","","","-4","","","","","","-5","","-2","-5","6","-23","","","","","0","","","","","0","3","","","","","","","","2","-3","","","1","","-8","","-2","","","","-1","","2","","","","","","","-15","","","","-1","-7",""
"2020-06-09","-1","3","-6","","","","-11","1","","","","","","","","-5","-4","6","2","","0","5","3","","1","1","","6","17","1","-7","5","","","8","","","","21","","-4","2","","","","","-1","","1","0","0","","","4","","","2","","","","1","2","5","-3","10","","","","","6","","","","-1","10",""
"2020-06-10","-3","-3","0","","","","11","49","","3","-8","","","","","-7","0","-2","","","0","","8","","","","","4","-16","12","","","-10","","","2","","","-23","","3","","-19","","","2","","","10","0","","6","","-10","","3","-4","","","","0","0","-11","-1","-12","","","","","-5","","1","5","","",""
"2020-06-11","2","32","","-20","","","","-42","","0","9","","","","","13","5","0","0","","","-3","","","","","2","-4","-15","21","3","","","","","3","1","","-9","","0","","-1","","","","","","10","","","0","","6","-14","","12","","","","11","-2","","0","0","","","-1","","8","1","0","-2","","",""
"2020-06-12","12","-32","","","-10","","","-7","","-3","","","","","","-18","-5","-3","","5","1","","-4","","4","","","-3","-2","-32","31","","","","","-6","","","23","","-1","","","","","0","","","-14","13","","-2","","","-1","","-9","","","","","0","","","4","","","1","","-8","","-1","-4","","17",""
"2020-06-13","-6","0","-4","8","","","","","-8","5","","","","","-2","-1","-2","-2","","-4","","","-6","","-2","","","5","0","-1","","","-1","","","0","","","6","1","","","","","","-2","0","","1","-13","","-3","","1","7","-3","2","","","","","1","","","1","-15","1","","","-1","","0","3","-2","-5",""
"2020-06-14","8","3","-1","-1","","","4","","-2","","","","","","","","6","10","","1","","","-3","","0","","-3","5","10","0","","","15","-2","","3","3","","-3","","","1","","-7","","8","1","","1","2","","4","-2","0","-4","2","-5","","","-2","10","","3","-9","-5","-6","-1","1","","0","","0","4","4","-10",""
"2020-06-15","-7","6","5","-21","","","","-14","5","","","0","","","","4","-6","-11","","16","-1","2","-2","","2","1","-2","-12","8","14","35","","","","","2","","","-22","","","","-43","","","-8","","","-8","2","","1","","","-6","","0","-2","","0","-6","","0","1","7","12","2","","","3","","","","-4","20",""
"2020-06-16","-2","","-7","0","","","","-5","-4","-1","","","","-6","-3","6","","14","","-9","","4","5","","1","","4","7","-19","-4","","","","","-22","5","","","-2","","","10","24","","","3","","","4","-3","","-5","","","6","","7","","","","-2","","-1","1","0","","-1","","","-1","","","","","-19",""
"2020-06-17","3","","4","4","","","","","","-1","","1","","5","","-5","","-2","","-2","","-8","-2","","-5","","","0","4","-8","-31","","-7","","5","0","","","14","","15","-11","-3","","","","5","","6","","","5","","","1","","3","","","","-2","","1","8","-7","","-1","","","-1","","-3","","2","1",""
"2020-06-18","-2","1","","-7","3","","","-6","","","","","","","","-6","","0","","2","","","4","","1","","","-1","19","34","","-3","","","3","-2","","","0","","-13","","2","-1","","","","","0","","","-4","","-3","10","","-11","","","","7","","","-9","21","6","","","","-1","","15","3","3","2",""
"2020-06-19","5","-1","","2","","","3","7","-20","","","","","","","4","-11","","-1","26","","","-1","","6","-5","","","3","-32","","2","","","-3","-1","","-3","-9","-2","-6","","-27","","","","","","13","1","","4","4","","-14","-5","","","","-4","-2","6","","1","-19","10","","","-2","19","","","1","-2","-3",""
"2020-06-20","-7","20","","4","","-4","-1","-6","2","","","","0","","","","","-11","","-28","","","-5","","4","","-7","","4","-4","","1","-11","5","-4","0","2","5","36","-1","0","","24","","","","","","-21","6","1","7","","","8","","","","2","","","6","","","3","-17","-3","","1","","","","-3","-1","",""
"2020-06-21","8","-21","","-6","","","4","1","20","-4","","","0","","-1","","","29","","10","","","-2","","-6","","","-10","123","46","","7","-2","-3","-1","2","11","1","-31","1","13","","-6","","","","","","26","-8","0","-3","","","-3","","7","8","5","","","","","","2","1","2","","","","","-10","1","-1","",""
"2020-06-22","-4","12","-7","21","","","","","4","0","","","1","","44","-2","","-24","","-6","-6","-5","1","-6","-5","0","24","-2","-91","-24","-3","-12","20","-1","29","-9","-16","-6","","4","0","","26","","-1","17","","","-21","","","-2","-9","","1","","-5","-1","-5","","","","24","","3","1","0","4","","","1","1","-1","","-3",""
"2020-06-23","-1","-2","-1","","","-7","","","-26","","","","","3","-45","11","-4","-2","","9","0","0","-1","","6","8","-20","11","-16","-9","31","-1","-4","2","-21","15","0","11","","","-6","","-32","","","-19","","","26","","","0","11","","1","","5","9","-1","","","-4","-27","","-1","-1","","","","-4","-1","","4","","-3",""
"2020-06-24","3","-8","0","","","0","-6","","2","-1","","","","-3","13","-8","0","","-2","0","2","","","","-5","-7","-4","-10","-8","10","","","-14","-4","1","-15","4","3","5","","-3","","19","","0","0","","","-21","0","4","2","-8","","16","1","-5","-16","5","6","1","","","8","9","-1","","","","2","0","","-4","8","6",""
"2020-06-25","-3","10","1","-3","","","13","","-3","0","2","-3","-1","-12","-14","1","5","0","","-3","-2","1","","","3","1","0","6","-15","-14","","","8","17","27","4","16","","-15","0","-2","","-1","1","1","0","","","-5","2","1","-4","-6","","4","","5","13","","-6","2","","","4","-5","0","-8","4","","4","0","","5","-2","7",""
"2020-06-26","-1","-12","","5","","2","-12","-1","2","","","","","0","11","","2","","","8","0","","-3","","0","5","","2","-21","3","-21","","-5","","-26","","","","15","-2","3","","5","-1","5","1","1","","60","","-7","5","5","","-13","","-2","-7","","0","","","7","-11","2","1","0","-2","","-6","","","0","3","-2",""
"2020-06-27","2","9","","-6","","-1","1","1","13","","","","","2","-3","","-3","","-2","13","12","3","2","","1","0","","21","86","22","10","","-5","","9","","","","-11","0","-1","","-10","","","-1","","","-50","","2","4","-5","-5","-4","-1","-1","-6","8","","","","-6","-1","-14","-1","0","10","2","6","","","-1","-5","-7",""
"2020-06-28","4","0","","","","0","","-2","-7","3","2","","","3","-6","7","-4","","9","-10","-8","","2","","-4","-3","","-24","-14","-12","-18","0","4","","16","-5","16","-2","-10","0","7","1","-7","","","3","","","3","3","","-13","13","1","3","3","12","2","","","-7","","10","28","17","2","6","-2","","-7","","","-4","0","-5",""
