"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-05-09","   .00 %","   .00 %","   .00 %","","   .00 %",""," 10.00 %","","","   .00 %","","","","",""
"2020-05-10","   .00 %","   .00 %","   .00 %","","   .00 %",""," 10.00 %","","   .00 %","   .00 %","","","","","   .00 %"
"2020-05-11","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %"
"2020-05-12","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","","","   .00 %","   .00 %"
"2020-05-13","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-14","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-15","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %"
"2020-05-16","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-05-17","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-05-18","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-05-19","","   .00 %","","","","","","","","","","","","",""
"2020-05-20","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-21","","","","","","","","","","   .00 %","","","","",""
"2020-05-23","","","","","","","","   .00 %","","","","","","",""
"2020-05-25","","","","","","","","   .00 %","","","","","","",""
"2020-05-26","","","","","","","","   .00 %","","","","","","",""
"2020-05-27","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-28","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-05-29","   .00 %","","","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %"
"2020-05-30","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %"
"2020-05-31","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-01","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-03","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-04","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-05","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-07","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-08","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-09","   .00 %","","","   .00 %","","","","   .00 %","","","","","","",""
"2020-06-10","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-12","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-13","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-14","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-16","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-17","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-18","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-19","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-20","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-21","   .00 %","","   .00 %","   .00 %",""," 10.00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","","   .00 %","   .00 %",""," -3.33 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-23","","","   .00 %","   .00 %",""," 36.67 %"," 30.00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %"
"2020-06-24","","","   .00 %","   .00 %",""," 36.67 %"," 36.67 %","   .00 %","","   .00 %","","","   .00 %","",""
"2020-06-25","","","   .00 %","   .00 %",""," 30.00 %"," 26.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-06-26","","","","   .00 %"," 10.00 %"," 40.00 %"," 56.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-06-27","","   .00 %","","   .00 %",""," 53.33 %"," 56.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-06-28","   .00 %","   .00 %","","   .00 %",""," 18.33 %"," 26.67 %","   .00 %","   .00 %","   .00 %","","","","   .00 %",""
"2020-06-29","   .00 %","   .00 %","","   .00 %","","  6.33 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-30","   .00 %","   .00 %","","   .00 %",""," 23.00 %"," 14.67 %","   .00 %","   .00 %","","","","","","   .00 %"
"2020-07-01","","   .00 %","","   .00 %","","  3.00 %","  4.67 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %"
"2020-07-02","","   .00 %","","   .00 %","","-10.33 %"," -8.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"
"2020-07-03","","   .00 %","   .00 %","   .00 %","","-15.33 %"," 41.33 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %"
"2020-07-04","","   .00 %","","   .00 %","",""," 39.67 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %"
"2020-07-05","","   .00 %","","   .00 %","",""," 65.00 %","   .00 %","   .00 %","   .00 %","","-10.00 %","","   .00 %"," 20.00 %"
"2020-07-06","","-10.00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","-10.00 %","","   .00 %",""
"2020-07-07",""," 10.00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %",""," 10.00 %","","   .00 %",""
"2020-07-08"," 20.00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %",""," 20.00 %",""
"2020-07-09"," 20.00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","",""," 10.00 %",""
"2020-07-10"," 20.00 %"," 20.00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %"," 10.00 %",""
"2020-07-11"," 23.33 %","","   .00 %","   .00 %","","","  8.33 %","   .00 %",""," 20.00 %","",""," 40.00 %","","   .00 %"
"2020-07-12","-16.67 %","","   .00 %","   .00 %",""," 20.00 %","  8.33 %","   .00 %",""," 10.00 %","","","","",""
"2020-07-13"," 90.00 %","","   .00 %","   .00 %",""," 20.00 %"," 13.33 %","   .00 %",""," 30.00 %","","","","",""
"2020-07-14"," ##.## %","","  5.00 %","   .00 %","","","  8.33 %","   .00 %","","",""," 46.67 %","","",""
"2020-07-15"," ##.## %","","  1.00 %","   .00 %","",""," 28.33 %","   .00 %"," -6.67 %","",""," 66.67 %","","",""
"2020-07-16"," 98.00 %"," 24.33 %"," 21.00 %","   .00 %","",""," -7.67 %","   .00 %"," 53.33 %","",""," 61.67 %","","",""
"2020-07-17"," ##.## %"," 24.33 %"," 13.50 %","   .00 %","",""," 12.33 %","   .00 %"," 45.83 %","",""," 21.67 %"," 20.00 %",""," 33.00 %"
"2020-07-18"," 21.33 %"," -1.67 %"," 41.50 %","   .00 %","","","","   .00 %"," 41.83 %","",""," 28.33 %"," 10.00 %",""," 19.67 %"
"2020-07-19"," -3.43 %","  5.00 %"," 33.17 %",""," 11.67 %","","","   .00 %"," 41.83 %","",""," 58.33 %"," 50.00 %",""," 29.67 %"
"2020-07-20"," 18.57 %"," 39.00 %"," 35.17 %",""," 81.67 %","","","   .00 %","","",""," 32.62 %"," 36.67 %",""," 28.33 %"
"2020-07-21"," 31.90 %"," 46.00 %"," 17.39 %","   .00 %"," 72.78 %","","","   .00 %","","",""," 53.62 %"," 36.67 %","","  8.33 %"
"2020-07-22",""," 38.50 %"," 18.89 %","   .00 %"," ##.## %","","","   .00 %","","","-10.93 %"," 40.29 %"," 76.67 %",""," 13.33 %"
"2020-07-23",""," 46.50 %"," 10.89 %",""," 75.44 %","","  8.24 %","","","","  9.07 %"," 60.29 %"," 91.67 %",""," 26.67 %"
"2020-07-24",""," 13.17 %","  9.94 %",""," 79.02 %",""," 11.10 %","","",""," 12.40 %","  2.29 %"," 35.67 %"," 27.50 %",""
"2020-07-25",""," 63.17 %","  2.85 %","   .00 %"," 49.02 %",""," 17.52 %","   .00 %","-21.33 %","","  8.48 %","  8.00 %"," ##.## %"," 39.50 %",""
"2020-07-26",""," 47.17 %"," 10.62 %",""," 40.13 %"," -8.00 %"," 10.86 %","   .00 %","-21.33 %",""," 13.81 %"," 25.33 %"," ##.## %"," 12.00 %",""
"2020-07-27",""," 69.67 %"," 12.18 %","",""," -8.00 %"," -7.48 %","   .00 %","-13.33 %",""," 13.24 %"," 38.67 %"," 50.67 %"," 21.33 %",""
"2020-07-28",""," 71.95 %","-13.54 %","",""," -4.00 %"," 64.52 %","","","","-16.76 %"," 27.83 %"," 45.67 %"," 16.06 %",""
"2020-07-29"," 43.33 %"," 89.29 %"," 26.75 %","","","-14.00 %"," 51.67 %","","","","  -.10 %"," 20.28 %"," 76.67 %"," 22.72 %"," 30.00 %"
"2020-07-30"," 43.33 %","  9.29 %"," 28.70 %","","","-12.33 %"," 68.67 %","","","","  1.33 %"," 80.28 %","  8.10 %","   .72 %"," 50.00 %"
"2020-07-31"," 45.83 %"," 16.62 %"," 14.25 %","   .00 %","","-22.33 %"," 68.67 %","   .00 %","",""," 48.00 %"," 39.44 %"," -1.90 %"," 28.22 %"," 33.33 %"
"2020-08-01"," 29.17 %"," -1.24 %"," 21.56 %",""," 25.11 %"," 17.67 %"," 77.00 %","",""," 39.00 %"," 60.00 %"," 51.44 %"," 11.43 %"," 22.22 %"," 43.33 %"
"2020-08-02"," 15.83 %"," -5.52 %"," 24.77 %",""," 27.97 %"," 75.00 %"," -3.00 %",""," 16.67 %"," 79.00 %"," 75.00 %"," 46.44 %"," 21.43 %"," 33.33 %"," 83.33 %"
"2020-08-03","-17.50 %"," -9.52 %","-25.52 %",""," 27.52 %"," 60.45 %"," -3.00 %",""," 36.67 %"," 77.33 %"," 63.00 %"," 67.71 %"," 13.10 %"," ##.## %"," 36.67 %"
"2020-08-04"," 22.50 %"," 17.14 %"," 31.63 %",""," 87.52 %"," ##.## %"," 18.33 %",""," 19.17 %"," 93.33 %"," 70.14 %"," -7.84 %","  6.67 %"," 95.15 %",""
"2020-08-05","  6.67 %"," 16.67 %"," 36.07 %",""," 85.29 %"," ##.## %","  5.83 %",""," 29.17 %"," 24.76 %"," 23.48 %"," 99.66 %"," 61.67 %"," ##.## %",""
"2020-08-06"," 93.33 %"," 19.52 %"," 41.79 %",""," 85.77 %"," 73.90 %","  4.17 %",""," 82.50 %"," 44.76 %","  7.48 %"," 74.33 %"," 41.67 %"," ##.## %",""
"2020-08-07"," ##.## %"," 34.52 %"," 38.29 %",""," 82.92 %"," 20.57 %"," 34.17 %",""," 65.83 %"," 14.76 %"," 12.48 %"," 81.83 %"," 31.67 %"," ##.## %",""
"2020-08-08"," ##.## %"," 30.52 %"," 49.71 %",""," ##.## %"," 28.44 %"," 64.17 %",""," 45.83 %","  9.21 %"," 31.14 %"," 76.11 %"," 38.33 %"," 64.04 %",""
"2020-08-09"," 63.66 %","  8.86 %","  -.29 %","","  6.17 %","-11.56 %"," 24.83 %",""," 74.76 %","  -.79 %"," 36.86 %"," 95.67 %"," 45.33 %"," 82.22 %"," 82.38 %"
"2020-08-10"," 69.49 %"," -2.00 %"," -6.95 %",""," -3.83 %",""," 34.48 %",""," 54.76 %"," 12.78 %"," 21.02 %"," -7.67 %"," 18.67 %"," 40.22 %"," 79.88 %"
"2020-08-11"," 21.49 %"," 18.00 %","-10.52 %","","  2.92 %",""," 31.14 %","","  7.49 %","  2.78 %"," 34.17 %"," 13.67 %"," 18.67 %"," 33.56 %"," 67.02 %"
"2020-08-12"," 14.26 %","  9.67 %"," -4.52 %",""," 11.81 %","","  7.81 %",""," 15.58 %"," 12.78 %"," 34.17 %","  5.81 %"," 18.67 %","-13.11 %"," 43.69 %"
"2020-08-13"," 12.67 %","  5.67 %"," 18.33 %",""," -3.92 %",""," -2.19 %","","  6.49 %","  7.00 %","   .83 %","  5.81 %","  5.33 %","-10.33 %"," 57.98 %"
"2020-08-14"," 13.13 %"," 14.00 %"," 18.33 %",""," -1.06 %",""," 23.81 %",""," -4.94 %"," 30.33 %"," -2.02 %","  1.81 %","  5.33 %","  9.67 %"," -4.88 %"
"2020-08-15"," 23.96 %"," 22.00 %"," 21.00 %","","   .27 %"," 13.33 %"," 18.33 %",""," -8.27 %"," 17.33 %"," -2.86 %","  5.14 %"," 12.00 %","  7.67 %","   .95 %"
"2020-08-16"," -5.18 %","  2.00 %"," 21.00 %",""," -4.39 %"," 13.33 %"," 34.05 %",""," -5.00 %"," 27.33 %"," -4.00 %","   .48 %","  5.33 %"," 14.33 %","   .95 %"
"2020-08-17"," -3.45 %","  1.33 %"," 21.00 %",""," -9.95 %"," 20.00 %"," 18.49 %",""," 28.58 %"," -8.22 %"," -4.00 %"," -2.38 %"," 10.33 %"," 16.00 %","   .95 %"
"2020-08-18","  9.69 %"," 24.33 %","-11.00 %","","   .38 %"," 30.00 %"," 24.49 %",""," 34.59 %"," 49.78 %","  -.67 %"," -2.38 %"," 10.33 %"," 11.00 %","-16.19 %"
"2020-08-19"," 12.47 %"," 12.43 %"," -6.00 %",""," -4.06 %"," 10.00 %","-11.06 %",""," 25.50 %"," 59.30 %","  3.33 %"," -2.38 %"," 18.33 %","-12.33 %"," 46.67 %"
"2020-08-20","  9.13 %"," 13.76 %"," 10.00 %",""," -4.92 %"," -6.67 %"," 37.27 %",""," 45.50 %"," 59.30 %","  3.33 %","  1.62 %"," -9.67 %","  3.67 %"," 58.33 %"
"2020-08-21","  6.28 %"," 13.76 %"," 12.50 %",""," -8.25 %","  3.33 %"," 21.56 %",""," 36.77 %"," 55.97 %","  7.33 %"," -1.71 %",""," 16.17 %"," 61.19 %"
"2020-08-22"," 21.28 %"," 14.01 %","  7.05 %","","  8.41 %","  3.33 %"," 63.78 %",""," 11.77 %"," 68.19 %"," -2.67 %","  4.00 %",""," 13.47 %"," 60.71 %"
"2020-08-23"," -9.27 %"," -4.07 %","  9.05 %",""," -7.30 %","  3.33 %"," 52.78 %",""," 17.35 %"," 30.19 %","  4.67 %","   .67 %",""," 25.97 %"," 77.86 %"
"2020-08-24"," 12.95 %","-10.95 %"," 29.05 %",""," 37.14 %"," 16.67 %"," 52.33 %",""," 28.66 %","  -.17 %","  4.00 %","  8.67 %",""," 10.85 %"," 17.86 %"
"2020-08-25"," 29.62 %","  7.72 %"," 14.82 %",""," 33.33 %"," 19.33 %","",""," 11.99 %","  -.17 %","  4.48 %","  1.81 %",""," ##.## %","  7.86 %"
"2020-08-26"," 20.53 %"," -2.28 %"," 14.82 %",""," 36.67 %"," 14.33 %","",""," 22.72 %","-10.17 %"," -2.19 %"," -1.52 %"," 78.33 %"," ##.## %","  3.86 %"
"2020-08-27"," 13.03 %","  3.97 %"," 18.46 %",""," 21.67 %"," 10.33 %","",""," -3.94 %"," 17.17 %"," -2.19 %","  2.48 %"," 74.33 %"," ##.## %"," -1.50 %"
"2020-08-28"," 24.24 %","  9.27 %"," 20.46 %",""," 27.67 %"," 15.33 %","","","   .22 %","  -.29 %"," -1.19 %","  5.81 %"," 66.00 %"," ##.## %","  4.21 %"
"2020-08-29","  8.24 %"," 24.72 %","  2.13 %",""," -2.33 %","-10.00 %","",""," -9.50 %"," 14.71 %"," -8.52 %"," -5.52 %"," ##.## %"," ##.## %","-11.34 %"
"2020-08-30"," -5.09 %","   .72 %","  -.65 %",""," -2.33 %"," 24.00 %"," 17.90 %","","-13.50 %"," 28.17 %","  4.33 %"," -6.67 %"," ##.## %"," -1.31 %"," 53.66 %"
"2020-08-31","  4.00 %","  5.72 %"," -4.82 %",""," 19.33 %","  7.00 %"," 21.90 %",""," 13.50 %"," 28.64 %","  4.33 %","  6.67 %"," 30.00 %","  3.69 %"," 55.44 %"
"2020-09-01","  4.00 %"," 14.33 %","  5.57 %",""," 14.33 %"," 31.00 %","-16.77 %","","  6.83 %"," -5.36 %","  4.33 %","  6.00 %"," 54.00 %"," 11.79 %"," 50.44 %"
"2020-09-02"," -1.24 %","  6.40 %","  1.57 %","","  9.76 %"," 36.00 %","-21.00 %",""," 33.50 %"," 16.76 %","  -.67 %","  3.14 %"," 79.00 %","  5.29 %"," 32.72 %"
"2020-09-03","  9.76 %"," -5.60 %"," 24.90 %",""," 24.76 %"," 51.33 %"," 39.00 %",""," 28.50 %","   .17 %","  3.33 %"," -6.86 %"," 12.33 %","   .85 %"," 78.28 %"
"2020-09-04"," -5.00 %"," -1.60 %"," 21.90 %",""," 29.21 %"," 15.62 %"," 32.33 %",""," 72.50 %","  1.39 %"," -6.67 %"," 37.14 %","  7.33 %","   .49 %"," 20.28 %"
"2020-09-05"," 28.33 %"," -1.05 %","  1.90 %",""," 11.71 %"," 23.62 %"," 28.33 %",""," 38.61 %"," 16.74 %","-10.00 %"," 23.81 %"," 63.33 %","  7.16 %"," 10.00 %"
"2020-09-06"," 28.33 %"," -6.44 %"," 73.33 %",""," 14.56 %","  3.62 %"," 55.00 %",""," 63.94 %"," 12.90 %","-10.00 %"," 20.48 %"," 26.67 %","-11.77 %"," 44.17 %"
"2020-09-07"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
