"date","Gujarat/Ahmedabad","Gujarat/Amreli","Gujarat/Anand","Gujarat/Aravalli","Gujarat/Banaskantha","Gujarat/Bharuch","Gujarat/Bhavnagar","Gujarat/Botad","Gujarat/Chhota Udaipur","Gujarat/Dahod","Gujarat/Dang","Gujarat/Devbhumi Dwarka","Gujarat/Gandhinagar","Gujarat/Gir Somnath","Gujarat/Jamnagar","Gujarat/Junagadh","Gujarat/Kheda","Gujarat/Kutch","Gujarat/Mahisagar","Gujarat/Mehsana","Gujarat/Morbi","Gujarat/Narmada","Gujarat/Navsari","Gujarat/Other State","Gujarat/Other state","Gujarat/Panchmahal","Gujarat/Patan","Gujarat/Porbandar","Gujarat/Rajkot","Gujarat/Sabarkantha","Gujarat/Surat","Gujarat/Surendranagar","Gujarat/Tapi","Gujarat/Udalguri","Gujarat/Vadodara","Gujarat/Valsad","Gujarat/dahod","Gujarat/kutch","Gujarat/other state","Gujarat/porbandar","Gujarat/surat","Gujarat/surendranagar","Gujarat/tapi","Gujarat/vadodara"
"2020-04-07","   .00 %","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2020-04-08","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-09","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-10","   .00 %","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-11","   .00 %","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-12","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2020-04-13","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-14","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-15","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-16","   .00 %","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-17","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-18","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-19","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-20","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-21","   .00 %","","","","   .00 %","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-22","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-23","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","","","","","","","","","","","   .00 %","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-24","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %","","","","","","","","","","","","","   .00 %","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-25","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-26","   .00 %","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-27"," ##.## %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","","","","","","   .00 %","","","","   .00 %","","","   .00 %",""," 80.00 %","","","","   .00 %","","","","","","","","",""
"2020-04-28"," ##.## %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","   .00 %","","","","","","","","","","","   .00 %",""," 80.00 %","","","","   .00 %","","","","","","","","",""
"2020-04-29"," ##.## %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %",""," 92.00 %","","",""," 60.00 %","","","","","","","","",""
"2020-04-30"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","","   .00 %",""," 99.50 %","","",""," 65.00 %","","","","","","","","",""
"2020-05-01"," ##.## %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %",""," ##.## %","","",""," 81.00 %","","","","","","","","",""
"2020-05-02"," 91.00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","",""," 24.65 %","","",""," 87.67 %","","","","","","","","",""
"2020-05-03"," 33.28 %",""," 30.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","   .00 %","","",""," 27.51 %","","",""," 89.33 %","   .00 %","","","","","","","",""
"2020-05-04"," 31.03 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %"," 16.76 %","","",""," 32.41 %","","","","","","","","",""
"2020-05-05"," 29.92 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","",""," 20.00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.61 %","","",""," 31.41 %","","","","","","","","",""
"2020-05-06"," 25.91 %",""," 30.00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","",""," 30.00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","",""," 20.00 %","  9.79 %","","",""," 16.52 %","   .00 %","","","","","","","",""
"2020-05-07"," 21.82 %",""," 30.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 30.00 %","","","","   .00 %","","","   .00 %","","","","","","","   .00 %","","   .00 %",""," 10.67 %","","","","  9.85 %","","","","","","","","",""
"2020-05-08"," 18.23 %",""," 10.00 %","   .00 %"," 20.00 %",""," 20.00 %","   .00 %","   .00 %","","",""," 30.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","",""," 20.00 %","  8.68 %","","","","  8.19 %","   .00 %","","","","","","","",""
"2020-05-09"," 14.94 %","","","   .00 %"," 30.00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","",""," 30.00 %",""," 20.00 %","","   .00 %","","   .00 %","","","","   .00 %","",""," 20.00 %","","","   .00 %","","  7.43 %","","","","  5.11 %","","","","","","","","",""
"2020-05-10"," 10.37 %","","  6.67 %","   .00 %"," 30.00 %",""," 30.00 %","   .00 %","","   .00 %","",""," 10.00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","",""," 20.00 %","   .00 %","","   .00 %"," 20.00 %","  5.91 %","","","","  1.11 %","","","","","","","","",""
"2020-05-11","  8.80 %","","  6.67 %","   .00 %","","   .00 %"," 30.00 %","   .00 %","","","","","   .00 %",""," 20.00 %","","","","   .00 %"," 20.00 %","","   .00 %","","",""," 20.00 %","   .00 %","","   .00 %"," 20.00 %","  5.91 %","","","","   .00 %","","","","","","","","",""
"2020-05-12","  7.85 %","","","   .00 %"," 30.00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","","","","","","","   .00 %",""," 20.00 %"," 20.00 %","  2.50 %","","","","  1.05 %","","","","","","","","",""
"2020-05-13","  7.40 %","","","   .00 %"," 10.00 %",""," 10.00 %","","   .00 %","","","","   .00 %","   .00 %"," 20.00 %","","   .00 %","","   .00 %"," 20.00 %","","","","",""," 20.00 %","   .00 %",""," 20.00 %","","  3.94 %","","","","  1.05 %","","","","","","","","",""
"2020-05-14","  6.85 %","","  6.67 %",""," 10.00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","",""," 20.00 %","","","","",""," 20.00 %","   .00 %","","","   .00 %","  4.63 %","","","","  1.05 %","","","","","","","","",""
"2020-05-15","  6.23 %",""," 11.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 30.00 %","","","","",""," 10.00 %","   .00 %",""," 20.00 %","   .00 %","  5.80 %","","","","  1.05 %","","","","","","","","",""
"2020-05-16","  5.61 %",""," 11.67 %","   .00 %","  6.67 %","","  6.67 %","   .00 %","","   .00 %","","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","",""," 10.00 %","","","   .00 %","",""," 10.00 %","   .00 %",""," 20.00 %","   .00 %","  7.01 %","","","","  1.05 %","   .00 %","","","","","","","",""
"2020-05-17","  5.79 %","","  5.00 %","   .00 %","  6.67 %","","  6.67 %","   .00 %","","   .00 %","","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","",""," 16.67 %","   .00 %",""," 20.00 %","   .00 %","  7.35 %","","","","   .00 %","   .00 %","","","","","","","",""
"2020-05-18","  5.69 %","","","   .00 %","  6.67 %","   .00 %","  6.67 %","","","   .00 %","","","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","","","",""," 16.67 %"," 20.00 %","","   .00 %","   .00 %","  6.13 %","   .00 %","","","   .00 %","   .00 %","","","","","","","",""
"2020-05-19","  5.51 %","",""," 20.00 %","  6.67 %","   .00 %","  6.67 %","   .00 %","   .00 %","","",""," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","","","",""," 16.67 %"," 20.00 %","","   .00 %","   .00 %","  6.46 %","   .00 %","   .00 %","","   .00 %","","","","","","","","",""
"2020-05-20","  5.84 %","","  5.00 %"," 20.00 %","  6.67 %","   .00 %","  6.67 %","   .00 %","","   .00 %","",""," 15.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","  6.67 %"," 30.00 %","",""," 10.00 %","  4.95 %","   .00 %","","","   .00 %","   .00 %","","","","","","","",""
"2020-05-21","  5.77 %","","  9.00 %"," 20.00 %","   .00 %","","","","","   .00 %","","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","   .00 %","","","  6.67 %"," 30.00 %","","   .00 %"," 10.00 %","  4.21 %","   .00 %","","","  3.00 %","","","","","","","","",""
"2020-05-22","  5.19 %","","  4.00 %"," 20.00 %","","   .00 %","   .00 %","","   .00 %","","",""," 15.67 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","  6.67 %","","","","","","   .00 %"," 30.00 %","","   .00 %"," 10.00 %","  3.07 %","   .00 %","","","  3.00 %","   .00 %","","","","","","","",""
"2020-05-23","  4.60 %","","  4.00 %"," 20.00 %","","","   .00 %","","","","","   .00 %"," 15.67 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","","  3.38 %","   .00 %","   .00 %","","  3.00 %","","","","","","","","",""
"2020-05-24","  4.66 %","","  4.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","",""," 10.67 %","   .00 %","   .00 %",""," 30.00 %","","   .00 %","  6.67 %","","","","","","   .00 %"," 10.00 %","","   .00 %"," 10.00 %","  2.79 %","","","","  3.00 %","   .00 %","","","","","","","",""
"2020-05-25","  4.41 %","","  7.33 %","","","","   .00 %","   .00 %","","","",""," 14.17 %","   .00 %","","   .00 %"," 30.00 %","","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  2.73 %","   .00 %","","","  3.00 %","   .00 %","","","","","","","",""
"2020-05-26","  4.47 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","",""," 14.17 %","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","  5.00 %","  6.67 %","","   .00 %","   .00 %","  2.67 %","   .00 %","","","   .00 %","   .00 %","","","","","","","",""
"2020-05-27","  4.05 %","   .00 %","  3.33 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","  7.50 %","   .00 %","","   .00 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","","","   .00 %","   .00 %","","  5.00 %","  6.67 %","   .00 %","   .00 %","","  3.49 %","   .00 %","","","   .87 %","   .00 %","","","","","","","",""
"2020-05-28","  3.65 %","   .00 %","  3.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","  7.50 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","","","  5.00 %"," 11.67 %","","   .00 %","   .00 %","  2.09 %","   .00 %","","","  3.37 %","   .00 %","","","","","","","",""
"2020-05-29","  3.19 %","","  3.33 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  7.50 %","   .00 %","","   .00 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","","","   .00 %","   .00 %","","  5.00 %"," 11.67 %","","   .00 %","   .00 %","  2.44 %","   .00 %","","","  3.37 %","   .00 %","","","","","","","",""
"2020-05-30","  3.04 %","   .00 %","  3.33 %","   .00 %","  5.00 %","","   .00 %","","   .00 %","","","","  1.82 %","","   .00 %","   .00 %","  6.67 %","   .00 %"," 20.00 %","  5.00 %","   .00 %","","","   .00 %","","  5.00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  2.02 %","   .00 %","","","  3.37 %","   .00 %","","","","","","","",""
"2020-05-31","  2.85 %","   .00 %",""," 10.00 %","  5.00 %","   .00 %","","","","","","   .00 %","  1.82 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","  5.00 %","","","   .00 %","",""," 12.00 %","  5.00 %","   .00 %"," 10.00 %","   .00 %","  2.36 %","   .00 %","","","  3.37 %","   .00 %","","","","","","","",""
"2020-06-01","  2.86 %","","   .00 %"," 16.67 %","  5.00 %","","   .00 %","","","   .00 %","","","  1.82 %","","","","   .00 %",""," 20.00 %","  5.00 %","","   .00 %","","   .00 %",""," 12.00 %","  5.00 %","   .00 %"," 10.00 %","   .00 %","  2.27 %","   .00 %","   .00 %","","  2.50 %","   .00 %","","","","","","","",""
"2020-06-02","  3.00 %","","   .00 %"," 26.67 %","  5.00 %","   .00 %","   .00 %","","","   .00 %","","","  1.82 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  9.00 %","","   .00 %","   .00 %","",""," 12.00 %","   .00 %",""," 10.00 %","   .00 %","  2.62 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","","",""
"2020-06-03","  3.03 %","","   .00 %"," 26.67 %","  5.00 %","   .00 %","  5.00 %","","","   .00 %","","","  1.82 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 20.00 %","","  9.00 %","","","   .00 %","",""," 12.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  2.52 %","   .00 %","","","  2.22 %","   .00 %","","","","","","","",""
"2020-06-04","  3.04 %","","   .00 %"," 26.67 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","","   .00 %","  1.67 %",""," 10.00 %","","   .00 %"," 30.00 %","   .00 %","  4.00 %","","   .00 %","","   .00 %",""," 12.00 %","  4.00 %",""," 10.00 %","   .00 %","  2.52 %","   .00 %","","","  2.22 %","   .00 %","","","","","","","",""
"2020-06-05","  3.20 %","   .00 %","  2.86 %"," 16.67 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.67 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","  4.00 %","","","   .00 %","   .00 %","","   .00 %","  4.00 %","","   .00 %","   .00 %","  2.43 %"," 20.00 %","","","  2.22 %","   .00 %","","","","","","","",""
"2020-06-06","  3.20 %","   .00 %","  2.86 %"," 10.00 %","   .00 %","   .00 %","  9.00 %","","   .00 %","","","","  1.67 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","  4.00 %","","","   .00 %","","","   .00 %","  4.00 %","","   .00 %","   .00 %","  2.35 %","","","","  2.89 %","   .00 %","","","","","","","",""
"2020-06-07","  3.05 %","   .00 %","  2.86 %","   .00 %","  4.00 %"," 20.00 %","  9.00 %","","","","","","  3.21 %","   .00 %","","","   .00 %","","","  3.33 %","","","   .00 %","   .00 %","","  2.50 %","  4.00 %","","  6.67 %","","  2.63 %","","","","","   .00 %","","","","","","","",""
"2020-06-08","  3.01 %","   .00 %","  2.86 %","   .00 %","  4.00 %"," 20.00 %","  4.00 %","","","","","","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","","  3.33 %","   .00 %","","   .00 %","   .00 %","","  4.72 %","",""," 11.67 %","  6.67 %","  2.54 %"," 20.00 %","","","  2.89 %","   .00 %","","","","","","","",""
"2020-06-09","  2.89 %"," 20.00 %","  2.86 %","  3.33 %","  4.00 %"," 20.00 %","  4.00 %","","   .00 %","","","","  4.40 %","","","   .00 %","   .00 %"," 30.00 %","","  6.19 %","","","   .00 %","   .00 %","","  6.72 %","  4.00 %",""," 11.67 %","  6.67 %","  3.13 %"," 20.00 %","","","   .67 %","   .00 %","","","","","","","",""
"2020-06-10","  2.72 %"," 20.00 %","   .00 %","  9.05 %","  7.33 %"," 20.00 %","  3.33 %","","   .00 %","","","   .00 %","  5.65 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","","  6.19 %","   .00 %","","   .00 %","   .00 %","","  6.72 %","   .00 %","   .00 %"," 11.67 %"," 11.67 %","  3.04 %"," 20.00 %","","","   .67 %","","","","","","","","",""
"2020-06-11","  2.62 %","","  2.50 %"," 11.27 %"," 10.19 %"," 20.00 %","  6.19 %","","   .00 %","   .00 %","","","  5.65 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 10.00 %","","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","","  6.72 %","  3.33 %",""," 11.67 %"," 11.67 %","  3.50 %"," 30.00 %","","","   .67 %"," 20.00 %","","","","","","","",""
"2020-06-12","  2.58 %"," 20.00 %","  2.50 %"," 13.27 %","  6.19 %"," 10.00 %","  6.19 %","   .00 %","   .00 %","","","","  6.46 %","","   .00 %","","  5.00 %","   .00 %","","  2.86 %","","   .00 %","   .00 %","   .00 %","","  4.22 %","  6.19 %","","  5.00 %"," 11.67 %","  3.67 %"," 10.00 %","","","   .00 %","","","","","","","","",""
"2020-06-13","  2.56 %"," 40.00 %","  2.50 %"," 13.27 %","  6.19 %"," 10.00 %","  8.69 %","   .00 %","   .00 %","   .00 %","","","  3.60 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  5.36 %","","   .00 %","   .00 %","   .00 %","","  2.00 %","  6.19 %","","   .00 %","","  3.82 %"," 10.00 %","   .00 %","","   .00 %","","","","","","","","",""
"2020-06-14","  2.40 %"," 40.00 %","  2.50 %"," 11.75 %","  6.19 %"," 10.00 %","  8.69 %","   .00 %","","   .00 %","","   .00 %","  3.60 %","","   .00 %","","  5.00 %","","   .00 %","  4.72 %","","   .00 %","","   .00 %","","  1.82 %","  6.19 %","","   .00 %","  5.00 %","  4.21 %"," 10.00 %","","","   .00 %","","","","","","","","",""
"2020-06-15","  2.28 %"," 20.00 %","  2.50 %","  7.71 %","  2.86 %"," 10.00 %","","   .00 %","","   .00 %","","   .00 %","  2.35 %","","   .00 %","   .00 %","  5.00 %","   .00 %","","  4.72 %","","   .00 %","   .00 %","   .00 %","","  1.82 %","  6.19 %","","   .00 %","  5.00 %","  4.57 %"," 10.00 %","","","   .00 %"," 20.00 %","","","","","","","",""
"2020-06-16","  2.15 %"," 20.00 %","   .00 %","  5.48 %","   .00 %"," 10.00 %","  5.36 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.35 %","","   .00 %","   .00 %","   .00 %","   .00 %","","  4.72 %","   .00 %","","","   .00 %","","  3.48 %","  2.86 %","","   .00 %","  8.00 %","  3.90 %","   .00 %","","","  1.29 %"," 20.00 %","","","","","","","",""
"2020-06-17","  2.11 %"," 20.00 %","  2.22 %","  3.48 %","   .00 %","  6.67 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.72 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.48 %","   .00 %","","   .00 %","  8.00 %","  3.11 %","   .00 %","","","  2.50 %"," 20.00 %","","","","","","","",""
"2020-06-18","  1.99 %","   .00 %","  2.22 %","  3.48 %","   .00 %","  6.67 %","  2.50 %","   .00 %","   .00 %","   .00 %","","","  2.05 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","  3.48 %","  2.50 %","   .00 %","   .00 %","  8.00 %","  3.65 %","   .00 %","","","  2.50 %"," 20.00 %","","","","","","","",""
"2020-06-19","  1.93 %","","  2.22 %","  1.67 %","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","","","  2.05 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.22 %","   .00 %","   .00 %","   .00 %","","","  1.67 %","  2.50 %","","   .00 %","  8.00 %","  3.50 %","  6.67 %","","","  2.50 %","   .00 %","","","","","","","",""
"2020-06-20","  1.78 %","   .00 %","  2.22 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","","","  1.67 %","  2.50 %","","   .00 %","  8.00 %","  3.35 %","  6.67 %","","","  2.50 %","   .00 %","","","","","","","",""
"2020-06-21","  1.73 %","   .00 %","  2.22 %","  1.54 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  2.00 %","","","   .00 %","","","   .00 %","  2.50 %","","   .00 %","   .00 %","  3.47 %","  6.67 %","","","  1.21 %","   .00 %","","","","","","","",""
"2020-06-22","  1.60 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","","   .00 %","   .00 %","","","   .00 %","  2.50 %","","   .00 %","   .00 %","  4.39 %","  6.67 %","","","   .00 %","   .00 %","","","","","","","",""
"2020-06-23","  1.46 %","  5.00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.22 %","","   .00 %","   .00 %","  4.14 %","  6.67 %","   .00 %","","   .00 %","   .00 %","","","","","","","",""
