"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2020-06-07","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-08","","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %"
"2020-06-09","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","",""
"2020-06-10","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-12","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-13","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 20.00 %","","   .00 %","   .00 %"
"2020-06-15","","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 20.00 %","","   .00 %","   .00 %"
"2020-06-16","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %"
"2020-06-17","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-18","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %"
"2020-06-20","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-21","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-23","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-25","   .00 %","   .00 %","   .00 %"," 20.00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-26","","   .00 %","   .00 %"," 20.00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-27","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","","   .00 %","","","   .00 %",""
"2020-06-28","   .00 %","   .00 %",""," 20.00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-29","","   .00 %","   .00 %"," 20.00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-30","","   .00 %"," 20.00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %"
"2020-07-01","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-02","   .00 %",""," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-03","","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-04","   .00 %",""," 30.00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-05","   .00 %",""," 10.00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-07-06","   .00 %","   .00 %"," 10.00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %"
"2020-07-07","",""," 10.00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-07-08","   .00 %",""," 10.00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-09","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-07-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-07-11","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-12","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-13","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-07-14","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %"
"2020-07-15","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-07-16","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-18","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-19","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-21","","","   .00 %","   .00 %","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-22","","   .00 %","   .00 %","   .00 %","","",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 10.00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-24","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-25","","   .00 %","   .00 %"," 10.00 %","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-26","   .00 %","","   .00 %"," 10.00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-27","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-28","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-29","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-30","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-31","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-01","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-02","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-03","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-04","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-05","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-07","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-08","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-09","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-10","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-11","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %",""," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-12","","   .00 %","","   .00 %","","   .00 %",""," 11.67 %","","   .00 %","   .00 %","   .00 %"
"2020-08-13","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %",""," 15.67 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-15","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","   .00 %","","","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-20","","   .00 %","   .00 %"," 11.67 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-21","   .00 %"," 40.00 %","   .00 %"," 11.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-22","   .00 %"," 40.00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %"," 60.00 %","   .00 %"
"2020-08-23","   .00 %"," 40.00 %","   .00 %"," 11.67 %","","   .00 %","","  3.33 %","   .00 %","   .00 %"," 60.00 %","   .00 %"
"2020-08-24","   .00 %"," 40.00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %"," 60.00 %","   .00 %"
"2020-08-25","   .00 %"," 40.00 %","   .00 %","   .00 %","","   .00 %","","  3.33 %","   .00 %","   .00 %"," 65.00 %","   .00 %"
"2020-08-26","   .00 %","  6.67 %","","  4.00 %","   .00 %","   .00 %","","  3.33 %","   .00 %","   .00 %"," 65.00 %","   .00 %"
"2020-08-27","   .00 %","  6.67 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-08-28","   .00 %","  6.67 %","   .00 %","  4.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-08-29","   .00 %","  6.67 %","   .00 %","  7.33 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-08-30","   .00 %","  6.67 %","   .00 %"," 10.19 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-31","   .00 %","   .00 %","  5.00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","   .00 %","   .00 %"
"2020-09-01","   .00 %","   .00 %","  5.00 %","  6.19 %","   .00 %","   .00 %","","   .00 %"," 16.67 %"," 20.00 %","  8.00 %"," 20.00 %"
"2020-09-02","   .00 %","   .00 %","  5.00 %","  6.19 %","   .00 %","   .00 %","","   .00 %"," 16.67 %"," 20.00 %","  8.00 %"," 30.00 %"
"2020-09-03","   .00 %","   .00 %","  5.00 %","  2.86 %","   .00 %","   .00 %","","   .00 %"," 16.67 %"," 20.00 %"," 22.29 %"," 30.00 %"
"2020-09-04","   .00 %","   .00 %","  5.00 %","  2.50 %","","   .00 %","","   .00 %"," 16.67 %"," 30.00 %"," 22.29 %"," 30.00 %"
"2020-09-05","","   .00 %","   .00 %","  4.72 %","   .00 %","   .00 %","","  2.86 %","  6.67 %"," 10.00 %"," 23.95 %"," 36.67 %"
"2020-09-06","   .00 %","   .00 %","   .00 %","  4.72 %","","   .00 %","","  2.86 %","   .00 %"," 10.00 %"," 15.95 %"," 21.67 %"
"2020-09-07","   .00 %","  5.00 %","","  4.72 %","","","   .00 %","  2.86 %","   .00 %"," 10.00 %"," 15.95 %"," 11.67 %"
"2020-09-08","   .00 %","  5.00 %","   .00 %","  6.72 %","","   .00 %","","  2.86 %"," 15.00 %"," 10.00 %","  1.67 %"," 11.67 %"
"2020-09-09","   .00 %","  5.00 %","   .00 %","  4.22 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 17.86 %","  6.67 %","  3.21 %"," 11.67 %"
"2020-09-10","   .00 %","  5.00 %","   .00 %","  2.00 %","   .00 %","   .00 %","","   .00 %"," 22.86 %","  6.67 %","  1.54 %","  9.00 %"
"2020-09-11","   .00 %","  5.00 %","   .00 %","  5.64 %","   .00 %","   .00 %","","   .00 %"," 24.86 %","  6.67 %","  1.54 %","  4.00 %"
"2020-09-12","   .00 %","   .00 %","   .00 %","  5.64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.86 %","  6.67 %","  1.54 %"," 10.67 %"
"2020-09-13","   .00 %","   .00 %","","  5.17 %","","   .00 %","","   .00 %","  9.86 %"," 11.67 %","  4.40 %"," 10.67 %"
"2020-09-14","   .00 %","   .00 %","   .00 %","  9.46 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.82 %","  9.00 %","  2.86 %"," 10.67 %"
"2020-09-15","   .00 %","   .00 %","   .00 %"," 11.81 %","   .00 %","   .00 %","","  7.50 %","  5.48 %","  9.00 %","  4.11 %","  9.17 %"
"2020-09-16","   .00 %","   .00 %","   .00 %","  8.18 %","   .00 %","   .00 %","   .00 %","  7.50 %","  5.02 %","  9.00 %","  4.11 %","  9.17 %"
"2020-09-17","   .00 %","  4.00 %","   .00 %","  9.23 %","   .00 %"," 20.00 %","   .00 %","  9.32 %","  9.31 %","  9.00 %","  4.11 %","  2.50 %"
"2020-09-18","   .00 %","  4.00 %","   .00 %"," 11.69 %","   .00 %"," 20.00 %","   .00 %"," 10.98 %"," 12.84 %","  7.33 %","  4.78 %","  2.50 %"
"2020-09-19","   .00 %","  7.33 %","   .00 %","  8.24 %","   .00 %"," 30.00 %","   .00 %"," 10.98 %"," 12.02 %","  3.33 %","  4.78 %","  4.72 %"
"2020-09-20","   .00 %","  7.33 %","   .00 %","  7.49 %","   .00 %"," 30.00 %","   .00 %","  3.48 %"," 11.31 %","  3.33 %","  4.53 %","  2.22 %"
"2020-09-21","   .00 %","  7.33 %","   .00 %","  8.97 %","   .00 %"," 30.00 %","   .00 %","  8.10 %","  9.77 %","  6.19 %","  4.53 %","  2.22 %"
"2020-09-22","   .00 %","  3.33 %","  4.00 %","  7.23 %","   .00 %"," 16.67 %","   .00 %","  8.78 %","  6.39 %","  8.69 %","  4.53 %","  2.22 %"
"2020-09-23","   .00 %","  3.33 %","  4.00 %","  4.65 %","   .00 %"," 16.67 %","   .00 %","  9.34 %","  2.86 %","  5.36 %","  1.95 %","  2.22 %"
"2020-09-24","   .00 %","  2.86 %","  4.00 %","  7.82 %","   .00 %"," 11.67 %","   .00 %","  9.34 %","  2.73 %","  7.58 %","  1.95 %","   .00 %"
"2020-09-25","   .00 %","  5.36 %","  7.33 %","  6.22 %","   .00 %"," 11.67 %","   .00 %","  9.34 %","  3.45 %","  9.58 %","  2.77 %","   .00 %"
"2020-09-26","   .00 %","  5.36 %","  7.33 %","  6.41 %","   .00 %"," 11.67 %","   .00 %","  5.72 %","  4.98 %","  6.72 %","  2.77 %","  2.00 %"
"2020-09-27","   .00 %","  7.58 %","  3.33 %","  8.12 %","   .00 %","  9.00 %","   .00 %","  5.13 %","  6.22 %","  6.04 %","  3.60 %","  2.00 %"
"2020-09-28","   .00 %","  7.58 %","  3.33 %","  6.69 %"," 20.00 %","  9.00 %","   .00 %","  4.64 %","  6.22 %","  7.71 %","  2.65 %","  3.82 %"
"2020-09-29","   .00 %","  4.72 %","  3.33 %","  3.67 %"," 20.00 %","  4.00 %","   .00 %","  4.64 %","  5.99 %","  5.48 %","  2.65 %","  3.82 %"
"2020-09-30","   .00 %","  2.22 %","   .00 %","  3.67 %"," 20.00 %","  4.00 %","   .00 %","  4.64 %","  4.95 %","  5.02 %","  1.63 %","  3.82 %"
"2020-10-01","   .00 %","  4.22 %","   .00 %","  2.93 %"," 20.00 %"," 10.67 %","   .00 %","  3.64 %","  4.63 %","  5.02 %","  3.17 %","  1.82 %"
"2020-10-02","   .00 %","  2.00 %","   .00 %","  2.79 %"," 20.00 %","  6.67 %","   .00 %","  1.74 %","  3.63 %","  3.21 %","  4.48 %","  1.82 %"
"2020-10-03"," 20.00 %","  2.00 %","   .00 %","  3.65 %","   .00 %","  9.17 %","   .00 %","   .00 %","  5.25 %","  2.97 %","  4.48 %","   .00 %"
"2020-10-04"," 20.00 %","  2.00 %","   .00 %","  3.08 %","   .00 %"," 13.61 %","   .00 %","   .80 %","  5.60 %","  2.97 %","  4.48 %","  1.67 %"
"2020-10-05"," 30.00 %","  3.82 %","   .00 %","  3.08 %","   .00 %"," 13.61 %","   .00 %","  1.57 %","  5.45 %","  1.43 %","  4.97 %","  3.21 %"
