"date","New Mexico/Bernalillo","New Mexico/Catron","New Mexico/Chaves","New Mexico/Cibola","New Mexico/Colfax","New Mexico/Curry","New Mexico/De Baca","New Mexico/Dona Ana","New Mexico/Doña Ana","New Mexico/Eddy","New Mexico/Grant","New Mexico/Guadalupe","New Mexico/Harding","New Mexico/Hidalgo","New Mexico/Lea","New Mexico/Lincoln","New Mexico/Los Alamos","New Mexico/Luna","New Mexico/McKinley","New Mexico/Mora","New Mexico/Otero","New Mexico/Quay","New Mexico/Rio Arriba","New Mexico/Roosevelt","New Mexico/San Juan","New Mexico/San Miguel","New Mexico/Sandoval","New Mexico/Santa Fe","New Mexico/Sierra","New Mexico/Socorro","New Mexico/Taos","New Mexico/Torrance","New Mexico/Unassigned","New Mexico/Union","New Mexico/Valencia"
"2020-05-23","66","1","2","4","0","0","0","2","","1","0","0","0","0","0","0","0","1","87","","1","1","0","0","103","0","24","3","0","4","0","1","0","0","1"
"2020-05-24","68","1","2","4","0","0","0","2","","1","0","0","0","0","0","0","0","1","93","","1","1","0","0","108","0","26","3","0","4","0","1","0","0","1"
"2020-05-25","68","1","2","4","0","0","0","2","","1","0","0","0","0","0","0","0","1","94","","1","1","0","0","110","0","26","3","0","4","0","1","0","0","1"
"2020-05-26","68","1","2","5","0","0","0","2","","1","0","0","0","0","0","0","0","1","95","","2","1","0","0","112","0","26","3","0","4","0","1","0","0","1"
"2020-05-27","69","1","2","5","0","0","0","2","","1","0","0","0","0","0","0","0","1","97","","2","1","0","0","113","0","26","3","0","4","0","1","0","0","1"
"2020-05-28","70","1","2","5","0","0","0","2","","1","0","0","0","0","0","0","0","1","100","","2","1","1","0","114","0","26","3","0","4","0","1","0","0","1"
"2020-05-29","71","1","2","5","0","0","0","3","","1","0","0","0","0","0","0","0","1","104","","2","1","1","0","115","0","27","3","0","4","0","1","0","0","2"
"2020-05-30","71","1","2","5","0","0","0","3","","1","0","0","0","0","0","0","0","1","109","","2","1","1","0","117","0","27","3","0","4","0","1","0","0","2"
"2020-05-31","71","1","2","5","0","0","0","3","","1","0","0","0","0","0","0","0","1","110","","2","1","1","0","121","0","27","3","0","4","0","1","0","0","2"
"2020-06-01","71","1","2","5","0","0","0","3","","1","0","0","0","0","0","0","0","1","112","","3","1","1","0","123","0","27","3","0","5","0","1","0","0","2"
"2020-06-02","72","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","114","","3","1","1","0","124","0","27","3","0","5","0","1","0","0","2"
"2020-06-03","72","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","119","","3","1","1","0","127","0","27","3","0","5","0","1","0","0","2"
"2020-06-04","73","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","124","","3","1","1","0","129","0","27","3","0","5","0","1","0","0","2"
"2020-06-05","74","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","125","","4","1","1","0","130","0","27","3","0","5","0","1","0","0","2"
"2020-06-06","74","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","129","","4","1","1","0","131","0","27","3","0","5","0","1","0","0","2"
"2020-06-07","75","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","130","","4","1","1","0","132","0","27","3","0","5","0","1","1","0","2"
"2020-06-08","75","1","2","6","0","0","0","3","","1","0","0","0","0","0","0","0","1","133","","4","1","1","0","133","0","27","3","0","5","0","1","1","0","2"
"2020-06-09","76","1","2","7","0","0","0","3","","1","0","0","0","0","0","0","0","1","134","","4","1","1","0","134","0","27","3","0","5","0","1","1","0","2"
"2020-06-10","77","1","2","7","0","0","0","3","","1","0","0","0","0","0","0","0","1","137","","4","1","1","0","136","0","27","3","0","5","0","1","1","0","2"
"2020-06-11","77","1","2","7","0","0","0","5","","1","0","0","0","0","0","0","0","1","139","","4","1","1","0","143","0","27","3","0","5","0","1","0","0","2"
"2020-06-12","77","1","2","7","0","0","0","5","","1","0","0","0","0","0","0","0","1","139","","4","1","1","0","143","0","27","3","0","5","0","1","0","0","2"
"2020-06-13","78","1","2","8","0","0","0","6","","1","0","0","0","0","0","0","0","1","143","","4","1","1","0","147","0","27","3","0","5","0","1","0","0","2"
"2020-06-14","80","1","2","8","0","0","0","6","","1","0","0","0","0","0","0","0","1","145","","4","1","1","0","147","0","27","3","0","5","0","1","0","0","2"
"2020-06-15","80","1","2","8","0","0","0","6","","1","0","0","0","0","0","0","0","1","148","","4","1","1","1","148","0","27","3","0","5","0","1","0","0","2"
"2020-06-16","80","1","2","9","0","0","0","6","","1","0","0","0","0","0","0","0","1","151","","4","1","1","1","151","0","27","3","0","5","0","1","0","0","2"
"2020-06-17","81","1","2","10","0","0","0","6","","1","0","0","0","0","0","0","0","1","152","","5","1","1","1","152","0","27","3","0","5","0","1","0","0","2"
"2020-06-18","81","1","2","10","0","0","0","6","","1","0","0","0","0","0","0","0","1","152","","5","1","1","1","152","0","27","3","0","5","0","1","4","0","2"
"2020-06-19","82","1","2","11","0","0","0","6","","1","0","0","0","0","0","0","0","2","157","","6","1","1","1","154","0","28","3","0","5","0","1","0","0","2"
"2020-06-20","82","1","2","11","0","0","0","6","","1","0","0","0","0","0","0","0","2","159","","6","1","1","1","154","0","28","3","0","5","0","1","0","0","2"
"2020-06-21","82","1","2","11","0","0","0","6","","1","0","0","0","0","0","0","0","2","161","","6","1","1","1","155","0","28","3","0","5","0","1","0","0","2"
"2020-06-22","82","1","2","11","0","0","0","6","","1","0","0","0","0","0","0","0","2","161","","6","1","1","1","155","0","28","3","0","5","0","1","0","0","2"
"2020-06-23","82","1","2","13","0","0","0","8","","1","0","0","0","0","0","0","0","2","161","","6","1","1","1","156","0","29","3","0","5","1","1","0","0","2"
"2020-06-24","84","1","2","13","1","0","0","8","","1","0","0","0","0","0","0","0","2","161","","6","1","1","1","157","0","29","3","0","5","1","1","0","0","2"
"2020-06-25","85","1","2","13","1","0","0","8","","1","0","0","0","0","0","0","0","2","162","","6","1","1","1","160","0","29","3","0","5","1","1","0","0","2"
"2020-06-26","85","1","2","13","1","0","0","8","","1","0","0","0","0","0","0","0","2","166","","6","1","1","1","160","0","29","3","0","5","1","1","0","0","2"
"2020-06-27","85","1","2","14","1","0","0","8","","1","0","0","0","0","0","0","0","2","166","","6","1","1","1","161","0","29","3","0","5","1","1","0","0","2"
"2020-06-28","85","1","2","14","1","0","0","9","","1","0","0","0","0","0","0","0","2","166","","6","1","1","1","161","0","29","3","0","5","1","1","0","0","2"
"2020-06-29","85","1","2","14","1","0","0","9","","1","0","0","0","0","0","0","0","2","166","","6","1","1","1","162","0","29","3","0","5","1","1","0","0","2"
"2020-06-30","85","1","2","14","1","0","0","9","","1","0","0","0","0","0","0","0","3","168","","6","1","1","1","163","0","29","3","0","5","1","1","0","0","2"
"2020-07-01","86","1","2","14","1","0","0","9","","1","0","0","0","0","0","0","0","3","170","","6","1","1","1","163","0","29","3","0","5","1","1","0","0","2"
"2020-07-02","87","1","2","14","1","0","0","9","","1","0","0","0","0","0","0","0","3","172","","6","1","1","1","163","0","29","3","0","5","1","1","0","0","2"
"2020-07-03","87","1","2","14","1","0","0","10","","1","0","0","0","0","0","0","0","3","177","","7","1","1","1","164","0","29","3","0","5","1","1","0","0","2"
"2020-07-04","87","1","2","14","1","0","0","10","","1","0","0","0","0","0","0","0","3","179","","7","1","1","1","164","0","29","3","0","5","1","1","0","0","2"
"2020-07-05","87","1","2","14","1","0","0","10","","1","0","0","0","0","0","0","0","3","179","","7","1","1","1","164","0","29","3","0","5","1","1","0","0","2"
"2020-07-06","88","1","2","14","1","0","0","10","","1","0","0","0","0","0","0","0","3","179","","7","1","1","1","164","0","30","3","0","5","1","1","0","0","2"
"2020-07-07","89","1","2","14","1","0","0","10","","1","0","0","0","0","0","0","0","3","181","","7","1","1","1","165","0","30","3","0","5","1","1","0","0","2"
"2020-07-08","92","1","2","14","1","0","0","11","","1","0","0","0","0","0","0","0","3","184","","7","1","1","1","166","0","30","3","0","5","1","1","0","0","2"
"2020-07-09","94","1","2","14","1","1","0","11","","1","0","0","0","0","0","0","0","3","186","","7","1","1","1","167","0","30","3","0","5","1","1","0","0","2"
"2020-07-10","95","1","2","14","1","1","0","11","","1","0","0","0","0","0","0","0","3","188","0","8","1","1","1","169","0","30","3","0","5","1","1","0","0","2"
"2020-07-11","95","1","2","14","1","1","0","11","","1","0","0","0","0","0","0","0","3","190","0","9","1","1","1","170","0","30","3","0","5","1","1","0","0","2"
"2020-07-12","96","1","2","14","1","1","0","11","","1","0","0","0","0","0","0","0","3","190","0","9","1","1","1","171","0","30","3","0","5","1","1","0","0","2"
"2020-07-13","96","1","3","14","1","1","0","11","","1","0","0","0","0","0","0","0","3","191","0","9","1","1","1","172","0","30","3","0","5","1","1","0","0","2"
"2020-07-14","97","1","3","14","1","1","0","11","","1","0","0","0","0","0","0","0","3","192","0","9","1","1","1","173","0","30","3","0","5","1","1","0","0","2"
"2020-07-15","98","1","3","14","1","1","0","12","","1","0","0","0","0","0","0","0","3","194","0","9","1","1","1","174","0","31","3","0","5","1","1","0","0","2"
"2020-07-16","99","1","3","15","1","1","0","12","","1","0","0","0","0","0","0","0","3","196","0","9","1","1","1","175","0","31","3","0","5","1","1","0","0","2"
"2020-07-17","99","1","3","15","1","1","0","12","","1","0","0","0","0","0","0","0","3","198","0","9","1","1","1","176","0","31","3","0","5","1","1","0","0","2"
"2020-07-18","100","1","4","15","1","1","0","13","","1","0","0","0","0","0","0","0","3","198","0","10","1","1","1","176","0","31","3","0","5","1","1","0","0","2"
"2020-07-19","100","1","4","15","1","1","0","13","","2","0","0","0","0","0","0","0","3","199","0","10","1","1","1","176","0","31","3","0","5","1","1","0","0","2"
"2020-07-20","102","1","4","16","1","1","0","14","","2","0","0","0","0","0","0","0","3","202","0","10","1","1","1","176","0","31","3","0","5","1","1","0","0","2"
"2020-07-21","103","1","4","17","1","1","0","14","","2","1","0","0","0","1","1","0","3","206","0","10","1","1","1","176","0","32","3","0","5","1","1","0","0","2"
"2020-07-22","104","1","4","17","1","1","0","14","","2","1","0","0","0","1","1","0","3","208","0","10","1","1","1","176","0","32","3","0","5","1","1","0","0","2"
"2020-07-23","106","1","4","17","1","1","0","15","","2","1","0","0","0","2","1","0","3","209","0","10","1","1","1","176","0","32","3","0","5","1","1","0","0","2"
"2020-07-24","108","1","4","17","1","2","0","16","","2","1","0","0","0","2","1","0","3","209","0","10","1","1","1","177","0","32","3","0","5","1","1","0","0","2"
"2020-07-25","110","1","4","17","1","2","0","16","","2","1","0","0","0","2","1","0","3","210","0","10","1","2","1","178","0","33","3","0","5","1","1","0","0","2"
"2020-07-26","111","1","4","17","1","2","0","16","","2","1","0","0","0","2","1","0","3","214","0","10","1","3","1","178","0","33","3","0","5","1","1","0","0","3"
"2020-07-27","113","1","4","17","1","2","0","17","","2","1","0","0","0","3","1","0","3","215","0","10","1","3","1","178","0","33","3","0","5","1","1","0","0","3"
"2020-07-28","114","1","4","17","1","2","0","19","","3","2","0","0","0","3","1","0","3","216","0","10","1","3","1","178","0","33","3","0","5","1","1","0","0","4"
"2020-07-29","117","1","5","17","1","2","0","19","","3","2","0","0","0","3","1","0","3","217","0","10","1","4","1","178","0","33","3","0","5","1","1","0","0","4"
"2020-07-30","117","1","5","17","1","2","0","19","","3","2","0","0","0","3","1","0","3","219","0","10","1","4","1","179","0","33","3","0","5","1","1","0","0","4"
"2020-07-31","120","1","5","17","1","2","0","21","","3","2","0","0","0","3","1","0","3","219","0","10","1","4","1","180","0","33","3","0","6","1","1","0","0","4"
"2020-08-01","123","1","5","17","1","2","0","23","","4","2","0","0","0","4","1","0","3","220","0","10","1","4","1","181","0","33","3","0","6","1","1","0","0","4"
"2020-08-02","123","1","6","17","1","2","0","23","","4","2","0","0","0","4","1","0","3","221","0","10","1","5","1","181","0","33","3","0","6","1","1","0","0","4"
"2020-08-03","123","1","6","17","1","2","0","24","","4","2","0","0","0","4","1","0","3","221","0","10","1","5","1","181","0","33","3","0","6","1","1","0","0","4"
"2020-08-04","124","1","6","17","1","2","0","24","","4","2","0","0","0","4","1","0","3","222","0","10","1","5","1","182","0","33","3","0","6","1","1","0","0","4"
"2020-08-05","128","1","6","17","1","2","0","27","","4","2","0","0","0","4","1","0","3","222","0","10","1","5","1","182","0","33","3","0","6","1","1","0","2","4"
"2020-08-06","129","1","6","17","1","2","0","27","","4","2","0","0","0","4","1","0","3","222","0","10","1","5","1","183","0","33","3","0","6","1","1","0","2","4"
"2020-08-07","130","1","6","17","1","2","0","30","","4","2","0","0","0","4","2","0","3","222","0","10","1","6","1","183","0","33","3","0","6","1","1","0","2","4"
"2020-08-08","132","1","6","18","1","2","0","30","","4","2","0","0","0","4","2","0","3","224","0","10","1","7","1","183","0","33","3","0","6","1","1","0","2","4"
"2020-08-09","134","1","6","18","1","2","0","30","","4","2","0","0","0","4","2","0","3","225","0","10","1","7","1","184","0","33","3","0","6","1","1","0","2","4"
"2020-08-10","134","1","6","18","1","2","0","31","","4","2","0","0","0","5","2","0","4","226","0","10","1","7","1","184","0","33","3","1","6","1","1","0","2","4"
"2020-08-11","134","1","6","18","1","2","0","31","","4","2","0","0","0","5","2","0","5","227","0","10","1","7","1","185","0","33","3","1","6","1","1","0","2","4"
"2020-08-12","134","1","6","18","1","2","0","31","","4","2","0","0","0","5","2","0","5","229","0","10","1","7","1","185","0","33","3","1","6","1","1","0","2","4"
"2020-08-13","134","1","6","18","1","2","0","31","","4","2","0","0","0","5","2","0","5","230","0","10","1","8","1","185","0","33","3","1","6","1","1","0","2","4"
"2020-08-14","134","1","6","18","1","2","0","32","","4","2","0","0","0","5","2","0","5","232","0","10","1","9","1","187","0","33","3","1","6","1","1","0","2","4"
"2020-08-15","136","1","6","19","1","2","0","35","","5","2","0","0","0","5","2","0","5","232","0","10","1","10","1","187","0","33","3","1","6","1","1","0","2","4"
"2020-08-16","137","1","6","19","1","2","0","35","","5","2","0","0","0","6","2","0","5","233","0","10","1","10","1","187","0","33","3","1","6","1","1","0","2","4"
"2020-08-17","139","1","6","19","1","3","0","35","","5","2","0","0","0","6","2","0","5","233","0","11","1","10","1","187","0","33","3","1","6","1","1","0","2","4"
"2020-08-18","140","1","6","19","1","3","0","36","","5","2","0","0","0","7","2","0","5","234","0","11","1","10","1","188","0","33","3","1","6","1","1","0","2","4"
"2020-08-19","143","1","6","19","1","3","0","36","","5","2","0","0","0","7","2","0","5","235","0","11","1","10","1","189","0","33","3","1","6","2","1","0","2","4"
"2020-08-20","146","1","6","19","1","3","0","37","","5","2","0","0","0","7","2","0","5","236","0","11","1","10","1","189","0","33","3","1","6","2","1","0","2","4"
"2020-08-21","148","1","6","19","1","3","0","37","","5","2","0","0","0","7","2","0","5","237","0","11","1","10","1","189","0","35","3","1","6","2","1","0","2","4"
"2020-08-22","148","1","6","19","1","3","0","38","","5","2","1","0","1","8","2","0","5","237","0","11","1","10","1","189","0","35","3","1","6","2","1","0","2","4"
"2020-08-23","149","1","6","19","1","3","0","38","","5","2","1","0","1","8","2","0","5","238","0","11","1","10","1","189","0","35","3","1","6","2","1","0","2","4"
"2020-08-24","149","1","6","19","1","3","0","38","","5","2","1","0","1","9","2","0","5","239","0","11","1","10","1","189","0","35","3","1","6","2","1","2","2","4"
