"date","Punjab/Amritsar","Punjab/Barnala","Punjab/Bathinda","Punjab/Faridkot","Punjab/Fatehgarh Sahib","Punjab/Fazilka","Punjab/Ferozepur","Punjab/Gurdaspur","Punjab/Hoshiarpur","Punjab/JAlandhar","Punjab/Jalandhar","Punjab/Kapurthala","Punjab/Ludhiana","Punjab/Mansa","Punjab/Moga","Punjab/Pathankot","Punjab/Patiala","Punjab/Rupnagar","Punjab/S.A.S. Nagar","Punjab/Sangrur","Punjab/Shahid Bhagat Singh Nagar","Punjab/Sri Muktsar Sahib","Punjab/Tarn Taran","Punjab/hoshiarpur"
"2020-07-12","51","1","4","","2","","3","7","6","","22","5","27","","4","8","12","","5","19","1","1","5",""
"2020-07-13","53","1","4","","2","","3","7","6","","25","5","27","","4","8","12","","5","19","1","1","5",""
"2020-07-14","54","1","4","","2","1","3","7","6","","25","5","30","","4","8","12","","7","21","1","","5",""
"2020-07-15","57","1","4","","2","1","3","7","6","","28","5","31","","4","9","12","","7","21","1","1","5",""
"2020-07-16","57","1","4","","2","1","3","8","6","","30","6","35","","4","9","13","","7","21","1","1","",""
"2020-07-17","58","1","4","","2","1","4","9","6","","30","6","37","","4","9","15","","7","21","2","1","6",""
"2020-07-18","61","","4","","2","1","4","9","7","","30","7","38","","4","9","15","","8","21","2","1","",""
"2020-07-19","62","1","","","2","1","4","9","9","","30","7","42","","4","9","15","","9","21","2","1","6",""
"2020-07-20","63","1","4","","2","1","4","11","9","","30","7","43","","5","10","15","","10","22","2","1","6",""
"2020-07-21","62","1","4","","2","1","4","11","9","","30","7","44","","5","10","16","","10","22","","1","6",""
"2020-07-22","62","1","4","","2","1","4","12","10","","32","7","45","","5","","17","","10","22","2","1","6",""
"2020-07-23","63","1","4","","2","1","5","12","11","","33","8","45","","5","10","19","","11","22","2","1","6",""
"2020-07-24","63","1","","","2","1","5","12","12","","33","8","46","","5","11","20","","11","23","2","1","6",""
"2020-07-25","64","2","4","","2","1","6","12","12","","34","8","50","","5","11","20","1","11","23","2","1","6",""
"2020-07-26","66","2","5","","2","1","6","14","12","","35","8","55","","5","11","20","3","12","23","3","1","6",""
"2020-07-27","67","2","5","","2","","","15","12","","36","8","60","","6","11","22","3","12","23","3","1","7",""
"2020-07-28","70","2","5","","2","1","6","15","13","","36","8","66","","5","11","25","3","12","26","3","1","10",""
"2020-07-29","73","2","","","2","1","6","17","13","","46","8","75","","5","11","26","3","12","26","3","1","10",""
"2020-07-30","74","2","5","","2","1","6","17","14","","49","8","79","","5","11","26","","12","26","","1","10",""
"2020-07-31","77","4","5","","2","","6","17","14","","50","9","85","","5","12","28","3","12","26","3","1","10",""
"2020-08-01","78","5","5","","2","1","6","17","14","","51","11","95","","5","12","28","3","13","28","3","2","10",""
"2020-08-02","81","5","5","","2","1","6","17","14","","51","10","103","","5","13","32","3","14","28","3","","12",""
"2020-08-03","83","6","8","","2","1","6","17","14","","52","10","111","","5","13","33","","15","29","4","2","12",""
"2020-08-04","83","6","8","","3","1","6","18","14","","57","10","118","","5","13","38","3","15","30","","2","12",""
"2020-08-05","84","6","8","1","3","1","7","21","14","","61","11","127","1","5","13","43","4","15","32","4","2","12",""
"2020-08-06","85","6","8","1","3","1","8","22","14","","68","11","140","1","5","13","44","4","15","33","4","2","13",""
"2020-08-07","88","6","8","1","5","2","8","22","14","","71","12","148","1","5","13","45","4","15","34","6","2","13",""
"2020-08-08","90","7","8","1","5","2","8","22","14","","72","12","160","1","5","13","48","5","16","35","7","2","13",""
"2020-08-09","94","8","11","1","5","2","8","23","14","","74","14","169","1","5","13","48","5","17","36","7","2","13",""
"2020-08-10","94","8","11","1","5","2","10","23","14","","77","14","174","1","6","13","54","5","18","36","7","2","13",""
"2020-08-11","97","8","12","1","5","2","10","24","14","","80","15","185","1","6","13","57","5","21","40","7","3","14",""
"2020-08-12","100","9","13","1","6","2","10","26","20","","83","15","198","1","6","15","61","5","23","41","7","3","14",""
"2020-08-13","102","9","13","1","6","2","10","27","21","","88","18","205","1","6","15","63","6","26","44","7","3","17",""
"2020-08-14","103","10","13","1","6","2","12","27","22","","91","18","212","1","6","15","67","6","28","48","7","3","17",""
"2020-08-15","105","10","13","2","9","4","12","27","22","","93","20","224","1","8","16","70","6","30","51","7","3","22",""
"2020-08-16","108","11","13","2","10","5","14","28","23","","97","21","238","1","9","16","77","6","31","54","","3","22",""
"2020-08-17","109","12","16","3","13","5","17","29","24","","102","22","252","1","10","17","83","6","32","56","9","3","25",""
"2020-08-18","113","12","16","4","14","5","17","29","24","","103","23","260","1","10","17","87","8","36","60","12","4","27",""
"2020-08-19","114","13","16","4","15","5","18","29","24","","106","24","267","2","10","18","93","8","36","59","12","4","27",""
"2020-08-20","116","13","16","4","15","5","18","30","26","","109","25","277","2","10","18","98","8","41","64","14","5","27",""
"2020-08-21","119","14","16","5","16","5","19","31","26","","114","29","285","3","12","18","103","8","42","64","14","5","27",""
"2020-08-22","121","14","17","6","18","5","21","32","26","","122","29","300","4","13","18","103","9","45","69","15","5","28",""
"2020-08-23","122","14","17","6","18","6","23","38","28","","129","30","309","4","13","18","122","9","45","70","15","6","28",""
"2020-08-24","123","14","17","6","19","7","23","42","28","","135","33","320","7","13","18","125","9","53","71","16","6","28",""
"2020-08-25","128","14","18","10","21","7","23","43","28","","139","33","331","8","15","19","130","9","62","74","16","6","28",""
"2020-08-26","128","16","19","10","21","7","23","46","32","","140","37","343","10","16","20","135","9","63","76","16","8","28",""
"2020-08-27","135","17","19","10","21","8","23","46","34","","140","38","348","10","16","22","139","10","68","81","17","8","30",""
"2020-08-28","147","18","20","10","23","10","23","48","35","","145","39","359","12","16","22","144","10","69","83","18","8","32",""
"2020-08-29","149","18","20","11","25","11","23","48","37","","148","39","376","12","18","22","154","10","70","83","18","8","32",""
"2020-08-30","152","18","24","12","27","11","24","48","39","","155","43","391","12","19","23","162","10","71","88","18","9","32",""
"2020-08-31","158","18","24","12","28","12","24","49","44","","158","47","409","12","20","23","163","10","81","88","18","9","30",""
"2020-09-01","165","20","27","14","32","13","29","50","45","","166","51","422","12","21","24","168","10","81","88","18","9","31",""
"2020-09-02","173","20","37","16","35","16","34","58","50","","177","56","440","12","21","24","174","17","90","90","19","10","33",""
"2020-09-03","176","20","38","18","37","17","39","59","52","","185","66","456","12","26","24","180","20","91","92","20","11","35",""
"2020-09-04","181","20","39","19","40","18","40","61","55","","189","66","470","12","27","24","183","22","97","93","20","11","36",""
"2020-09-05","189","22","42","21","40","18","50","64","57","","197","67","482","12","29","27","187","25","100","95","21","11","36",""
"2020-09-06","194","23","45","24","40","18","51","65","59","","200","73","495","12","32","29","195","25","100","95","21","13","37",""
"2020-09-07","196","24","46","25","42","18","51","66","63","","203","74","505","12","37","29","202","28","115","95","24","14","38",""
"2020-09-08","207","25","53","28","42","19","51","69","65","","207","76","518","13","41","29","210","29","116","98","24","16","38",""
"2020-09-09","210","25","58","28","46","20","52","71","69","","218","82","531","14","42","30","218","30","116","103","28","16","38",""
"2020-09-10","226","25","58","29","50","20","59","74","71","","227","85","542","15","46","30","222","35","130","105","28","17","39",""
"2020-09-11","229","25","65","30","50","20","60","77","76","","235","85","554","15","47","33","229","35","131","109","28","20","43",""
"2020-09-12","240","29","67","30","53","20","60","84","81","","245","89","568","15","48","34","233","40","132","111","28","21","44",""
"2020-09-13","251","30","73","31","53","23","60","85","84","","251","93","573","17","50","37","243","42","135","114","29","21","45",""
"2020-09-14","257","30","74","32","56","23","74","90","91","","256","97","584","17","50","37","249","42","137","115","","22","45",""
"2020-09-15","267","31","75","33","60","23","79","98","97","","268","105","603","17","50","39","253","44","137","116","32","25","46",""
"2020-09-16","276","32","81","33","61","25","80","99","102","","278","107","618","18","53","40","264","46","137","121","32","27","46",""
"2020-09-17","279","33","82","33","67","27","83","101","102","","287","107","630","18","55","44","270","46","137","124","32","27","46",""
"2020-09-18","280","35","83","34","67","27","83","103","109","","298","109","642","18","56","45","275","47","144","126","","29","48",""
"2020-09-19","289","35","85","35","67","27","83","104","113","","305","114","654","18","56","49","278","47","145","126","34","29","48",""
"2020-09-20","295","36","86","37","73","27","85","105","117","","313","116","659","21","56","51","282","51","145","127","35","29","51",""
"2020-09-21","304","36","88","38","74","27","86","105","119","","320","120","664","21","58","56","286","52","145","129","35","30","51",""
"2020-09-22","313","36","91","39","75","28","89","111","119","","331","121","673","22","60","57","295","55","147","130","35","31","52",""
"2020-09-23","316","36","92","39","76","30","93","117","122","","340","124","684","26","62","60","298","58","147","130","36","33","55",""
"2020-09-24","321","36","100","41","76","30","93","123","128","","348","132","691","27","62","60","302","63","156","134","37","33","57",""
"2020-09-25","334","36","106","41","77","33","93","124","136","","354","132","698","27","64","61","307","65","159","137","40","35","59",""
"2020-09-26","340","38","106","42","77","34","94","126","136","","362","133","704","28","65","64","312","66","169","141","40","36","59",""
"2020-09-27","345","38","106","42","79","34","94","128","139","","370","133","713","29","66","69","318","69","169","142","42","36","61",""
"2020-09-28","349","38","107","42","80","34","93","133","145","","378","135","719","30","66","71","318","69","177","143","42","36","63",""
"2020-09-29","357","41","109","44","81","34","97","140","149","","382","137","731","30","67","74","320","71","184","144","47","39","65",""
"2020-09-30","359","42","113","44","82","35","99","144","156","","387","137","737","30","68","74","321","74","189","146","48","40","65",""
"2020-10-01","361","42","116","44","83","35","99","147","159","","391","141","740","30","70","80","325","77","189","146","48","44","68",""
"2020-10-02","369","42","117","45","86","37","103","153","163","","393","142","746","30","72","80","328","77","190","150","50","44","68",""
"2020-10-03","383","42","119","46","87","40","105","155","166","","398","147","756","30","73","80","333","78","190","152","52","44","70",""
"2020-10-04","383","42","122","47","88","40","105","158","169","","403","146","766","30","73","81","342","79","190","153","54","45","71",""
"2020-10-05","389","42","121","46","91","40","106","159","173","","409","147","774","30","74","81","344","82","191","153","55","47","71",""
"2020-10-06","392","44","123","46","91","40","107","161","177","","414","147","778","32","76","84","346","85","191","154","55","47","73",""
"2020-10-07","395","44","128","46","93","41","107","163","177","","419","148","784","32","76","86","346","87","191","155","56","49","73",""
"2020-10-08","395","46","128","51","94","42","109","166","178","","422","150","786","33","76","88","347","89","191","155","56","49","74",""
"2020-10-09","399","46","129","51","95","42","109","170","178","","426","153","787","33","76","93","349","89","194","155","56","52","75",""
"2020-10-10","402","46","129","51","96","42","109","173","180","","430","154","790","33","76","93","352","89","194","157","57","52","77",""
"2020-10-11","405","46","131","52","96","43","110","175","184","","434","157","795","33","77","94","355","91","194","157","57","53","78",""
"2020-10-12","409","46","131","53","97","44","113","180","186","","436","158","798","33","77","95","357","91","194","157","57","54","78",""
"2020-10-13","415","47","131","53","97","45","113","183","188","","438","160","802","33","78","95","359","93","196","160","58","56","78",""
"2020-10-14","416","48","131","54","97","45","115","183","189","","443","160","805","33","78","97","362","93","205","161","58","58","78",""
"2020-10-15","417","48","132","54","98","46","115","185","189","","445","162","808","33","78","97","363","98","214","161","58","59","78",""
"2020-10-16","423","48","133","54","98","46","117","186","191","","448","162","813","33","78","98","363","100","215","161","58","59","80",""
"2020-10-17","426","48","133","54","99","46","117","188","193","","449","162","814","34","78","101","363","101","217","162","58","59","81",""
"2020-10-18","426","48","133","54","99","46","117","189","194","","451","162","815","34","78","102","365","103","220","162","58","59","81",""
"2020-10-19","429","48","134","54","99","46","118","191","194","","451","162","816","34","78","104","367","103","222","162","61","59","81",""
"2020-10-20","430","48","134","54","99","46","118","191","196","","453","162","817","34","78","104","368","104","222","162","61","59","81",""
"2020-10-21","432","48","138","54","99","46","119","193","198","","455","163","821","34","78","104","371","103","225","163","61","59","80",""
"2020-10-22","433","48","138","54","99","46","121","194","201","","456","163","821","34","78","104","371","105","227","163","61","59","80",""
"2020-10-24","438","48","139","54","99","46","121","194","202","","456","163","821","34","78","105","372","105","229","163","61","59","81",""
"2020-10-25","439","48","140","54","99","46","122","194","202","","456","163","822","34","79","107","372","107","230","163","61","59","81",""
"2020-10-26","440","48","141","54","99","46","122","194","203","","457","164","823","34","","107","372","107","231","163","61","60","81",""
"2020-10-27","441","48","142","54","99","47","122","194","204","","460","165","825","34","79","107","372","109","232","163","61","60","81",""
"2020-10-28","446","49","143","55","99","47","122","194","205","","463","165","827","34","79","109","373","109","234","163","61","60","82",""
"2020-10-29","446","49","143","57","99","47","123","196","207","","464","165","828","35","78","109","374","109","234","163","61","60","82",""
"2020-10-30","447","51","145","57","100","47","125","197","208","","464","166","830","35","78","110","376","110","234","163","63","60","82",""
"2020-10-31","449","51","148","58","100","47","126","197","208","","465","166","832","35","79","110","376","110","236","163","63","62","83",""
"2020-11-01","449","51","147","58","100","48","126","197","210","","467","166","833","35","80","110","378","110","236","164","63","62","85",""
"2020-11-02","455","51","148","58","101","48","126","197","211","","468","166","832","35","81","111","379","111","235","164","63","63","85",""
"2020-11-03","455","51","149","58","102","49","127","199","212","","470","166","833","35","81","113","379","113","236","165","65","63","85",""
"2020-11-04","455","51","149","58","102","50","127","198","212","","470","167","836","35","81","115","380","115","236","167","65","64","87",""
"2020-11-05","456","51","149","62","102","50","128","199","213","","474","168","838","35","81","115","380","116","242","167","65","64","87",""
"2020-11-06","456","51","149","62","104","50","128","201","215","","475","169","838","36","81","118","380","116","242","167","65","65","88",""
"2020-11-07","456","51","150","62","104","51","128","201","215","","477","169","844","36","81","119","381","117","243","167","65","66","88",""
"2020-11-08","457","51","150","62","104","51","128","203","217","","479","169","841","36","81","119","381","120","243","167","65","67","88",""
"2020-11-09","459","51","152","62","104","51","128","203","220","","481","171","843","35","81","119","383","120","245","168","65","68","90",""
"2020-11-10","464","51","152","62","105","52","128","203","221","","486","171","846","35","81","120","383","120","245","170","65","69","90",""
"2020-11-11","465","51","154","63","105","53","129","203","223","","488","174","849","35","84","120","387","121","249","172","65","69","91",""
"2020-11-12","465","51","156","63","105","53","132","203","223","","490","176","851","35","84","122","391","123","251","173","65","70","91",""
"2020-11-13","466","53","156","63","105","54","132","203","223","","493","177","853","35","84","122","396","124","251","173","65","71","90",""
"2020-11-15","467","53","160","63","105","56","132","205","225","","500","178","854","35","84","122","399","124","252","177","65","73","90",""
"2020-11-16","469","53","161","64","105","56","133","205","225","","501","178","861","35","85","123","400","128","253","177","66","73","90",""
"2020-11-17","469","54","164","64","105","56","","205","227","","503","180","864","36","85","123","402","131","257","177","68","77","91",""
"2020-11-18","470","55","166","64","106","58","133","205","230","","509","180","869","37","85","124","402","133","258","180","68","79","91",""
"2020-11-19","470","55","167","64","106","58","133","207","232","","514","180","869","37","85","125","406","132","258","181","68","79","91",""
"2020-11-20","470","55","169","64","106","58","134","207","233","","518","180","870","39","85","125","407","132","261","181","68","80","91",""
"2020-11-21","472","55","170","64","106","58","134","207","237","","525","181","873","39","85","126","409","134","261","181","68","80","91",""
"2020-11-22","472","55","172","64","106","58","134","208","239","","530","181","875","40","85","126","412","134","264","181","68","80","91",""
"2020-11-23","473","56","173","64","106","60","136","208","241","","532","181","877","40","85","126","412","134","265","181","70","81","91",""
"2020-11-24","473","56","175","64","107","60","136","210","241","","535","181","880","41","86","127","416","134","265","185","70","81","",""
"2020-11-25","473","56","176","65","107","60","136","214","244","","538","181","882","42","86","130","417","138","267","187","72","83","91",""
"2020-11-26","476","56","176","65","108","60","136","215","245","","541","181","888","42","87","131","419","139","271","187","73","84","91",""
"2020-11-27","483","56","176","65","108","60","137","214","248","","545","181","891","42","88","131","423","141","271","188","73","85","92",""
"2020-11-28","486","56","182","65","108","61","137","216","251","","547","181","896","44","88","132","423","141","271","189","73","85","94",""
"2020-11-29","488","56","182","65","108","61","137","216","251","","552","181","898","44","88","133","424","141","274","190","73","85","94",""
"2020-11-30","496","56","182","66","108","61","137","217","253","","558","181","899","45","88","135","427","143","274","190","73","85","94",""
"2020-12-01","497","56","182","66","108","61","137","217","254","","562","181","900","45","88","135","428","144","277","190","73","87","94",""
"2020-12-26","497","56","185","67","108","61","137","217","255","","565","181","901","45","88","136","428","145","278","190","73","87","94",""
"2020-12-27","501","56","186","67","108","61","137","219","256","","567","181","903","45","90","136","428","146","279","190","74","87","95",""
"2020-12-28","501","56","188","67","108","61","137","219","258","","570","181","904","45","90","137","432","146","279","190","74","87","",""
"2020-12-29","503","56","187","67","108","61","138","219","258","","571","183","905","45","","138","433","146","281","190","74","87","95",""
"2020-12-30","503","56","187","67","108","61","139","221","260","","571","183","907","45","","138","435","146","281","","74","87","95",""
"2020-12-31","505","56","187","67","108","61","139","221","261","","573","183","909","45","90","138","435","148","281","190","75","87","",""
"2021-01-01","508","56","187","67","108","61","139","221","261","","574","183","912","45","90","138","435","148","282","190","75","87","95",""
"2021-01-02","510","56","188","67","108","61","139","223","262","","574","183","913","45","","139","440","148","284","190","75","87","95",""
"2021-01-03","510","56","188","67","108","61","140","224","264","","575","183","913","46","90","141","443","149","284","190","75","87","95",""
"2021-01-04","511","56","189","67","108","61","140","228","265","","578","184","913","46","92","141","446","150","289","191","75","88","95",""
"2021-01-05","512","56","190","67","108","61","140","232","267","","581","185","914","46","94","141","450","151","295","192","75","89","95",""
"2021-01-06","514","56","191","67","108","61","139","232","267","","583","186","914","46","94","142","450","151","296","192","76","89","95",""
"2021-01-07","514","57","192","67","108","62","142","232","267","","584","186","914","46","94","142","450","152","297","192","76","89","96",""
"2021-01-08","516","57","193","67","108","62","142","234","268","","584","186","915","46","94","143","455","152","299","192","76","89","96",""
"2021-01-09","514","","193","68","108","62","142","234","271","","584","186","917","46","94","143","450","152","298","192","80","89","",""
"2021-01-10","517","","193","68","108","62","142","234","271","","585","186","917","46","94","143","452","152","298","192","80","89","96",""
"2021-01-11","517","57","193","68","108","62","142","234","272","","585","186","918","46","94","143","452","152","298","192","80","89","96",""
"2021-01-12","518","57","193","68","108","62","142","235","272","","587","186","921","46","94","144","452","152","298","193","80","89","",""
"2021-01-13","520","57","193","68","108","","142","235","274","","587","186","921","46","","146","452","152","298","193","81","89","96",""
"2021-01-14","520","58","194","68","108","62","142","236","274","","588","186","922","46","94","146","452","152","300","194","82","89","97",""
"2021-01-15","520","58","194","68","108","62","142","237","276","","588","188","925","46","94","146","455","152","300","195","82","89","97",""
"2021-01-16","521","","195","68","108","63","143","238","278","","592","188","925","46","94","147","455","152","300","195","84","89","97",""
"2021-01-17","521","58","195","","108","63","143","238","278","","593","188","926","47","","148","455","152","301","195","84","89","97",""
