"date","Odisha/Angul","Odisha/Balangir","Odisha/Balasore","Odisha/Bargarh","Odisha/Bhadrak","Odisha/Boudh","Odisha/Cuttack","Odisha/Deogarh","Odisha/Dhenkanal","Odisha/Gajapati","Odisha/Ganjam","Odisha/Jagatsinghpur","Odisha/Jajpur","Odisha/Jharsuguda","Odisha/Kalahandi","Odisha/Kandhamal","Odisha/Kendrapara","Odisha/Kendujhar","Odisha/Khordha","Odisha/Koraput","Odisha/Malkangiri","Odisha/Mayurbhanj","Odisha/Nabarangapur","Odisha/Nayagarh","Odisha/Nuapada","Odisha/Others","Odisha/Puri","Odisha/Rayagada","Odisha/Sambalpur","Odisha/State Pool","Odisha/Subarnapur","Odisha/Sundargarh"
"2020-06-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-21","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",""
"2020-06-22","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-06-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-28","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-06-29","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-06-30","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-01","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-02","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-03","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-04","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-07","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"2020-07-08","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-09","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-10","","","","","-1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-11","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","",""
"2020-07-12","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","",""
"2020-07-13","","","","","","","","","","","2","","","","","","","","-1","","","","","","","","","","","","",""
"2020-07-14","","","","","","","0","","","","-4","","","","","","","","1","","","","","","","","","","","","",""
"2020-07-15","","","","","","","","","","","2","","","","","","","","0","","","","","","","","","","","","",""
"2020-07-16","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-17","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-18","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-19","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"2020-07-20","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-21","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-22","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-23","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-24","","","","","","","","","","","-2","","","","","","","","0","","","","","","","","","","","","",""
"2020-07-25","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","0","","","",""
"2020-07-26","","","","","","","","","","0","4","","","","","","","","","","","","","","","","","","","","","-1"
"2020-07-27","","","","","","","","","","","-4","","","","","","","","-1","","","","","","","","","","","","","0"
"2020-07-28","","","","","","","0","","","","0","","","","","","","","0","","","","","","","","","","","","",""
"2020-07-29","","","0","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","",""
"2020-07-30","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"2020-07-31","","","","","","","","","","","0","","","","","","","","-1","","","","","0","","","","","","","","0"
"2020-08-01","","","","","","","","","","0","1","","","","","","","","2","","","","","0","","","","","","","","0"
"2020-08-02","","","","","","","","","","0","-1","","","","","","","","0","","","","","","","","","","","","","0"
"2020-08-03","","","","","","","","","","1","0","","","","0","","","","-2","","","","","","","","","","","","",""
"2020-08-04","","","","","","","","","","","2","","","","","","","","0","","0","","","","","","","","","","",""
"2020-08-05","","","","","","","","","","","-1","","","","","","","","0","","0","","","","","","","","","","",""
"2020-08-06","","","","","","","","","","","-1","","","","","","","0","","","","","","","","","","","","","","1"
"2020-08-07","","","","","0","","","","","","-1","","","","","","","","","","","","","","","","","","","","","1"
"2020-08-08","","","","","","","","","","0","-1","","","","","","","","","","","0","","","","","","","","","","-2"
"2020-08-09","","","-1","0","","","","","","","4","","","","","","","","-1","","","","","","","","","","","","",""
"2020-08-10","","","0","","","","","","","","0","","","","","","","","1","","","","","2","","","","","","","",""
"2020-08-11","","","0","","","","","","","","-3","","","","","","","","1","","","","","","","","","0","","","","-1"
"2020-08-12","","","0","","","","","","","","1","","","","","","","","-3","","","","","","","","","1","","","",""
"2020-08-13","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","",""
"2020-08-14","","","","","","","-1","","","","1","","","","","","","","","","","","","","","","","","","","","0"
"2020-08-15","","","","","","","1","","","","-3","","","","","","","","","","","","","","","","","","3","","",""
"2020-08-16","","","","","","","-1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-08-17","","","","","","","0","","","","-1","","","","","","","","2","","","","","","","","","","","","",""
"2020-08-18","","","","","","","","","","","2","","","","","","","","-3","","","","","","","","","1","","","",""
"2020-08-19","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","",""
"2020-08-20","","","","","","","","","","","0","","","","","","","","-1","","","","","","","","","","","","",""
"2020-08-21","","","","","","","","","","","0","","","","","","","","1","","","","","","","","","","","","",""
"2020-08-22","","","","","","","","","","","-3","","","","","","","","","","","","","","","","","","","","",""
"2020-08-23","","0","","","","","-1","","","","2","","","","","","","","","","","","","","","","","1","","","",""
"2020-08-24","","","","","","","-1","","","","2","","","","","","","","","","","","","0","","","","-1","","","",""
"2020-08-25","","","","","","","0","","","","-3","","","","","","","","","","","","","","","","","","","","","0"
"2020-08-26","","","","","","","1","","","","0","","","","","","","","0","","","","","","","","","","","","","1"
"2020-08-27","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","",""
"2020-08-28","","","","-1","0","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-08-29","","","","0","","","","","","","","","","","","","","","0","","","","","","","","","","","","",""
"2020-08-30","","","","","","","-1","","","","","","0","","","","","","-1","","-1","","","","","","0","","","","","0"
"2020-08-31","","","","","","","","","","","-3","","","","","","","","2","","","","","","","","","0","","","","0"
"2020-09-01","","","","","","","","","","","1","","","","","-1","","","1","","","","","","","","","1","","","",""
"2020-09-02","","","","","","","","","","","1","-1","","","","","","","-2","","","","","","","","-3","-1","","","",""
"2020-09-03","","","0","","","","","","","","0","","","","","","","","-1","","","","","","","","","","","","",""
"2020-09-04","","","","","","","0","","","","-1","","","","","","","","1","","","","","","","","","","","","",""
"2020-09-05","","-1","","","","","-1","","","","-1","","","","","","","","0","","","","","","","","","","","","",""
"2020-09-06","","","","","","","","","","","3","","","","","","","","-1","","","","","","","","","","","","","0"
"2020-09-07","","","","","","","","","","","212","","","","","","","","87","4","","","","","","","","29","","","","41"
"2020-09-08","0","0","0","0","0","","1","","0","0","2","0","0","0","0","1","0","0","1","0","0","2","0","0","","","3","2","0","","1","0"
