"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/CAPF Personnel ","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-07-02","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %",""
"2020-07-03","","","","","","","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %"
"2020-07-04","   .00 %","","","","","   .00 %","","","","","","","","","   .00 %","","","","",""
"2020-07-05","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","   .00 %",""
"2020-07-06","","","","","","   .00 %","","   .00 %","","","","","","","   .00 %","","","","",""
"2020-07-07","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","",""
"2020-07-08","","","","","","","","","","","","","","","   .00 %","","","","",""
"2020-07-09","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","   .00 %","","","",""
"2020-07-10","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-11","","","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-07-12","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","","",""
"2020-07-13","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","",""
"2020-07-14","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %",""
"2020-07-15","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","   .00 %","",""
"2020-07-16","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-17","   .00 %","","","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2020-07-18","","","","","","","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %",""
"2020-07-19","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-20","","","","","","","   .00 %","","","   .00 %","","","","","","","","   .00 %","",""
"2020-07-21","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","",""
"2020-07-22","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %",""
"2020-07-23","","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %",""
"2020-07-24","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2020-07-25","","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2020-07-26","","","","","","","   .00 %","","   .00 %","","","","","","","   .00 %","","   .00 %","",""
"2020-07-27","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","","","   .00 %","",""
"2020-07-28","","","","","   .00 %","","   .00 %","","","","","","","","","   .00 %","","   .00 %","",""
"2020-07-29","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","",""
"2020-07-30","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %"," ##.## %","",""
"2020-07-31","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %"," 50.00 %","",""
"2020-08-01","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-08-02","","   .00 %",""," ##.## %","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","","   .00 %","",""
"2020-08-03","   .00 %","   .00 %","","","","","   .00 %","","","","","","","","","","","   .00 %","   .00 %",""
"2020-08-04","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","   .00 %","",""
"2020-08-05","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2020-08-06","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","",""
"2020-08-07","   .00 %","   .00 %",""," 50.00 %","","   .00 %","   .00 %","","   .00 %",""," ##.## %","","","","","   .00 %","","   .00 %","",""
"2020-08-08","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-09","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %",""
"2020-08-10","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","",""
"2020-08-11","   .00 %","   .00 %","","",""," ##.## %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","",""
"2020-08-12","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","",""
"2020-08-13","   .00 %","   .00 %","","","   .00 %","   .00 %"," ##.## %","","","","","","","","   .00 %","","","   .00 %","",""
"2020-08-14","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-15","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","",""
"2020-08-16","","   .00 %","","","","   .00 %"," 50.00 %","","","","   .00 %","","   .00 %","","   .00 %","",""," 33.33 %","   .00 %",""
"2020-08-17","","   .00 %","","","   .00 %"," 50.00 %","   .00 %","","","","","","   .00 %","","","   .00 %","","   .00 %","",""
"2020-08-18","   .00 %","   .00 %","","","","   .00 %"," 33.33 %","","","","","","   .00 %","","","","","   .00 %","",""
"2020-08-19","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","","   .00 %","",""
"2020-08-20","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","   .00 %",""
"2020-08-21","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 50.00 %","","   .00 %","","","","","","","   .00 %","","   .00 %","",""
"2020-08-22","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","",""," 25.00 %","",""
"2020-08-23","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-24","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","","","   .00 %","   .00 %",""
"2020-08-25","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2020-08-26","   .00 %","   .00 %","","","   .00 %","   .00 %"," 16.67 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","",""
"2020-08-27","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %",""
"2020-08-28","   .00 %","   .00 %",""," 33.33 %","   .00 %"," 33.33 %","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","",""
"2020-08-29","   .00 %","   .00 %","","   .00 %","   .00 %"," 25.00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2020-08-30","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-08-31","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-09-01","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %",""," 20.00 %","   .00 %",""
"2020-09-02","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","","","   .00 %","",""
"2020-09-03"," ##.## %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","","","","","","","","","","   .00 %"," 16.67 %","",""
"2020-09-04","   .00 %","   .00 %","","",""," 33.33 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %"," 14.29 %","",""
"2020-09-05","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %",""
"2020-09-06","   .00 %","   .00 %","","","   .00 %"," 12.50 %","   .00 %","","","","","","","","   .00 %","   .00 %",""," 11.11 %","   .00 %",""
"2020-09-07","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","",""
"2020-09-08","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","   .00 %",""," 10.00 %","   .00 %",""
"2020-09-09","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","  9.09 %","   .00 %",""
"2020-09-10","   .00 %","   .00 %","",""," ##.## %"," 22.22 %"," 14.29 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-09-11","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %",""
"2020-09-12","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","  8.33 %","   .00 %",""
"2020-09-13","   .00 %","   .00 %","",""," 50.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","","   .00 %","",""
"2020-09-14","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %",""
"2020-09-15","   .00 %","   .00 %","","","   .00 %","   .00 %"," 12.50 %","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-09-16","   .00 %","   .00 %","","","   .00 %","  9.09 %","   .00 %","","","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-09-18","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-09-19","   .00 %","   .00 %","","","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","","","","","","   .00 %","","","  7.69 %","",""
"2020-09-20","   .00 %","   .00 %","","","   .00 %"," 16.67 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","",""
"2020-09-21","   .00 %","   .00 %","","","   .00 %","   .00 %"," 18.18 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","",""
"2020-09-22","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.69 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-09-23","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %",""," 50.00 %","","","","   .00 %","   .00 %","","   .00 %","",""
"2020-09-24","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-09-25"," 50.00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-09-26","   .00 %","   .00 %","","","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-09-27","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-09-28","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","",""
"2020-09-29","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-09-30","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","  7.14 %","",""
"2020-10-01","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %",""
"2020-10-02","   .00 %","   .00 %","","","   .00 %","  6.25 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-03","   .00 %","   .00 %","","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-04","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-05","   .00 %","","   .00 %","","   .00 %","   .00 %","  5.88 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-06","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %"," 11.11 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-07","   .00 %","","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","","  6.25 %","   .00 %",""
"2020-10-08","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","","   .00 %",""," 33.33 %","","   .00 %","","   .00 %","   .00 %","","  5.88 %","   .00 %",""
"2020-10-09","   .00 %"," ##.## %","","","   .00 %","   .00 %","  4.76 %","   .00 %"," ##.## %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","",""
"2020-10-10","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %",""
"2020-10-11","   .00 %","   .00 %","",""," 16.67 %","  5.56 %","  4.35 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-12","   .00 %","","","   .00 %","   .00 %","  5.26 %","  4.17 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %",""
"2020-10-13","   .00 %","   .00 %","","","   .00 %","   .00 %","  8.00 %","","   .00 %",""," 25.00 %","","   .00 %","","","   .00 %","   .00 %","  5.26 %","",""
"2020-10-14","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","  3.70 %","","   .00 %",""," 20.00 %","","   .00 %","","   .00 %"," ##.## %","","  5.00 %","   .00 %",""
"2020-10-15","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-16","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.64 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 50.00 %","   .00 %","  4.76 %","   .00 %",""
"2020-10-17","   .00 %","   .00 %",""," 25.00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-18","   .00 %","   .00 %","","   .00 %"," 42.86 %","  3.85 %","  3.45 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-10-19","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-20","   .00 %","   .00 %","","","  9.09 %","  3.70 %","  3.33 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %",""
"2020-10-21","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  8.70 %","   .00 %",""
"2020-10-22"," 66.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-10-23","   .00 %","   .00 %",""," 20.00 %"," 16.67 %","  3.57 %","  3.23 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-24","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.34 %","  6.25 %","","   .00 %",""," 16.67 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-25","   .00 %","   .00 %","","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","",""
"2020-10-26","   .00 %","   .00 %","","   .00 %","   .00 %"," 12.12 %","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-02","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-03","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-04","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-05","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %",""
"2020-11-06","   .00 %","   .00 %","","","   .00 %","   .00 %","  5.71 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-11-07","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.41 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %",""
"2020-11-08","   .00 %","   .00 %","","","   .00 %","  5.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","  3.70 %","",""
"2020-11-09","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-10","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %",""
"2020-11-11","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-12","   .00 %","   .00 %","","   .00 %","   .00 %","  2.56 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %",""
"2020-11-13"," 40.00 %","   .00 %","","   .00 %"," 14.29 %","   .00 %","  4.44 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-14","   .00 %","   .00 %","","","   .00 %","   .00 %","  6.38 %",""," 66.67 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-15","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %",""
"2020-11-16","   .00 %","","","   .00 %","  6.25 %","   .00 %","  3.92 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-17","   .00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-18","   .00 %","   .00 %","","   .00 %","   .00 %","  9.76 %","  1.89 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %",""
"2020-11-19","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %",""
"2020-11-20","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %",""
"2020-11-22"," 14.29 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.85 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %",""
"2020-11-23","   .00 %","   .00 %","","   .00 %"," 11.76 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-26"," 12.50 %","","","   .00 %","  5.26 %","   .00 %","  3.64 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-27","   .00 %","   .00 %","","","   .00 %","  6.67 %","  7.02 %","","   .00 %","","","","   .00 %","","","   .00 %","","   .00 %","   .00 %",""
