"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Gamla","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-06-18","","","","","","","","","","1","","1","1","","","","","","","","","3","","","","",""
"2020-06-19","","1","","","","","","","","1","","1","1","","","1","","","","","","3","","","","",""
"2020-06-20","","","","","","","","","","1","","1","1","","","1","","","","","","3","","","","",""
"2020-06-21","","1","","","","","","","","1","","1","1","","","1","","","","","","3","","","","",""
"2020-06-22","","","","","","","","","","1","","1","1","","","1","","","","","","3","","","","",""
"2020-06-23","","","","","","","","","","1","","1","","","","1","","","","","","3","","","","",""
"2020-06-24","","","","","","","","","","","","1","2","","","","","","","","","3","","","","",""
"2020-06-25","","1","","","","","","","","1","","1","2","","","1","","","","","","3","","","","",""
"2020-06-26","","1","","","","","","","","1","","","2","","","1","","","","","","3","","","","",""
"2020-06-27","","1","","","","","","","","1","","1","2","","","1","","","","","","3","","","","",""
"2020-06-28","","1","","","","","","","","1","","1","2","","","1","","","","","","3","","","","",""
"2020-06-29","","","","","","","","","","2","","1","3","","","1","","","","","","3","1","","","",""
"2020-06-30","","1","","","","","","","","2","","","","","","1","","","","","","2","1","","","1",""
"2020-07-01","","1","","","","","","","","","","1","3","","","","","","","","","2","1","","","1",""
"2020-07-02","","","","","","","","","","2","","","3","","","1","","","","","","2","1","","","",""
"2020-07-03","","1","","","","","","","","2","","1","3","","","1","","","","","","2","","","","1",""
"2020-07-04","","1","","","","","1","","","2","","1","","","1","1","","","","","","2","2","","","",""
"2020-07-05","","1","","","","","2","","","2","","","","","1","1","","","","","","2","2","","","1",""
"2020-07-06","","","","","1","","2","","","2","","1","3","","","1","","","","","","2","","","","",""
"2020-07-07","","1","","","3","","2","","","2","","1","3","","","1","","","","","","2","","","","1",""
"2020-07-08","","1","","","3","","2","","","","","1","3","","1","1","","","","","","2","2","","","1",""
"2020-07-09","","1","","","3","","2","","","2","","1","3","","","1","","","","","","3","2","","","1",""
"2020-07-10","","1","","","3","","2","","","2","","","3","","","1","","","","","","3","2","","","",""
"2020-07-11","","1","","","3","","2","","","3","","1","3","","1","1","","","","","","3","2","","","1",""
"2020-07-12","","1","","1","4","","3","","","3","1","","3","","1","2","","","","","","5","2","","","",""
"2020-07-13","","1","","1","6","","3","","","3","1","1","3","","1","2","","","","","","5","2","","","1",""
"2020-07-14","","1","","1","7","","4","","","3","1","","3","","1","2","","","","","","6","2","","","1",""
"2020-07-15","","","","1","7","","5","","","3","1","1","4","","1","2","","","","","","6","2","","","1",""
"2020-07-16","","","","1","7","","6","","","4","1","1","4","","1","2","","","","","","7","","","","1","1"
"2020-07-17","","1","","1","7","","7","","","4","2","1","5","","1","2","","","","","1","7","2","","","1","1"
"2020-07-18","","1","","1","9","","7","","","4","2","1","5","","1","2","","","","","1","7","2","","","1","1"
"2020-07-19","","1","","1","9","","8","","","4","2","1","5","","1","2","","","","","1","7","2","","","","1"
"2020-07-20","","1","","1","9","","12","","","4","","1","5","","","2","","","","","1","7","2","","","","1"
"2020-07-21","","1","","1","11","","14","","","4","2","1","5","","1","2","","","","","1","9","2","","2","1","1"
"2020-07-22","","1","","1","11","","14","","","4","2","1","5","","1","4","","","","","1","10","2","","2","","1"
"2020-07-23","","1","","1","12","","16","","","4","2","1","5","","1","4","","","","","1","10","2","","2","","1"
"2020-07-24","","1","","","12","","19","","1","4","2","1","6","","","4","","","","","1","13","2","","3","1","1"
"2020-07-25","","1","","1","13","","21","","1","4","","","6","","","4","","","","","2","15","","","4","1","1"
"2020-07-26","","1","","1","13","","21","","1","4","2","1","6","","1","4","","","","","2","15","2","","4","1","1"
"2020-07-27","","1","","1","13","","23","","1","4","2","1","7","","1","5","","","","1","2","17","2","","4","1","1"
"2020-07-28","","1","","","13","","24","","1","4","2","1","8","","1","5","","1","","1","2","18","2","","4","1","1"
"2020-07-29","","1","","2","13","","24","","1","4","","1","9","","1","5","","1","","1","2","21","","","4","","1"
"2020-07-30","","1","","2","13","","25","","1","4","2","1","9","","1","5","","2","","1","2","22","2","","4","1","2"
"2020-07-31","","1","1","2","13","","26","","1","4","2","1","9","","1","5","","2","","1","2","23","2","","4","1","2"
"2020-08-01","","1","1","2","13","","30","","2","4","2","1","11","","1","5","","","","1","3","23","2","","4","1","2"
"2020-08-02","","1","","2","14","","33","","2","4","2","","11","","","5","","2","","1","3","23","2","","4","1","2"
"2020-08-03","","1","1","2","14","","40","","2","4","2","1","11","","1","5","","2","","1","3","23","2","","4","1","2"
"2020-08-04","","1","1","","14","","44","","2","4","2","1","11","","1","5","","2","","1","3","23","","","4","1","2"
"2020-08-05","","1","1","2","14","","45","","2","5","2","1","11","","2","5","","2","","1","3","26","2","","4","1","3"
"2020-08-06","","1","1","2","14","","52","","3","","2","1","11","","2","5","","2","","1","3","26","3","","4","1","3"
"2020-08-07","","1","1","2","15","","53","","3","5","2","1","13","","2","5","","2","","2","4","26","3","","4","1","3"
"2020-08-08","","1","1","2","15","","60","","3","5","3","1","13","","2","6","","2","","2","4","26","3","","4","1","3"
"2020-08-09","","1","1","3","19","","66","","3","6","3","1","13","","2","6","","","","3","4","29","3","","4","1","4"
"2020-08-10","","1","1","4","19","","72","","4","6","3","1","13","","2","6","","2","","3","4","29","5","","4","1","6"
"2020-08-11","","1","1","5","19","","73","","4","6","3","1","13","","2","6","","","","3","4","31","5","","4","2","6"
"2020-08-12","","1","1","5","20","","78","","4","6","3","1","14","","2","6","","2","","3","4","32","5","","4","2","6"
"2020-08-13","","2","1","5","22","","79","","4","6","3","1","14","","2","6","","2","","3","4","34","5","","4","3","6"
"2020-08-14","","2","1","7","22","","87","","4","6","3","1","15","","2","6","","2","","3","6","36","5","","4","3","6"
"2020-08-15","","2","","7","22","","90","","4","6","3","1","15","","2","6","","","","3","8","36","5","","4","3","6"
"2020-08-16","","2","1","7","23","","96","","4","6","3","2","15","","2","7","","2","","4","8","39","5","","4","3","8"
"2020-08-17","","2","1","7","25","","101","","4","6","3","2","15","","2","9","","2","","4","8","39","6","","4","4","8"
"2020-08-18","","4","1","9","25","","103","","4","6","3","2","16","","2","9","","2","","4","9","40","6","","4","4","9"
"2020-08-19","","5","1","9","25","","112","","4","6","3","2","16","","2","9","","2","","5","9","42","6","","4","4","9"
"2020-08-20","","6","1","9","25","","118","","4","6","3","2","16","","2","9","","2","","5","9","43","6","","4","4","9"
"2020-08-21","","7","1","10","25","","121","","5","7","3","2","16","","2","9","","2","","5","9","46","7","","4","4","9"
"2020-08-22","","8","1","10","25","","128","","5","7","3","2","18","","2","9","1","2","","5","9","48","7","","4","4","9"
"2020-08-23","","8","1","10","26","","134","","6","7","3","2","19","","2","10","0","2","","5","9","47","7","","4","4","9"
"2020-08-24","","9","1","10","27","2","144","","6","7","3","2","19","","2","11","0","2","","5","9","49","7","","4","4","9"
"2020-08-25","","10","","10","27","2","152","","6","7","3","2","19","","2","12","0","2","","5","9","50","7","","4","4","10"
"2020-08-26","","12","1","11","27","2","158","","6","7","3","2","19","","2","12","0","2","","5","10","55","7","","4","4","10"
"2020-08-27","","13","2","11","28","2","165","","6","7","3","2","19","","2","13","1","3","","5","12","55","7","","4","4","10"
"2020-08-28","","13","2","11","29","2","172","","6","8","3","2","19","","2","14","1","3","","5","12","57","7","","4","4","10"
"2020-08-29","","13","3","11","30","2","176","","6","8","3","2","19","","2","14","1","3","","6","12","58","7","","4","4","11"
"2020-08-30","","13","3","11","31","3","183","","6","8","3","2","19","","2","14","1","3","1","6","12","59","7","","4","4","12"
"2020-08-31","","13","3","11","32","3","189","","6","8","3","2","19","","2","14","1","3","1","6","12","59","7","","4","4","12"
"2020-09-01","","13","3","11","33","3","192","","7","8","3","2","19","","2","14","1","3","1","7","12","63","8","","4","4","12"
"2020-09-02","","14","4","11","33","3","199","","7","8","3","2","19","","2","15","1","3","1","7","12","63","8","","4","4","12"
"2020-09-03","","14","4","12","34","3","202","","7","8","3","2","19","","2","15","1","3","1","7","12","64","8","","4","4","12"
"2020-09-04","","14","4","12","35","3","204","","7","8","3","2","19","","2","15","1","3","1","7","12","64","8","","4","4","12"
"2020-09-05","","15","4","12","36","4","211","","7","9","3","2","19","","2","17","1","3","1","7","12","66","8","","4","4","12"
"2020-09-06","","15","4","12","36","4","215","","7","9","3","2","19","","2","17","1","3","1","7","12","68","9","","4","4","12"
"2020-09-07","","15","4","13","36","4","221","","7","9","3","2","19","","2","17","1","3","1","7","12","72","9","","5","4","13"
"2020-09-08","","15","4","13","36","4","226","","7","9","4","2","20","","3","17","1","3","1","7","12","76","9","","5","4","15"
"2020-09-09","","15","4","13","41","4","232","","7","9","4","2","20","","3","17","1","3","1","7","13","79","9","","6","4","15"
"2020-09-10","","15","5","13","41","5","234","","7","9","4","2","20","","3","17","1","3","1","7","13","80","9","","6","4","15"
"2020-09-11","","16","5","14","43","5","238","","7","9","4","2","20","1","3","17","1","5","1","7","13","83","9","","6","4","16"
"2020-09-12","","18","5","14","44","6","238","","7","9","4","2","21","1","3","17","1","5","1","7","14","87","9","","6","4","16"
"2020-09-13","","18","5","14","45","6","244","","7","9","6","2","21","1","3","17","1","5","1","7","14","88","9","","7","4","18"
"2020-09-14","","18","5","14","46","6","247","","7","9","6","2","21","1","3","17","1","5","1","7","15","89","9","","7","4","18"
"2020-09-15","","19","5","14","48","6","250","","7","9","6","2","21","1","3","17","1","5","1","8","15","90","9","","7","4","20"
"2020-09-16","","19","5","14","48","6","254","","7","9","6","2","21","1","3","17","1","6","2","8","15","92","9","","7","4","20"
"2020-09-17","","19","5","14","50","7","259","","7","9","6","2","21","1","3","17","1","6","2","8","15","94","9","","7","4","21"
"2020-09-18","","19","6","14","53","7","263","","7","9","6","2","21","2","3","17","1","6","2","9","15","95","9","","7","4","22"
"2020-09-19","","19","7","14","54","7","266","","7","9","6","2","21","2","3","18","2","6","2","9","16","98","9","","7","4","24"
"2020-09-20","","19","7","14","54","7","268","","7","9","6","2","21","2","3","18","2","6","2","9","16","98","9","","7","4","24"
"2020-09-21","","19","7","15","57","7","271","","8","9","6","2","21","2","3","18","2","6","2","9","16","99","9","","7","4","24"
"2020-09-22","","20","7","15","57","8","278","","8","9","6","2","22","2","3","19","2","6","2","9","16","99","9","","7","4","28"
"2020-09-23","","21","7","15","59","7","279","","8","9","6","2","22","2","3","20","2","6","2","9","17","100","9","","7","4","29"
"2020-09-24","","21","7","15","59","7","282","","8","9","6","2","22","2","3","20","2","6","2","9","18","100","9","","7","4","29"
"2020-09-25","","21","7","15","60","7","285","","8","9","7","2","22","2","3","20","2","6","2","9","18","102","9","","7","4","31"
"2020-09-26","","23","7","15","61","7","287","","8","9","7","2","22","2","3","21","2","6","2","9","20","102","9","","8","4","31"
"2020-09-27","","25","7","15","61","7","291","","8","9","7","2","23","2","4","21","2","6","","9","20","103","9","","8","4","31"
"2020-09-28","","25","7","15","61","7","295","","9","10","7","2","23","2","4","21","2","6","2","9","20","105","9","","8","4","32"
"2020-09-29","","27","7","15","62","7","298","","9","10","7","2","23","2","4","21","2","6","2","9","21","110","9","","8","4","32"
"2020-09-30","","29","7","15","62","7","300","","9","10","7","2","23","2","4","23","2","7","","10","25","111","9","","8","4","32"
"2020-10-01","","30","7","16","63","7","301","","9","10","8","2","24","2","4","23","2","7","2","10","21","117","9","","8","4","32"
"2020-10-02","","30","7","15","64","8","305","","9","10","7","2","24","2","4","23","2","7","2","11","21","120","9","","8","4","32"
"2020-10-03","","30","7","15","64","8","306","","9","10","7","2","24","2","4","23","2","7","2","11","21","122","9","","9","4","33"
"2020-10-04","","30","8","15","64","8","308","","9","10","7","2","24","2","4","23","4","","2","11","21","125","9","","9","4","34"
"2020-10-05","","30","8","15","65","8","309","","9","10","7","2","24","2","4","23","4","7","2","11","21","126","9","","9","4","35"
"2020-10-06","","30","8","15","65","8","312","","9","11","7","2","24","2","4","24","4","7","2","11","21","131","9","","9","4","35"
"2020-10-07","","31","8","15","67","8","313","","9","11","7","2","25","2","4","25","5","8","2","11","21","133","9","","9","4","35"
"2020-10-08","","32","8","15","67","8","313","","9","11","7","2","25","2","4","25","5","8","2","12","22","138","9","","9","4","35"
"2020-10-09","","33","8","15","68","8","314","","9","11","7","2","25","2","4","25","5","8","2","12","22","141","9","","9","4","35"
"2020-10-10","","33","8","15","69","9","314","","9","11","7","2","25","2","4","25","5","8","2","12","22","142","9","","9","4","35"
"2020-10-11","","33","8","15","71","9","315","","9","11","7","2","25","2","4","25","5","8","","12","22","142","9","","9","4","35"
"2020-10-12","","34","9","15","71","9","318","","9","12","7","2","25","2","4","25","5","8","2","13","23","145","9","","9","4","35"
"2020-10-13","","34","10","15","73","9","318","","9","12","7","2","25","2","4","25","5","8","2","13","23","149","9","","9","4","35"
"2020-10-14","","34","10","15","75","9","319","","9","12","7","2","25","2","4","25","5","8","3","13","23","151","9","","9","4","35"
"2020-10-15","","38","10","15","75","9","319","","9","12","7","2","25","2","4","25","5","8","3","13","23","155","9","","9","4","35"
"2020-10-16","","39","10","16","76","9","319","","10","12","7","2","26","2","4","25","5","8","2","13","23","155","9","","9","4","36"
"2020-10-17","","40","10","16","77","9","323","","10","13","8","2","26","2","4","25","5","8","2","13","23","155","","","9","4","36"
"2020-10-18","","40","","17","78","9","323","","10","13","8","2","26","2","4","26","5","8","2","14","23","158","9","","9","4","36"
"2020-10-19","","41","10","18","78","9","324","","10","13","8","2","26","2","4","26","5","8","","14","23","158","9","","9","4","36"
"2020-10-20","","42","10","18","79","9","325","","10","13","8","2","26","2","5","26","5","8","2","14","23","160","9","","10","4","36"
"2020-10-21","","42","","18","79","9","326","","10","13","8","2","26","2","5","26","5","8","2","14","23","161","9","","10","4","36"
"2020-10-22","","44","","18","80","9","326","","10","13","8","2","26","2","5","27","5","8","2","14","23","165","9","","10","4","36"
"2020-10-23","","44","10","18","80","9","328","","10","13","9","2","26","2","5","27","5","8","","14","23","165","9","","10","4","36"
"2020-10-24","","44","10","18","80","9","328","","10","","9","2","26","2","5","27","5","8","2","","23","167","9","","10","4","36"
"2020-10-25","","44","10","18","80","9","329","","10","","9","2","26","2","5","27","5","8","2","","23","168","9","","10","4","36"
"2020-10-26","","44","10","18","80","","332","","10","","9","2","26","2","5","28","5","8","2","","23","169","9","","11","4","36"
"2020-10-27","","45","","18","81","9","333","","10","13","9","2","26","2","5","28","5","8","2","14","23","170","9","","11","4","36"
"2020-10-28","","45","10","19","81","9","333","","10","13","9","2","26","2","5","28","5","9","2","14","23","172","9","","11","4","36"
"2020-10-29","","45","","19","81","9","333","","10","13","9","2","26","2","5","28","5","9","2","15","24","173","9","","11","4","36"
"2020-10-30","","45","","19","81","9","333","","10","13","9","2","26","2","5","28","5","","2","15","24","173","9","","11","4","36"
"2020-10-31","","45","10","19","82","9","333","","10","13","9","2","26","2","5","28","5","9","2","15","24","173","9","","11","4","36"
"2020-11-01","","45","10","19","82","9","333","","10","13","9","2","26","2","5","28","5","9","2","15","24","173","","","11","5","36"
"2020-11-02","","45","10","19","82","9","333","","10","13","9","2","26","2","5","28","5","9","","15","24","174","9","","11","","36"
"2020-11-03","","45","10","19","82","9","335","","10","13","9","2","26","2","5","28","5","9","","15","24","176","9","","11","5","37"
"2020-11-04","","45","10","19","82","9","337","","10","13","9","2","26","2","5","28","5","10","","15","24","176","9","","11","5","37"
"2020-11-05","","45","10","19","82","9","337","","10","13","9","2","26","2","5","28","5","10","2","15","24","176","9","","11","5","37"
"2020-11-06","","45","10","19","83","9","337","","10","13","9","2","26","2","5","28","5","10","","15","24","176","9","","11","5","37"
"2020-11-07","","45","10","19","83","9","337","","10","13","9","2","27","2","5","28","5","10","2","15","24","177","9","","11","5","37"
"2020-11-08","","45","10","19","83","9","337","","10","13","9","2","27","2","5","28","5","10","","","24","177","9","","11","5","37"
"2020-11-09","","46","10","19","84","9","340","","10","13","9","2","29","2","5","28","5","10","","15","24","178","9","","11","5","37"
"2020-11-10","","47","10","20","84","9","341","","10","14","9","2","29","2","5","28","5","10","2","15","24","179","9","","11","5","37"
"2020-11-11","","48","10","20","84","9","342","","10","14","9","2","29","2","5","28","5","10","","15","24","180","","","11","5","37"
"2020-11-12","","48","11","20","84","9","342","","10","14","9","2","29","2","5","28","6","10","2","16","24","181","9","","11","5","37"
"2020-11-13","","49","11","20","84","9","343","","10","14","9","2","29","2","5","28","6","","2","16","25","182","9","","11","5","37"
"2020-11-14","","49","","20","84","9","344","","10","","9","","29","2","5","28","6","","","","25","182","9","","11","5","37"
"2020-11-15","","49","11","20","84","9","345","","10","","9","2","29","2","","","6","10","","16","25","183","9","","11","5","37"
"2020-11-16","","49","11","20","85","10","345","","10","14","9","2","29","2","5","28","6","10","","16","25","185","9","","11","","37"
"2020-11-17","","49","11","20","85","10","348","","10","14","9","2","29","2","5","28","6","10","2","16","25","185","9","","11","5","37"
"2020-11-18","","49","11","21","86","10","348","","10","14","","2","29","3","5","28","6","10","2","16","25","185","9","","11","5","37"
"2020-11-19","","50","11","21","87","","349","","10","14","9","2","29","3","","","6","10","","16","25","185","9","","11","5","37"
"2020-11-20","","50","11","21","88","10","349","","10","14","9","3","29","3","5","","6","10","","16","25","185","9","","11","","37"
"2020-11-21","","50","","21","88","10","350","","10","14","10","3","30","4","5","28","","10","","16","25","187","9","","11","5","37"
"2020-11-22","","51","","21","89","10","350","","10","14","10","3","31","4","","28","","","","16","25","189","9","","11","5","37"
"2020-11-23","","51","11","21","90","10","350","","10","14","10","3","31","4","5","28","6","10","","17","25","190","9","","11","5","37"
"2020-11-24","","52","11","21","90","10","350","","10","14","10","3","31","4","5","28","6","10","2","17","25","191","9","","11","5","37"
"2020-11-25","","52","11","22","90","10","350","","10","14","10","3","32","4","5","28","6","10","2","17","25","191","9","","11","5","38"
"2020-11-26","","53","11","23","90","10","350","","10","14","10","3","32","4","5","28","6","10","2","17","25","192","9","","11","5","38"
"2020-11-27","","53","11","23","90","10","351","","10","14","10","3","32","4","5","28","6","10","2","17","25","192","9","","11","5","38"
"2020-11-28","","53","","23","90","10","351","","10","14","10","","32","4","5","","6","10","","17","25","193","9","","11","5","38"
"2020-11-29","","53","","23","90","10","351","","10","","10","3","32","4","","28","6","","","17","25","193","9","","11","5","38"
"2020-11-30","","53","","23","91","10","351","","10","14","10","","32","4","5","28","6","10","2","17","25","193","9","","11","5","38"
"2020-12-01","","55","11","23","92","10","352","","10","14","10","3","32","4","5","28","","10","","17","25","193","","","12","5","38"
"2020-12-26","","55","11","23","92","10","352","","","14","10","3","32","4","5","28","7","10","","17","25","194","9","","12","","38"
"2020-12-27","","55","11","23","93","","352","","","14","10","3","32","","","28","7","10","","17","25","194","9","","12","5","38"
"2020-12-28","","55","11","23","93","10","352","","10","14","10","3","32","4","6","28","7","10","","17","25","194","9","","12","5","38"
"2020-12-29","","55","11","23","94","10","352","","10","14","10","3","33","4","6","28","7","10","2","17","25","197","9","","12","5","38"
"2020-12-30","","55","11","23","94","10","352","","10","14","","3","33","","6","28","7","10","","17","25","199","","","12","5","38"
"2020-12-31","","56","11","23","94","","352","","10","14","10","3","33","4","7","28","7","10","","17","25","200","","","12","5","38"
"2021-01-01","","56","","23","94","10","352","","10","","10","","33","4","7","","7","10","","17","25","200","9","","12","5","38"
"2021-01-02","","56","11","23","95","10","352","","11","14","10","3","33","4","7","28","7","10","","18","26","200","9","","12","","38"
"2021-01-03","","56","11","23","95","10","352","","11","","","4","33","4","7","28","7","10","2","18","26","200","9","","12","","38"
"2021-01-04","","56","","23","95","10","352","","11","14","10","4","33","4","","28","7","10","","18","26","201","9","","12","5","38"
"2021-01-05","","56","","23","95","10","352","","11","14","10","4","34","4","7","28","7","10","","18","26","202","","","12","5","38"
"2021-01-06","","56","11","23","96","","352","","11","14","10","4","34","4","7","28","7","10","","18","26","203","","","12","","38"
"2021-01-07","","56","11","23","96","10","352","","11","14","10","5","34","4","7","28","7","10","","18","26","203","","","12","5","38"
"2021-01-08","","56","","23","97","10","352","","11","14","10","5","34","","7","28","7","10","2","18","26","204","9","","12","5","38"
"2021-01-09","","56","","23","98","10","352","","11","14","10","5","34","","7","28","7","10","","18","26","205","","","12","5","38"
"2021-01-10","","56","","23","99","10","352","","11","14","10","5","34","4","","28","7","","","19","26","205","9","","12","5","38"
"2021-01-11","","57","","23","99","10","352","","11","14","10","5","34","4","7","","7","10","","19","26","205","9","","12","5","38"
"2021-01-12","","57","11","23","99","10","352","","11","14","10","5","34","4","","28","7","10","","19","26","205","","","12","5","38"
"2021-01-13","","57","11","23","99","10","352","","11","","","5","34","4","7","28","7","10","","19","26","205","","","12","5","38"
"2021-01-14","","57","11","23","99","10","352","","11","","10","5","34","4","7","28","7","10","","19","26","205","","","12","5","38"
"2021-01-15","","57","11","","99","10","352","","11","","10","5","34","","","28","7","10","","19","26","206","","","12","5","38"
"2021-01-16","","57","","","99","10","353","","11","14","","5","34","4","","28","7","10","","19","26","206","","","12","5","38"
"2021-01-17","","57","","","99","","353","","11","14","10","","34","","7","28","7","","","19","26","206","","","12","","38"
"2021-01-18","","59","11","","100","","353","","11","","10","5","34","4","7","","7","10","","19","26","207","9","","12","5","38"
"2021-01-19","","59","11","","101","","353","","","","","5","34","4","7","28","7","10","","20","26","208","","","12","5","38"
"2021-01-20","","59","","","101","10","353","","11","14","10","","34","4","","28","7","10","","20","26","208","9","","12","5","38"
