"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-05-18","2","0","4","","","0","14","1","1","0","18","","3","4","6","0","12"
"2020-05-19","1","0","6","","","0","7","0","4","1","24","","7","6","4","0","16"
"2020-05-20","2","0","8","","","0","20","1","5","3","26","","14","11","10","0","28"
"2020-05-21","1","0","7","","","0","14","0","7","0","16","","10","6","6","0","15"
"2020-05-22","4","1","8","","","0","11","0","4","0","18","","12","5","5","0","12"
"2020-05-23","4","0","9","","","0","6","0","4","1","16","","3","9","9","0","15"
"2020-05-24","2","0","7","","","0","11","1","1","1","6","","8","7","11","1","12"
"2020-05-25","1","0","6","","","0","4","0","1","2","9","","2","5","1","0","13"
"2020-05-26","0","1","7","","","0","7","0","3","2","8","","7","9","5","0","8"
"2020-05-27","1","1","8","","","0","8","0","8","0","14","","3","8","6","1","16"
"2020-05-28","4","0","9","","","0","17","0","8","1","15","","5","9","2","1","22"
"2020-05-29","1","0","5","","","0","11","0","7","3","19","","12","3","9","0","8"
"2020-05-30","-1","0","6","","","0","3","0","3","2","13","","4","6","7","0","7"
"2020-05-31","1","0","5","","","0","16","0","8","1","19","","6","4","3","1","14"
"2020-06-01","2","0","14","","","0","43","0","21","0","35","","20","10","25","7","12"
"2020-06-02","0","0","6","","","0","3","0","2","1","13","","4","6","6","-2","11"
"2020-06-03","3","0","6","","","0","8","0","5","3","13","","5","4","6","0","14"
"2020-06-04","0","0","11","","","0","7","0","1","1","13","","4","7","5","-2","2"
"2020-06-05","2","0","3","","","0","4","1","1","1","6","","1","2","9","-3","7"
"2020-06-06","0","0","12","","","0","8","0","8","0","6","","4","7","1","1","7"
"2020-06-07","0","0","2","","","0","5","0","2","3","4","","4","3","1","0","3"
"2020-06-08","0","1","4","","","0","3","1","2","2","6","","3","4","7","0","4"
"2020-06-09","0","0","8","","","0","10","0","3","0","9","","4","8","4","2","7"
"2020-06-10","4","0","6","","","0","8","0","4","0","5","","3","5","1","0","10"
"2020-06-11","0","0","5","","","0","7","0","4","0","8","","3","4","2","0","5"
"2020-06-12","0","1","4","","","0","4","1","-1","3","11","","6","7","3","0","7"
"2020-06-13","1","0","11","","","0","6","0","5","0","4","","0","2","2","0","7"
"2020-06-14","2","0","9","","","0","5","1","3","0","8","","6","0","7","0","7"
"2020-06-15","0","0","2","","0","0","5","0","0","0","7","0","2","5","1","0","1"
"2020-06-16","1","0","2","","","-1","1","0","2","0","2","","1","3","1","-1","6"
"2020-06-17","2","0","8","","","0","5","1","3","2","16","","12","2","7","0","11"
"2020-06-18","2","0","6","","","0","6","0","1","1","7","","2","5","4","1","1"
"2020-06-19","1","2","3","","","0","2","0","1","0","3","","2","4","8","0","4"
"2020-06-20","0","0","2","","","0","6","1","1","0","10","","1","1","2","0","4"
"2020-06-21","1","0","3","","","0","5","0","0","1","6","","4","2","5","0","3"
"2020-06-22","1","0","4","","","0","1","0","-1","0","2","","2","3","1","0","3"
"2020-06-23","2","0","2","","","0","4","0","2","0","3","","5","1","-3","-2","2"
"2020-06-24","0","0","7","","","0","2","0","5","1","8","","4","4","8","0","9"
"2020-06-25","1","0","3","","","0","3","1","0","1","5","","1","3","6","-2","3"
"2020-06-26","2","0","7","","","0","6","0","3","0","14","","3","4","7","1","3"
"2020-06-27","0","0","2","","","0","4","0","2","1","10","","0","2","7","0","0"
"2020-06-28","1","0","1","","","0","3","0","4","0","6","","0","3","0","0","1"
"2020-06-29","1","0","7","","","0","7","0","1","0","7","","3","3","3","0","3"
"2020-06-30","-1","0","-1","","","0","-2","0","-9","0","-11","","-7","-1","-5","0","-4"
"2020-07-01","0","0","0","","","0","0","0","0","0","0","","0","0","0","0","0"
"2020-07-02","3","0","13","","","1","7","1","6","4","16","","10","-2","6","0","14"
"2020-07-03","1","1","0","","","0","5","0","1","1","3","","1","2","1","0","1"
"2020-07-04","1","0","3","","","0","3","0","2","1","7","","3","2","-1","0","2"
"2020-07-05","0","0","0","","","0","0","0","2","0","2","","3","1","-1","0","4"
"2020-07-06","1","0","2","","","0","3","0","4","0","3","","0","0","1","0","1"
"2020-07-07","0","0","0","","","0","4","0","2","0","6","","1","1","0","0","1"
"2020-07-08","0","0","0","","","0","5","0","0","0","9","","2","4","4","0","6"
"2020-07-09","0","0","2","","","0","2","1","-1","1","6","","7","1","1","0","5"
"2020-07-10","1","0","2","","","0","3","0","1","0","5","","6","3","3","0","4"
"2020-07-11","0","0","2","","","0","0","1","2","0","5","","1","1","2","0","0"
"2020-07-12","0","0","3","","","0","1","0","4","0","3","","1","1","2","0","0"
"2020-07-13","0","0","0","","","0","-1","0","0","0","5","","0","0","0","0","1"
"2020-07-14","1","0","0","","","0","0","0","1","0","2","","1","1","2","0","2"
"2020-07-15","0","0","2","","","0","0","1","2","1","5","","3","6","2","0","6"
"2020-07-16","0","0","0","","","0","0","0","-1","1","6","","0","2","3","0","1"
"2020-07-17","1","0","4","","","0","3","0","1","0","4","","1","5","3","-1","1"
"2020-07-18","1","0","1","","","0","1","0","0","0","6","","3","1","5","0","-1"
"2020-07-19","0","0","1","","","0","3","0","1","1","3","","1","1","0","0","1"
"2020-07-20","0","0","1","","","0","0","-1","-4","3","1","","1","1","0","0","0"
"2020-07-21","0","0","3","","","0","3","0","1","2","-2","","2","3","4","0","1"
"2020-07-22","0","0","2","","","0","6","0","1","0","5","","2","1","0","0","1"
"2020-07-23","1","0","0","","","0","5","0","1","0","0","","2","1","3","0","3"
"2020-07-24","0","0","1","","","0","2","1","1","0","3","","1","0","2","0","3"
"2020-07-25","0","0","0","","","0","3","1","1","1","1","","1","1","2","0","1"
"2020-07-26","0","0","1","","","0","5","0","4","0","2","","1","2","2","0","2"
"2020-07-27","0","0","0","","","0","2","0","1","1","2","","0","1","0","0","0"
"2020-07-28","0","0","4","","","0","1","0","1","0","2","","0","1","4","0","2"
"2020-07-29","0","0","1","","","0","5","1","3","0","10","","2","1","2","0","4"
"2020-07-30","0","0","0","","","0","0","0","0","0","0","","0","0","0","0","0"
"2020-07-31","1","1","1","","","0","2","0","4","0","7","","5","3","1","0","4"
"2020-08-01","0","0","0","","","0","5","0","1","0","5","","2","1","2","0","1"
"2020-08-02","1","0","2","","","0","1","0","1","0","2","","2","1","1","0","1"
"2020-08-03","0","0","1","","","0","2","0","1","0","3","","0","1","1","0","1"
"2020-08-04","0","0","0","","","0","1","0","0","0","1","","3","1","3","0","0"
"2020-08-05","0","0","0","","","0","0","1","0","0","0","","0","0","1","0","0"
"2020-08-06","0","0","3","","","0","4","0","1","1","9","","3","3","3","0","5"
"2020-08-07","0","0","3","","","0","1","0","3","1","1","","2","1","5","0","1"
"2020-08-08","1","0","0","","","0","1","0","1","0","3","","1","2","2","0","1"
"2020-08-09","0","0","2","","","0","1","0","3","0","1","","0","1","1","0","5"
"2020-08-10","0","0","1","","","0","1","0","0","0","2","","0","1","0","0","1"
"2020-08-11","0","0","2","","","0","0","0","2","1","1","","0","1","2","0","1"
"2020-08-12","0","0","0","","","0","0","0","0","0","0","","0","0","0","18","0"
"2020-08-13","0","0","0","","","0","0","0","0","0","0","","0","0","0","21","0"
"2020-08-14","0","0","0","","","0","0","0","0","0","0","","0","0","0","20","0"
"2020-08-15","0","0","0","","","0","0","0","0","0","0","","0","0","0","16","0"
"2020-08-16","0","0","0","","","0","0","0","0","0","0","","0","0","0","12","0"
"2020-08-17","0","0","0","","","0","0","0","0","0","0","","0","0","0","4","0"
"2020-08-18","0","0","0","","","0","0","0","0","0","0","","0","0","0","6","0"
"2020-08-19","0","0","0","","","0","0","0","0","0","0","","0","0","0","28","0"
"2020-08-20","6","0","8","","","0","13","0","23","1","30","","7","8","15","-126","27"
"2020-08-21","0","0","4","","","0","3","0","0","2","2","","0","1","1","0","0"
"2020-08-22","0","0","1","","","0","5","0","2","0","5","","0","4","1","0","2"
"2020-08-23","0","0","0","","","0","0","0","0","0","0","","0","0","0","0","0"
"2020-08-24","0","0","0","","","0","5","0","3","1","10","","1","1","2","0","5"
