"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2020-09-19","","","","","","","","","","","","","","","","","  5.22 %","","","  2.69 %","","  1.39 %","","","","","  6.78 %","","","","","","","","","","","","",""
"2020-09-20","","","","  8.21 %","","","",""," 11.24 %","","","","","  1.71 %","","","  5.22 %","","  4.26 %","  2.43 %","","  1.27 %","","","","","",""," 22.61 %","","","","","","","","","   .00 %","",""
"2020-09-21","","","","","","","",""," 10.96 %","",""," 24.49 %","  9.64 %","  1.37 %",""," 70.03 %","  4.55 %","","  1.64 %","  2.57 %","","  1.22 %","","","","","  6.96 %","","","","","","","","   .00 %","","","","",""
"2020-09-22","","","","","  7.18 %","","  3.41 %","  1.93 %","","","   .00 %","","","  1.31 %","","","  4.42 %","","","  2.52 %","","  1.10 %","","","","","","","","","","","","","","","","","",""
"2020-09-23","","","","","","","","  1.25 %",""," 39.91 %","","","","  1.19 %","","","","","","  2.61 %","  2.34 %","  1.15 %","","","","","  6.97 %","","","","   .00 %","","","","   .00 %","","","   .00 %","",""
"2020-09-24","","","","","","","","","","","","","","  1.05 %","","","  4.01 %","","","  2.50 %","","  1.08 %","","","","","","","","","","","","","","","","","",""
"2020-09-25","","","","","","","","   .99 %","","","   .00 %","","","  1.32 %",""," 21.88 %","  2.81 %","","","  2.60 %","","  1.10 %","","","","","  5.28 %","","","","","","","","   .00 %","","","","",""
"2020-09-26","","","","","","","","","","","","  9.38 %","","  1.60 %","","","  2.81 %","","  1.64 %","  2.27 %","","  1.00 %","","  3.42 %","","","","","","  2.29 %","","","","","   .00 %"," 16.28 %","","","  9.78 %",""
"2020-09-27","","","","","","","","","","","","","","","","","","","","  2.21 %","","   .94 %","","","","","","","","","","","","","","","","","",""
"2020-09-28","","","","","","","","","","","","","","","","","  3.14 %","","","  2.32 %","","   .95 %","","","","","","","","","","","","",""," 13.30 %","","","",""
"2020-09-29","","","","","","","","","","","   .00 %","","   .00 %","  1.21 %","","","","","","  1.80 %","","","","","","   .00 %","  4.25 %"," 45.14 %","","","   .00 %","","","","   .00 %","","","","",""
"2020-09-30","","","","","","","","   .34 %","","","   .00 %","","","   .85 %","","","","","","  1.36 %","  1.74 %","","","  3.42 %","","   .00 %","  2.62 %",""," 13.45 %","  2.29 %","   .00 %","","","",""," 13.30 %","","","",""
"2020-10-02","","","","","","","","","","","","","","   .55 %","","  9.05 %","","","","","","   .73 %","","","","","  1.07 %","","","","","","","","   .00 %","","","","",""
"2020-10-03","","","","","","","","   .34 %","","","","","","   .53 %","","","","","","  1.32 %","  1.74 %","   .73 %","   .00 %","","","","   .00 %","","","  1.10 %","   .00 %","","","","   .00 %","","","","",""
"2020-10-04","","","","","","","","","","","   .00 %","  9.38 %","   .00 %","   .25 %","","","  2.37 %","","","   .92 %","","   .64 %","","","","","   .00 %"," 30.31 %","","   .00 %","","","","","","","","","",""
"2020-10-05","","","","","   .00 %","","","","","","   .00 %","  5.00 %","","   .25 %","","","  1.62 %","","","","","   .54 %","","","","","   .00 %",""," 10.53 %","","","","","","   .00 %","","","","",""
"2020-10-06","","","","","   .00 %","","  3.41 %","   .34 %",""," 37.60 %","","","   .00 %","   .25 %","","","  1.62 %","","","   .58 %","","   .40 %","","","","","","","","   .00 %","","","","","   .00 %","  1.68 %","","","",""
"2020-10-07","","","","","","","","","","","","","","","","","","","","","","   .54 %","","","","","","","","","","","","","","","","","",""
"2020-10-08","","","","","","","","   .34 %","","","","","   .00 %","   .25 %","","","  1.62 %","","","   .84 %","","   .46 %","","","","   .00 %","   .00 %"," 18.82 %","","","","","","","","","","","",""
"2020-10-09","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","  1.07 %","","   .48 %","","","","","","","","   .00 %","","","","","   .00 %","  1.68 %","","","",""
"2020-10-10","","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","","","   .64 %","   .58 %","","","","","","   .00 %","","   .00 %","","","","","   .00 %","  1.68 %","","","",""
"2020-10-11","","","","","","","","","","","","","",""," 12.15 %","   .00 %","","","","   .73 %","","   .51 %","","","","","","","","","","","","","","","","","",""
"2020-10-12","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","   .73 %","","   .37 %","","","","","   .00 %","","","","","","","","",""," 75.03 %","   .00 %","",""
"2020-10-13","","","","","","","","","","","","","","   .00 %","","","","","","   .49 %","","   .26 %","","","","","","","","","","","","","   .00 %","","","","",""
"2020-10-15","","","","","","","","","","","","","","","","","","","","","","   .24 %","","","","","","","","","","","","","","","","","",""
"2020-10-17","","","","","","","","","","  4.03 %","","   .00 %","","   .00 %","","","   .00 %","","","   .23 %","   .00 %","   .20 %","   .00 %","","","","","","","","","","","","   .00 %","","","","",""
"2020-10-18","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","",""
"2020-10-19","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .25 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-20","","","","",""," 65.91 %","","","","","","","","","","","   .00 %","","","","","   .33 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-21","","","","","","","","","","","","","","","","","   .00 %","","","","","   .39 %","","","","","","   .00 %","","   .00 %","","","","","","","","","",""
"2020-10-22","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .34 %","","","","","   .00 %","","","","","","","","","   .00 %","","   .00 %","",""
"2020-10-23","","","","","","","","","","","","","","","","","","","","","","   .38 %","","","","","",""," 10.53 %","","","","","","","   .00 %","","","",""
"2020-10-24","","","","","","","","","","","","","","","","","","","","","","   .31 %","","","","","","","","","","","","","","","","","",""
"2020-10-25","","","","",""," 25.22 %","","","","","","","","","","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","","","",""
"2020-10-26","","","","","","","","","","","","","","","","","","","","","","   .25 %","","","","","","","","","","","","","","","","","",""
"2020-10-27","","","","",""," 22.15 %","","","","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .22 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-28","","","","","","","","","","","","","","","","","   .00 %","","","","","   .23 %","","","","","","","","","","","","","","","","","",""
"2020-10-29","","","","",""," 17.81 %","","","","","","","","","","","","","","","","   .18 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","",""
"2020-10-30","","","","","   .00 %","","","","","","","","","","","","   .00 %","","","","","   .20 %","","","","","","","","   .00 %","","","","","","","","","",""
"2020-11-01","","","","","","","","","","","","","","","","","","","","","   .00 %","   .21 %","","","","","","","","","","","","","","","","","",""
"2020-11-02","","","","","","","","","","","","","","","","","","","   .00 %","","","   .22 %","","","","","","","","","","","","","","","","","",""
"2020-11-03","","","","","","   .00 %","","","","","","","","","","","","","","","","   .22 %","","","","","","","","","","","","","","","","","",""
"2020-11-04","","","","","","","","","","","","","","","","","","","","","","   .22 %","","","","","","","","","","","","","","","","","",""
"2020-11-05","","","","","","","","","","","","","","","","","","","","","","   .21 %","","","","","","","","","","","","","","","","","",""
"2020-11-06","","","","","","","","","","","","","","   .00 %","","","","","","","","   .22 %","","","","","","","","","","","","","   .00 %","","","","",""
"2020-11-07","","","","","","","","","","","","","","","","","","","","","","   .20 %","","","","","   .00 %","","","","","","","","","","","   .00 %","",""
"2020-11-08","","","","","","","","","","","","","","","","","","","","","","   .18 %","","","","","","","","","","","","","","","","","",""
"2020-11-09","","","","","   .00 %","","","","","","","","","","","   .00 %","","","","","","   .18 %","","","","","","","","   .00 %","","","","","","","","","",""
"2020-11-10","","","","","","","","","","","","","","   .00 %","","","","","","","","   .16 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-11","","","","","","","","","","","","","","","","","","","","","","   .14 %","","","","","","","","","","","","","","","","","",""
"2020-11-12","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","   .11 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-13","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","","",""
"2020-11-14","","","","","","","","","","","","","","   .00 %","","","","","","","","   .08 %","","","","","","","","","","","","","","","","","",""
"2020-11-15","","","","","","","","","","","","","","","","","","","","","","   .08 %","","","","","","","","","","","","","","","","","",""
"2020-11-16","","","","","","","","","","","","","",""," 11.71 %","","","","","","","   .07 %","","","","","","","","","","","","","","","","","",""
"2020-11-17","","","","","","","","","","","","","","","","   .00 %","","","","","","   .10 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-18","","","","","","","","","","","","","","","","","","","","","   .00 %","   .09 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-19","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","","","","","","","","","","","",""
"2020-11-20","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","   .00 %","","   .00 %","","","","","","","","",""
"2020-11-21","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-11-22","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","",""
"2020-11-23","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-11-24","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-25","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-11-27","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-11-28","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-11-29","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","","   .00 %",""
"2020-11-30","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","","",""
"2020-12-01","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-12-26","","","","","","","  3.41 %","","","","","","","","","","","","","","   .00 %","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-12-27","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-12-28","","","","","","","","","","","","","","","","","","","","","","   .09 %","","","","","","","","","","","","","","","","","",""
"2020-12-29","","","","","","","","","","","","","   .00 %","","","","","","","","","   .08 %","","","","","","","","","","","","","   .00 %","","","","",""
"2020-12-30","","","","","","","","   .00 %","","","","","","","","","","","","","","   .05 %","","","","","","","","","   .00 %","","","","","","","","",""
"2020-12-31","","","","","","","","   .00 %","","","","","","","","","","","","","","   .05 %","","","","","","","","","","","","","","","","","",""
"2021-01-02","","","","","","","","","","","","","","","","","","","","","","   .05 %","","","","","","","","","","","","","","","","","",""
"2021-01-03","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-04","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-05","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-06","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-07","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-08","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-09","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-11","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-12","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-13","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-15","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-16","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-17","","","","","","","","   .03 %","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .02 %","",""
"2021-01-18","","","","","","","","   .04 %","","","","","","   .01 %","","","","","","","   .01 %","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-19","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","   .01 %","","","","","","","","","",""
"2021-01-20","","","","","","","","   .05 %","","","","","","   .03 %","","","","","","","","   .02 %","","  3.48 %","","","","","","   .04 %","","","","","","","","","",""
"2021-01-21","","","","","","","","","","","","","","   .04 %","","","","","","","","   .02 %","","","","","","","","","","","","","",""," 15.82 %","   .05 %","",""
"2021-01-22","","","","","","","","","","","","","","   .05 %","","","","","","","","   .01 %","","  3.52 %","","","","","","","","","","","","","","","",""
"2021-01-23","","","","","","","","","   .53 %","","","","","","  8.86 %","   .21 %","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-24","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","   .05 %","","","","","","   .03 %","","","",""
"2021-01-25","","","","","","","","   .06 %","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-26","","","","","","","","","","","","","","   .05 %","","","","","","","","","","","","   .10 %","","","","   .06 %","","","","","","","","","",""
"2021-01-27","","","","","","","","   .07 %","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","   .07 %","","","","","","","","","",""
"2021-01-28","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-29","","","","","","","","","","","","","","   .06 %","","","   .03 %","  3.41 %","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-30","","","","","","","","","","","","","","   .05 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-31","","","","","","","","   .05 %","","","","","","   .04 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-02-01","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .07 %","",""
"2021-02-02","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","   .05 %","","","",""
"2021-02-03","","","","","","","","","","","","","","   .04 %","","","","","","","","   .02 %","","","","","","","","","","","","","","   .06 %","","","",""
"2021-02-04","","","","","","","","","","","","","","","  5.15 %","","","","","   .01 %","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-05","","","","","","   .04 %","","","","","","","","   .03 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-07","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-08","","","","","","","","","","","","","","   .04 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-09","","","","","","","","","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-02-10","","","","","","","","","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","   .06 %","","","","","","","","   .01 %","","","","   .29 %","","","","","","","","","","","","","",""
"2021-02-12","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","   .06 %","","","","","","","","","",""
"2021-02-15","","","","","","","","","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","","","","","","","   .09 %","","","",""
"2021-02-16","","","","","","   .09 %","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-17","","","","","","   .30 %","","","","","","","","","","","","","","   .01 %","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-18","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","   .04 %","","","","","","","   .10 %","",""
"2021-02-19","","","","","","","","","","","","","","   .05 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .11 %","",""
"2021-02-20","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .10 %","",""
"2021-02-21","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-02-22","","","","","","","","","","","","","","   .03 %","","","","","","   .02 %","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-02-23","","","","","","","","","","","","","","   .03 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .08 %","",""
"2021-02-24","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","   .53 %","","","","","","","","","","","","   .09 %","",""
"2021-02-25","","","","","","","","","","","","","","   .03 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-02-26","","","","","","","","","","","","","","   .04 %","","","","","","   .03 %","","   .03 %","","","","","","","","","","","","","","","","   .14 %","",""
"2021-02-27","","","","","","","","","","","","","","   .03 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-02-28","","","","","","","","","","","","","","   .03 %","","","","","","","","   .02 %","","","","","","","","   .05 %","","","","","","","","   .14 %","",""
"2021-03-01","","","","","","","","","","","","","","   .03 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","","   .16 %","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","   .63 %","","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .16 %","",""
"2021-03-04","","","","","","","","   .04 %","","","","","","   .02 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .15 %","   .03 %",""
"2021-03-05","","","","","","","","","","","","","","   .03 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .14 %","",""
"2021-03-06","","","","","","","","   .04 %","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .15 %","",""
"2021-03-07","","","","","","","","","","","","   .03 %","","   .03 %","","","","","","","","   .02 %","","","","","","","   .09 %","","","","","","","","","   .11 %","",""
"2021-03-08","","","","","","","","","","","","","","   .03 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .11 %","",""
"2021-03-09","","","","","","","   .02 %","","","","","","","   .02 %","","","","","","","   .02 %","   .02 %","","","","","","","","","","","","","","","","   .13 %","",""
"2021-03-10","","","","","","","   .03 %","","","","","","","   .04 %","","","","","","   .03 %","   .02 %","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-03-11","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .11 %","",""
"2021-03-12","","","","","","","","","","","","","","   .03 %","","","","","","","","   .02 %","","","","","","","","   .05 %","","","","","","   .11 %","","","",""
"2021-03-13","","","","","","","","","","","","","","","","","   .04 %","","","   .02 %","","   .02 %","","","","","","","","   .05 %","","","","","","","","   .10 %","",""
"2021-03-14","","","","","","","","   .03 %","","","","","","","","","","","","   .02 %","","   .02 %","","","","","","","","","","","","","","","","   .12 %","",""
"2021-03-15","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","   .06 %","","","","","","","","   .12 %","",""
"2021-03-16","","","","","","","","   .03 %","","","","","","","","","","","","","","   .02 %","","","","","","","   .22 %","","","","","","","","","   .11 %","",""
"2021-03-17","","","","","","","","","","","","","","","","","","","","   .05 %","","   .02 %","","","","","","","","","","","","","","","","   .10 %","",""
"2021-03-18","","","","","","","","","","   .21 %","","","","","","","","","","   .05 %","","   .02 %","","","","","","","","   .07 %","","","","","","","","","",""
"2021-03-19","","","","","","","","","","","","","","   .04 %","","","","","","   .06 %","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-03-21","","","","","","","","   .02 %","","","","","","","","","","","","   .07 %","","   .02 %","","","","","","","","   .07 %","","","","","","","","   .11 %","",""
"2021-03-23","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","   .06 %","","","","","","   .11 %","","   .10 %","   .13 %",""
"2021-03-24","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","   .15 %","   .16 %","","","",""
"2021-03-25","","","","","","","   .05 %","   .02 %","","","","","","   .05 %","","","","","","   .07 %","   .03 %","   .04 %","   .03 %","","","   .68 %","","","","","","","","","   .19 %","","","   .10 %","",""
"2021-03-26","","","","","","","   .11 %","","","","","","","   .06 %","","","","","","   .04 %","   .05 %","   .04 %","","   .13 %","","   .63 %","","","","   .05 %","","","","","   .23 %","   .15 %","","   .07 %","",""
"2021-03-27","","","","  8.24 %","","","","","","","","","","   .05 %","","","","","   .01 %","   .03 %","   .05 %","   .04 %","","","","","","","   .25 %","","","","","","","   .14 %","","   .16 %","",""
"2021-03-28","","","","","","","","   .03 %","","","","","","   .05 %","","","","","","","","   .03 %","","   .20 %","","","","","","   .05 %","","","","","","","","   .26 %","",""
"2021-03-29","","","","","","","   .15 %","   .03 %","","","","","","   .04 %","","","","","","   .02 %","   .06 %","   .03 %","","","","","","","","   .05 %","","","","","   .26 %","","","   .28 %","",""
"2021-03-30","","","","","","   .43 %","","","","   .28 %","","","","   .04 %","","","","  3.44 %","","   .02 %","   .11 %","   .03 %","","   .22 %","","","","","","   .05 %","","","","","   .34 %","   .10 %","","   .27 %","   .16 %",""
"2021-03-31","","","","","","","","","","","","","","","","","","  1.88 %","","   .02 %","   .11 %","   .04 %","","   .17 %","","","","","","   .07 %","   .06 %","","","","   .26 %","   .09 %","","","",""
"2021-04-01","","","","","","","   .15 %","","","","","","","   .04 %","","","   .04 %","","","   .02 %","   .11 %","   .04 %","   .06 %","","","","","","","   .07 %","","","","","   .30 %","   .04 %","","   .28 %","",""
"2021-04-02","","","","","   .02 %","","   .18 %","","","   .36 %","","","","   .05 %","","","   .05 %","","   .02 %","   .02 %","   .12 %","   .05 %","","","","","","","   .28 %","   .07 %","   .11 %","","","","","   .06 %","","   .19 %","",""
"2021-04-03","","","","","","","   .20 %","   .03 %","","","","","","   .06 %","   .42 %","   .24 %","   .07 %","","   .05 %","","","   .05 %","   .13 %","","","","   .01 %","","   .34 %","   .08 %","","","","","","   .06 %","","   .10 %","   .26 %",""
"2021-04-05","","","","","","","","","","","","","","   .07 %","","","   .05 %","   .09 %","   .06 %","   .03 %","   .14 %","   .06 %","","","","","","","","   .11 %","   .13 %","","","","   .30 %","   .09 %","","   .10 %","",""
"2021-04-06","","","","","","   .47 %","","   .04 %","","","   .01 %","","","   .07 %","","","   .06 %","","   .12 %","   .06 %","   .11 %","   .06 %","","   .15 %","","","   .01 %","","","   .13 %","","","","","   .37 %","   .12 %","","   .10 %","",""
"2021-04-07","","","","  8.27 %","   .09 %","","   .15 %","   .04 %","   .70 %","   .57 %","   .02 %","","","   .10 %","   .50 %","   .30 %","   .07 %","   .10 %","   .13 %","   .07 %","   .16 %","   .09 %","   .16 %","   .13 %","","","","","","   .14 %","   .15 %","","","","   .55 %","   .12 %","","   .15 %","   .31 %",""
"2021-04-08","","","","  8.30 %","   .11 %","","   .20 %","   .04 %","","","   .03 %","","   .03 %","   .14 %","   .58 %","   .33 %","   .09 %","","   .23 %","   .07 %","   .20 %","   .13 %","","   .16 %","","   .53 %","","","   .28 %","   .15 %","   .19 %","","","","   .69 %","   .12 %","","   .19 %","   .31 %",""
"2021-04-09","","","","","   .25 %","   .55 %","   .29 %","   .06 %","","   .77 %","   .08 %","   .05 %","   .06 %","   .14 %","","   .51 %","   .12 %","","   .23 %","   .08 %","   .22 %","   .18 %","   .22 %","   .21 %","","   .38 %","","   .24 %","","   .17 %","   .25 %","","","","   .69 %","   .19 %","","   .21 %","   .26 %",""
"2021-04-10","","","","   .41 %","   .65 %","   .72 %","   .44 %","   .12 %","   .87 %","  1.38 %","   .14 %","   .10 %","   .13 %","   .17 %","   .66 %","   .66 %","   .17 %","   .12 %","   .23 %","   .12 %","   .30 %","   .22 %","   .44 %","   .28 %","","   .47 %","   .03 %","","   .31 %","   .19 %","   .25 %","","","","   .76 %","   .24 %","","   .23 %","","  7.94 %"
"2021-04-11","","","","   .52 %","   .67 %","","   .42 %","   .14 %","  1.21 %","","   .22 %","   .21 %","   .14 %","   .20 %","","   .65 %","   .16 %","   .11 %","   .22 %","   .11 %","   .33 %","   .28 %","","   .38 %","","   .56 %","   .06 %","","   .34 %","   .22 %","   .27 %","","","","   .83 %","   .31 %","","   .31 %","   .29 %","  7.51 %"
"2021-04-12","","","","   .69 %","   .84 %","   .63 %","   .69 %","   .22 %","  1.88 %","  1.78 %","   .36 %","   .60 %","   .23 %","   .25 %","   .66 %","   .86 %","   .18 %","","   .29 %","   .14 %","   .47 %","   .32 %","   .69 %","   .73 %","","   .84 %","   .11 %","","   .52 %","   .32 %","   .29 %","","","","   .68 %","   .45 %","","   .37 %","   .21 %",""
"2021-04-13","","","","   .74 %","  1.13 %","   .58 %","   .74 %","   .24 %","","  1.96 %","   .45 %","   .72 %","   .25 %","   .35 %","   .65 %","  1.06 %","   .21 %","","   .30 %","   .19 %","   .62 %","   .36 %","   .90 %","   .87 %","","   .92 %","   .13 %","","   .64 %","   .38 %","   .41 %","","","","   .53 %","   .50 %","","   .37 %","   .28 %",""
"2021-04-14","","","","   .77 %","  1.09 %","","   .71 %","   .29 %","","","   .43 %","   .80 %","   .24 %","   .37 %","","   .96 %","   .18 %","","   .31 %","   .19 %","   .72 %","   .38 %","  1.38 %","   .82 %","","  1.15 %","   .17 %","   .36 %","   .64 %","   .36 %","   .37 %","","","","   .53 %","   .49 %","","   .37 %","   .28 %",""
"2021-04-15","","","","","   .72 %","   .58 %","   .56 %","   .24 %","  2.32 %","","   .44 %","   .80 %","","   .45 %","","   .69 %","   .14 %","","   .50 %","   .19 %","   .72 %","   .42 %","  1.81 %","   .80 %","","  1.13 %","","","   .67 %","   .34 %","   .39 %","","","","   .46 %","   .48 %","","   .45 %","   .33 %",""
"2021-04-16","","","","   .54 %","   .90 %","   .66 %","   .65 %","   .24 %","","  2.20 %","   .41 %","   .77 %","   .23 %","   .46 %","","   .80 %","   .16 %","   .10 %","   .65 %","   .19 %","   .86 %","   .44 %","  2.11 %","   .91 %","","  1.65 %","   .17 %","","   .78 %","   .40 %","   .72 %"," 55.00 %","","","   .45 %","   .59 %","  4.09 %","   .41 %","   .31 %",""
"2021-04-17","","","","   .53 %","  1.10 %","  1.05 %","   .56 %","   .21 %","  2.30 %","  2.18 %","   .36 %","   .75 %","   .31 %","   .45 %","   .73 %","   .88 %","   .21 %","","   .73 %","   .19 %","   .89 %","   .51 %","  2.52 %","   .74 %","","  2.01 %","   .20 %","","   .92 %","   .41 %","  1.15 %","","","","   .76 %","   .79 %","  4.80 %","   .45 %","   .51 %",""
