"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang","Arunachal Pradesh/siang"
"2021-05-04","239","1284","314","1179","26","","111","304","617","","878","297","465","470","145","7386","","123","506","601","28","351","444","1106","1046",""
"2021-05-05","254","1295","316","1186","27","40","","306","623","259","905","306","485","478","146","7456","","","512","606","33","","447","1121","1051",""
"2021-05-06","263","1304","317","1196","28","41","","308","631","259","931","317","498","497","","7531","99","","521","609","36","","453","1132","1055",""
"2021-05-07","","1315","317","1200","","","","309","636","259","957","320","514","511","","7577","","","527","612","39","354","469","1142","1057",""
"2021-05-08","264","1334","324","1212","","","","310","656","259","977","333","524","520","","7660","100","","560","613","40","358","473","1146","1058",""
"2021-05-09","266","1347","","1212","","","","","661","","985","333","527","523","146","7736","","","567","","41","358","473","1147","1058",""
"2021-05-10","283","1361","","1227","30","42","112","315","669","259","998","339","547","538","146","7802","100","124","569","614","44","360","479","1152","1060",""
"2021-05-11","285","1378","329","1239","","46","","324","684","259","1014","341","568","555","146","7846","","125","582","619","46","362","487","1160","1062",""
"2021-05-12","287","1392","330","1258","","47","116","","717","","1030","344","603","579","147","7939","","","591","621","48","363","488","1176","1064",""
"2021-05-13","292","1430","333","1264","31","48","","326","744","261","1045","","622","590","147","8009","","125","614","621","56","","494","1185","1074",""
"2021-05-14","293","1467","339","1264","","50","116","327","760","261","1071","350","637","609","148","8094","101","","621","626","79","365","497","1191","1075",""
"2021-05-15","296","1486","341","1275","32","51","","327","783","262","1079","365","653","624","151","8175","","","637","635","84","365","503","1197","1083",""
"2021-05-16","304","1506","344","1276","","51","","329","804","264","1086","370","668","625","","8228","","","656","638","","368","511","1206","1083",""
"2021-05-17","313","1539","347","1297","38","","","332","822","265","1099","373","680","644","","8321","103","126","683","641","84","368","529","1222","1086",""
"2021-05-18","363","1551","360","1308","41","52","","333","838","267","1123","379","713","694","152","8382","","","707","642","93","374","550","1229","1090",""
"2021-05-19","","1566","366","1316","69","52","117","333","860","","1137","379","752","715","157","8462","","","744","647","95","379","577","1248","1093",""
"2021-05-20","364","1626","376","1326","76","","","333","877","","1156","380","783","724","159","8561","105","","784","650","97","386","594","1264","1100",""
"2021-05-21","368","1675","380","1336","78","52","120","335","912","268","1183","384","803","744","","8651","","","811","651","102","429","626","1276","1103",""
"2021-05-22","372","1698","382","1343","92","52","127","335","922","","1215","","817","781","163","8716","","126","852","656","","442","642","1291","1108",""
"2021-05-23","383","1756","382","1349","","","132","336","926","268","1242","385","834","788","","8758","106","","870","656","","445","647","1311","1108",""
"2021-05-24","389","1849","386","1376","100","55","132","","953","270","1270","385","865","843","166","8830","108","","938","656","110","458","657","1331","1108",""
"2021-05-25","393","1888","400","1403","109","60","","342","976","270","1289","385","907","860","167","8951","","","987","658","112","467","675","1353","1108",""
"2021-05-26","393","1959","414","1413","110","","144","344","987","273","1307","386","927","889","","9033","","","1061","659","119","467","687","1359","1108",""
"2021-05-27","399","2006","426","1432","118","63","146","354","1019","277","1325","388","946","920","168","9154","114","126","1117","660","123","473","694","1387","1109",""
"2021-05-28","407","2030","445","1457","124","64","147","358","1047","277","1371","","991","984","168","9259","115","","1184","661","134","478","715","1399","1112",""
"2021-05-29","417","2097","455","1485","128","","","","1062","280","1388","388","1031","1022","168","9349","116","157","1208","661","158","482","740","1429","1112",""
"2021-05-30","424","2110","457","1490","128","64","148","359","1070","283","1398","388","1051","1024","168","9405","116","157","1225","663","161","484","757","1430","1114",""
"2021-05-31","449","2139","470","1507","130","66","150","369","1097","289","1412","396","1074","1048","","9464","116","158","1230","663","162","492","765","1467","1115",""
"2021-06-01","470","2169","482","1524","130","","151","375","1108","292","1442","401","1106","1073","171","9554","116","","1253","669","175","497","779","1490","1115",""
"2021-06-02","474","2197","498","1531","132","68","152","393","1127","296","1450","401","1142","1101","179","9642","117","","1304","671","177","509","788","1518","1117",""
"2021-06-03","484","2214","519","1538","136","71","154","403","1171","297","1464","404","1174","1125","181","9705","119","159","1354","674","177","513","803","1548","1119",""
"2021-06-04","520","2316","528","1549","136","72","158","405","1190","304","1479","404","1188","1163","200","9771","119","159","1375","678","179","519","811","1567","1120",""
"2021-06-05","521","2332","557","1564","136","77","159","406","1233","308","1486","405","1195","1180","202","9858","","","1414","679","180","530","836","1579","1122",""
"2021-06-06","524","2360","566","1567","136","83","159","406","1242","308","1486","416","1196","1181","203","9980","119","159","1420","679","183","533","847","1585","1122",""
"2021-06-07","527","2390","589","1592","136","93","167","407","1260","315","1494","419","1221","1196","208","10062","119","160","1430","683","185","546","878","1616","1127",""
"2021-06-08","544","2441","612","1616","136","97","168","414","1272","319","1500","425","1234","1215","209","10111","119","","1433","","186","556","888","1649","1137",""
"2021-06-09","545","2489","632","1629","137","110","172","416","1278","327","1518","428","1246","1227","210","10162","","160","1436","686","","566","897","1656","1139",""
"2021-06-10","548","2516","640","1643","138","115","174","426","1291","329","1523","436","1261","1256","","10210","","160","1440","692","187","571","914","1676","1141",""
"2021-06-11","550","2559","662","1650","139","124","233","","1310","352","1527","444","1271","1286","210","10278","","161","1443","695","187","576","924","1700","1148",""
"2021-06-12","558","2583","671","1670","141","127","238","426","1335","355","1528","446","1281","1312","210","10360","121","161","1445","695","188","578","963","1729","1151",""
"2021-06-13","576","2598","674","1672","","132","241","428","1340","356","1528","449","1292","1312","210","10397","","","1450","697","188","578","966","1748","1151",""
"2021-06-14","579","2616","685","1698","149","138","","430","1360","370","1546","450","1301","1346","214","10500","123","162","1458","699","192","589","978","1796","1152",""
"2021-06-15","587","2642","692","1709","","138","243","435","1377","373","1553","450","1335","1366","217","10571","","163","1471","702","192","589","992","1831","1162",""
"2021-06-16","600","2657","699","1723","","145","245","439","1388","377","1558","454","1346","1376","219","10632","","166","1478","706","195","598","1009","1866","1164",""
"2021-06-17","607","2693","713","1737","152","155","272","442","1412","387","1564","455","1354","1390","225","10673","124","","1499","707","195","603","1023","1893","1166",""
"2021-06-18","616","2715","724","1759","157","162","280","442","1417","396","1572","456","1356","1406","229","10717","125","167","1501","708","198","608","1026","1913","1166",""
"2021-06-19","617","2742","740","1786","158","166","283","444","1429","399","1578","459","1362","1410","230","10781","126","168","1506","709","199","617","1033","1939","1166",""
"2021-06-20","618","2753","744","1795","166","175","297","445","1429","399","1583","465","1365","1415","231","10841","","","1511","710","","618","1037","1944","1171",""
"2021-06-21","628","2772","751","1815","167","180","302","458","1445","415","1592","468","1382","1429","242","10910","","169","1520","711","202","622","1053","1969","1171",""
"2021-06-22","630","2787","757","1833","168","183","314","464","1459","418","1602","471","1389","1450","","11000","","171","1526","715","206","627","1077","1993","1180",""
"2021-06-23","635","2806","771","1847","168","185","316","464","1482","422","1607","478","1397","1469","245","11063","126","172","1534","721","207","630","1092","2014","1189",""
"2021-06-24","639","2819","785","1859","169","186","320","471","1501","433","1612","481","1416","1491","252","11147","127","175","1539","724","212","631","1112","2043","1194",""
"2021-06-25","643","2828","796","1876","173","187","330","472","1526","437","1622","484","1426","1497","256","11216","128","","1539","728","216","633","1129","2084","1203",""
"2021-06-26","643","2857","800","1904","174","192","334","475","1560","441","1628","492","1444","1503","260","11291","","181","1542","731","220","633","1138","2114","1206",""
"2021-06-27","647","2873","802","1910","177","195","336","476","1566","442","1632","493","1457","1504","261","11366","","","1545","733","","634","1144","2125","1209",""
"2021-06-28","653","2912","808","1930","","201","350","481","1592","445","1640","495","1483","1513","265","11529","128","184","1563","745","221","636","1187","2157","1218",""
"2021-06-29","661","2931","814","1959","180","205","412","481","1608","454","1649","498","1492","1515","274","11626","","185","1575","747","","641","1216","2167","1221",""
"2021-06-30","668","2940","820","1974","185","205","421","484","1628","457","1669","507","1506","1523","278","11714","128","190","1591","749","222","643","1245","2172","1227",""
"2021-07-01","688","2960","822","1988","188","206","421","496","1641","465","1688","511","1518","1525","281","11809","128","193","1597","759","222","647","1275","2199","1230",""
"2021-07-02","692","2977","836","2010","198","208","427","498","1655","472","1699","515","1535","1529","307","11920","129","195","1627","766","","650","1297","2263","1234",""
"2021-07-03","703","3006","840","2030","201","213","436","502","1687","478","1712","517","1550","1531","309","12038","","195","1676","768","","652","1306","2285","1240",""
"2021-07-04","706","3006","841","2031","202","213","438","504","1703","478","1714","518","1559","1533","309","12114","","195","1704","768","222","653","1316","2291","1247",""
"2021-07-05","716","3020","853","2087","204","216","442","511","1735","486","1735","521","1561","1540","315","12227","129","208","1709","774","222","661","1350","2335","1263",""
"2021-07-06","729","3043","860","2117","204","217","447","514","1754","493","1749","524","1572","1547","319","12346","130","220","1720","777","","664","1370","2361","1269",""
"2021-07-07","732","3065","870","2155","218","217","448","532","1786","497","1764","533","1579","1554","323","12467","134","222","1744","782","223","669","1388","2388","1282",""
"2021-07-08","736","3094","879","2197","230","217","450","536","1810","516","1768","538","1592","1567","323","12593","144","227","1753","783","223","671","1415","2416","1293",""
"2021-07-09","747","3111","892","2231","241","217","456","551","1846","527","1774","538","1609","1601","328","12703","145","233","1756","791","223","673","1432","2448","1301",""
"2021-07-10","755","3123","898","2270","253","","456","552","1900","553","1796","540","1626","1607","329","12862","150","240","1773","796","225","674","1447","2496","1314",""
"2021-07-11","758","3130","907","2283","257","217","","555","1910","574","1807","541","1631","1609","332","12978","","241","1775","804","","676","1449","2513","1328",""
"2021-07-12","773","3154","915","2300","284","217","463","565","1949","585","1825","543","1657","1621","333","13150","152","250","1796","816","226","679","1471","2589","1359",""
"2021-07-13","784","3190","923","2363","291","218","466","571","1976","590","1838","545","1671","1632","335","13275","153","","1818","826","","683","1495","2612","1372",""
"2021-07-14","801","3222","936","2390","297","","474","580","2023","599","1849","549","1690","1643","339","13424","","255","1826","832","227","690","1508","2651","1392",""
"2021-07-15","814","3247","943","2426","299","221","475","590","2048","601","1851","551","1705","1653","340","13550","154","259","1831","842","231","","1530","2679","1405",""
"2021-07-16","828","3265","952","2452","309","231","478","592","2090","609","1862","558","1741","1667","343","13685","157","266","1858","843","231","694","1552","2687","1428",""
"2021-07-17","830","3284","955","2478","313","232","478","599","2115","614","1872","560","1774","1718","346","13837","165","290","1875","848","","696","1569","2735","1439",""
"2021-07-18","832","3288","957","2479","","236","479","615","2140","615","1883","564","1804","1722","349","13958","166","291","1887","850","233","696","1570","2741","1443",""
"2021-07-19","838","3305","961","2512","327","237","482","631","2189","627","1906","565","1838","1732","351","14131","169","295","1913","854","234","702","1598","2757","1463",""
"2021-07-20","849","3318","965","2542","329","240","487","631","2214","648","1914","570","1872","1749","351","14293","169","305","1951","864","234","712","1623","2797","1466",""
"2021-07-21","862","3332","976","2554","339","241","488","634","2236","659","1924","573","1903","1760","355","14433","171","314","1979","869","234","723","1652","2810","1490",""
"2021-07-22","869","3347","983","2572","341","246","493","639","2266","666","1934","578","1938","1778","356","14618","173","318","1997","877","240","734","1671","2839","1524",""
"2021-07-23","879","3358","988","2609","343","249","496","656","2291","673","1941","595","1982","1792","357","14772","175","324","2031","885","240","737","1694","2870","1540",""
"2021-07-24","893","3368","996","2648","352","249","497","673","2376","681","1959","599","2007","1806","361","14941","176","327","2037","892","240","741","1701","2898","1574",""
"2021-07-25","","3370","1000","2657","357","249","","678","2385","684","1961","599","2010","1807","363","15031","","327","2041","894","240","743","1706","2906","1582",""
"2021-07-26","902","3404","1009","2672","373","249","498","686","2417","688","1974","600","2041","1826","364","15202","176","332","2061","909","241","752","1737","2933","1600",""
"2021-07-27","907","3414","1017","2686","378","250","499","689","2438","692","1983","613","2088","1853","366","15362","176","335","2076","928","255","756","1756","2954","1618",""
"2021-07-28","912","3420","1020","2709","382","251","500","690","2451","694","1996","622","2136","1861","368","15485","183","340","2085","931","256","766","1769","2976","1628",""
"2021-07-29","917","3429","1025","2727","391","252","500","693","2465","700","2004","623","2170","1870","373","15623","","345","2098","936","","777","1785","2989","1635",""
"2021-07-30","925","3462","1030","2741","397","252","500","700","2483","703","2014","628","2205","1885","","15763","189","347","2106","941","272","787","1785","3007","1650",""
"2021-07-31","927","3466","1030","2747","404","252","500","709","2492","704","2029","632","2239","1891","375","15864","190","349","2118","944","265","793","1804","3019","1668",""
"2021-08-01","927","3469","1032","2747","405","252","","710","2497","706","2029","633","2255","1891","375","15930","","354","2118","950","","793","1811","3035","1675",""
"2021-08-02","934","3475","1035","2765","410","253","500","712","2510","707","2044","646","2294","1891","376","16034","192","359","2130","959","274","800","1826","3047","1681",""
"2021-08-03","938","3479","1044","2784","423","254","500","719","2526","708","2050","651","2329","1903","377","16166","193","365","2143","963","","803","1834","3059","1688",""
"2021-08-04","951","3489","1045","2796","431","256","501","720","2543","710","2069","658","2367","1905","378","16292","196","367","2159","965","278","816","1843","3064","1693",""
"2021-08-05","952","3491","1046","2809","434","","","724","2555","714","2074","662","2414","1910","378","16390","","372","2167","966","279","820","1852","3073","1695",""
"2021-08-06","959","3496","1049","2820","437","257","501","727","2579","715","2081","672","2458","1917","378","16449","","374","2177","966","281","824","1859","3085","1700",""
"2021-08-07","963","3502","1054","2831","441","259","501","730","2592","715","2092","683","2500","1919","379","16524","200","376","2184","968","283","834","1870","3098","1707",""
"2021-08-08","","3509","1058","2836","","259","","733","2617","715","2093","684","2513","1919","379","16586","","","2189","","283","834","1870","3126","1707",""
"2021-08-09","969","3513","1060","2847","451","","502","743","2626","717","2106","686","2548","1923","","16690","208","378","2215","969","285","851","1876","3151","1709",""
"2021-08-10","972","3536","1065","2853","456","","","747","2630","","2113","691","2577","1929","383","16787","213","378","2220","971","286","853","1887","3158","1711",""
"2021-08-11","975","3545","1070","2858","458","","502","752","2641","719","2118","699","2592","1936","384","16852","215","381","2232","973","289","854","1893","3167","1718",""
"2021-08-12","979","3553","1072","2871","463","259","","756","2660","721","2122","699","2605","1942","387","16933","215","381","2233","974","","857","1895","3174","1720",""
"2021-08-13","980","3567","1074","2876","470","263","","759","2669","722","2130","704","2624","1945","389","16984","216","381","2242","975","289","861","1901","3175","1730",""
"2021-08-14","984","3579","1075","2885","476","263","502","782","2673","722","2139","705","2629","1947","390","17042","218","381","2248","976","","869","1904","3180","1731",""
"2021-08-15","","3580","1075","2885","","","","783","2674","722","2139","706","2630","1947","","17078","","381","2250","","290","870","1904","3182","1732",""
"2021-08-16","991","3586","1076","2896","477","264","503","784","2683","723","2145","706","2644","1949","391","17131","","385","2263","977","292","876","1910","3193","1739",""
