"date","Pennsylvania/Adams","Pennsylvania/Allegheny","Pennsylvania/Armstrong","Pennsylvania/Beaver","Pennsylvania/Bedford","Pennsylvania/Berks","Pennsylvania/Blair","Pennsylvania/Bradford","Pennsylvania/Bucks","Pennsylvania/Butler","Pennsylvania/Cambria","Pennsylvania/Cameron","Pennsylvania/Carbon","Pennsylvania/Centre","Pennsylvania/Chester","Pennsylvania/Clarion","Pennsylvania/Clearfield","Pennsylvania/Clinton","Pennsylvania/Columbia","Pennsylvania/Crawford","Pennsylvania/Cumberland","Pennsylvania/Dauphin","Pennsylvania/Delaware","Pennsylvania/Elk","Pennsylvania/Erie","Pennsylvania/Fayette","Pennsylvania/Forest","Pennsylvania/Franklin","Pennsylvania/Fulton","Pennsylvania/Greene","Pennsylvania/Huntingdon","Pennsylvania/Indiana","Pennsylvania/Jefferson","Pennsylvania/Juniata","Pennsylvania/Lackawanna","Pennsylvania/Lancaster","Pennsylvania/Lawrence","Pennsylvania/Lebanon","Pennsylvania/Lehigh","Pennsylvania/Luzerne","Pennsylvania/Lycoming","Pennsylvania/McKean","Pennsylvania/Mercer","Pennsylvania/Mifflin","Pennsylvania/Monroe","Pennsylvania/Montgomery","Pennsylvania/Montour","Pennsylvania/Northampton","Pennsylvania/Northumberland","Pennsylvania/Perry","Pennsylvania/Philadelphia","Pennsylvania/Pike","Pennsylvania/Potter","Pennsylvania/Schuylkill","Pennsylvania/Snyder","Pennsylvania/Somerset","Pennsylvania/Sullivan","Pennsylvania/Susquehanna","Pennsylvania/Tioga","Pennsylvania/Unassigned","Pennsylvania/Union","Pennsylvania/Venango","Pennsylvania/Warren","Pennsylvania/Washington","Pennsylvania/Wayne","Pennsylvania/Westmoreland","Pennsylvania/Wyoming","Pennsylvania/York"
"2020-05-11","0","1","1","0","0","1","0","0","8","0","0","0","0","0","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","2","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2020-05-12","0","4","0","0","0","1","0","0","15","0","0","0","0","0","2","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","2","8","1","0","0","0","0","9","0","1","0","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-05-13","0","12","0","0","0","7","0","0","9","0","0","0","0","2","8","0","0","0","0","0","2","1","14","0","0","0","0","1","0","0","0","0","0","0","4","2","0","2","6","3","2","0","0","0","1","22","0","1","0","0","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"2020-05-14","0","0","0","4","0","17","0","0","22","0","0","0","0","2","16","0","0","0","3","0","2","1","29","0","1","0","0","2","0","0","0","0","0","0","7","4","0","0","4","1","0","0","0","0","4","31","0","20","0","0","22","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2020-05-15","1","2","0","1","0","11","0","0","15","0","0","0","0","0","5","0","0","0","2","0","4","1","18","0","0","0","0","2","0","0","0","1","0","0","6","4","0","0","3","3","0","0","0","0","1","21","1","14","0","0","13","1","0","1","1","0","0","0","0","0","0","0","0","0","2","0","-1","1"
"2020-05-16","0","2","0","0","0","1","0","0","11","0","0","0","0","0","2","0","0","0","0","0","7","-2","12","0","0","0","0","-4","0","0","0","0","0","0","6","4","0","0","3","0","0","0","0","0","0","6","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1"
"2020-05-17","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-05-18","-1","0","-3","-13","1","40","1","1","-5","6","1","0","5","-1","7","1","0","0","-4","0","-7","11","-42","-1","1","0","0","12","1","-1","0","-2","0","1","-24","8","1","2","34","-5","1","0","2","1","18","-54","-1","-28","1","0","49","-7","0","5","-1","-1","0","1","1","0","0","0","0","0","0","6","0","2"
"2020-05-19","0","2","0","0","0","14","0","0","9","0","0","0","0","0","3","0","0","0","0","0","1","0","15","0","0","0","0","2","0","0","0","0","0","0","2","0","0","3","9","2","1","0","0","0","1","9","0","5","1","0","29","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"2020-05-20","0","2","0","0","0","11","0","0","5","0","0","0","0","0","5","0","0","0","0","0","1","1","21","0","0","0","0","0","0","0","1","0","0","0","5","3","0","0","6","4","0","0","0","0","4","21","0","6","0","0","43","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"2020-05-21","0","1","0","1","0","6","0","0","11","0","0","0","0","0","3","0","0","0","0","0","0","1","9","0","0","0","0","1","0","0","0","0","0","1","5","3","0","0","4","2","1","0","0","0","2","11","0","4","0","0","26","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"2020-05-22","0","6","0","0","0","4","0","0","12","0","0","0","0","0","4","0","0","0","0","0","0","5","20","0","0","0","0","0","0","0","0","0","0","1","11","3","0","0","5","3","2","0","0","0","2","12","0","6","0","0","43","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-05-23","1","4","1","1","0","9","0","0","6","0","0","0","0","1","3","0","0","1","0","0","3","5","12","0","0","0","0","1","0","0","0","1","0","0","4","7","0","0","5","2","1","0","0","0","2","14","0","5","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-24","1","1","0","0","0","4","0","0","1","0","0","0","0","0","3","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-25","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-27","0","0","1","0","0","5","0","0","12","0","0","0","0","0","8","0","0","0","0","0","1","3","18","0","0","0","0","1","0","0","1","0","0","0","4","1","0","4","5","3","1","0","0","0","1","9","0","4","0","0","19","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-28","0","1","0","0","0","7","0","0","13","0","0","0","0","0","10","0","0","1","0","0","0","5","12","0","0","0","0","1","0","0","0","0","0","0","4","4","0","2","3","1","1","0","0","0","1","12","0","3","0","1","20","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"2020-05-29","0","1","0","1","0","3","0","0","7","0","0","0","1","0","7","0","0","0","0","0","1","1","6","0","0","0","0","3","0","0","0","0","0","0","3","6","0","0","4","5","0","0","1","0","0","18","0","1","0","0","18","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-05-30","1","1","0","0","0","5","0","0","8","0","0","0","1","1","3","0","0","1","0","0","2","1","8","0","0","0","0","1","0","0","0","0","0","0","4","3","0","0","6","3","1","0","0","0","0","8","0","3","0","1","8","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-05-31","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-01","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-02","0","1","1","1","0","4","0","0","12","0","0","0","0","0","3","0","0","0","0","0","0","3","8","0","0","0","0","1","0","0","0","0","0","0","3","9","0","0","7","4","0","0","0","0","0","10","0","3","0","0","26","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2020-06-03","0","1","0","0","0","1","0","0","4","0","0","0","0","0","3","0","0","0","0","0","1","8","9","0","1","0","0","1","0","0","1","0","0","0","6","4","0","1","4","2","0","0","0","0","1","6","0","7","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-06-04","0","0","0","0","0","1","0","0","3","0","0","0","0","0","7","0","0","0","0","0","1","2","8","0","0","0","0","1","0","0","0","0","0","0","2","5","0","2","3","1","0","0","1","0","0","11","0","5","0","0","35","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-06-05","0","2","0","0","0","6","0","0","3","0","0","0","0","0","2","0","0","0","0","0","2","1","7","0","0","0","0","1","0","0","1","0","0","0","3","2","0","0","3","1","0","0","0","0","0","8","0","4","0","0","17","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2020-06-06","0","0","0","0","0","4","0","0","4","0","0","0","0","0","1","0","0","0","0","0","1","2","5","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","3","0","0","0","0","0","0","3","0","2","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"2020-06-07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-08","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-09","1","0","0","0","0","0","0","0","3","0","0","0","0","0","5","0","0","0","0","0","1","5","5","0","1","0","0","0","0","0","0","0","0","1","1","2","0","1","4","2","0","0","0","0","0","7","0","4","0","0","15","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-06-10","0","1","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","1","0","0","0","0","0","6","0","2","0","1","18","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-11","0","1","0","1","0","2","0","0","6","0","0","0","0","0","0","0","0","0","1","0","0","3","2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","1","8","0","0","0","0","17","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2020-06-12","0","0","0","0","0","2","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","3","7","0","0","0","0","2","0","0","0","0","1","0","0","3","0","1","1","1","0","0","0","0","0","5","0","0","1","1","16","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-13","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","3","2","0","0","0","0","1","10","0","3","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
