"date","Rhode Island/Bristol","Rhode Island/Kent","Rhode Island/Newport","Rhode Island/Providence","Rhode Island/Unassigned","Rhode Island/Washington"
"2020-06-25","247","1169","294","12712","1695","523"
"2020-06-26","247","1169","294","12712","1716","523"
"2020-06-27","247","1169","294","12712","1716","523"
"2020-06-28","247","1169","294","12712","1716","523"
"2020-06-29","253","1199","308","12937","1535","532"
"2020-06-30","253","1199","308","12937","1584","532"
"2020-07-01","253","1199","308","12937","1624","532"
"2020-07-02","253","1199","308","12937","1712","532"
"2020-07-03","256","1234","331","13144","1488","538"
"2020-07-04","256","1234","331","13144","1488","538"
"2020-07-05","256","1234","331","13144","1488","538"
"2020-07-06","256","1234","331","13144","1488","538"
"2020-07-07","256","1234","331","13144","1651","538"
"2020-07-08","256","1234","331","13144","1701","538"
"2020-07-09","256","1234","331","13144","1740","538"
"2020-07-10","256","1234","331","13144","1809","538"
"2020-07-11","256","1234","331","13144","1809","538"
"2020-07-12","256","1234","331","13144","1809","538"
"2020-07-13","256","1234","331","13144","1984","538"
"2020-07-14","256","1234","331","13144","2085","538"
"2020-07-15","283","1316","365","13674","1438","564"
"2020-07-16","283","1316","365","13674","1509","564"
"2020-07-17","283","1316","365","13674","1591","564"
"2020-07-18","283","1316","365","13674","1591","564"
"2020-07-19","283","1316","365","13674","1591","564"
"2020-07-20","283","1316","365","13674","1702","564"
"2020-07-21","283","1316","365","13674","1784","564"
"2020-07-22","290","1351","365","14033","1449","574"
"2020-07-23","290","1351","365","14033","1535","574"
"2020-07-24","290","1351","365","14033","1611","574"
"2020-07-25","290","1351","365","14033","1611","574"
"2020-07-26","290","1351","365","14033","1611","574"
"2020-07-27","290","1351","365","14033","1902","574"
"2020-07-28","290","1351","365","14033","2112","574"
"2020-07-29","304","1421","380","14549","1556","590"
"2020-07-30","304","1421","380","14549","1706","590"
"2020-07-31","304","1421","380","14549","1778","590"
"2020-08-01","304","1421","380","14549","1778","590"
"2020-08-02","304","1421","380","14549","1778","590"
"2020-08-03","304","1421","380","14549","2002","590"
"2020-08-04","304","1421","380","14549","2146","590"
"2020-08-05","316","1494","396","15047","1621","607"
"2020-08-06","316","1494","396","15047","1751","607"
"2020-08-07","316","1494","396","15047","1878","607"
"2020-08-08","316","1494","396","15047","1878","607"
"2020-08-09","316","1494","396","15047","1878","607"
"2020-08-10","316","1494","396","15047","2074","607"
"2020-08-11","316","1494","396","15047","2193","607"
"2020-08-12","322","1544","405","15644","1593","621"
"2020-08-13","322","1544","405","15644","1704","621"
"2020-08-14","322","1544","405","15644","1799","621"
"2020-08-15","322","1544","405","15644","1799","621"
"2020-08-16","322","1544","405","15644","1799","621"
"2020-08-17","322","1544","405","15644","2036","621"
"2020-08-18","322","1544","405","15644","2156","621"
"2020-08-19","329","1592","411","16142","1662","659"
"2020-08-20","329","1592","411","16142","1738","659"
"2020-08-21","329","1592","411","16142","1889","659"
"2020-08-22","329","1592","411","16142","1889","659"
"2020-08-23","329","1592","411","16142","1889","659"
"2020-08-24","329","1592","411","16142","2169","659"
