"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-07-12","0","0","-1","1","0","0","1","0","1","0","0","0","0","0","0","2","6","0","0","0","0","-2","0","1","0"
"2020-07-13","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","2","0","0","0","0","0","0","0","0"
"2020-07-14","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","3","0","0","0"
"2020-07-15","0","1","4","3","0","0","0","0","0","0","0","0","1","1","0","1","2","0","0","0","0","-6","0","0","0"
"2020-07-16","0","0","2","3","0","0","0","0","0","0","0","0","-1","0","0","0","2","0","0","0","0","0","0","0","0"
"2020-07-17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","7","0","0","0"
"2020-07-18","0","2","4","4","0","0","0","0","0","0","0","0","0","1","0","2","4","0","0","0","0","-8","0","0","0"
"2020-07-19","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"2020-07-20","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","-4","0","0","0"
"2020-07-21","0","0","5","5","0","0","0","1","0","0","0","0","0","1","0","2","2","0","0","0","0","4","0","0","0"
"2020-07-22","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","-4","0","0","0"
"2020-07-23","0","0","1","2","0","0","-1","0","0","0","0","0","0","1","0","5","0","0","0","-1","0","-3","0","0","0"
"2020-07-24","0","0","1","3","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","6","0","0","0"
"2020-07-25","0","0","3","2","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","1","0","0"
"2020-07-26","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"2020-07-27","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","-1","0","0","0"
"2020-07-28","0","0","6","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"2020-07-29","0","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","11","0","1","0"
"2020-07-30","0","2","7","2","0","0","0","0","0","0","0","0","0","3","0","2","1","2","0","0","0","-10","0","1","0"
"2020-07-31","0","0","2","1","1","0","0","0","1","0","0","0","0","1","0","0","3","0","0","-1","0","-3","0","0","0"
"2020-08-01","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","3","0","0","1"
"2020-08-02","0","0","2","4","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","-2","0","0","0"
"2020-08-03","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5","0","0","0"
"2020-08-04","0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-2","0","0","0"
"2020-08-05","0","2","2","4","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","-7","1","0","1"
"2020-08-06","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","6","0","1","0"
"2020-08-07","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","3","0","0","0"
"2020-08-08","0","0","2","4","0","0","0","0","0","0","0","0","0","4","0","1","2","0","0","0","0","-1","0","0","0"
"2020-08-09","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"2020-08-10","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0"
"2020-08-11","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","0","0","0"
"2020-08-12","0","1","1","3","0","0","1","0","0","0","0","0","0","0","0","3","3","1","0","0","0","-5","0","0","0"
"2020-08-13","0","0","5","1","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","-2","0","0","0"
"2020-08-14","0","0","2","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","2","0","0","0"
"2020-08-15","0","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","-2","0","0","0"
"2020-08-16","1","0","1","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","-4","0","0","0"
"2020-08-17","0","0","-1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-08-18","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","3","0","0","0"
"2020-08-19","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","2"
"2020-08-20","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0"
"2020-08-21","0","0","2","4","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","-5","1","1","-1"
"2020-08-22","0","0","2","0","0","0","0","0","0","0","1","0","0","-1","0","0","4","0","0","0","0","4","0","0","1"
"2020-08-23","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","-1","0","0","0"
"2020-08-24","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","0","1","0"
