"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-07-21","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","","",""
"2020-07-22","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %"
"2020-07-23","","   .00 %","","","","","","","","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %"
"2020-07-24","","   .00 %","","","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %",""
"2020-07-25","","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %"
"2020-07-26","","   .00 %","","   .00 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","   .00 %",""
"2020-07-27","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %"
"2020-07-28","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-07-29","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-30","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-07-31","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %",""
"2020-08-01","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-08-02","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %",""
"2020-08-03","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %"
"2020-08-04","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %",""
"2020-08-05","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %"
"2020-08-06","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-08-07","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %",""
"2020-08-08","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-08-09","","","   .00 %","   .00 %","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %"
"2020-08-10","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-08-11","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %"
"2020-08-12","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %"
"2020-08-13","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-15","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-16","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-08-18","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-20","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-21","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-08-22","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-23","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-24","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-08-25","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-26","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-27","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-28","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %"
"2020-08-29","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 10.00 %","   .00 %"
"2020-08-30","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %"
"2020-08-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %"
"2020-09-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %"
"2020-09-02","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-03","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-04","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-05","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-06","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-07","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-09-08","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-09","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-10","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-11","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-12","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 16.67 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-09-13","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-09-14","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-15","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-16","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -5.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-17","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -5.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-19","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -5.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-20","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," -5.00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-09-21","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-22","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-23","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-24","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-25","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-26","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-27","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-09-28","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-09-29","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-09-30","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-01","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-02","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 11.67 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-03","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-04","","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-05","   .00 %","   .00 %","   .00 %"," 30.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-06","   .00 %","   .00 %","   .00 %"," 30.00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","  4.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-07","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-08","","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.19 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-09","","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.69 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-10","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.69 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-11","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.91 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-10-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.58 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-13","   .00 %"," 10.00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.72 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-14","   .00 %"," 10.00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.04 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-10-17","   .00 %"," 10.00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  6.04 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-18",""," 10.00 %","   .00 %","  6.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-10-19",""," 10.00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-20","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
