"date","Tripura/Dhalai","Tripura/Gomati","Tripura/Khowai","Tripura/North Tripura","Tripura/Sipahijala","Tripura/South Tripura","Tripura/Unokoti","Tripura/West Tripura"
"2020-06-29","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","","","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-01","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-07-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-09","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-15","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"
"2020-07-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-20"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-21","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-24","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-26","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"
"2020-07-27","   .00 %"," 66.67 %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %"
"2020-07-28","   .00 %"," 20.00 %","   .00 %","   .00 %","-50.00 %"," 50.00 %","   .00 %"," ##.## %"
"2020-07-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-01","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 20.00 %"
"2020-08-02","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"
"2020-08-04","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-05","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %",""," 11.11 %"
"2020-08-06","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-07","   .00 %","   .00 %"," 33.33 %"," ##.## %","   .00 %"," 33.33 %",""," 20.00 %"
"2020-08-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  8.33 %"
"2020-08-09","   .00 %","   .00 %"," 50.00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  7.69 %"
"2020-08-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %"
"2020-08-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %"
"2020-08-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %"
"2020-08-14","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %"
"2020-08-15","   .00 %"," 10.00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %"," 11.11 %"
"2020-08-16","   .00 %","  9.09 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 10.00 %"
"2020-08-17","   .00 %","  8.33 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"
"2020-08-18","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","  7.69 %"
"2020-08-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %"
"2020-08-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %"
"2020-08-23","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %"
"2020-08-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %"
"2020-08-25","   .00 %","   .00 %"," 14.29 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  8.57 %"
"2020-08-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.53 %"
"2020-08-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %"
"2020-08-28","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  4.55 %"
"2020-08-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.87 %"
"2020-08-30","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  1.96 %"
"2020-08-31","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %"
"2020-09-01"," 50.00 %","  6.67 %","   .00 %"," 25.00 %","   .00 %","   .00 %"," 50.00 %"," 10.71 %"
"2020-09-02"," 33.33 %","  6.25 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  3.23 %"
"2020-09-03"," 25.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  7.81 %"
"2020-09-04","   .00 %","   .00 %","   .00 %"," 20.00 %"," -7.14 %","   .00 %","   .00 %","  4.35 %"
"2020-09-05"," 20.00 %","   .00 %","   .00 %","   .00 %","  7.69 %"," 25.00 %","   .00 %","  5.56 %"
"2020-09-06","   .00 %","  5.88 %"," 11.11 %"," 16.67 %","   .00 %"," 60.00 %"," 33.33 %","  1.32 %"
"2020-09-07","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.90 %"
"2020-09-08","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %"
"2020-09-09"," 16.67 %","   .00 %","  8.33 %","   .00 %"," 14.29 %","   .00 %"," 25.00 %","  4.94 %"
"2020-09-10","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  3.53 %"
"2020-09-11","   .00 %","   .00 %","  6.67 %","   .00 %","  6.25 %","   .00 %","   .00 %","  3.41 %"
"2020-09-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  9.89 %"
"2020-09-13","   .00 %","  5.00 %","  6.25 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  7.00 %"
"2020-09-14","   .00 %","  4.76 %","  5.88 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  2.80 %"
"2020-09-15"," 14.29 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  4.55 %"
"2020-09-16","   .00 %","  9.09 %"," 11.11 %"," 11.11 %","  5.88 %","   .00 %"," 11.11 %","  2.61 %"
"2020-09-17","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  3.39 %"
"2020-09-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  4.10 %"
"2020-09-19","   .00 %","   .00 %"," 10.00 %"," -9.09 %","  5.56 %"," 20.00 %","   .00 %","  2.36 %"
"2020-09-20"," 12.50 %","   .00 %","  9.09 %","-10.00 %","  5.26 %"," 16.67 %","   .00 %","  4.62 %"
"2020-09-21","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  7.14 %","   .00 %","  2.94 %"
"2020-09-22","   .00 %","  4.17 %","   .00 %","   .00 %","  4.76 %","  6.67 %","   .00 %","  4.29 %"
"2020-09-23","   .00 %","  4.00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.05 %"
"2020-09-24","   .00 %","  3.85 %","  4.00 %"," 22.22 %","  4.55 %","   .00 %","   .00 %","  1.34 %"
"2020-09-25","   .00 %","  7.41 %","  3.85 %"," 27.27 %","  8.70 %","   .00 %","   .00 %","  2.65 %"
"2020-09-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  1.29 %"
"2020-09-27"," 11.11 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"
"2020-09-28","   .00 %","  3.45 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .64 %"
"2020-09-29","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.18 %","  1.90 %"
"2020-09-30","   .00 %","   .00 %","   .00 %"," -6.67 %","   .00 %","   .00 %"," 15.38 %","  1.86 %"
"2020-10-01","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  1.83 %"
"2020-10-02","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","  1.20 %"
"2020-10-03","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .59 %"
"2020-10-04","   .00 %","  2.94 %","  3.70 %","   .00 %","   .00 %"," 11.76 %","  6.25 %","  1.18 %"
"2020-10-05","   .00 %","  2.86 %","  7.14 %","   .00 %","   .00 %"," 10.53 %"," 11.76 %","  1.74 %"
"2020-10-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.14 %"
"2020-10-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-08"," 10.00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .56 %"
"2020-10-09","   .00 %","   .00 %","  3.33 %","   .00 %","  3.70 %","  4.76 %","   .00 %","  2.25 %"
"2020-10-10","   .00 %","   .00 %","  3.23 %","   .00 %","  3.57 %","  4.55 %","   .00 %","  3.30 %"
"2020-10-11","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %"
"2020-10-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %"
"2020-10-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %"
"2020-10-14","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %"
"2020-10-16","  9.09 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %"
"2020-10-17","  8.33 %","   .00 %","  2.94 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %"
"2020-10-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %"
"2020-10-19","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-10-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-21","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-22","   .00 %","  5.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-23","  7.14 %","  7.32 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.52 %","   .52 %"
"2020-10-24","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %"
"2020-10-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %"
"2020-10-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %"
"2020-10-27","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %"
"2020-10-30","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.00 %"
"2020-11-03","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %"
"2020-11-04","   .00 %","  2.17 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .49 %"
"2020-11-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %"
"2020-11-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .49 %"
"2020-11-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %"
"2020-11-09","  6.25 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %"
"2020-11-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %"
"2020-11-14","   .00 %","  2.13 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-16","  5.88 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %"
"2020-11-17","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"
"2020-11-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %"
"2020-11-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %"
"2020-11-23","   .00 %","  4.17 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","   .00 %"
"2020-11-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %"
"2020-11-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-27","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-12-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-12-26","   .00 %","","","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %"
"2020-12-27","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-12-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-12-29","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-12-30","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-12-31","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2021-01-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-02","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-03","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2021-01-04","   .00 %","","","   .00 %","","","   .00 %","   .00 %"
"2021-01-05","","","","","","   .00 %","","   .00 %"
"2021-01-06","   .00 %","","","   .00 %","  2.78 %","   .00 %","","   .48 %"
"2021-01-07","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-01-08","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .48 %"
"2021-01-10","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-01-11","","","","   .00 %","","   .00 %","","   .00 %"
"2021-01-12","   .00 %","","","","","   .00 %","   .00 %","   .00 %"
"2021-01-13","   .00 %","   .00 %","","","  2.70 %","   .00 %","","   .00 %"
"2021-01-14","","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2021-01-15","","   .00 %","   .00 %","","","","","   .48 %"
"2021-01-16","","","","","   .00 %","","","   .47 %"
"2021-01-18","","","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-01-19","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2021-01-20","","","","   .00 %","","   .00 %","","   .00 %"
"2021-01-21","","","","","   .00 %","   .00 %","","   .00 %"
"2021-01-22","","","   .00 %","","","   .00 %","","   .00 %"
"2021-01-23","","","   .00 %","","","","","   .00 %"
"2021-01-25","","","","","","","","   .00 %"
"2021-01-26","   .00 %","   .00 %","","","","","","   .00 %"
"2021-01-27","","","","","","","","   .00 %"
"2021-01-28","","","","","","","","   .00 %"
"2021-01-29","","   .00 %","","","","","   .00 %","   .00 %"
"2021-01-30","","","   .00 %","","","   .00 %","","   .00 %"
"2021-02-01","","","   .00 %","   .00 %","","","",""
"2021-02-02","","","","","","   .00 %","","   .00 %"
"2021-02-04","","","   .00 %","","   .00 %","","","   .00 %"
"2021-02-05","","","","","","   .00 %","","   .00 %"
"2021-02-06","","","","","","","","   .00 %"
"2021-02-07","","","","","","","","   .00 %"
"2021-02-09","","","   .00 %","","","","","   .00 %"
"2021-02-11","","   .00 %","","","","","","   .00 %"
"2021-02-12","","","   .00 %","","","","","   .00 %"
"2021-02-14","","","   .00 %","","","","",""
"2021-02-17","","","","","","","","   .00 %"
"2021-02-18","","","","","","   .00 %","","   .00 %"
"2021-02-20","","","","","","","","   .00 %"
"2021-02-22","","","   .00 %","","","","","   .00 %"
"2021-02-23","","","","","","   .00 %","","   .00 %"
"2021-02-24","","","","","","","","   .00 %"
"2021-02-25","","","","","","","","   .00 %"
"2021-02-26","","   .00 %","","","","","","   .00 %"
"2021-03-01","","","","","   .00 %","   .00 %","","   .00 %"
"2021-03-03","","","","","","","","   .00 %"
"2021-03-04","","","","","","","","   .00 %"
"2021-03-06","","","","","   .00 %","","","   .00 %"
"2021-03-08","","","","","","","","   .00 %"
"2021-03-11","","   .00 %","","","","   .00 %","","   .00 %"
"2021-03-13","","","","","   .00 %","   .00 %","","   .00 %"
"2021-03-14","","","","","","","","   .00 %"
"2021-03-16","","","","","","","","   .00 %"
"2021-03-17","","","","","","","","   .00 %"
"2021-03-18","","","","","   .00 %","","","   .00 %"
"2021-03-19","","","","","","","","   .00 %"
"2021-03-20","","","","   .00 %","","","   .00 %","   .00 %"
"2021-03-21","","","","","","","","   .00 %"
"2021-03-23","","","","","","","","   .47 %"
"2021-03-24","   .00 %","","","","   .00 %","","","   .00 %"
"2021-03-25","","","","","","","","   .00 %"
"2021-03-27","   .00 %","","","   .00 %","","   .00 %","","   .00 %"
"2021-03-29","","","","","","","","   .00 %"
"2021-04-01","","","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-04-02","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-04-03","","","","","","","","   .00 %"
"2021-04-04","","","   .00 %","","   .00 %","","","   .00 %"
"2021-04-05","","","","","","","","   .00 %"
"2021-04-06","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2021-04-07","","","","   .00 %","  2.63 %","","","   .00 %"
"2021-04-08","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-09","   .00 %","   .00 %","","   .00 %","","","","   .00 %"
"2021-04-10","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2021-04-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-04-12","","","","   .00 %","","","","   .47 %"
"2021-04-13","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
