"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-06-04"," 12.30 %","","   .54 %",""," 12.78 %","  6.30 %"," -3.77 %","   .43 %"," 22.22 %","  1.38 %"," -2.94 %",""," -2.70 %","  5.47 %"," -6.17 %","","  3.57 %",""," -1.09 %"," 12.50 %","  2.41 %"," -6.67 %","-##.## %","  -.70 %","  3.57 %"," 19.51 %","  1.09 %","   .00 %"," -6.39 %"," -2.86 %","","  2.17 %","   .97 %","  3.48 %","  3.98 %","","  2.03 %","  3.09 %","  -.78 %","-14.29 %","","  1.95 %","  1.96 %"," -5.57 %","  6.25 %","",""
"2020-06-05"," 10.22 %","","   .54 %","","  5.60 %","  5.98 %","","   .64 %","","  2.04 %","","","  4.76 %","  3.24 %","  1.32 %","  1.23 %","","","  3.30 %","  4.17 %","","","","   .70 %"," 17.24 %","  4.90 %","  4.30 %"," 12.96 %","  3.41 %","  2.94 %","","  2.13 %","   .96 %","  1.68 %","  5.69 %","  8.00 %","  3.65 %"," 12.00 %","   .52 %","  2.78 %","","  2.77 %","  5.77 %","  1.97 %","  5.15 %","",""
"2020-06-06","  7.95 %","","  1.34 %","","  5.92 %","  5.98 %","  3.27 %","   .00 %","   .00 %","  3.33 %","  1.52 %","","   .00 %","  4.18 %"," 12.99 %","  4.88 %"," 27.59 %","","  2.13 %","  1.33 %","","","",""," -8.82 %","  1.17 %","   .00 %"," -1.64 %"," -1.42 %","   .00 %","","  2.08 %","  1.90 %","   .00 %","  7.24 %","  5.56 %","   .96 %","   .00 %","   .26 %"," -2.70 %","","   .62 %","   .00 %","  1.65 %","   .70 %","",""
"2020-06-07","  7.98 %","","   .26 %","","  7.86 %","  5.51 %","  1.90 %","  1.26 %"," 18.18 %","  7.10 %","","","  3.03 %","  3.21 %","   .00 %","","","","  4.86 %","","","","","   .00 %","  6.45 %","   .00 %","  9.28 %","  8.33 %","  1.44 %","","","  3.06 %","  6.54 %","  2.48 %","  4.32 %","  1.75 %","  4.44 %","  3.57 %","   .52 %"," 16.67 %","","  1.23 %"," 16.36 %","  2.98 %","  3.47 %","",""
"2020-06-08","  7.39 %","","   .26 %","","  7.24 %","  5.19 %","   .00 %","  2.08 %"," 38.46 %","  5.42 %","  2.99 %","","  7.35 %","  3.50 %","  8.05 %","","","","  1.66 %","  6.58 %","","","","   .00 %","  9.09 %","  2.31 %","  5.66 %","  6.15 %","  2.36 %"," 20.00 %","","  2.97 %","  3.51 %","  1.61 %","  4.29 %","  5.17 %","  7.90 %","   .00 %","  1.04 %","","","  2.24 %"," 48.44 %","  1.05 %","  2.68 %","",""
"2020-06-09","  6.35 %","","   .79 %","","  7.96 %","  5.36 %","  3.11 %","   .00 %","  5.56 %","  3.43 %"," -2.90 %","","  1.03 %","  6.20 %","  1.06 %","   .00 %","","","  5.21 %","  8.64 %","","","","   .70 %"," 11.11 %"," 10.53 %","  5.36 %","   .72 %"," -4.61 %","","","","  6.78 %","  -.79 %","  6.49 %"," 11.48 %","  2.82 %","  3.45 %","  2.56 %","","","  3.78 %"," 16.84 %","   .26 %","   .65 %","",""
"2020-06-10","  3.48 %","","","","  8.49 %","  5.68 %","   .60 %","  1.43 %"," 21.05 %","  1.66 %","  1.49 %","","  1.36 %","  5.84 %"," 10.53 %","","  2.70 %","","  3.10 %","  4.55 %","  4.71 %","","",""," 12.50 %","   .00 %","  6.78 %"," 17.99 %","   .97 %","  4.76 %","","","  1.59 %","  7.20 %","  7.11 %"," 20.59 %","  6.58 %"," 10.00 %","  1.75 %","","","  4.98 %","  9.91 %","  1.82 %","  3.25 %","",""
"2020-06-11","  8.17 %","","   .78 %","","  4.99 %","  5.64 %","  1.80 %","  3.82 %","","  5.98 %","","","  1.34 %","  3.85 %","  2.86 %","","","","  6.01 %"," 14.13 %","  1.12 %","","","   .69 %","   .00 %","   .00 %","  5.56 %"," 12.80 %","  4.31 %"," 13.64 %","","  4.81 %","  4.69 %","  2.24 %","  4.74 %"," 19.51 %"," -2.57 %","  7.58 %","   .74 %","  2.38 %","","  3.10 %","  7.38 %","  1.79 %"," -3.14 %","",""
"2020-06-12","  8.44 %","","  1.03 %","","  5.12 %","  5.57 %","  1.76 %","   .77 %","  4.35 %","  1.03 %"," -2.94 %","","  5.28 %","  4.35 %","   .93 %","  1.16 %","","","  8.78 %","   .95 %","  2.22 %","",""," -1.38 %"," 13.33 %","  5.10 %","  1.50 %","  2.16 %"," -2.29 %"," 24.00 %","","  3.67 %","  5.22 %","   .73 %","  5.80 %","  6.12 %","  4.75 %","  4.23 %","  3.66 %","   .00 %","   .88 %","  3.72 %"," -1.53 %","  2.26 %","  4.55 %","",""
"2020-06-13","  6.56 %","","   .26 %","","  5.30 %","  5.26 %","   .00 %","  2.30 %","  8.33 %","  4.57 %","","","  3.45 %","  3.40 %"," 10.09 %","  5.75 %","","","  3.91 %","   .00 %","   .00 %","","","  1.40 %","   .00 %","   .00 %","   .00 %","  1.06 %","  2.35 %"," 20.97 %","","  2.65 %","  7.09 %","   .00 %","  2.57 %"," 14.42 %","  7.56 %","  4.05 %","  4.24 %","  4.65 %","","  8.53 %"," 10.08 %","  3.19 %","  1.24 %","",""
"2020-06-14","  8.08 %","","   .00 %","","  6.55 %","  4.77 %","  1.73 %","","  3.85 %","  5.34 %","  1.52 %","","  4.24 %","  5.52 %","  1.67 %","  1.09 %","  2.63 %","","  4.26 %","  6.60 %","","","","   .69 %","",""," 17.04 %","  3.14 %","  3.21 %"," 20.00 %",""," 13.79 %","  3.31 %","  5.80 %","  3.78 %","  6.72 %"," -6.79 %","  5.84 %","  4.74 %","  4.44 %","   .87 %","  5.50 %","  7.04 %","  3.80 %","  4.29 %","",""
"2020-06-15","  6.41 %","","   .26 %","","  4.27 %","  4.23 %","  2.27 %","  5.07 %","-25.93 %","   .92 %","",""," -2.03 %","  5.94 %","  4.10 %","   .00 %","  5.13 %","","  3.85 %","  8.85 %","   .00 %"," 21.43 %","",""," 21.57 %","  2.59 %","   .00 %"," 18.78 %"," -1.33 %","-36.67 %","","  7.58 %","  7.69 %","  7.53 %","  3.06 %","  7.87 %","  9.55 %","  4.91 %","  5.39 %","  2.13 %","   .86 %","  4.47 %"," 13.82 %","   .69 %","  5.29 %","",""
"2020-06-16","  3.68 %","","  1.02 %","","  3.43 %","  3.01 %","  1.67 %","  1.43 %","","  6.39 %","","","   .30 %","  6.94 %"," -3.15 %","  1.08 %","   .00 %","","  5.09 %"," 34.96 %"," -2.17 %","","","  1.37 %","","  3.15 %"," -1.27 %"," 32.91 %","  2.25 %"," -3.51 %","","  9.15 %","  2.38 %","  2.55 %","  1.20 %","  7.30 %","   .23 %","   .00 %","  3.68 %","-10.42 %","   .00 %","  9.56 %","  3.47 %","  4.09 %","  5.03 %","",""
"2020-06-17","  8.06 %","","   .00 %","","  5.25 %","  3.83 %","  2.19 %"," 13.56 %"," 50.00 %","  6.44 %","   .00 %","","  4.73 %","  7.62 %","  5.69 %","  8.51 %","  7.32 %","","  6.39 %","  7.83 %","  2.22 %"," 29.41 %","","   .00 %"," 14.52 %","  3.36 %"," 24.36 %"," 22.51 %"," 11.01 %"," 18.18 %","","  3.23 %","  6.98 %","  1.86 %","  4.73 %"," 10.20 %"," 11.44 %","  4.68 %","  2.96 %","   .00 %","  -.85 %","  6.25 %","  8.38 %","  4.37 %","-10.64 %","",""
"2020-06-18","  4.78 %","","   .76 %","","   .43 %","  4.26 %"," 12.83 %","   .16 %","-16.67 %","   .40 %","  4.48 %","","   .85 %","  9.40 %"," 14.62 %","  2.94 %","","","   .41 %","  1.12 %",""," 18.18 %",""," -1.35 %","-18.31 %","  3.55 %"," 14.43 %","  6.04 %","  5.95 %"," 10.77 %",""," 21.25 %"," 11.41 %","  3.66 %","  5.79 %","  6.79 %","  5.54 %","  5.59 %","  5.75 %","  9.30 %","  3.45 %","  3.31 %"," 27.84 %","  5.65 %","  7.74 %","",""
"2020-06-19","  4.56 %","","  1.75 %","","  4.48 %","  3.39 %"," 15.64 %","   .15 %"," 12.00 %","  8.84 %","  4.29 %","","  1.96 %","  5.94 %","  1.34 %","  2.86 %"," 29.55 %",""," 11.34 %","  5.52 %","   .00 %"," 15.38 %","","   .68 %","  6.90 %","  8.86 %"," 10.36 %","  1.24 %","  3.37 %"," 11.11 %","","  7.22 %","  4.39 %","  8.82 %","  6.31 %","  6.94 %","  2.92 %","  9.52 %","  5.80 %"," 17.02 %","  -.83 %","  1.19 %"," 42.74 %","  4.55 %"," -1.10 %","",""
"2020-06-20","  5.72 %","","  1.72 %","","  5.48 %","  3.43 %","  4.51 %","  2.47 %","  7.14 %","  2.21 %"," -1.37 %","","   .55 %","  9.41 %","  7.28 %","   .93 %"," 10.53 %",""," 15.93 %","  2.09 %","","","","  2.04 %"," 11.29 %","  4.99 %","  9.80 %"," 14.43 %"," 15.58 %"," 18.75 %","","  3.85 %","  4.67 %","  4.32 %","  5.37 %","  1.08 %","  8.70 %"," 11.11 %","  4.79 %"," 20.00 %","   .00 %"," 15.24 %","  9.89 %","  4.36 %","  6.15 %","",""
"2020-06-21","  2.06 %","","  1.45 %","","  3.45 %","  3.86 %","  5.10 %"," 15.38 %"," 16.67 %","  9.75 %","  9.72 %","","  5.74 %","  5.86 %","  3.70 %","  4.59 %","",""," 11.02 %","  3.59 %","  2.17 %"," -3.33 %","","","  1.45 %","   .25 %"," 11.15 %","   .43 %","  3.76 %","-21.05 %",""," 10.65 %"," 21.88 %","  3.63 %","  4.97 %"," 16.04 %","   .35 %"," 15.65 %","  4.58 %","  3.03 %","  3.36 %","  7.83 %"," 22.62 %","  5.44 %","  6.84 %","",""
"2020-06-22","  4.04 %","","  2.86 %","","  3.39 %","  3.84 %","  4.48 %","  7.58 %"," -8.57 %","  2.30 %"," -2.53 %","","  2.07 %","  4.84 %","  5.95 %","  3.51 %"," 14.29 %",""," 20.72 %","  8.42 %"," -5.32 %","  6.90 %","","   .67 %"," 22.86 %","","  6.02 %"," 11.70 %","  5.14 %"," 37.33 %","","  8.37 %"," 13.19 %"," 18.00 %","  4.38 %","  5.99 %"," 10.75 %"," 16.54 %","   .62 %"," 22.06 %","  -.81 %"," 13.11 %","  2.94 %","  4.30 %","  2.46 %","",""
"2020-06-23","  3.40 %","","   .00 %","","  4.08 %","  3.40 %","  4.29 %","  3.28 %"," 34.38 %"," 14.47 %","  5.19 %",""," 10.63 %","  5.85 %","  1.12 %","   .85 %"," -6.94 %",""," 16.57 %","-24.66 %","   .00 %"," 54.84 %","","  7.95 %","  2.33 %","   .00 %","  6.94 %","  4.95 %"," -1.44 %","","","  4.25 %","  3.56 %"," 20.34 %","  6.84 %","  4.35 %","  6.10 %"," 13.55 %","   .62 %"," -9.64 %"," -1.64 %","  9.51 %","  7.13 %","  1.82 %"," 12.50 %","",""
"2020-06-24"," 12.68 %","","  1.85 %","","  4.27 %","  3.64 %","  7.53 %","  4.94 %","  4.65 %","  2.81 %","  2.47 %","","  2.52 %","  6.93 %"," 11.11 %","  7.56 %","  5.97 %","","  8.69 %"," 38.18 %","  1.12 %","","","  3.07 %"," 14.77 %","   .25 %","  -.29 %"," -1.09 %"," 16.62 %","  6.80 %","","  1.85 %","  5.00 %"," 28.52 %","  2.87 %"," 12.92 %","  7.96 %"," 23.30 %","  4.94 %"," 16.00 %","   .83 %","  4.49 %"," 10.27 %","  6.00 %"," 17.52 %","",""
"2020-06-25"," 12.71 %","","  2.27 %","","  4.88 %","  4.01 %"," 10.51 %","  2.24 %","  4.44 %","  2.73 %","  8.43 %","","  4.91 %","  8.23 %"," 27.50 %","  3.12 %","  2.82 %",""," 19.38 %","  2.63 %","","  4.17 %","","  -.60 %","   .99 %","   .00 %"," 40.24 %","  4.04 %"," 22.50 %"," 22.73 %","","  3.27 %","  6.55 %"," 19.73 %","  6.12 %","  1.85 %","  3.28 %","  6.22 %","  1.32 %"," 16.09 %","  5.79 %","  4.08 %"," 29.31 %","  6.27 %","  2.91 %","",""
"2020-06-26"," 11.65 %","","   .89 %","","  5.54 %","  4.28 %"," 13.26 %","  1.86 %"," 12.77 %"," -8.78 %","  4.44 %",""," 12.13 %","  6.19 %","  7.84 %","  1.52 %"," 19.18 %",""," 15.60 %","-10.68 %","  7.78 %"," 12.00 %",""," -1.20 %","  9.80 %","   .00 %"," 15.19 %","  9.35 %"," 21.43 %"," -3.70 %","","  2.82 %","  6.98 %","  9.15 %","  6.22 %","  6.52 %","  4.37 %","  6.94 %","  3.05 %","  -.99 %"," 10.16 %","  4.90 %"," 20.13 %","  2.45 %"," 10.95 %","",""
"2020-06-27","  2.81 %","","   .88 %","","  5.59 %","  4.04 %","  8.91 %","  1.18 %"," 15.09 %","  7.29 %"," 12.77 %","","  4.74 %","  6.53 %"," 10.55 %","   .75 %"," 32.18 %",""," 15.41 %"," 19.14 %"," -2.06 %"," 17.86 %",""," -2.42 %"," 16.96 %","   .25 %"," 18.68 %"," 15.97 %","   .84 %"," 20.77 %","","  3.08 %","  3.66 %","  7.55 %","  4.36 %"," 15.65 %","  5.45 %","  2.03 %","  1.83 %"," 15.00 %","  4.26 %","  8.41 %"," 12.21 %","  7.44 %","  -.32 %","",""
"2020-06-28","  6.76 %","","   .66 %","","  2.85 %","  3.99 %","  7.48 %","  4.47 %"," 13.11 %","   .27 %"," 11.32 %",""," 28.08 %","  6.42 %","  7.89 %",""," -4.35 %",""," 17.25 %","   .40 %","  2.11 %","  7.58 %","","   .62 %"," 27.48 %","   .00 %"," 14.51 %","  1.53 %"," 17.67 %","  7.01 %","","  9.63 %","  6.05 %"," 12.09 %","  3.04 %"," 25.59 %","  4.09 %","  8.55 %","  2.90 %"," 20.00 %","  2.04 %","  8.81 %","  8.31 %","  6.41 %"," 15.97 %","",""
"2020-06-29","  4.98 %","","   .22 %","","  3.78 %","  4.11 %"," 14.78 %","  2.55 %","  1.45 %"," 18.43 %"," 10.17 %","","  8.06 %","  4.75 %","  6.40 %","   .74 %"," 21.82 %",""," 15.47 %","   .80 %"," -3.09 %"," 18.31 %",""," -2.47 %"," 16.17 %","   .74 %","  8.22 %","   .00 %","  6.09 %"," 12.50 %","","   .91 %","   .95 %","  8.87 %","  3.75 %","  3.51 %","  4.27 %"," 16.48 %","   .94 %"," 10.87 %","  6.67 %","  2.32 %"," 13.33 %","  6.51 %"," 22.31 %","",""
"2020-06-30","  2.44 %","","   .00 %","","  3.38 %","  4.21 %","  1.89 %","  6.55 %"," 15.71 %","  7.78 %"," 16.15 %",""," 11.26 %","  5.39 %","  5.44 %","  2.21 %","  4.48 %",""," 11.13 %","   .79 %","  5.32 %","  5.95 %","","   .00 %","-10.31 %","   .00 %","  4.48 %","  3.29 %","  3.60 %"," 27.51 %","","  3.60 %","  5.65 %"," 12.14 %","  4.76 %","  2.71 %","  4.43 %","  7.23 %","  5.99 %"," 12.42 %"," 12.50 %","   .88 %","  5.40 %","  5.54 %"," 11.04 %","",""
"2020-07-01","  2.81 %","","   .22 %","","  4.23 %","  3.78 %","  4.28 %","   .75 %","  6.17 %","  7.43 %"," 12.58 %","","  3.29 %","  4.56 %","  8.97 %","  3.60 %","  4.29 %",""," 11.82 %","  3.54 %",""," 20.22 %","",""," 17.24 %","   .99 %"," 13.47 %","  1.06 %"," 21.39 %"," 11.20 %","","  6.09 %","  1.56 %","  4.84 %","  3.86 %","  2.86 %","  1.59 %","  2.79 %","  4.27 %","  8.14 %","  4.44 %","  1.92 %","  5.81 %","  3.17 %","  9.13 %","",""
"2020-07-02","  1.77 %","","","","  2.82 %","  3.41 %","  8.38 %","  3.98 %","  8.14 %"," 18.58 %","  8.82 %",""," 15.83 %","  4.07 %","  8.73 %","  2.78 %","  6.85 %","","  9.66 %"," -1.14 %"," -2.02 %","  9.35 %","","  3.80 %"," 14.71 %","   .49 %"," 12.29 %"," 16.93 %","  9.34 %"," 23.51 %","","  5.19 %","  2.19 %","  8.83 %","  4.75 %","  6.00 %","  7.31 %","  7.70 %","  5.90 %"," -1.08 %","  3.19 %","  9.14 %","  9.90 %","  4.45 %"," 14.13 %","",""
"2020-07-03","  2.01 %","","","","  5.72 %","  3.34 %","  6.09 %","  1.69 %"," 15.05 %","  2.83 %","  8.11 %","","  8.36 %","  5.63 %"," 12.16 %","  2.70 %","  8.97 %","","  9.29 %","  5.00 %","  4.12 %","  1.71 %","","","  7.69 %","   .24 %","  6.92 %","  9.76 %","  9.03 %"," 13.60 %","","  1.04 %","  2.79 %"," 15.73 %","  4.22 %","  3.43 %","  2.63 %","  6.36 %","  4.78 %"," 17.39 %","  1.55 %","  7.49 %","  9.60 %","  3.45 %"," 10.59 %","",""
"2020-07-04","   .92 %","","   .65 %","","  3.52 %","  2.86 %"," 10.39 %","  6.56 %","  4.67 %","  2.43 %","  8.00 %","","  1.91 %","  5.81 %"," 12.88 %","  1.97 %","  2.94 %",""," 10.34 %","  2.20 %","  3.96 %","  3.36 %","","  1.83 %"," 16.67 %","   .48 %"," 13.04 %"," 10.74 %","  6.23 %"," 13.03 %","","  4.37 %","   .63 %","  6.26 %","  5.83 %","  2.15 %","  6.16 %"," 10.34 %","  6.62 %"," 20.83 %","   .51 %","  7.98 %","  5.10 %","  5.59 %"," 15.17 %","",""
"2020-07-05","  3.39 %","","   .43 %","","  4.38 %","  2.58 %","  4.07 %","  3.20 %","  8.04 %"," 11.23 %"," 12.04 %","","  7.30 %","  5.95 %","  1.45 %","  6.45 %","  5.71 %","","  8.20 %","  2.15 %","  3.81 %","   .81 %","","   .60 %"," 19.05 %","   .24 %","  7.20 %","  6.00 %","  4.19 %"," 20.47 %","","  9.85 %","  3.11 %","  2.44 %","  4.57 %","  2.87 %","  3.75 %","  9.71 %","  4.89 %","  -.77 %","  3.03 %","  6.03 %"," 10.27 %"," 10.12 %"," 14.45 %","",""
"2020-07-06","  1.64 %","","  1.50 %","","  3.32 %","  2.58 %","  8.23 %","  1.59 %","  5.79 %","  2.99 %"," 16.53 %","","  3.40 %","  7.15 %"," 13.93 %","  2.42 %","  8.11 %","","  6.21 %","  8.77 %","  3.67 %"," 20.97 %","","  1.19 %","  7.14 %","  1.20 %","  4.98 %","  3.92 %","  3.30 %"," 10.16 %","","  4.48 %","   .60 %"," 11.79 %","  3.68 %","  2.60 %","  9.38 %","  3.29 %","  8.16 %","  8.88 %","  7.84 %","  1.48 %","  2.48 %","  3.88 %","  8.94 %","",""
"2020-07-07","  1.61 %","","   .00 %","","  1.30 %","  1.73 %","  4.61 %","  5.09 %"," -3.12 %","   .69 %","  -.71 %","","  2.25 %","  3.92 %"," 18.65 %","  2.37 %","  1.50 %","","  7.76 %","  1.29 %","  4.42 %","","",""," 11.47 %","","  1.72 %","  9.97 %","  4.05 %","  2.13 %",""," 13.30 %","  6.80 %","  8.33 %","  4.46 %","  4.17 %"," 11.41 %","  5.48 %"," 16.25 %"," 14.18 %","  7.73 %","  3.91 %","  5.91 %","   .08 %"," 25.95 %","",""
"2020-07-08","  3.78 %","","  2.53 %","","  3.93 %","  1.78 %"," 10.49 %","  5.29 %"," 25.81 %","  1.23 %","  3.57 %","","   .86 %","  4.73 %"," 15.19 %","  4.62 %","  6.90 %","","  8.21 %","  3.50 %"," 10.17 %","  6.67 %","","  1.76 %","  7.42 %","","  4.39 %","   .99 %","  5.16 %","  6.08 %","","  5.30 %","  2.06 %","  6.14 %","  5.80 %","  6.61 %"," 10.03 %","  1.70 %","   .39 %","  3.11 %"," 10.55 %","  2.09 %","  7.68 %","  8.60 %","  5.70 %","",""
"2020-07-09","  6.82 %","","  1.03 %","","  2.37 %","  1.69 %"," 10.68 %","  4.74 %"," 33.97 %","   .41 %","  5.86 %",""," 19.77 %","  2.29 %"," 10.67 %","  1.66 %","  2.76 %","","  4.79 %","  7.69 %"," 13.08 %","  7.50 %",""," -1.16 %"," 10.24 %","   .24 %","  4.02 %","  5.96 %","  6.62 %"," 10.47 %","","  5.58 %","  5.87 %","  6.94 %","  6.72 %","  6.53 %"," 12.58 %","  8.64 %","  8.38 %","  5.72 %","  1.15 %","  2.60 %","  3.81 %","  2.32 %"," 22.88 %","",""
"2020-07-10","  2.53 %","","  1.02 %","","  3.37 %","  1.68 %","  4.39 %","   .88 %","  7.18 %","  1.08 %","  4.56 %","","  5.33 %","  2.01 %"," 10.88 %","  2.72 %","   .90 %","","  3.46 %","  -.86 %","  2.04 %","  5.23 %","","   .58 %","  7.88 %","   .00 %","  5.29 %","   .78 %","  8.54 %","  6.67 %","","  1.53 %","  8.49 %","  7.79 %","  3.37 %","  4.13 %"," 11.12 %","  8.80 %"," 10.08 %","  7.98 %","  8.68 %","  3.73 %","  6.06 %","  2.99 %","  8.97 %","",""
"2020-07-11","  3.33 %","","  2.41 %","","  3.10 %","  1.59 %","  6.63 %","  1.14 %","  6.25 %","   .80 %"," 13.08 %","","  6.29 %","  3.84 %"," 12.43 %","  3.17 %","  7.11 %","","  5.03 %","  1.73 %","  8.00 %"," -1.10 %","","  1.16 %","  6.74 %","   .00 %","  4.91 %","  3.39 %","  8.43 %","  9.17 %",""," 11.24 %","  4.31 %","  7.96 %","  5.70 %","  1.91 %","  8.98 %"," 10.05 %","  5.03 %","  2.37 %","  2.08 %","  2.24 %","  5.47 %","  3.12 %","  5.47 %","",""
"2020-07-12","  1.45 %","","   .79 %","","  3.15 %","  1.55 %"," 10.42 %","  1.06 %","  1.26 %","  4.11 %","  5.51 %","","  3.95 %"," 12.06 %","  8.56 %","  2.56 %","  4.98 %","","  5.59 %"," -1.70 %","  7.41 %","  2.23 %","","   .57 %","  7.89 %","","  4.23 %","  3.14 %","  5.67 %","  9.67 %","","  2.71 %","  5.36 %","  7.13 %","  3.64 %","  2.02 %","  6.45 %","  7.35 %","  7.92 %","  6.70 %","  1.02 %","  5.16 %","  5.72 %","   .27 %"," 13.09 %","",""
"2020-07-13","  2.25 %","","","","  2.01 %","  1.60 %","  2.38 %","  1.64 %","  7.05 %","   .25 %","  8.62 %","","  3.13 %"," 10.35 %"," 14.17 %","   .50 %","  3.95 %","","  7.60 %","  7.78 %","  8.62 %"," 21.31 %","","  1.14 %","  9.43 %","","  2.33 %","  8.35 %","  5.37 %","  3.36 %","","  5.58 %","  3.20 %","  7.75 %","  4.13 %","  8.35 %","  5.48 %","  6.25 %","  6.66 %","  4.11 %","  3.70 %","  2.80 %","  4.69 %","  9.80 %","  1.25 %","",""
"2020-07-14","  2.50 %","","  5.65 %","","  3.26 %","  1.39 %"," 14.64 %","   .90 %","   .78 %"," 19.92 %","  6.97 %","","  3.09 %","  2.82 %","  8.18 %","  2.49 %","  4.18 %","","  6.91 %","  2.41 %","  7.41 %"," 16.22 %","","   .56 %","  8.32 %","","  3.38 %","   .61 %","  3.01 %"," 12.57 %",""," 14.33 %","  4.08 %","  2.84 %","  5.22 %","  2.48 %","  4.70 %","  7.32 %","  3.20 %","  6.96 %","  3.57 %","  1.96 %","  6.75 %","  7.55 %"," 15.63 %","",""
"2020-07-15","  1.56 %","","  7.93 %","","  2.20 %","  1.63 %","  7.50 %","  3.77 %","  1.54 %"," 12.70 %","  2.02 %","","  3.94 %","  4.01 %","  8.18 %","  1.46 %"," 11.68 %","","  4.89 %","  1.31 %","  4.43 %","  7.36 %","","  1.69 %","  7.00 %","   .00 %","  6.13 %","  4.01 %","  1.34 %","  9.97 %","","  2.19 %","  9.61 %","  3.08 %","  3.85 %","  1.15 %"," 10.77 %","  5.77 %","  8.42 %","  3.69 %","  7.21 %","  3.88 %","  3.00 %","  5.63 %","  7.25 %","",""
"2020-07-16","  2.12 %","","  2.39 %","","  1.91 %","  1.44 %","  3.33 %","  1.35 %","  9.47 %"," 11.92 %","  1.76 %","","  3.54 %","  1.29 %","  8.37 %","  3.35 %","  7.19 %","","  3.63 %","  2.06 %","  8.96 %"," 15.52 %","","  5.52 %","  6.54 %","   .47 %","  4.38 %","  8.59 %","  3.42 %","  7.71 %","","  2.02 %","  3.21 %","  3.95 %","  7.05 %","  2.52 %","  6.29 %","  4.85 %","  6.20 %","  5.44 %"," 11.40 %","  6.39 %","  7.96 %","  5.82 %","  5.61 %","",""
"2020-07-17","  2.07 %","","  1.67 %","","  1.43 %","  1.52 %","  8.58 %","  2.67 %"," 12.11 %"," 13.67 %","  -.87 %","","  2.83 %","  2.60 %","  7.93 %","  6.48 %","  5.18 %","","  3.44 %","   .00 %"," 20.35 %"," 15.94 %","","  4.71 %","  9.15 %","   .00 %","  3.78 %","  3.07 %","  2.97 %","  6.06 %","","  7.82 %"," 14.00 %","  8.57 %","  2.74 %","  1.84 %","  6.43 %","  5.36 %","  5.25 %","  1.59 %","  7.35 %","  4.10 %","  5.31 %","  5.87 %","  7.24 %","",""
"2020-07-18","  2.21 %","","  1.81 %","","  3.60 %","  1.46 %","  6.72 %","  2.07 %"," 16.67 %","  7.90 %","  1.97 %","","  3.65 %","  2.19 %","  7.15 %","  5.65 %","  9.86 %","","  2.37 %","  5.56 %","  9.71 %"," 10.51 %","","  2.00 %","  3.75 %","   .00 %","  2.98 %","  5.59 %","  2.20 %"," 14.13 %",""," 10.06 %"," 18.78 %","  6.51 %","  4.48 %","  3.50 %","  5.15 %","  6.09 %","  6.78 %","   .59 %","  5.87 %","  1.94 %","  5.13 %","  4.76 %","  6.07 %","",""
"2020-07-19","  1.90 %","","  2.26 %","","  3.18 %","  1.49 %","  7.24 %","  2.61 %"," 17.99 %","  9.51 %","   .86 %","","  5.27 %","  4.87 %","  5.99 %","  5.76 %","  2.11 %","","  2.58 %","  3.59 %","  3.61 %"," 18.54 %","","  4.90 %","  7.97 %","","  5.44 %","  3.21 %","  2.74 %","  6.47 %","","  7.57 %","  2.65 %","  5.05 %","  4.69 %","  4.20 %","  4.59 %","  6.54 %","  4.11 %","  9.51 %","  9.24 %","  3.57 %","  3.51 %","  3.56 %","  8.51 %","",""
