"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-05-15","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-16","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-05-17","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-05-18","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-19","","   .00 %","","","","","   .00 %","","","","","","","",""
"2020-05-20","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-21","","","","","","","","","","   .00 %","","","","",""
"2020-05-23","","","","","","   .00 %","","   .00 %","","","","","","",""
"2020-05-25","","","","   .00 %","","","","   .00 %","","","","","","",""
"2020-05-26","","","","   .00 %","","","","   .00 %","","","","","","",""
"2020-05-27","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-28","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-05-29","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-05-30","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %"
"2020-05-31","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-01","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-04","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-05","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-09","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","","","","","",""
"2020-06-10","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-12","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-16","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-17","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-18","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","-50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","","   .00 %","   .00 %","   .00 %","-66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-23","","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-33.33 %","-50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-26","   .00 %","   .00 %","","   .00 %","-50.00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-28","   .00 %","   .00 %","","   .00 %","   .00 %"," 25.00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-06-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-60.00 %","-16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","-60.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"
"2020-07-01","","   .00 %","   .00 %","   .00 %","","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-66.67 %","-66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-03","","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-04","   .00 %","   .00 %","","   .00 %","   .00 %","","-25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %","","-50.00 %","","   .00 %"," ##.## %"
"2020-07-06","-66.67 %","-50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-07"," ##.## %"," ##.## %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %"
"2020-07-08","-33.33 %","-50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","-25.00 %","   .00 %","","   .00 %","   .00 %","-50.00 %","   .00 %"," ##.## %","   .00 %"
"2020-07-09","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","-50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","-50.00 %","   .00 %"
"2020-07-10","   .00 %"," ##.## %","   .00 %","   .00 %","-33.33 %"," ##.## %","-33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-11","-50.00 %","","   .00 %","   .00 %"," 50.00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","","   .00 %"," ##.## %","","   .00 %"
"2020-07-12","   .00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","-50.00 %","   .00 %"," ##.## %","","   .00 %",""
"2020-07-13"," ##.## %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","-75.00 %","-66.67 %","   .00 %"," ##.## %","   .00 %"
"2020-07-14"," 66.67 %"," 66.67 %"," 25.00 %","   .00 %","","","-25.00 %","   .00 %","   .00 %","",""," ##.## %","   .00 %"," ##.## %"," ##.## %"
"2020-07-15","-10.00 %","-20.00 %","-20.00 %","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %","-33.33 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","-60.00 %"
"2020-07-16","-66.67 %"," 25.00 %"," ##.## %","   .00 %","   .00 %","","-80.00 %","   .00 %"," ##.## %"," ##.## %","   .00 %","-25.00 %","   .00 %",""," ##.## %"
"2020-07-17"," ##.## %","   .00 %","-37.50 %","   .00 %"," 33.33 %","   .00 %"," ##.## %","   .00 %","-37.50 %","-33.33 %","","   .00 %"," ##.## %","   .00 %","-25.00 %"
"2020-07-18"," 16.67 %","-80.00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","","   .00 %","-20.00 %"," 50.00 %","   .00 %","-33.33 %","-50.00 %"," 25.00 %","-66.67 %"
"2020-07-19","-57.14 %"," ##.## %","-16.67 %","","-75.00 %","-12.50 %","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %"," ##.## %",""," ##.## %"
"2020-07-20"," ##.## %"," ##.## %","-10.00 %",""," ##.## %","   .00 %","-57.14 %","   .00 %","","   .00 %","-37.50 %","-28.57 %","-66.67 %","   .00 %","-66.67 %"
"2020-07-21","   .00 %"," 60.00 %"," 11.11 %","   .00 %","-44.44 %",""," 33.33 %","   .00 %","   .00 %","   .00 %"," 40.00 %"," 80.00 %","   .00 %"," ##.## %","   .00 %"
"2020-07-22","","-37.50 %","-30.00 %","   .00 %"," ##.## %","   .00 %"," 25.00 %","   .00 %","-40.00 %","   .00 %","-57.14 %","-66.67 %"," ##.## %"," 33.33 %","   .00 %"
"2020-07-23","   .00 %","-40.00 %"," ##.## %","","-53.33 %","-40.00 %"," 40.00 %","","   .00 %",""," ##.## %"," 66.67 %"," 25.00 %","-62.50 %","   .00 %"
"2020-07-24","","-66.67 %","-21.43 %","","-57.14 %"," 50.00 %"," 14.29 %","","-66.67 %","   .00 %"," 16.67 %","-40.00 %","-80.00 %"," 66.67 %",""
"2020-07-25","   .00 %"," ##.## %","-45.45 %","   .00 %"," ##.## %","-33.33 %","-25.00 %","   .00 %","   .00 %","   .00 %","-57.14 %","   .00 %"," ##.## %"," 60.00 %","   .00 %"
"2020-07-26","   .00 %","-20.00 %"," 50.00 %","","-88.89 %","-16.67 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 66.67 %"," ##.## %","-25.00 %","-37.50 %","   .00 %"
"2020-07-27"," 50.00 %"," 75.00 %","-22.22 %","","","   .00 %","-66.67 %","   .00 %","   .00 %","","-60.00 %","   .00 %"," 33.33 %"," 80.00 %","-50.00 %"
"2020-07-28","   .00 %","-28.57 %","-28.57 %","","   .00 %","-20.00 %"," ##.## %","","","   .00 %","-50.00 %"," 12.50 %","   .00 %","-88.89 %","   .00 %"
"2020-07-29"," ##.## %"," 20.00 %"," ##.## %","","-72.73 %","   .00 %","-50.00 %","","   .00 %"," 25.00 %"," ##.## %","-77.78 %"," 75.00 %"," ##.## %"," ##.## %"
"2020-07-30","   .00 %","   .00 %","-35.71 %",""," ##.## %","-25.00 %"," 60.00 %","","   .00 %","-80.00 %","-50.00 %"," ##.## %","-42.86 %","-50.00 %"," ##.## %"
"2020-07-31"," 12.50 %"," 16.67 %","-22.22 %","   .00 %"," 44.44 %","-66.67 %","   .00 %","   .00 %"," 50.00 %"," ##.## %"," ##.## %","-37.50 %","-75.00 %"," ##.## %","-83.33 %"
"2020-08-01","-33.33 %","-14.29 %"," 14.29 %","","-46.15 %"," ##.## %","-25.00 %","","-66.67 %","-50.00 %","   .00 %"," 60.00 %"," ##.## %"," 50.00 %","   .00 %"
"2020-08-02","-66.67 %","-50.00 %","-12.50 %",""," 14.29 %"," ##.## %","   .00 %",""," ##.## %"," ##.## %"," 25.00 %","-12.50 %"," 50.00 %","-33.33 %"," ##.## %"
"2020-08-03","   .00 %","   .00 %","-71.43 %","","-75.00 %","-72.73 %","-50.00 %",""," ##.## %"," 16.67 %"," 40.00 %"," 28.57 %"," 33.33 %"," ##.## %","-33.33 %"
"2020-08-04"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %","","-87.50 %","   .00 %","-14.29 %","-77.78 %","-75.00 %","-90.91 %",""
"2020-08-05","-66.67 %"," 14.29 %","   .00 %",""," 33.33 %","-44.44 %","-62.50 %",""," ##.## %","-42.86 %"," 66.67 %"," ##.## %"," ##.## %"," ##.## %","   .00 %"
"2020-08-06"," ##.## %","   .00 %"," 42.86 %","","-43.75 %"," 20.00 %","-33.33 %",""," ##.## %"," 50.00 %","-80.00 %","-66.67 %","   .00 %","   .00 %"," 50.00 %"
"2020-08-07","-10.00 %"," 25.00 %","-30.00 %","","   .00 %","   .00 %"," ##.## %",""," 16.67 %"," 50.00 %"," 50.00 %"," 25.00 %","   .00 %"," ##.## %"," ##.## %"
"2020-08-08"," 22.22 %","-20.00 %","-14.29 %",""," 55.56 %","-33.33 %"," ##.## %","","   .00 %","-11.11 %"," ##.## %","   .00 %"," 66.67 %"," 11.11 %","-71.43 %"
"2020-08-09","-27.27 %"," 25.00 %","   .00 %","","-14.29 %","   .00 %","-30.00 %",""," 57.14 %","-50.00 %"," 14.29 %"," 20.00 %","-40.00 %","   .00 %"," ##.## %"
"2020-08-10","-37.50 %","-40.00 %","-33.33 %","","-16.67 %","","-14.29 %","","   .00 %"," 25.00 %","-12.50 %","-16.67 %"," 66.67 %","-10.00 %","-12.50 %"
"2020-08-11"," ##.## %"," ##.## %"," 25.00 %","","-10.00 %","   .00 %","-50.00 %","","-36.36 %","   .00 %","-14.29 %"," 40.00 %","   .00 %","-33.33 %","-14.29 %"
"2020-08-12","-46.15 %","-16.67 %","   .00 %",""," 44.44 %","-33.33 %"," 33.33 %",""," 57.14 %"," ##.## %"," 50.00 %","-14.29 %","   .00 %","-33.33 %"," 16.67 %"
"2020-08-13"," 14.29 %","-40.00 %"," ##.## %","","-23.08 %","-50.00 %"," 50.00 %","","-45.45 %","-40.00 %","-33.33 %","   .00 %","   .00 %"," 25.00 %","   .00 %"
"2020-08-14","-25.00 %"," 66.67 %","   .00 %","","   .00 %"," ##.## %"," ##.## %","","   .00 %"," 66.67 %","   .00 %","   .00 %","-40.00 %"," ##.## %","-14.29 %"
"2020-08-15"," 16.67 %","   .00 %","-20.00 %","","-10.00 %"," 50.00 %","-41.67 %","","-16.67 %","-40.00 %","-16.67 %","   .00 %"," ##.## %","-20.00 %"," 16.67 %"
"2020-08-16"," 14.29 %","   .00 %"," 25.00 %","","-33.33 %","   .00 %"," 28.57 %","","-20.00 %"," 50.00 %","-20.00 %"," 16.67 %","-33.33 %","   .00 %","-14.29 %"
"2020-08-17","-37.50 %","-20.00 %","   .00 %",""," 16.67 %","   .00 %","-44.44 %",""," ##.## %","-77.78 %"," 50.00 %","-28.57 %"," 25.00 %","-25.00 %"," 16.67 %"
"2020-08-18"," 80.00 %"," 75.00 %","-60.00 %",""," 28.57 %","   .00 %"," 80.00 %","","-15.38 %"," ##.## %","-16.67 %","   .00 %","   .00 %","   .00 %","-85.71 %"
"2020-08-19","-11.11 %","  7.14 %"," 25.00 %","","-22.22 %","   .00 %","-77.78 %","","-45.45 %"," ##.## %"," 20.00 %","   .00 %","   .00 %","-16.67 %"," ##.## %"
"2020-08-20","   .00 %","  6.67 %"," 60.00 %","","-14.29 %","-33.33 %"," ##.## %",""," 83.33 %","-40.00 %","-16.67 %"," 20.00 %","-40.00 %"," 60.00 %"," 75.00 %"
"2020-08-21","   .00 %","   .00 %"," 37.50 %","","-50.00 %"," 50.00 %","-50.00 %","","-63.64 %"," 33.33 %","   .00 %","   .00 %",""," 62.50 %","   .00 %"
"2020-08-22"," 37.50 %","-18.75 %","-27.27 %",""," ##.## %","   .00 %"," ##.## %",""," ##.## %","-16.67 %","   .00 %","   .00 %","   .00 %","-38.46 %"," 14.29 %"
"2020-08-23","-72.73 %","-15.38 %","-50.00 %","","-50.00 %","   .00 %"," 25.00 %",""," 12.50 %"," 60.00 %"," 20.00 %","-16.67 %","-33.33 %"," 62.50 %","   .00 %"
"2020-08-24"," ##.## %","-27.27 %"," ##.## %",""," ##.## %"," 66.67 %","-80.00 %",""," 11.11 %","-37.50 %"," 16.67 %"," 40.00 %"," ##.## %","-92.31 %","   .00 %"
"2020-08-25"," 83.33 %"," ##.## %","-11.11 %","","-33.33 %","-20.00 %","","","   .00 %","-40.00 %","-14.29 %","-14.29 %","-75.00 %"," ##.## %"," 25.00 %"
"2020-08-26","-45.45 %","-50.00 %"," 37.50 %","","-33.33 %"," 25.00 %","   .00 %","","-10.00 %","-16.67 %","-33.33 %","-16.67 %"," ##.## %","-25.00 %","-20.00 %"
"2020-08-27","   .00 %"," 12.50 %"," -9.09 %",""," 25.00 %","-20.00 %"," ##.## %","","-33.33 %"," ##.## %","   .00 %"," 20.00 %","-20.00 %"," 16.67 %","-12.50 %"
"2020-08-28","-16.67 %"," 11.11 %","-40.00 %","","-20.00 %"," 25.00 %","-53.85 %",""," 33.33 %","-27.27 %"," 25.00 %","   .00 %","-75.00 %"," 14.29 %"," 28.57 %"
"2020-08-29"," 20.00 %"," 50.00 %"," 33.33 %",""," 50.00 %","-60.00 %","   .00 %","","-37.50 %"," 37.50 %","-20.00 %","-16.67 %"," ##.## %","   .00 %","-77.78 %"
"2020-08-30"," 16.67 %","-20.00 %","-25.00 %","","-33.33 %"," ##.## %","-16.67 %","","-20.00 %"," 27.27 %"," 50.00 %","-20.00 %"," 25.00 %","-12.50 %"," ##.## %"
"2020-08-31","   .00 %","-25.00 %"," 16.67 %",""," 75.00 %","-60.00 %"," 20.00 %",""," ##.## %","-14.29 %","-33.33 %"," 50.00 %","-80.00 %","   .00 %","-11.11 %"
"2020-09-01","   .00 %"," 55.56 %"," 42.86 %","","   .00 %"," ##.## %","-33.33 %","","-66.67 %","-50.00 %","   .00 %"," 16.67 %"," ##.## %"," 57.14 %","-37.50 %"
"2020-09-02","-42.86 %","-28.57 %","-60.00 %","","-42.86 %"," 50.00 %","-75.00 %",""," ##.## %"," 83.33 %","   .00 %","-14.29 %"," 50.00 %","-18.18 %","-60.00 %"
"2020-09-03"," 75.00 %","-10.00 %"," ##.## %",""," ##.## %"," 16.67 %"," ##.## %","","-62.50 %","-45.45 %","   .00 %","-66.67 %","-33.33 %","-22.22 %"," ##.## %"
"2020-09-04","-57.14 %","   .00 %","-40.00 %","","-11.11 %","-28.57 %","-50.00 %",""," ##.## %"," 33.33 %","   .00 %"," ##.## %","   .00 %","-14.29 %"," 60.00 %"
