"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-06-05","1","0","0","2","0","0","0","8","1","1","0","1","1","-1","0","2"
"2020-06-06","3","-1","0","0","0","0","0","10","7","4","3","0","2","0","0","0"
"2020-06-07","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7"
"2020-06-08","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2020-06-09","0","0","0","0","0","1","0","13","0","0","7","0","0","0","0","2"
"2020-06-10","0","0","0","0","0","0","0","15","1","3","4","1","1","0","0","0"
"2020-06-11","3","0","1","0","0","0","0","13","3","4","2","0","2","0","1","5"
"2020-06-12","1","0","0","0","0","0","0","4","2","0","4","1","3","0","0","6"
"2020-06-13","3","0","1","0","0","0","0","13","2","7","1","1","3","0","0","2"
"2020-06-14","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2020-06-15","0","0","1","0","0","0","0","6","1","0","0","0","0","0","0","4"
"2020-06-16","1","1","0","0","0","0","2","11","0","2","3","3","1","-1","0","2"
"2020-06-17","1","0","0","0","0","0","0","11","4","2","3","0","0","0","0","0"
"2020-06-18","3","0","0","0","0","0","0","19","1","3","6","0","0","0","0","2"
"2020-06-19","2","1","2","0","0","0","0","17","0","2","5","2","1","0","0","6"
"2020-06-20","3","0","0","0","0","0","0","18","0","0","2","1","-1","0","0","2"
"2020-06-21","0","0","0","1","0","0","0","-1","1","0","0","0","0","0","0","2"
"2020-06-22","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2020-06-23","1","0","0","1","0","0","0","29","2","2","5","1","0","0","0","4"
"2020-06-24","6","0","1","0","0","0","1","27","3","17","8","4","1","0","0","3"
"2020-06-25","0","0","0","0","0","0","0","4","2","1","17","3","0","0","0","1"
"2020-06-26","6","0","0","0","0","0","1","24","4","7","-6","1","0","0","0","4"
"2020-06-27","6","0","1","0","0","0","0","23","1","2","2","2","2","0","1","4"
"2020-06-28","0","0","0","0","0","0","0","5","0","0","0","2","2","0","0","5"
"2020-06-29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"2020-06-30","1","2","0","0","0","0","0","25","0","1","5","4","4","0","1","4"
"2020-07-01","4","4","2","1","0","0","0","46","2","5","7","4","0","0","1","4"
"2020-07-02","1","0","1","0","0","0","1","26","1","1","0","3","0","-1","1","5"
"2020-07-03","0","2","1","0","0","0","0","22","0","1","2","1","2","0","-1","4"
"2020-07-04","0","0","0","0","0","0","0","15","0","1","0","0","0","0","0","3"
"2020-07-05","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","4"
"2020-07-06","0","0","0","0","0","0","0","-2","0","0","0","3","0","0","0","3"
"2020-07-07","7","3","1","0","0","0","1","52","5","1","20","3","3","1","1","0"
"2020-07-08","1","3","0","3","0","0","0","26","1","1","0","0","0","0","0","1"
"2020-07-09","1","0","0","2","0","0","0","53","2","-1","11","1","0","0","0","6"
"2020-07-10","0","0","0","1","0","0","0","37","1","0","0","1","0","0","0","4"
"2020-07-11","0","2","1","0","0","0","0","44","0","0","13","1","0","0","0","8"
"2020-07-12","3","0","4","0","0","0","0","40","1","9","1","4","2","0","4","18"
"2020-07-13","0","1","0","0","1","0","0","7","0","0","0","0","0","0","0","0"
"2020-07-14","0","4","0","3","0","0","0","58","1","2","11","0","2","-1","6","5"
"2020-07-15","1","0","0","1","1","0","0","79","0","1","9","2","1","0","2","0"
"2020-07-16","0","0","3","-1","0","0","0","34","3","1","13","3","0","1","0","1"
"2020-07-17","1","1","0","1","0","0","0","63","4","2","7","3","1","0","3","5"
"2020-07-18","4","1","1","0","1","0","1","70","9","6","17","8","4","-1","11","15"
"2020-07-19","0","0","0","0","0","0","0","29","0","1","-2","0","2","0","0","1"
"2020-07-20","0","0","0","0","0","0","0","12","1","1","0","0","0","0","7","2"
"2020-07-21","5","1","1","3","0","0","1","71","7","5","9","5","3","0","5","18"
"2020-07-22","0","-1","0","1","1","0","0","43","0","1","1","4","1","0","0","5"
"2020-07-23","2","2","3","1","0","0","0","52","6","2","13","1","1","0","2","4"
"2020-07-24","0","7","0","0","0","0","0","67","1","0","4","0","2","0","-1","0"
"2020-07-25","11","5","2","0","1","0","0","75","4","12","8","8","3","0","4","10"
"2020-07-26","0","-1","0","0","0","0","0","15","1","0","1","1","0","0","1","1"
"2020-07-27","0","0","0","0","0","0","0","-1","1","1","0","-1","0","0","-1","0"
"2020-07-28","0","2","0","0","0","0","0","75","6","1","13","1","0","1","0","5"
"2020-07-29","0","0","2","3","0","0","1","33","3","1","0","0","0","-1","0","4"
"2020-07-30","1","3","3","5","2","0","0","96","4","7","19","9","1","0","5","17"
"2020-07-31","1","1","0","0","1","0","0","43","0","0","9","4","0","1","1","7"
"2020-08-01","5","1","0","0","0","0","0","35","4","1","3","4","0","0","0","0"
"2020-08-02","1","0","-2","0","0","0","0","12","0","0","0","1","0","0","1","5"
"2020-08-03","0","1","1","0","0","0","0","7","0","0","0","0","0","0","1","4"
"2020-08-04","0","0","1","0","2","0","0","45","4","4","3","1","0","0","2","4"
"2020-08-05","1","2","0","5","1","0","0","51","4","5","4","3","1","0","1","9"
"2020-08-06","1","0","-2","2","0","0","1","55","0","0","11","2","0","0","0","0"
"2020-08-07","0","0","2","2","1","0","1","48","4","2","2","10","1","0","2","4"
"2020-08-08","1","0","0","0","2","0","0","40","0","0","7","-1","1","0","0","6"
"2020-08-09","0","0","0","0","1","0","0","6","3","1","0","0","0","0","0","2"
"2020-08-10","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1"
"2020-08-11","0","2","0","2","1","0","0","26","3","2","12","0","0","0","1","-4"
"2020-08-12","0","2","2","1","2","0","0","111","7","2","4","8","1","0","3","5"
"2020-08-13","1","1","0","0","0","0","0","24","2","0","6","0","1","0","0","1"
"2020-08-14","0","0","0","1","1","0","0","19","1","1","13","2","0","0","1","1"
"2020-08-15","2","0","1","0","1","0","0","49","3","3","6","3","0","0","1","0"
"2020-08-16","0","0","0","0","0","0","0","11","0","0","1","0","0","0","0","2"
"2020-08-17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-08-18","0","0","1","0","0","0","0","16","1","0","3","2","0","0","0","0"
"2020-08-19","2","0","0","0","0","0","1","85","4","5","3","0","0","0","1","4"
"2020-08-20","1","0","0","0","0","0","0","42","2","0","-3","5","0","0","2","1"
"2020-08-21","0","0","0","0","1","0","0","4","0","0","0","0","0","-1","0","0"
"2020-08-22","3","-1","1","1","0","0","1","33","3","3","17","1","0","1","0","5"
"2020-08-23","0","0","0","0","0","0","0","14","0","0","0","0","0","0","1","0"
"2020-08-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
