"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-10-22","  4.00 %","  2.24 %","  5.00 %","  1.86 %","   .00 %","   .00 %","   .68 %","   .00 %","  1.66 %"," 13.87 %","  2.35 %"," 40.00 %","  1.34 %","   .00 %","  1.86 %","   .00 %"," 22.22 %","   .00 %","   .53 %","  3.33 %","   .00 %","   .65 %","  1.04 %","   .84 %","  3.65 %","   .00 %","  4.00 %","   .67 %","","  2.17 %"
"2020-10-23","  7.33 %","  1.37 %","  9.00 %","  1.86 %","   .00 %","   .00 %","   .68 %","   .00 %","  1.23 %"," 11.01 %","  2.35 %"," 40.00 %","  1.07 %","   .00 %","  2.73 %","   .00 %"," 31.70 %"," 16.67 %"," 12.83 %","  3.33 %","   .00 %","   .65 %","  1.02 %","   .72 %","  3.65 %","   .00 %","  5.11 %","  1.96 %","","  2.17 %"
"2020-10-24","  4.76 %","   .81 %","  9.00 %","   .91 %","   .00 %","   .00 %","   .68 %","   .00 %","   .82 %","  9.31 %","  9.72 %"," 40.00 %","  1.01 %","  8.57 %","  1.78 %","   .00 %"," 35.98 %"," 16.67 %"," 12.83 %","  3.33 %","   .00 %","   .65 %","  1.16 %","   .64 %","  2.60 %","   .00 %","  5.11 %","  2.56 %","","  1.36 %"
"2020-10-25","  4.76 %","   .81 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .68 %","   .00 %","   .39 %","  7.04 %","  9.72 %"," 40.00 %","  1.25 %","  8.57 %","  1.78 %","   .00 %"," 37.75 %"," 16.67 %"," 12.94 %","   .00 %","   .00 %","   .65 %","  1.47 %","   .49 %","  1.94 %","   .00 %","  7.43 %","  1.90 %","","  1.31 %"
"2020-10-26","  4.76 %","   .81 %","  4.00 %","  1.74 %","   .00 %","   .00 %","   .22 %","   .00 %","  1.16 %","  4.98 %","  7.37 %","   .00 %","  1.25 %","  8.57 %","  1.78 %","   .00 %"," 37.75 %"," 16.67 %"," 12.94 %"," 14.29 %","   .00 %","   .00 %","  1.62 %","   .48 %","  5.00 %","   .00 %","  2.63 %","  5.43 %","","  1.94 %"
"2020-10-27","  4.76 %","   .00 %","  4.00 %","  1.74 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.16 %","  3.44 %","  7.37 %","   .00 %","  1.73 %","  8.57 %","  1.70 %","   .00 %"," 15.52 %"," 16.67 %"," 13.25 %"," 14.29 %","   .00 %","   .00 %","  1.77 %","   .41 %","  5.00 %","   .00 %","  2.63 %","  5.43 %","","  1.94 %"
"2020-10-28","  1.43 %","   .26 %","   .00 %","  3.34 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.16 %","  3.66 %"," 10.45 %"," 13.33 %","  3.36 %","  8.57 %","  8.03 %","   .00 %","  9.29 %","   .00 %","   .94 %"," 14.29 %"," 20.00 %","   .00 %","  2.05 %","   .44 %","  5.00 %","   .00 %","  1.52 %","  4.14 %","","  2.54 %"
"2020-10-29"," 13.33 %","   .52 %","   .00 %","  4.08 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  1.16 %","  2.82 %","  3.08 %"," 21.33 %","  2.35 %","  2.00 %"," 10.39 %","   .00 %","  5.01 %","   .91 %","   .94 %"," 14.29 %"," 20.00 %","   .00 %","  1.40 %","   .33 %","  7.59 %"," 12.00 %","  1.52 %","  3.53 %","","  3.64 %"
"2020-10-30"," 13.33 %","   .52 %","   .00 %","  4.08 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  5.21 %","  2.96 %","  3.08 %"," 21.33 %","  2.10 %","  2.00 %"," 11.44 %","   .00 %","  3.24 %","   .91 %","   .61 %"," 14.29 %"," 20.00 %","   .00 %","   .92 %","   .84 %","  9.25 %"," 12.00 %"," -4.80 %","  3.53 %","","  3.00 %"
"2020-10-31"," 13.33 %","   .52 %","   .00 %","  2.34 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  4.75 %","  2.46 %","  3.08 %"," 21.33 %","  5.54 %","  2.00 %"," 11.44 %","   .00 %","  8.82 %","   .91 %","   .91 %","  3.33 %"," 20.00 %","   .00 %","  2.10 %","  1.30 %","  4.45 %"," 12.00 %","   .00 %","   .00 %","","  3.45 %"
"2020-11-01"," 14.13 %","  1.02 %","   .00 %","  2.34 %","   .00 %"," 25.00 %","  3.33 %","   .00 %","  5.34 %","  2.05 %","  4.41 %"," 21.33 %","  5.07 %","  2.00 %"," 10.61 %","   .00 %","  8.82 %","   .91 %","   .60 %","  3.33 %"," 20.00 %","   .00 %","  2.22 %","  1.81 %","  4.83 %"," 12.00 %","   .00 %","   .00 %","","  3.45 %"
"2020-11-02"," 14.13 %","   .76 %","   .00 %","   .74 %","   .00 %"," 17.00 %","  5.62 %","  2.22 %","  5.34 %","  2.24 %","  1.33 %","  8.00 %","  3.44 %","  2.00 %","  3.41 %","   .00 %","  5.95 %","   .91 %","   .60 %","  6.19 %","   .00 %","   .00 %","  2.16 %","  2.17 %","  5.02 %"," 12.00 %","   .00 %","   .00 %","","  2.85 %"
"2020-11-03","   .80 %","   .75 %","   .00 %","   .71 %"," 17.27 %"," 12.00 %","  8.35 %","  2.22 %","  5.34 %","  2.17 %","  1.33 %","   .00 %","  3.81 %","   .00 %","  1.05 %","   .00 %","  6.66 %","   .00 %","   .60 %","  6.19 %","   .00 %","   .00 %","  2.43 %","  2.23 %","  2.43 %","   .00 %","   .00 %","   .00 %","","  1.08 %"
"2020-11-04","  1.57 %","   .75 %","   .00 %","  2.09 %"," 24.10 %"," 12.00 %"," 11.81 %","  2.22 %","  1.19 %","  1.64 %","  1.33 %","   .00 %","  3.99 %","   .00 %","   .00 %","   .00 %","  6.66 %","   .00 %","   .59 %","  6.19 %","   .00 %","   .00 %","  2.56 %","  1.69 %","  1.13 %","  2.50 %","  1.05 %","  1.00 %","","  1.08 %"
"2020-11-05","  1.57 %","   .75 %","   .00 %","  2.09 %"," 29.19 %"," 12.00 %"," 11.81 %","  2.22 %","  1.46 %","  2.24 %","  1.33 %","   .00 %","  1.26 %","   .00 %","  1.00 %","  3.33 %","  1.08 %","   .00 %","   .29 %","  2.86 %","   .00 %","   .62 %","  1.35 %","  1.12 %","   .94 %","  2.50 %","  1.05 %","  1.48 %","","   .00 %"
"2020-11-06","  2.99 %","   .49 %","  3.33 %","  4.03 %"," 29.19 %"," 12.83 %","  8.48 %","  2.22 %","  1.42 %","  1.95 %","  1.88 %","   .00 %","  3.16 %","  1.82 %","  1.48 %","  6.19 %","  1.08 %","   .00 %","  2.03 %","  2.86 %","   .00 %","   .62 %","  1.60 %","   .76 %","   .92 %","  2.50 %","  2.05 %","  2.87 %","","   .00 %"
"2020-11-07","  3.66 %","   .73 %","  3.33 %","  4.62 %"," 29.19 %","   .83 %","  6.32 %","  2.00 %","  1.42 %","  1.35 %","  1.88 %","   .00 %","  3.32 %","  1.82 %","  1.48 %","  6.19 %","  1.40 %","   .87 %","  2.30 %","   .00 %","   .00 %","   .62 %","  1.81 %","   .33 %","   .91 %","  2.50 %","  3.96 %","  3.31 %","","   .00 %"
"2020-11-08","  4.30 %","   .72 %","  3.33 %","  3.90 %"," 11.92 %","   .83 %","  3.59 %","  3.82 %","  1.42 %","   .86 %","  1.88 %","   .00 %","  3.26 %","  1.82 %","  1.48 %","  6.19 %","  1.02 %","   .87 %","  2.30 %","   .00 %","   .00 %","  1.23 %","  1.79 %","   .32 %","   .91 %","  2.50 %","  3.96 %","  3.31 %","","   .00 %"
"2020-11-09","  3.53 %","  1.66 %","  3.33 %","  3.67 %","  5.09 %","  1.63 %","   .13 %","  3.82 %","  1.13 %","   .90 %","  1.88 %","  2.86 %","  3.08 %","  1.82 %","  1.94 %","  6.19 %","  1.02 %","   .87 %","  2.01 %","   .00 %","   .00 %","  1.23 %","  2.02 %","   .39 %","   .72 %","   .00 %","  2.90 %","  2.73 %","","   .00 %"
"2020-11-10","  4.16 %","  1.66 %","  3.33 %","  3.67 %","   .29 %","  1.63 %","   .26 %","  5.48 %","  1.10 %","   .29 %","  1.88 %","  2.86 %","  2.37 %","  1.82 %","  1.40 %","  4.11 %","  1.35 %","  1.70 %","  2.01 %","   .00 %","   .00 %","  1.19 %","  2.12 %","   .42 %","   .89 %","   .00 %","  2.90 %","  2.26 %","","   .00 %"
"2020-11-11","  3.15 %","  1.87 %","   .00 %","  1.73 %","   .58 %","  1.57 %","   .26 %","  5.48 %","  1.07 %","   .25 %","   .00 %","  2.86 %","   .62 %","  1.67 %","   .92 %","  4.78 %","  1.35 %","  2.50 %","   .79 %","   .00 %","   .00 %","  1.77 %","  2.19 %","   .19 %","   .70 %","  2.22 %","  1.90 %","   .86 %","","  1.03 %"
"2020-11-12","  2.48 %","  2.07 %","   .00 %","  1.68 %","   .58 %","  1.57 %","   .25 %","  3.48 %","  1.07 %","   .33 %","   .57 %","  2.86 %","   .77 %","  1.67 %","   .92 %","  4.78 %","   .66 %","  1.63 %","   .78 %","   .00 %","   .00 %","  2.32 %","  1.65 %","   .29 %","   .70 %","  2.22 %","   .00 %","   .84 %","","  1.03 %"
"2020-11-13","  2.41 %","  1.62 %","   .00 %","  1.68 %","  1.14 %","  1.57 %","   .25 %","  1.67 %","  1.32 %","   .29 %","  1.13 %","  2.86 %","   .61 %","  1.67 %","  1.36 %","  4.78 %","   .65 %","  1.63 %","  1.29 %","   .00 %","   .00 %","  1.72 %","  1.97 %","   .29 %","   .70 %","  2.22 %","   .00 %","  1.25 %","","  1.03 %"
"2020-11-14","  2.96 %","   .89 %","   .00 %","   .54 %","  1.41 %","   .77 %","   .25 %","  1.67 %","  1.32 %","   .33 %","  1.13 %","","   .91 %","  3.21 %","  1.33 %","  4.78 %","  1.29 %","  1.63 %","  1.29 %","  1.25 %","   .00 %","  1.72 %","  1.72 %","   .29 %","   .69 %","  2.22 %","   .00 %","  1.22 %","","  1.03 %"
"2020-11-15","  3.42 %","   .89 %","   .00 %","","  1.12 %","   .77 %","","   .00 %","  1.29 %","   .29 %","  1.13 %","","  1.06 %","  4.63 %","   .88 %","  3.53 %","  1.57 %","  1.57 %","  1.29 %","  1.25 %","   .00 %","  1.67 %","  1.92 %","   .25 %","   .52 %","  2.22 %","   .00 %","  1.22 %","","  1.03 %"
"2020-11-16","  2.72 %","   .87 %","   .00 %","   .54 %","   .84 %","   .00 %","   .38 %","   .00 %","  1.01 %","   .37 %","  1.13 %","   .00 %","  1.05 %","  2.97 %","   .88 %","   .00 %","  1.87 %","   .77 %","   .76 %","  2.43 %","   .00 %","  1.10 %","  2.40 %","   .32 %","   .68 %","   .00 %","   .00 %","  1.62 %","","   .49 %"
"2020-11-17","  2.72 %","   .43 %","   .00 %","   .54 %","  1.11 %","   .00 %","   .38 %","   .00 %","  1.25 %","   .37 %","   .56 %","   .00 %","   .74 %","  2.97 %","  1.30 %","   .00 %","  2.17 %","  2.25 %","  1.00 %","  2.43 %","   .00 %","   .54 %","  2.78 %","   .19 %","   .68 %","   .00 %","   .00 %","  1.58 %","","   .49 %"
"2020-11-18","  3.65 %","   .65 %","  2.86 %","   .00 %","   .81 %","   .00 %","   .62 %","   .00 %","  1.48 %","   .32 %","   .00 %","   .00 %","   .88 %","  4.30 %","   .86 %","   .00 %","  1.84 %","  2.25 %","   .73 %","  2.43 %","   .00 %","   .54 %","  2.80 %","   .16 %","   .84 %","   .00 %","   .00 %","  1.18 %","","   .96 %"
"2020-11-19","  3.56 %","   .85 %","  2.86 %","   .00 %","   .54 %","   .00 %","   .62 %","   .00 %","  1.48 %","   .32 %","   .00 %","   .00 %","   .87 %","  2.76 %","  2.09 %","   .00 %","  2.08 %","  2.25 %","   .97 %","  1.18 %","   .00 %","   .54 %","  2.69 %","   .16 %","  1.00 %","   .00 %","  1.74 %","  2.66 %","","   .96 %"
"2020-11-20","  2.48 %","   .85 %","  2.86 %","   .53 %","   .54 %","   .00 %","   .62 %","   .00 %","   .97 %","   .28 %","   .00 %","   .00 %","   .86 %","  1.33 %","  2.48 %","   .00 %","  1.46 %","  1.48 %","   .97 %","  1.18 %","   .00 %","  1.58 %","  3.02 %","   .19 %","  1.48 %","   .00 %","  1.74 %","  2.66 %","","   .96 %"
"2020-11-21","  2.87 %","  1.04 %","  2.86 %","  1.04 %","   .54 %","   .00 %","   .49 %","   .00 %","   .73 %","   .24 %","   .00 %","   .00 %","   .72 %","  1.33 %","  2.48 %","   .00 %","  1.44 %","  1.48 %","  1.44 %","   .00 %","   .00 %","  1.58 %","  2.23 %","   .25 %","  1.77 %","   .00 %","  1.74 %","  2.62 %","","   .48 %"
"2020-11-22","  3.31 %","  1.24 %","  2.86 %","  1.04 %","   .27 %","   .00 %","   .74 %","   .00 %","   .48 %","   .20 %","   .00 %","  2.50 %","  1.14 %","  2.58 %","  2.43 %","   .00 %","  1.42 %","   .69 %","   .95 %","  1.11 %","   .00 %","  1.58 %","  1.72 %","   .25 %","  1.61 %","   .00 %","  1.74 %","  2.57 %","","  1.41 %"
"2020-11-23","  2.66 %","  1.44 %","   .00 %","  1.04 %","   .00 %","   .00 %","   .36 %","  1.54 %","   .24 %","   .24 %","  1.08 %","  2.50 %","   .98 %","  1.25 %","  2.80 %","   .00 %","  1.96 %","  1.36 %","   .71 %","  1.11 %","   .00 %","  2.07 %","  1.13 %","   .22 %","  1.44 %","   .00 %","  1.74 %","  2.57 %","","   .93 %"
"2020-11-24","  3.01 %","  1.41 %","   .00 %","  1.04 %","   .00 %","   .00 %","   .36 %","  1.54 %","   .24 %","   .36 %","  1.08 %","  2.50 %","   .83 %","  1.25 %","  1.50 %","   .00 %","  1.36 %","  1.36 %","   .47 %","  1.11 %","   .00 %","  2.07 %","  1.58 %","   .25 %","  1.27 %","   .00 %","   .00 %","   .68 %","","   .93 %"
"2020-11-25","  3.80 %","  1.60 %","   .00 %","   .51 %","   .00 %","   .00 %","   .60 %","  1.54 %","   .24 %","   .48 %","  1.59 %","  2.50 %","   .69 %","  2.43 %","  1.11 %","   .00 %","  1.36 %","  1.36 %","   .70 %","  1.11 %","   .00 %","   .49 %","   .82 %","   .25 %","   .78 %","   .00 %","   .00 %","  1.02 %","","  1.82 %"
"2020-11-26","  3.26 %","  1.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","  1.54 %","   .24 %","   .44 %","  2.09 %","  2.50 %","  1.50 %","  2.43 %","  1.11 %","   .00 %","  1.34 %","  1.36 %","   .23 %","  1.11 %","   .00 %","   .49 %","   .89 %","   .19 %","   .15 %","   .00 %","   .00 %","  1.33 %","","  1.82 %"
"2020-11-27","  2.83 %","  1.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","  1.54 %","   .24 %","   .36 %","  2.58 %","   .00 %","  1.34 %","  1.18 %","   .73 %","   .00 %","  1.06 %","   .67 %","   .23 %","  1.05 %","   .00 %","   .96 %","   .89 %","   .28 %","   .46 %","   .00 %","   .00 %","   .99 %","","   .89 %"
"2020-11-28","  1.98 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %","   .47 %","   .32 %","  1.50 %","   .00 %","  1.46 %","  1.18 %","   .36 %","  1.00 %","   .78 %","   .00 %","   .23 %","  1.05 %","   .00 %","   .94 %","  1.06 %","   .31 %","   .90 %","   .00 %","   .80 %","   .99 %","","   .89 %"
"2020-11-29","  1.16 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %","   .92 %","   .12 %","  1.50 %","","  1.83 %","  1.18 %","   .00 %","  1.00 %","   .52 %","   .00 %","   .23 %","  1.05 %","   .00 %","  1.40 %","   .70 %","   .25 %","   .90 %","   .00 %","   .80 %","   .99 %","","   .89 %"
"2020-11-30","   .38 %","   .75 %","   .00 %","   .50 %","   .00 %","   .00 %","   .35 %","  1.43 %","   .92 %","   .00 %","   .99 %","   .00 %","  2.08 %","   .00 %","   .36 %","  1.00 %","   .77 %","   .00 %","   .45 %","  1.05 %","   .00 %","  1.40 %","  1.21 %","   .28 %","  1.04 %","   .00 %","  1.57 %","   .66 %","","   .43 %"
"2020-12-01","   .74 %","   .56 %","   .00 %","   .50 %","   .00 %","   .00 %","   .47 %","  1.43 %","  1.14 %","   .16 %","   .49 %","   .00 %","  1.76 %","   .00 %","   .36 %","  1.00 %","   .76 %","   .00 %","   .68 %","  2.05 %","   .00 %","  1.84 %","  1.19 %","   .40 %","  1.19 %","   .00 %","  1.57 %","   .63 %","","  1.26 %"
"2020-12-26","  1.10 %","   .37 %","   .00 %","   .99 %","   .00 %","   .00 %","   .47 %","  1.43 %","  1.14 %","   .23 %","   .00 %","   .00 %","  1.74 %","   .00 %","   .36 %","  1.00 %","  1.25 %","   .00 %","   .68 %","  1.00 %","   .00 %","","  1.18 %","   .33 %","  1.03 %","   .00 %","  1.57 %","   .94 %","","  1.26 %"
"2020-12-27","  1.10 %","   .37 %","   .00 %","  1.46 %","   .00 %","   .00 %","   .46 %","  1.43 %","   .68 %","   .35 %","   .00 %","   .00 %","  1.95 %","   .00 %","   .36 %","   .00 %","  1.48 %","   .00 %","   .68 %","  1.00 %","   .00 %","","  1.01 %","   .36 %","   .86 %","   .00 %","   .77 %","  1.25 %","","  1.26 %"
"2020-12-28","  2.15 %","   .55 %","  2.50 %","  1.46 %","   .00 %","   .00 %","   .46 %","  2.76 %","   .66 %","   .54 %","   .48 %","   .00 %","  1.44 %","   .00 %","   .36 %","   .95 %","  1.71 %","   .00 %","   .90 %","  1.00 %","","","  1.17 %","   .42 %","   .72 %","   .00 %","   .77 %","  1.84 %","","  1.66 %"
"2020-12-29","  2.48 %","   .55 %","  2.50 %","   .96 %","   .00 %","   .00 %","   .46 %","  1.33 %","   .66 %","   .66 %","   .48 %","   .00 %","  1.31 %","  1.11 %","   .00 %","   .95 %","  1.69 %","   .65 %","   .44 %","  1.00 %","","  1.80 %","   .66 %","   .48 %","   .57 %","   .00 %","  1.48 %","  1.84 %","","  1.23 %"
"2020-12-30","  2.07 %","   .72 %","  2.50 %","   .96 %","   .00 %","","   .23 %","  1.33 %","   .44 %","   .57 %","   .48 %","   .00 %","   .82 %","  1.11 %","   .35 %","   .95 %","  1.44 %","   .65 %","   .44 %","   .00 %","","","   .41 %","   .42 %","   .71 %","   .00 %","  2.17 %","  1.21 %","","   .79 %"
"2020-12-31","  2.36 %","   .72 %","  2.50 %","   .94 %","   .00 %","   .00 %","   .68 %","  1.33 %","   .65 %","   .65 %","   .48 %","   .00 %","   .59 %","  2.16 %","   .35 %","   .95 %","   .95 %","   .65 %","   .65 %","   .00 %","   .00 %","  1.33 %","   .48 %","   .54 %","   .56 %","   .00 %","  2.17 %","   .90 %","","   .79 %"
"2021-01-01","  2.36 %","   .54 %","  2.50 %","   .47 %","   .00 %","   .00 %","   .57 %","  1.33 %","   .87 %","   .53 %","   .48 %","   .00 %","   .11 %","  3.16 %","   .35 %","   .95 %","   .47 %","   .65 %","   .65 %","   .00 %","   .00 %","   .88 %","   .48 %","   .48 %","   .28 %","","  2.84 %","   .60 %","","   .79 %"
"2021-01-02","  2.24 %","   .36 %","   .00 %","   .47 %","   .00 %","   .00 %","   .57 %","   .00 %","   .43 %","   .34 %","   .00 %","   .00 %","   .11 %","  3.16 %","   .35 %","   .00 %","   .46 %","   .65 %","   .43 %","   .00 %","   .00 %","","   .24 %","   .47 %","   .69 %","   .00 %","  2.84 %","   .29 %","","   .39 %"
"2021-01-03","  1.91 %","   .18 %","   .00 %","   .47 %","   .00 %","","   .57 %","   .00 %","   .43 %","   .38 %","   .47 %","   .00 %","   .46 %","  2.05 %","   .35 %","   .00 %","   .23 %","   .00 %","   .43 %","   .00 %","","   .88 %","   .24 %","   .35 %","   .96 %","   .00 %","  1.36 %","   .58 %","","   .78 %"
"2021-01-04","  1.58 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","   .57 %","   .00 %","   .85 %","   .37 %","   .47 %","   .00 %","   .46 %","  2.05 %","   .00 %","   .91 %","   .46 %","   .62 %","   .43 %","   .95 %","   .00 %","","   .32 %","   .29 %","   .68 %","   .00 %","   .67 %","   .58 %","","   .38 %"
"2021-01-05","  1.83 %","   .35 %","   .00 %","   .45 %","   .00 %","   .00 %","   .22 %","   .00 %","   .63 %","   .33 %","   .47 %","   .00 %","   .46 %","  1.95 %","   .00 %","  1.78 %","   .68 %","   .62 %","  1.05 %","   .95 %","   .00 %","   .86 %","   .32 %","   .26 %","   .82 %","   .00 %","   .67 %","   .58 %","","   .38 %"
"2021-01-06","  1.83 %","   .35 %","  4.44 %","   .45 %","   .00 %","   .00 %","   .11 %","   .00 %","   .42 %","   .33 %","   .47 %","   .00 %","   .46 %","  1.86 %","   .00 %","  1.78 %","  1.13 %","   .02 %","  1.05 %","   .95 %","","","   .47 %","   .32 %","   .82 %","   .00 %","   .00 %","  1.14 %","","   .38 %"
"2021-01-07","   .90 %","   .35 %","  4.44 %","   .90 %","   .26 %","   .00 %","   .11 %","   .00 %","   .42 %","   .41 %","   .47 %","   .00 %","   .57 %","  1.86 %","   .00 %","  1.78 %","   .90 %","   .02 %","  1.05 %","   .95 %","","","   .47 %","   .26 %","   .54 %","   .00 %","   .00 %","   .85 %","","   .38 %"
"2021-01-08","   .90 %","   .88 %","  4.44 %","   .90 %","   .26 %","","   .44 %","   .00 %","   .83 %","   .30 %","   .00 %","   .00 %","   .11 %","  1.86 %","   .00 %","  1.78 %","   .90 %","   .02 %","  1.26 %","   .95 %","   .00 %","   .43 %","   .47 %","   .32 %","   .27 %","   .00 %","   .65 %","   .84 %","","   .00 %"
"2021-01-09","  1.47 %","  1.05 %","  4.44 %","   .90 %","   .26 %","","   .55 %","   .00 %","   .82 %","   .29 %","   .45 %","   .00 %","   .11 %","  1.86 %","   .00 %","   .87 %","   .67 %","  -.61 %","  1.04 %","   .00 %","   .00 %","  1.68 %","   .39 %","   .35 %","   .27 %","   .00 %","   .65 %","   .84 %","","   .00 %"
"2021-01-10","   .57 %","   .69 %","  4.44 %","   .44 %","   .26 %","   .00 %","   .55 %","   .00 %","   .82 %","   .18 %","   .90 %","   .00 %","   .11 %","  2.65 %","   .00 %","   .00 %","   .44 %","  -.61 %","   .20 %","   .00 %","   .00 %","","   .31 %","   .23 %","   .26 %","   .00 %","   .65 %","   .84 %","","   .00 %"
"2021-01-11","   .57 %","   .86 %","   .00 %","   .88 %","   .26 %","   .00 %","   .76 %","   .00 %","   .82 %","   .40 %","   .90 %","   .00 %","   .11 %","  1.74 %","   .00 %","   .00 %","   .22 %","   .00 %","   .40 %","   .00 %","   .00 %","  2.07 %","   .15 %","   .23 %","   .26 %","   .00 %","   .65 %","   .27 %","","   .00 %"
"2021-01-12","   .57 %","   .86 %","   .00 %","   .43 %","   .00 %","","   .76 %","   .00 %","  1.21 %","   .51 %","   .90 %","   .00 %","   .00 %","  2.54 %","   .00 %","   .00 %","   .22 %","   .00 %","   .60 %","   .00 %","   .00 %","  2.07 %","   .23 %","   .23 %","   .13 %","   .00 %","   .65 %","   .54 %","","   .00 %"
"2021-01-13","   .57 %","   .50 %","   .00 %","   .43 %","   .00 %","   .00 %","   .54 %","   .00 %","  1.19 %","   .54 %","   .90 %","   .00 %","   .00 %","  2.54 %","   .00 %","  1.67 %","   .22 %","   .00 %","   .40 %","   .91 %","","  1.64 %","   .23 %","   .17 %","   .13 %","   .00 %","   .00 %","   .27 %","","   .00 %"
"2021-01-14","   .00 %","   .33 %","   .00 %","   .43 %","   .00 %","   .00 %","   .43 %","   .00 %","   .78 %","   .51 %","   .88 %","   .00 %","   .00 %","  2.54 %","   .00 %","  1.67 %","   .22 %","   .00 %","   .40 %","   .91 %","","  1.64 %","   .23 %","   .20 %","   .13 %","   .00 %","  1.25 %","   .54 %","","   .38 %"
"2021-01-15","   .00 %","   .33 %","  1.82 %","   .43 %","   .00 %","   .00 %","   .32 %","   .00 %","   .78 %","   .54 %","   .43 %","   .00 %","   .11 %","   .80 %","   .00 %","  1.67 %","   .22 %","   .00 %","   .40 %","   .91 %","","","   .23 %","   .26 %","   .00 %","   .00 %","  1.84 %","   .54 %","","   .38 %"
"2021-01-16","   .28 %","   .17 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .97 %","   .32 %","   .43 %","   .00 %","   .22 %","  1.57 %","   .00 %","  1.67 %","   .22 %","   .00 %","   .20 %","   .91 %","   .00 %","   .39 %","   .23 %","   .23 %","   .13 %","   .00 %","  1.84 %","   .54 %","","   .38 %"
"2021-01-17","   .28 %","   .17 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .58 %","   .14 %","   .86 %","   .00 %","   .22 %","   .77 %","   .00 %","  1.67 %","   .22 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .23 %","   .23 %","   .26 %","   .00 %","  1.84 %","   .53 %","","   .38 %"
"2021-01-18","   .55 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .21 %","   .00 %","   .19 %","   .18 %","   .86 %","  2.22 %","   .22 %","   .77 %","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .23 %","   .26 %","   .00 %","  1.84 %","   .53 %","","   .38 %"
"2021-01-19","   .55 %","   .00 %","  1.82 %","   .00 %","   .00 %","","   .21 %","   .00 %","   .38 %","   .14 %","   .43 %","  2.22 %","   .22 %","   .77 %","   .34 %","   .77 %","   .43 %","   .00 %","   .20 %","   .00 %","   .00 %","","   .38 %","   .23 %","   .26 %","   .00 %","   .59 %","   .26 %","","   .00 %"
"2021-01-20","   .55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .42 %","   .00 %","   .57 %","   .11 %","   .43 %","  2.22 %","   .11 %","   .77 %","   .34 %","   .77 %","   .43 %","   .00 %","   .39 %","   .00 %","   .00 %","","   .38 %","   .31 %","   .26 %","   .00 %","   .00 %","   .26 %","","   .00 %"
"2021-01-21","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .38 %","   .18 %","   .43 %","  2.22 %","   .11 %","   .00 %","   .34 %","   .77 %","   .42 %","   .00 %","   .39 %","   .00 %","   .00 %","","   .38 %","   .28 %","   .13 %","   .00 %","   .00 %","   .26 %","","   .37 %"
"2021-01-22","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .56 %","   .21 %","   .00 %","  2.22 %","   .11 %","   .74 %","   .34 %","   .77 %","   .42 %","   .00 %","   .58 %","   .87 %","   .00 %","","   .30 %","   .31 %","   .00 %","   .00 %","   .57 %","   .00 %","","   .37 %"
