"date","New Hampshire/Belknap","New Hampshire/Carroll","New Hampshire/Cheshire","New Hampshire/Coos","New Hampshire/Grafton","New Hampshire/Hillsborough","New Hampshire/Merrimack","New Hampshire/Nashua","New Hampshire/Rockingham","New Hampshire/Strafford","New Hampshire/Sullivan","New Hampshire/Unassigned"
"2020-07-19","4","0","2","0","1","265","20","","92","13","1","0"
"2020-07-20","4","0","2","0","1","265","20","","92","13","1","0"
"2020-07-21","4","0","2","0","1","267","20","","92","13","1","0"
"2020-07-22","4","1","2","0","1","267","20","","93","13","1","0"
"2020-07-23","4","1","2","0","1","270","20","","93","13","1","0"
"2020-07-24","4","1","2","0","1","271","20","","94","13","1","0"
"2020-07-25","4","1","2","0","1","272","21","","94","13","1","0"
"2020-07-26","4","1","2","0","1","272","21","","94","13","1","0"
"2020-07-27","4","1","2","0","1","272","21","","94","13","1","0"
"2020-07-28","4","1","2","0","1","272","21","","94","13","1","0"
"2020-07-29","4","1","2","0","1","274","21","","94","13","1","0"
"2020-07-30","4","1","2","0","1","277","21","","95","13","1","0"
"2020-07-31","4","1","2","0","1","277","21","","95","13","1","0"
"2020-08-01","4","1","2","0","1","278","21","","95","13","1","0"
"2020-08-02","4","1","2","0","1","279","21","","95","13","1","0"
"2020-08-03","4","1","2","0","1","279","21","","95","13","1","0"
"2020-08-04","4","1","3","0","1","279","21","","95","13","1","0"
"2020-08-05","4","1","3","0","1","279","21","","95","13","1","0"
"2020-08-06","4","1","3","0","1","279","21","","96","13","1","0"
"2020-08-07","4","1","3","0","1","279","21","","96","13","1","0"
"2020-08-08","4","1","3","0","1","279","21","","96","13","1","0"
"2020-08-09","4","1","3","0","1","279","21","","96","13","1","0"
"2020-08-10","4","1","3","0","1","279","21","","96","13","1","0"
"2020-08-11","4","1","3","0","1","279","21","","96","13","1","0"
"2020-08-12","4","1","3","0","1","280","21","","96","13","1","0"
"2020-08-13","4","1","3","0","1","280","23","","96","13","1","0"
"2020-08-14","4","1","3","0","1","281","23","","96","13","1","0"
"2020-08-15","4","1","3","0","1","281","23","","96","13","1","0"
"2020-08-16","4","1","3","0","1","281","23","","96","13","1","0"
"2020-08-17","4","1","3","0","1","281","23","","96","13","1","0"
"2020-08-18","4","1","3","0","1","281","23","","97","13","1","0"
"2020-08-19","4","1","3","0","1","282","23","","99","13","1","0"
"2020-08-20","4","1","3","0","1","283","23","","99","13","1","0"
"2020-08-21","4","1","3","0","1","283","23","","99","13","1","0"
"2020-08-22","4","1","3","0","1","284","23","","99","13","1","0"
"2020-08-23","4","1","3","0","1","284","23","","99","13","1","0"
"2020-08-24","4","1","3","0","1","284","23","","99","13","1","0"
