"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-04-08","0","","","","","0","","0","","","","","","","0","","0","","",""
"2020-04-09","","","","","","0","","0","","","","0","","","","0","","","",""
"2020-04-10","","","","","","0","","0","","","","0","","","","","","","",""
"2020-04-11","","","","","","0","","0","","","0","","","","","","","","",""
"2020-04-12","","","","","","0","","","","","","","","","0","","","","",""
"2020-04-13","","","","","","0","","","","","","","","","","","","","",""
"2020-04-14","","","","","","0","","0","","","0","","","","","","","","",""
"2020-04-15","","","","","","0","","","","","","","","","","","","","",""
"2020-04-16","","","","","","0","","0","","","0","","","","","","","","",""
"2020-04-17","","","","","","","","","","","0","","","","","","","","",""
"2020-04-18","","","","","","0","","","","","0","","","","","","","","",""
"2020-04-19","","","","","","0","","0","","","","","","","","","","","",""
"2020-04-20","","","","","","0","","","","","","","","","","","","","",""
"2020-04-21","","","","","","0","","0","","","","0","","","","","","","",""
"2020-04-22","","","","","","0","","","","0","0","0","","","","","","","",""
"2020-04-23","","","","0","","","","","","0","0","","","","","0","","","",""
"2020-04-24","","","","","","","","0","","","","","","","","","","","",""
"2020-04-25","","","","","","0","","","","0","","","","","","","","","",""
"2020-04-26","","","","0","","","","","","0","","","","","","","","","",""
"2020-04-27","","","1","0","","6","","","","0","4","1","","","","1","","","",""
"2020-04-28","","","","","","2","","2","","","","","","","","","","","",""
"2020-04-29","","","","","","3","","3","","","3","","","","1","0","","","",""
"2020-04-30","","","","","","2","","2","","","1","1","","","1","","","","",""
"2020-05-01","","","1","","","4","","4","","","","","","","","","","","",""
"2020-05-02","","","","2","","6","","","","","","","","","","","","0","",""
"2020-05-03","","","","0","","","","1","","0","","","","","","","","","",""
"2020-05-04","","","","10","","19","","3","9","12","3","2","","1","","2","","","",""
"2020-05-05","","","","","","","","","","","","","","","","","","0","",""
"2020-05-06","","","","1","","","","","","5","","","","","1","","","","",""
"2020-05-07","","","","","","3","","2","","","","","","","","","","","",""
"2020-05-08","","","0","","","10","","","","","","","","","","","","","",""
"2020-05-09","","","0","1","","","","","","","0","0","","","","","","","",""
"2020-05-10","","","0","","","2","","1","","","","0","","1","","","0","0","",""
"2020-05-11","","","","","","","","0","","","","0","","0","","","","0","",""
"2020-05-12","","","","","","","","","","0","","0","","","0","","","","",""
"2020-05-13","","","","","","0","","","1","0","0","0","","0","","","","0","",""
"2020-05-14","","","","0","","1","","0","2","","0","0","","0","0","","","0","",""
"2020-05-15","0","","","","","","","0","0","","0","0","","0","","","","0","",""
"2020-05-16","","","","","","2","","","","","0","0","","0","","","0","2","",""
"2020-05-17","","","0","","","0","","0","0","","0","0","","0","","","0","","",""
"2020-05-18","0","","0","","","0","","0","0","0","0","0","","0","0","0","0","","",""
"2020-05-19","0","","","","","0","","","","","","0","","0","0","","0","","",""
"2020-05-20","0","","0","","","1","","1","","","0","0","","0","0","0","2","1","",""
"2020-05-21","0","","0","0","","0","","0","0","1","1","2","","0","","0","0","4","",""
"2020-05-22","","","","","","0","","0","0","0","0","2","","0","0","","0","0","",""
"2020-05-23","0","","","","","0","","1","1","1","0","0","","0","","","","0","",""
"2020-05-24","0","","0","","","0","","2","0","","0","0","","0","0","0","","3","",""
"2020-05-25","0","","1","1","","0","","6","2","0","0","1","","0","0","0","","1","",""
"2020-05-26","1","","1","","","0","","2","0","1","0","3","","2","","","0","","",""
"2020-05-27","2","","0","","","-1","","3","0","","0","5","","0","0","","","1","",""
"2020-05-28","0","","","0","","1","","0","0","0","1","1","","0","0","0","0","","",""
"2020-05-29","0","","0","0","","1","","1","0","0","2","1","","0","0","0","0","5","",""
"2020-05-30","0","","0","0","","1","","0","0","1","0","2","","2","","1","3","","",""
"2020-05-31","0","","1","","","4","","1","0","","4","2","","0","2","1","0","0","",""
"2020-06-01","0","","0","0","","1","","0","0","3","0","7","","1","1","3","1","1","",""
"2020-06-02","0","","0","","","1","","7","0","7","0","1","","0","1","2","0","0","",""
"2020-06-03","1","","0","0","","2","","4","2","2","5","0","","0","2","5","1","","",""
"2020-06-04","0","","0","","","6","","0","0","0","6","9","","12","1","1","2","2","",""
"2020-06-05","4","","3","0","","","","8","0","0","0","0","","0","0","1","6","0","",""
"2020-06-06","0","","4","1","","5","","1","2","0","7","0","","30","0","0","0","","",""
"2020-06-07","3","","","0","","5","","6","3","1","0","1","","7","1","1","13","","",""
"2020-06-08","0","","0","","","0","","7","0","0","0","0","","2","0","0","0","2","",""
"2020-06-09","2","","1","1","","0","","0","3","2","3","0","","0","6","11","4","1","",""
"2020-06-10","7","","2","0","","13","","11","4","2","3","0","","0","6","3","0","6","",""
"2020-06-11","1","","5","","","5","","6","4","0","5","2","","13","1","13","7","","",""
"2020-06-12","0","","3","4","","1","","2","7","1","2","0","","6","0","2","4","","",""
"2020-06-13","0","","0","1","","10","","6","","2","2","7","","9","1","4","3","1","",""
"2020-06-14","2","","1","2","","2","","1","0","2","1","5","","27","0","4","8","1","",""
"2020-06-15","0","","2","0","","21","","4","11","0","4","10","","12","0","3","6","0","",""
"2020-06-16","5","","1","","","1","","8","1","3","0","6","","10","4","14","2","5","",""
"2020-06-17","16","","1","","","2","","0","4","2","11","2","","25","6","10","10","1","",""
"2020-06-18","11","","2","0","","4","","11","10","2","1","2","","11","3","8","22","2","",""
"2020-06-19","4","","0","0","","20","","4","14","6","3","15","","13","0","4","13","0","",""
"2020-06-20","12","","1","0","","2","","2","2","0","11","1","","10","12","2","0","2","",""
"2020-06-21","10","","0","0","","3","","2","0","3","4","28","","1","4","0","38","","",""
"2020-06-22","1","","9","2","","14","","9","0","4","8","23","","12","0","0","6","0","",""
"2020-06-23","1","","6","1","","1","","","4","11","0","16","","0","6","1","10","3","",""
"2020-06-24","14","","4","2","","7","","3","1","3","33","7","","1","1","0","5","0","",""
"2020-06-25","4","","2","2","","1","","8","0","2","6","11","","5","9","0","3","0","",""
"2020-06-26","0","","0","5","","1","","1","10","2","11","18","","2","0","0","15","0","",""
"2020-06-27","6","","0","5","","13","","5","15","7","0","19","","5","17","3","7","0","",""
"2020-06-28","5","","0","6","","1","","5","0","6","6","0","","4","2","1","5","1","",""
"2020-06-29","9","","2","0","","13","","2","19","8","8","7","","3","0","3","5","","",""
"2020-06-30","0","","7","2","","2","","4","0","6","2","22","","7","0","6","13","4","",""
"2020-07-01","9","","1","2","","12","","17","21","6","12","14","","11","5","3","16","3","",""
"2020-07-02","8","","10","13","","6","","31","0","1","0","56","","54","0","15","8","0","",""
"2020-07-03","2","","20","0","","13","","12","0","16","11","10","","68","29","5","5","10","",""
"2020-07-04","36","","7","2","","14","","6","41","10","1","7","","45","20","10","10","0","",""
"2020-07-05","2","","7","0","","3","","0","31","5","5","28","","8","9","10","12","6","",""
"2020-07-06","7","","16","0","","10","","12","10","11","5","13","","33","27","7","16","0","",""
"2020-07-07","4","","20","1","","9","","0","6","1","5","10","","23","19","3","6","4","",""
"2020-07-08","16","","12","0","","2","","7","23","0","6","12","","9","4","5","11","0","",""
"2020-07-09","7","","15","8","","16","","13","10","8","1","6","","17","7","9","29","3","",""
"2020-07-10","24","","4","4","","14","","3","0","9","0","18","","8","0","5","19","4","",""
"2020-07-11","11","","3","4","","1","","0","26","6","4","15","","7","43","6","17","0","",""
"2020-07-12","2","","5","0","","19","","8","0","1","18","16","","16","25","2","20","0","",""
"2020-07-13","7","","10","","","19","","6","10","12","7","28","","25","2","4","16","16","",""
"2020-07-14","17","","0","","","46","","5","2","5","20","11","","49","0","16","10","0","",""
"2020-07-15","0","","1","3","","5","","21","9","13","14","42","","55","20","10","2","1","",""
"2020-07-16","13","","7","6","","8","","23","17","7","10","37","","72","18","1","8","1","",""
"2020-07-17","6","","4","6","","8","","9","8","6","9","32","","0","1","9","31","4","",""
"2020-07-18","36","","8","6","","37","","9","1","6","9","26","","27","18","6","11","4","",""
"2020-07-19","34","","7","5","","21","","12","4","9","8","0","","11","17","23","21","0","",""
"2020-07-20","10","","7","1","","3","","10","1","17","6","32","","94","18","1","45","0","",""
"2020-07-21","72","","5","5","","10","","6","11","10","38","53","","34","0","10","6","14","",""
"2020-07-22","19","","18","1","","0","","43","13","12","14","52","","15","38","9","33","5","",""
"2020-07-23","39","","95","22","","7","","36","31","25","16","30","","45","0","60","21","5","",""
"2020-07-24","49","","151","96","","108","","68","54","74","66","24","","63","81","101","12","21","",""
"2020-07-25","70","","77","12","","36","","23","50","49","62","185","","24","150","229","37","45","",""
"2020-07-26","50","","107","31","","64","","36","71","37","8","122","","7","48","51","57","0","",""
"2020-07-27","150","","69","25","","32","","53","57","13","41","88","","9","49","65","45","49","",""
"2020-07-28","80","","83","27","","15","","36","70","20","13","34","","40","28","170","45","18","",""
"2020-07-29","35","","58","20","","3","","36","146","28","30","34","","19","41","126","56","9","",""
"2020-07-30","20","","69","31","","47","","4","83","49","57","12","","36","81","220","68","17","",""
"2020-07-31","25","","66","45","","41","","129","94","65","75","9","","111","44","114","27","19","",""
"2020-08-01","100","","35","32","","35","","28","53","57","49","36","","42","58","168","54","5","",""
"2020-08-02","15","","37","30","","55","","30","168","39","93","44","","29","0","66","63","19","",""
"2020-08-03","50","","38","54","","25","","50","40","55","26","38","","67","59","253","52","8","",""
"2020-08-04","55","","49","26","","103","","25","36","107","44","94","","56","62","310","45","9","",""
"2020-08-05","60","","35","58","","53","","105","49","47","72","77","","13","46","528","51","40","",""
"2020-08-06","30","","146","20","","18","","61","49","54","16","114","","41","46","137","48","20","",""
"2020-08-07","70","","29","57","","29","","123","32","71","36","40","","33","50","150","60","34","",""
"2020-08-08","100","","62","19","","47","","33","91","60","110","165","","46","78","777","72","55","",""
"2020-08-09","35","","138","31","","11","","115","43","56","30","109","","80","116","101","57","48","",""
"2020-08-10","25","","47","9","","32","","11","37","55","71","53","","102","61","180","60","41","",""
"2020-08-11","70","","70","68","","27","","266","32","47","103","51","","40","41","498","65","48","",""
"2020-08-12","60","","51","25","","64","","0","27","23","122","107","","86","26","180","55","15","",""
"2020-08-13","70","","109","22","","25","","28","73","17","12","61","","67","8","197","47","30","",""
"2020-08-14","66","","87","8","","75","","51","26","48","111","424","","91","32","199","53","33","",""
"2020-08-15","80","","124","39","","32","","3","42","45","56","0","","92","37","170","63","20","",""
"2020-08-16","30","","120","39","","20","","203","55","61","43","82","","107","24","190","64","61","",""
"2020-08-17","110","","63","15","","22","","170","89","46","76","130","","53","32","270","42","13","",""
"2020-08-18","65","","64","59","","61","","125","54","48","195","194","","82","29","310","33","46","",""
"2020-08-19","65","","101","5","","48","","81","41","54","174","263","","103","18","224","28","12","",""
"2020-08-20","75","","121","9","","35","","154","30","29","257","108","","91","19","230","35","24","",""
"2020-08-21","67","","89","18","","44","","34","54","93","163","319","","144","37","258","55","44","",""
"2020-08-22","125","","98","46","","56","","40","65","92","20","240","","89","29","290","50","52","",""
"2020-08-23","53","","171","19","","88","","44","22","72","12","100","","250","45","125","70","39","",""
"2020-08-24","150","","142","48","","45","","83","53","63","130","116","","120","31","170","62","25","",""
"2020-08-25","60","","85","37","","99","","95","57","67","140","240","","119","32","303","90","32","",""
"2020-08-26","95","","191","13","","49","","40","58","59","150","254","","66","43","201","100","32","",""
"2020-08-27","130","","90","28","","119","","84","59","74","90","538","","56","37","623","95","44","",""
"2020-08-28","150","","155","36","","134","","193","93","82","106","345","","93","49","544","110","7","",""
"2020-08-29","236","","148","41","","94","","45","104","120","131","372","","74","89","591","142","38","",""
"2020-08-30","258","","182","45","","113","","111","53","72","110","328","","64","132","161","115","22","",""
"2020-08-31","75","","90","23","","88","","56","108","90","197","253","","114","72","374","125","28","",""
"2020-09-01","302","","134","14","","97","","87","67","115","240","286","","153","78","394","120","24","",""
"2020-09-02","288","","119","42","","127","","150","85","69","194","317","","98","112","402","100","26","",""
"2020-09-03","212","","209","22","","137","","167","81","117","186","210","","68","36","343","145","17","",""
"2020-09-04","438","","185","26","","73","","72","114","117","272","627","","93","105","426","140","28","",""
"2020-09-05","32","","128","60","","124","","78","134","121","193","338","","112","140","512","110","29","",""
"2020-09-06","36","","185","19","","69","","110","204","130","265","202","","95","88","618","145","30","",""
"2020-09-07","132","","184","32","","70","","95","131","115","278","202","","95","123","614","155","20","",""
"2020-09-08","147","","204","12","","106","","92","191","133","145","159","","59","90","389","110","25","",""
"2020-09-09","83","","105","24","","67","","141","323","91","88","150","","87","116","613","145","25","",""
"2020-09-10","87","","116","15","","144","","127","103","106","178","119","","33","53","483","83","10","",""
"2020-09-11","199","","63","39","","61","","128","22","89","105","111","","46","35","308","105","15","",""
"2020-09-12","146","","233","28","","135","","104","131","138","176","201","","39","54","393","135","31","",""
"2020-09-13","46","","232","20","","88","","178","140","125","128","202","","66","191","291","115","33","",""
"2020-09-14","198","","125","25","","135","","130","165","121","123","261","","93","103","415","140","76","",""
"2020-09-15","234","","209","43","","228","","258","151","138","306","303","","120","122","268","120","32","",""
"2020-09-16","120","","371","21","","179","","79","26","131","155","257","","117","157","418","220","12","",""
"2020-09-17","196","","357","47","","97","","124","325","120","275","214","","114","102","547","140","79","",""
"2020-09-18","146","","221","73","","169","","110","345","112","348","265","","118","128","488","142","79","",""
"2020-09-19","224","","189","54","","91","","202","243","119","344","326","","130","154","564","191","31","",""
"2020-09-20","202","","289","65","","157","","163","151","121","240","388","","145","89","478","210","53","",""
"2020-09-21","234","","297","37","","39","","176","243","136","419","486","","171","79","519","140","46","",""
"2020-09-22","231","","250","42","","214","","221","215","114","130","468","","235","117","469","240","61","",""
"2020-09-23","167","","254","55","","142","","302","152","275","427","372","","150","127","321","180","27","",""
"2020-09-24","183","","248","61","","431","","158","195","130","308","513","","114","99","296","327","105","",""
"2020-09-25","218","","325","69","","217","","107","207","193","472","588","","223","120","411","252","79","",""
"2020-09-26","335","","246","64","","147","","77","188","163","414","486","","223","149","373","240","94","",""
"2020-09-27","306","","337","94","","153","","210","269","123","403","399","","206","125","434","215","117","",""
"2020-09-28","349","","220","36","","124","","89","182","122","645","421","","200","150","506","240","63","",""
"2020-09-29","273","","216","84","","197","","119","262","157","465","519","","269","137","433","236","53","",""
"2020-09-30","302","","263","21","","182","","160","295","128","589","601","","206","204","379","155","51","",""
"2020-10-01","191","","226","70","","129","","289","213","148","333","322","","113","82","363","290","59","",""
"2020-10-02","342","","212","93","","303","","158","295","174","423","951","","221","218","357","270","75","",""
"2020-10-03","486","","402","115","","204","","129","284","202","278","641","","186","131","906","420","92","",""
"2020-10-04","608","","405","80","","109","","193","400","318","402","715","","217","167","880","260","97","",""
"2020-10-05","387","","236","61","","130","","165","283","400","507","757","","327","102","910","285","90","",""
"2020-10-06","302","","337","86","","251","","202","485","361","628","541","","276","180","850","380","102","",""
"2020-10-07","393","","385","89","","1188","","173","346","453","589","743","","337","222","820","320","103","",""
"2020-10-08","457","","707","69","","387","","105","259","375","1113","876","","407","139","1520","460","129","",""
"2020-10-09","348","","458","98","","492","","449","1384","452","835","909","","315","222","1074","860","152","",""
"2020-10-10","526","","983","57","","337","","296","1022","173","965","1061","","396","209","905","510","130","",""
"2020-10-11","729","","1036","50","","347","","505","1421","161","954","1059","","546","240","1200","580","96","",""
"2020-10-12","594","","1018","29","","130","","345","426","455","1306","915","","444","151","830","1090","103","",""
"2020-10-13","534","","1123","129","","442","","422","410","480","1236","772","","385","203","815","650","122","",""
"2020-10-14","574","","823","155","","436","","343","625","143","836","1519","","449","321","871","631","66","",""
"2020-10-15","465","","719","124","","650","","270","794","178","685","1010","","441","302","775","550","119","",""
"2020-10-16","181","","843","53","","440","","306","767","246","1154","432","","322","257","780","831","155","",""
"2020-10-17","529","","941","63","","561","","516","718","217","1057","513","","343","302","860","1227","144","",""
"2020-10-18","368","","1307","131","","537","","225","640","216","1193","805","","275","375","1210","1006","122","",""
"2020-10-19","338","","978","53","","72","","293","627","200","1022","298","","347","182","1670","1261","128","",""
"2020-10-20","286","","974","85","","544","","409","746","404","1029","1093","","271","301","360","760","113","",""
"2020-10-21","769","","970","71","","426","","248","711","404","705","832","","373","330","705","203","92","",""
"2020-10-22","769","","414","94","","572","","255","750","167","1153","731","","239","250","909","1170","120","",""
"2020-10-23","192","","649","77","","538","","313","540","172","983","324","","239","327","712","939","113","",""
"2020-10-24","472","","538","49","","355","","385","738","517","940","207","","459","250","951","481","126","",""
"2020-10-25","869","","1116","91","","537","","341","529","299","733","1052","","419","106","941","483","133","",""
"2020-10-26","497","","1096","66","","97","","202","722","191","1023","1002","","454","180","747","723","107","",""
"2020-10-27","532","","914","72","","368","","210","534","236","947","993","","188","153","654","1103","111","",""
"2020-10-28","366","","633","90","","358","","339","459","1020","720","1028","","735","265","594","916","137","",""
"2020-10-29","368","","600","66","","679","","171","451","1050","1006","1300","","568","199","880","1037","99","",""
"2020-10-30","722","","741","105","","379","","140","636","1007","959","1106","","286","145","715","778","109","",""
"2020-10-31","571","","853","279","","480","","162","510","743","789","994","","458","259","562","582","88","",""
"2020-11-01","778","","808","353","","548","","170","838","474","1042","890","","390","208","831","1049","132","",""
"2020-11-02","793","","1093","78","","93","","143","553","334","839","945","","463","228","507","967","72","",""
"2020-11-03","656","","865","76","","477","","278","721","641","922","945","","1375","279","563","921","83","",""
"2020-11-04","672","","1078","90","","515","","169","769","470","1015","655","","583","286","881","936","87","",""
"2020-11-05","521","","1288","113","","546","","40","593","480","844","853","","324","364","622","1032","79","",""
"2020-11-06","321","","1075","104","","393","","39","578","777","908","1180","","327","152","824","1042","134","",""
"2020-11-07","549","","1010","100","","313","","210","562","612","649","1343","","286","196","761","423","106","",""
"2020-11-08","471","","845","93","","138","","152","578","623","825","906","","172","230","881","834","105","",""
"2020-11-09","792","","827","49","","133","","91","454","423","618","560","","429","147","452","904","104","",""
"2020-11-10","559","","1078","105","","177","","199","485","361","798","545","","413","175","580","1088","135","",""
"2020-11-11","716","","758","91","","501","","147","779","353","836","661","","506","174","704","943","83","",""
"2020-11-12","371","","1008","250","","214","","36","578","394","786","569","","299","165","304","1062","83","",""
"2020-11-13","415","","707","78","","431","","157","613","317","781","522","","338","89","727","866","160","",""
"2020-11-14","648","","800","86","","567","","145","693","215","884","617","","484","229","885","431","109","",""
"2020-11-15","623","","828","70","","336","","117","591","470","831","725","","340","164","571","892","126","",""
"2020-11-16","658","","503","283","","285","","109","654","683","556","684","","973","155","310","647","67","",""
"2020-11-17","397","","588","54","","625","","130","622","501","831","497","","820","154","561","723","117","",""
"2020-11-18","368","","720","185","","376","","185","577","776","920","661","","624","226","579","793","76","",""
"2020-11-19","626","","936","219","","377","","146","596","402","894","522","","406","124","658","836","118","",""
"2020-11-20","824","","545","62","","295","","134","664","301","634","740","","497","137","611","803","151","",""
"2020-11-21","919","","658","72","","473","","158","681","271","622","740","","590","167","609","680","79","",""
"2020-11-22","1302","","1611","149","","824","","246","1207","799","1450","1525","","1016","365","1155","1097","200","",""
"2020-11-23","252","","517","137","","187","","97","572","175","698","527","","583","173","751","674","82","",""
"2020-11-24","254","","450","49","","317","","101","97","463","782","617","","443","100","441","924","111","",""
"2020-11-25","899","","750","181","","320","","61","175","436","678","588","","349","170","461","631","71","",""
"2020-11-26","852","","807","84","","150","","59","481","204","709","789","","461","168","488","589","129","",""
"2020-11-27","251","","476","174","","136","","85","378","202","455","779","","228","127","334","826","93","",""
"2020-11-28","231","","451","110","","179","","101","298","512","1187","766","","379","146","365","405","145","",""
"2020-11-29","896","","1001","148","","259","","110","152","215","733","776","","338","162","638","293","140","",""
"2020-11-30","765","","518","455","","299","","75","633","156","913","507","","482","143","334","659","116","",""
"2020-12-01","542","","659","79","","321","","143","543","399","590","862","","493","232","467","683","138","",""
"2020-12-26","356","","432","54","","209","","19","192","413","356","465","","297","268","221","391","109","",""
"2020-12-27","208","","450","78","","158","","53","185","239","447","503","","327","148","248","257","162","",""
"2020-12-28","203","","536","49","","176","","36","311","301","417","629","","301","203","262","676","72","",""
"2020-12-29","237","","377","303","","203","","37","348","581","645","475","","379","242","375","604","223","",""
"2020-12-30","479","","780","222","","201","","156","389","517","718","609","","333","243","392","451","217","",""
"2020-12-31","516","","513","205","","222","","62","342","384","714","547","","229","421","333","590","298","",""
"2021-01-01","393","","594","144","","213","","28","363","480","707","480","","246","255","357","637","214","",""
"2021-01-02","346","","552","153","","219","","61","361","893","445","457","","274","273","355","418","178","",""
"2021-01-03","223","","502","178","","358","","33","423","499","583","696","","306","199","264","277","127","",""
"2021-01-04","240","","749","28","","246","","157","273","800","373","522","","258","400","271","677","151","",""
"2021-01-05","304","","401","140","","341","","43","283","707","655","495","","251","327","284","520","171","",""
"2021-01-06","379","","946","125","","260","","40","285","736","585","421","","153","173","355","542","110","",""
"2021-01-07","485","","1102","65","","458","","101","270","349","517","545","","210","545","340","395","256","",""
"2021-01-08","366","","686","99","","318","","111","323","545","574","569","","207","728","307","366","126","",""
"2021-01-09","302","","761","70","","220","","60","684","920","562","478","","179","294","352","403","139","",""
"2021-01-10","218","","718","200","","242","","58","229","470","511","511","","249","327","395","303","228","",""
"2021-01-11","441","","485","46","","227","","79","299","193","404","457","","201","281","212","563","34","",""
"2021-01-12","175","","516","74","","201","","68","277","850","425","297","","227","320","298","432","110","",""
"2021-01-13","487","","906","51","","301","","35","230","548","573","447","","212","336","335","518","179","",""
"2021-01-14","485","","599","41","","195","","68","263","429","482","395","","194","317","296","402","171","",""
"2021-01-15","234","","537","73","","126","","112","237","574","518","699","","133","405","321","426","208","",""
"2021-01-16","442","","846","301","","207","","57","173","586","561","456","","218","256","361","367","180","",""
"2021-01-17","512","","427","83","","118","","52","176","367","457","515","","221","437","431","433","179","",""
"2021-01-18","559","","518","49","","167","","17","267","109","350","488","","186","333","218","605","55","",""
"2021-01-19","203","","463","57","","175","","71","276","126","460","367","","198","1034","341","329","196","",""
"2021-01-20","264","","803","77","","242","","62","2303","314","510","540","","199","1041","375","442","192","",""
"2021-01-21","398","","713","129","","220","","61","1023","697","525","572","","123","798","333","402","235","",""
"2021-01-22","387","","1005","452","","166","","61","290","900","611","602","","141","595","272","463","163","",""
"2021-01-23","390","","1038","328","","226","","106","195","403","534","575","","178","328","428","412","142","",""
"2021-01-24","395","","1045","325","","340","","50","138","320","593","570","","268","224","345","383","177","",""
"2021-01-25","487","","616","357","","191","","44","1814","439","390","383","","145","253","202","222","63","",""
"2021-01-26","226","","881","154","","139","","145","333","564","475","261","","185","806","372","485","264","",""
"2021-01-27","299","","739","377","","206","","47","195","288","594","530","","175","705","354","428","69","",""
"2021-01-28","391","","792","282","","274","","46","547","482","610","387","","148","529","270","612","224","",""
"2021-01-29","244","","711","229","","183","","53","461","639","670","799","","821","418","376","588","206","",""
"2021-01-30","394","","826","154","","220","","33","430","1415","744","422","","865","297","471","524","237","",""
"2021-01-31","471","","725","354","","197","","92","306","424","790","387","","429","402","382","484","287","",""
"2021-02-01","493","","908","193","","181","","77","332","681","390","517","","273","266","255","523","126","",""
"2021-02-02","249","","667","70","","193","","36","321","496","750","520","","350","787","326","437","545","",""
"2021-02-03","359","","909","76","","286","","90","1308","341","790","554","","254","234","571","559","49","",""
"2021-02-04","312","","911","116","","240","","146","347","829","838","724","","289","574","370","439","206","",""
"2021-02-05","594","","802","330","","354","","45","781","466","809","538","","203","467","416","494","354","",""
"2021-02-06","366","","690","258","","279","","92","325","1050","619","571","","252","400","485","451","340","",""
"2021-02-07","257","","726","354","","328","","67","552","709","623","670","","252","224","525","398","263","",""
"2021-02-08","467","","627","545","","201","","82","891","461","410","728","","192","443","248","483","181","",""
"2021-02-09","279","","605","388","","263","","169","317","1194","797","645","","201","423","422","506","266","",""
"2021-02-10","394","","766","385","","277","","82","738","234","829","318","","196","417","354","440","315","",""
"2021-02-11","423","","669","481","","332","","49","306","502","666","589","","142","452","400","373","308","",""
"2021-02-12","356","","743","293","","405","","70","306","374","604","424","","153","568","424","414","198","",""
"2021-02-13","392","","800","219","","439","","41","700","306","582","519","","185","532","406","477","237","",""
"2021-02-14","413","","640","211","","280","","49","253","297","639","315","","302","257","367","452","217","",""
"2021-02-15","353","","502","104","","231","","69","801","489","336","649","","174","482","302","477","104","",""
"2021-02-16","214","","486","113","","267","","107","331","699","866","570","","185","589","368","494","150","",""
"2021-02-17","330","","604","205","","279","","82","356","287","880","420","","190","121","479","426","173","",""
"2021-02-18","429","","597","134","","216","","101","389","403","708","315","","168","851","364","340","178","",""
"2021-02-19","305","","537","93","","202","","112","427","378","590","578","","107","566","387","430","142","",""
"2021-02-20","361","","658","263","","217","","40","780","539","659","596","","164","550","459","404","151","",""
"2021-02-21","375","","500","153","","149","","91","254","212","652","535","","183","299","370","450","122","",""
"2021-02-22","531","","389","206","","207","","81","331","861","617","391","","151","488","247","395","142","",""
"2021-02-23","381","","746","327","","190","","76","342","377","521","272","","124","581","367","351","168","",""
"2021-02-24","374","","600","294","","181","","159","902","449","742","351","","343","692","350","362","86","",""
"2021-02-25","534","","490","146","","165","","43","234","676","477","408","","132","482","382","366","117","",""
"2021-02-26","263","","345","108","","128","","140","518","548","432","213","","173","512","372","276","114","",""
