"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-06-20","0","0","0","","1","2","2","","0","0","","0","","",""
"2020-06-21","0","1","0","","0","3","1","","0","0","","0","","",""
"2020-06-22","1","0","0","","0","1","1","","0","0","","1","","",""
"2020-06-23","0","0","0","","1","3","3","","0","0","0","0","","0",""
"2020-06-24","0","0","0","","2","3","4","","0","0","1","0","","0","0"
"2020-06-25","0","0","1","","2","2","2","","0","0","0","0","","0","0"
"2020-06-26","0","0","0","","1","4","4","","0","0","0","1","","0","0"
"2020-06-27","0","0","1","","0","4","4","","0","0","0","0","","1","0"
"2020-06-28","0","0","0","","0","5","6","","0","0","0","0","0","1","0"
"2020-06-29","0","0","0","","0","2","5","","0","2","","0","1","1","0"
"2020-06-30","1","0","0","","1","3","2","","0","0","0","0","0","0","0"
"2020-07-01","0","0","0","","0","3","3","","0","0","0","0","0","0","0"
"2020-07-02","1","0","0","","1","1","1","","0","0","1","0","0","0","0"
"2020-07-03","0","2","1","","0","1","4","","0","0","0","0","0","0","0"
"2020-07-04","0","2","0","","0","0","3","","0","0","3","2","1","0","1"
"2020-07-05","3","2","0","","0","1","5","","0","0","0","1","0","0","2"
"2020-07-06","1","1","0","","1","1","0","","0","0","2","1","0","0","0"
"2020-07-07","3","2","0","","0","0","4","","1","0","0","2","0","1","0"
"2020-07-08","2","1","0","","1","2","3","","0","0","0","1","0","2","0"
"2020-07-09","2","1","0","","3","1","3","","2","0","0","0","0","1","0"
"2020-07-10","2","2","0","","2","2","2","","0","1","1","1","1","1","0"
"2020-07-11","1","0","0","","3","2","4","","0","2","0","1","3","0","1"
"2020-07-12","1","2","0","","0","3","4","","0","1","4","3","0","1","0"
"2020-07-13","6","3","4","","3","3","4","","3","2","1","1","1","4","2"
"2020-07-14","10","5","5","","0","0","3","","3","0","0","2","1","9","5"
"2020-07-15","9","4","4","","0","2","5","","2","1","1","4","1","9","2"
"2020-07-16","3","5","8","","3","0","1","","8","3","1","3","1","0","4"
"2020-07-17","6","5","5","","4","1","2","","5","2","0","3","2","4","3"
"2020-07-18","7","1","12","","8","8","0","","4","3","0","2","1","5","1"
"2020-07-19","3","2","10","","2","7","7","","4","0","8","7","3","0","3"
"2020-07-20","6","5","9","","9","7","3","","0","0","5","5","1","3","1"
"2020-07-21","6","8","10","","5","0","4","","5","0","7","9","1","6","1"
"2020-07-22","0","5","7","","15","10","5","","3","1","3","3","4","8","1"
"2020-07-23","1","3","14","","7","6","7","","3","0","6","5","5","3","1"
"2020-07-24","0","1","11","","3","9","8","","1","0","7","3","1","5","0"
"2020-07-25","0","5","6","","9","6","6","","1","1","3","3","4","8","0"
"2020-07-26","2","4","9","","1","5","6","","1","5","5","8","3","5","2"
"2020-07-27","3","7","7","","0","5","2","","1","0","2","8","4","9","1"
"2020-07-28","3","5","5","","11","4","10","","0","4","1","9","4","1","1"
"2020-07-29","8","6","14","","3","4","5","","4","5","2","2","7","2","3"
"2020-07-30","8","6","9","","9","3","8","","4","1","1","8","4","1","6"
"2020-07-31","9","7","7","","13","1","8","","6","4","4","5","1","2","1"
"2020-08-01","6","6","8","","7","3","6","","2","2","4","8","2","3","1"
"2020-08-02","2","3","7","","8","11","6","","4","6","5","7","3","2","3"
"2020-08-03","2","3","2","","2","3","3","","8","7","7","9","4","11","2"
"2020-08-04","6","7","7","","12","9","8","","1","7","6","2","1","1","0"
"2020-08-05","2","8","7","","16","5","3","","2","4","10","12","3","3","2"
"2020-08-06","10","8","10","","9","6","2","","6","6","2","4","3","3","3"
"2020-08-07","9","10","7","","9","6","5","","7","9","3","5","3","9","7"
"2020-08-08","11","8","6","","14","4","10","","7","8","7","5","5","10","2"
"2020-08-09","8","10","6","","12","4","7","","11","4","8","6","3","10","8"
"2020-08-10","5","6","4","","10","0","6","","11","5","7","5","5","9","7"
"2020-08-11","13","12","5","","9","3","3","","7","5","6","7","5","6","6"
"2020-08-12","7","10","5","","13","2","4","","11","10","9","6","5","4","7"
"2020-08-13","8","6","10","","10","1","6","","6","6","6","6","5","5","7"
"2020-08-14","6","10","10","","10","2","12","","6","10","6","6","3","10","6"
"2020-08-15","7","10","8","","9","3","7","","5","6","5","6","6","8","7"
"2020-08-16","8","10","10","","6","3","9","","4","9","4","7","4","8","6"
"2020-08-17","5","8","10","","7","3","5","","13","2","6","5","5","6","7"
"2020-08-18","9","14","4","","9","3","9","","11","7","5","5","5","6","1"
"2020-08-19","8","15","5","","7","3","2","","6","15","6","5","5","5","4"
"2020-08-20","8","16","8","","6","2","6","","11","9","5","6","3","8","7"
"2020-08-21","8","16","11","","3","3","3","","4","12","5","6","0","13","7"
"2020-08-22","11","13","8","","6","3","8","","8","10","5","6","3","8","8"
"2020-08-23","3","11","4","","3","3","10","","9","16","6","5","2","13","8"
"2020-08-24","6","8","9","","9","5","2","","10","10","7","7","4","1","8"
"2020-08-25","11","16","8","","6","4","0","","10","6","6","6","1","8","10"
"2020-08-26","6","8","11","","4","5","5","","9","5","4","5","5","6","8"
"2020-08-27","6","9","10","","5","4","13","","6","11","4","6","4","7","7"
"2020-08-28","5","10","6","","4","5","6","","8","8","5","6","1","8","9"
"2020-08-29","6","15","8","","6","2","6","","5","11","4","5","4","8","2"
"2020-08-30","7","12","6","","4","5","5","","4","14","6","4","5","7","9"
"2020-08-31","7","9","7","","7","2","6","","9","12","4","6","1","7","8"
"2020-09-01","7","14","10","","7","4","4","","3","6","4","7","2","11","5"
"2020-09-02","4","10","4","","4","6","1","","8","11","4","6","3","9","2"
"2020-09-03","7","9","10","","9","7","4","","3","6","4","2","2","7","5"
"2020-09-04","3","9","6","","8","5","2","","9","8","4","6","2","6","8"
"2020-09-05","8","7","1","","7","4","2","","5","13","2","5","6","8","3"
"2020-09-06","8","9","5","","8","4","4","","8","4","2","5","1","5","7"
"2020-09-07","4","8","3","","9","5","4","","10","5","4","4","0","7","7"
"2020-09-08","8","8","5","","10","5","2","","7","6","3","6","1","5","7"
"2020-09-09","6","6","2","","6","5","5","","7","7","5","7","3","6","9"
"2020-09-10","6","9","5","","2","7","0","","7","9","4","4","1","5","9"
"2020-09-11","6","8","4","","7","7","1","","8","8","3","6","5","5","9"
"2020-09-12","3","8","3","","6","5","5","","8","7","2","5","2","4","9"
"2020-09-13","7","5","5","","4","5","5","","7","7","2","6","4","3","6"
"2020-09-14","7","9","4","","2","4","5","","5","3","4","5","4","4","4"
"2020-09-15","6","9","6","","4","6","3","","10","4","3","5","4","4","5"
"2020-09-16","5","9","3","","6","5","4","","6","7","5","2","2","5","5"
"2020-09-17","4","12","5","","6","5","6","","10","6","2","4","1","4","7"
"2020-09-18","5","7","6","","6","7","2","","3","5","5","6","3","4","8"
"2020-09-19","5","9","3","","5","7","3","","4","4","3","4","1","5","5"
"2020-09-20","7","7","4","","2","8","4","","6","2","3","6","2","3","3"
"2020-09-21","5","7","4","","4","9","3","","2","4","1","6","0","4","2"
"2020-09-22","6","8","4","","3","5","4","","5","3","1","6","0","3","3"
"2020-09-23","3","7","4","","2","5","2","","7","3","1","4","0","4","3"
"2020-09-24","6","8","4","","6","5","3","","5","1","1","5","2","3","3"
"2020-09-25","6","8","2","","2","5","2","","8","3","1","3","0","5","3"
"2020-09-26","2","8","4","","3","6","1","","10","3","2","5","1","4","8"
"2020-09-27","3","2","4","","5","6","3","","8","3","0","3","1","4","3"
"2020-09-28","2","6","4","","4","5","0","","7","1","0","2","0","3","3"
"2020-09-29","4","6","4","","4","0","0","","8","2","2","3","0","2","0"
"2020-09-30","4","8","5","","4","5","2","","6","1","0","5","1","4","3"
"2020-10-01","4","7","4","","3","6","0","","5","1","1","5","0","2","3"
"2020-10-02","4","3","4","","2","6","3","","2","0","1","3","0","2","1"
"2020-10-03","2","5","5","","4","6","2","","4","3","2","4","1","1","2"
"2020-10-04","5","5","4","","4","6","1","","3","4","2","3","1","2","0"
"2020-10-05","4","5","3","","2","7","0","","2","2","1","4","1","2","5"
"2020-10-06","3","3","4","","2","6","0","","5","2","0","4","1","2","1"
"2020-10-07","4","4","5","","3","4","2","","1","3","0","4","0","2","2"
"2020-10-08","4","5","5","","3","3","2","","6","4","0","4","1","2","3"
"2020-10-09","3","4","3","","1","3","1","","5","3","1","4","1","1","1"
"2020-10-10","2","5","4","","2","4","2","","6","3","1","3","0","2","1"
"2020-10-11","2","4","3","","3","2","0","","8","0","1","3","0","1","3"
"2020-10-12","3","2","3","","4","5","1","","5","1","1","1","0","2","4"
"2020-10-13","3","7","2","","3","5","0","","4","2","1","3","0","1","4"
"2020-10-14","2","4","3","","3","4","1","","3","0","2","4","1","1","0"
"2020-10-15","1","9","4","","3","5","1","","7","0","0","3","1","1","3"
"2020-10-16","0","5","2","","3","4","0","","3","1","1","1","0","1","4"
"2020-10-17","2","5","2","","4","4","0","","1","1","1","3","0","1","0"
"2020-10-18","2","4","2","","4","4","0","","1","2","0","1","0","2","1"
"2020-10-19","0","4","2","","4","4","0","","1","1","0","4","0","1","3"
"2020-10-20","2","4","2","","3","4","0","","4","1","1","1","0","2","4"
"2020-10-21","3","3","3","","3","5","0","","3","3","1","1","0","1","1"
"2020-10-22","1","2","2","","4","2","0","","2","0","0","1","0","1","1"
"2020-10-23","2","2","2","","4","3","1","","1","0","0","1","0","1","3"
"2020-10-24","2","4","2","","4","4","0","","1","0","0","2","1","1","1"
"2020-10-25","2","5","2","","2","2","0","","0","1","0","2","1","1","3"
"2020-10-26","2","4","2","","1","3","0","","0","1","1","1","0","1","3"
"2020-10-27","1","3","2","","1","3","1","","2","0","0","1","0","1","4"
"2020-10-28","3","2","2","","3","3","0","","1","0","0","1","0","3","0"
"2020-10-29","2","2","2","","1","3","0","","0","1","0","1","1","1","2"
"2020-10-30","2","2","1","","2","3","0","","1","0","0","2","1","1","2"
"2020-10-31","1","3","1","","2","3","0","","0","0","0","2","0","2","0"
"2020-11-01","2","3","1","","3","4","0","","0","0","1","1","0","1","0"
"2020-11-02","3","1","1","","1","3","0","","1","0","1","0","0","1","1"
"2020-11-03","3","2","1","","3","2","0","","1","1","1","0","0","1","0"
"2020-11-04","1","1","1","","2","2","0","","0","0","0","2","0","1","0"
"2020-11-05","1","2","1","","1","3","0","","1","0","1","2","0","1","0"
"2020-11-06","1","2","1","","2","3","0","","0","0","0","0","0","1","1"
"2020-11-07","2","2","1","","0","3","0","","0","0","0","1","0","1","1"
"2020-11-08","0","2","1","","1","3","0","","0","1","1","2","0","1","0"
"2020-11-09","0","0","1","","1","5","0","","0","0","0","1","0","1","2"
"2020-11-10","1","3","1","","1","3","0","","1","0","0","1","0","1","0"
"2020-11-11","2","2","1","","1","3","0","","0","1","0","2","0","2","0"
"2020-11-12","1","3","1","","1","2","0","","0","0","0","0","0","1","0"
"2020-11-13","0","1","0","","1","3","0","","0","1","0","2","1","1","0"
"2020-11-14","1","1","1","","1","2","1","","0","0","0","0","0","0","0"
"2020-11-15","2","2","1","","1","2","0","","1","0","0","2","1","1","1"
"2020-11-16","1","2","1","","1","2","0","","0","1","1","2","1","1","0"
"2020-11-17","1","2","1","","0","2","0","","0","0","0","2","0","0","1"
"2020-11-18","1","2","1","","1","2","0","","0","0","0","0","0","2","0"
"2020-11-19","1","2","1","","1","2","0","","0","1","1","1","0","1","0"
"2020-11-20","0","2","1","","1","2","1","","1","1","0","1","0","0","0"
"2020-11-21","1","2","1","","1","1","0","","0","0","0","0","0","0","1"
"2020-11-22","2","4","2","","2","3","0","","0","0","0","1","1","1","2"
"2020-11-23","1","0","1","","1","2","1","","0","1","0","2","0","1","0"
"2020-11-24","0","1","1","","1","2","0","","0","1","0","1","0","0","1"
"2020-11-25","0","1","1","","1","2","0","","0","0","0","0","0","1","0"
"2020-11-26","0","0","1","","1","2","1","","0","0","0","1","0","1","1"
"2020-11-27","1","1","0","","0","2","0","","0","0","0","1","1","0","0"
"2020-11-28","0","0","0","","0","2","0","","0","0","0","1","0","2","0"
"2020-11-29","0","1","0","","1","2","0","","0","0","0","2","0","1","0"
"2020-11-30","1","1","0","","0","1","0","","0","0","0","1","0","0","0"
"2020-12-01","1","1","0","","1","0","0","","0","0","0","0","0","1","0"
"2020-12-26","0","0","0","","0","0","0","","0","0","0","0","0","0","1"
"2020-12-27","0","1","0","","0","1","0","","0","0","0","0","0","0","0"
"2020-12-28","0","0","0","","1","0","0","","0","0","0","1","0","2","0"
"2020-12-29","1","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2020-12-30","1","1","0","","0","2","0","","1","0","0","0","0","0","1"
"2020-12-31","0","0","0","","1","0","0","","0","0","0","1","0","1","1"
"2021-01-01","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-02","0","1","0","","0","0","0","","0","0","0","0","0","2","0"
"2021-01-03","0","1","0","","1","0","0","","0","0","0","1","0","1","0"
"2021-01-04","0","1","0","","0","0","0","","0","1","1","0","0","0","0"
"2021-01-05","0","1","0","","1","1","0","","0","0","0","1","0","0","0"
"2021-01-06","0","0","0","","0","1","0","","1","0","0","1","0","0","0"
"2021-01-07","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-01-08","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-01-09","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-01-10","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-01-11","0","0","0","","0","1","0","","0","0","0","1","0","0","0"
"2021-01-12","0","0","0","","0","1","0","","0","0","0","0","0","0","1"
"2021-01-13","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-01-14","0","1","0","","1","1","0","","0","0","0","1","0","0","0"
"2021-01-15","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-01-16","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-17","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-01-18","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-01-19","0","0","0","","1","0","0","","0","0","0","0","0","0","0"
"2021-01-20","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-21","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-22","1","0","0","","1","0","1","","0","0","0","1","0","0","0"
"2021-01-23","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-01-24","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-25","0","1","0","","0","0","0","","0","0","0","0","0","1","0"
"2021-01-26","0","0","0","","0","0","0","","0","0","0","0","0","0","1"
"2021-01-27","1","0","0","","0","0","0","","0","0","0","0","0","1","0"
"2021-01-28","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-29","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-01-30","0","0","0","","0","0","0","","0","0","0","0","0","1","0"
"2021-01-31","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-01","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-02-02","0","0","0","","1","1","0","","","0","0","0","0","0","0"
"2021-02-03","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-02-04","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-05","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-02-06","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-02-07","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-08","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-02-09","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-10","0","0","0","","0","0","0","","0","1","0","0","0","0","0"
"2021-02-11","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-12","0","0","0","","0","0","1","","0","0","0","0","0","0","0"
"2021-02-13","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-14","0","0","0","","0","0","0","","","0","0","0","0","0","0"
"2021-02-15","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-02-16","0","0","0","","0","0","0","","","0","0","0","0","0","0"
"2021-02-17","0","1","0","","0","1","0","","","0","0","0","0","0","0"
"2021-02-18","0","0","0","","0","0","","","0","0","","1","0","0","0"
"2021-02-19","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-02-20","0","0","0","","0","0","0","","0","0","","0","0","0","0"
"2021-02-21","0","0","0","","0","0","0","","0","0","0","0","0","","0"
"2021-02-22","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-23","0","0","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-02-24","0","0","0","","0","0","0","","","0","0","0","0","0","0"
"2021-02-25","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-02-26","0","1","0","","0","0","0","","","0","0","0","0","0","0"
"2021-02-27","0","0","0","","0","0","0","","0","0","0","0","","0","0"
"2021-02-28","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-01","0","0","0","","0","0","0","","0","0","0","0","","0","0"
"2021-03-02","0","0","0","","0","0","0","","","0","0","0","","0","0"
"2021-03-03","0","1","0","","0","0","0","","","0","0","0","0","0","0"
"2021-03-04","0","1","0","","0","0","0","","0","0","0","0","","0","0"
"2021-03-05","1","0","0","","0","0","0","","","0","0","0","0","0","0"
"2021-03-06","0","1","0","","0","0","0","","0","","0","0","0","0","0"
"2021-03-07","0","1","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-08","0","0","0","","1","0","0","","0","1","0","0","0","0","0"
"2021-03-09","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-10","0","1","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-11","0","2","0","","0","0","0","","0","0","0","0","","0","0"
"2021-03-12","0","0","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-03-13","1","1","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-14","0","0","0","","0","0","0","","0","1","0","1","0","0","0"
"2021-03-15","0","0","0","","0","0","1","","0","0","0","0","0","0","0"
"2021-03-16","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-17","0","0","0","","1","0","0","","0","0","0","0","0","0","0"
"2021-03-18","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-19","0","0","0","","0","0","0","","1","0","0","0","0","0","0"
"2021-03-20","0","0","0","","0","0","1","","1","0","0","0","0","0","0"
"2021-03-21","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-22","0","0","0","","0","1","1","","0","0","0","0","0","","0"
"2021-03-23","0","1","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-03-24","0","1","0","","1","0","1","","0","0","0","1","0","0","0"
"2021-03-25","0","2","0","","1","0","0","","0","0","0","1","0","0","0"
"2021-03-26","0","1","0","","0","0","0","","0","0","0","1","0","0","0"
"2021-03-27","0","0","0","","0","0","0","","0","0","0","0","0","0","0"
"2021-03-28","0","1","0","","0","1","0","","0","0","0","0","0","0","0"
"2021-03-29","1","1","0","","0","0","1","","0","1","0","1","0","0","0"
"2021-03-30","0","0","0","","1","1","0","","0","0","0","1","0","0","0"
"2021-03-31","0","3","0","","0","0","0","","0","1","0","0","0","0","0"
"2021-04-01","1","0","0","","1","0","0","","0","0","0","1","0","0","0"
"2021-04-02","1","1","0","","1","0","0","","1","0","0","1","0","0","0"
"2021-04-03","0","1","0","","2","0","1","","1","2","0","1","0","0","1"
"2021-04-04","0","3","0","","0","0","0","","0","1","0","1","0","0","0"
"2021-04-05","1","1","0","","1","2","0","","0","0","0","0","0","0","0"
"2021-04-06","0","1","0","","1","0","1","","2","0","0","2","0","0","0"
"2021-04-07","1","4","1","","0","1","2","","0","1","0","1","0","0","0"
"2021-04-08","0","0","0","","1","1","1","","1","1","0","1","0","0","0"
"2021-04-09","2","2","0","","1","1","0","","1","2","0","2","0","0","0"
"2021-04-10","1","3","0","","1","1","0","","0","2","2","2","0","0","0"
"2021-04-11","0","4","0","","1","0","1","","1","1","1","0","0","0","0"
"2021-04-12","1","5","0","","0","0","1","","0","2","0","1","0","0","1"
"2021-04-13","0","4","0","","1","1","1","","0","2","0","1","0","0","0"
"2021-04-14","1","3","1","","1","3","1","","1","4","1","2","0","0","0"
"2021-04-15","2","5","0","","1","1","2","","0","0","0","2","0","0","1"
"2021-04-16","2","5","0","","0","3","2","","2","2","0","2","0","0","2"
"2021-04-17","0","4","0","","1","1","2","","0","3","0","2","1","0","1"
"2021-04-18","2","5","0","","2","4","3","","0","4","0","1","1","0","0"
"2021-04-19","1","4","0","","2","6","2","","2","4","2","2","0","0","2"
"2021-04-20","3","5","1","","1","3","2","","2","8","3","1","1","0","5"
"2021-04-21","1","3","4","","2","10","2","","3","7","4","2","0","0","0"
"2021-04-22","1","5","2","","2","5","3","","3","3","3","1","2","0","1"
"2021-04-23","0","5","4","","2","4","4","","4","6","4","3","2","0","0"
"2021-04-24","4","4","6","","2","2","2","","1","6","3","2","2","3","0"
"2021-04-25","5","4","6","","4","12","2","","3","7","6","6","3","6","5"
"2021-04-26","4","6","4","","3","3","5","","2","6","3","3","5","4","3"
"2021-04-27","6","5","6","","6","3","4","","4","6","6","4","8","4","2"
"2021-04-28","7","6","7","","4","8","4","","3","9","3","5","7","6","2"
"2021-04-29","7","5","6","","1","3","2","","3","4","4","5","7","7","3"
"2021-04-30","5","6","6","","4","3","4","","6","8","3","8","7","4","0"
"2021-05-01","6","7","7","","2","5","5","","5","4","2","7","8","1","2"
"2021-05-02","8","6","12","","5","8","4","","7","6","6","8","7","6","0"
"2021-05-03","7","5","9","","4","6","7","","6","2","6","9","9","1","0"
"2021-05-04","9","4","9","","5","6","4","","4","7","4","9","9","12","0"
"2021-05-05","10","6","9","","5","4","5","","8","5","3","11","11","7","1"
"2021-05-06","8","5","9","","5","4","4","","6","2","4","11","9","5","0"
"2021-05-07","2","7","8","","6","6","5","","5","4","4","10","11","5","0"
"2021-05-08","10","6","9","","10","4","7","","0","7","3","12","9","14","5"
"2021-05-09","8","5","9","","12","5","6","","6","7","5","10","11","8","0"
