"date","Alabama/Autauga","Alabama/Baldwin","Alabama/Barbour","Alabama/Bibb","Alabama/Blount","Alabama/Bullock","Alabama/Butler","Alabama/Calhoun","Alabama/Chambers","Alabama/Cherokee","Alabama/Chilton","Alabama/Choctaw","Alabama/Clarke","Alabama/Clay","Alabama/Cleburne","Alabama/Coffee","Alabama/Colbert","Alabama/Conecuh","Alabama/Coosa","Alabama/Covington","Alabama/Crenshaw","Alabama/Cullman","Alabama/Dale","Alabama/Dallas","Alabama/DeKalb","Alabama/Elmore","Alabama/Escambia","Alabama/Etowah","Alabama/Fayette","Alabama/Franklin","Alabama/Geneva","Alabama/Greene","Alabama/Hale","Alabama/Henry","Alabama/Houston","Alabama/Jackson","Alabama/Jefferson","Alabama/Lamar","Alabama/Lauderdale","Alabama/Lawrence","Alabama/Lee","Alabama/Limestone","Alabama/Lowndes","Alabama/Macon","Alabama/Madison","Alabama/Marengo","Alabama/Marion","Alabama/Marshall","Alabama/Mobile","Alabama/Monroe","Alabama/Montgomery","Alabama/Morgan","Alabama/Out of AL","Alabama/Perry","Alabama/Pickens","Alabama/Pike","Alabama/Randolph","Alabama/Russell","Alabama/Shelby","Alabama/St. Clair","Alabama/Sumter","Alabama/Talladega","Alabama/Tallapoosa","Alabama/Tuscaloosa","Alabama/Unassigned","Alabama/Walker","Alabama/Washington","Alabama/Wilcox","Alabama/Winston"
"2020-04-01","0","1","","0","0","0","0","0","4","0","0","0","","0","0","","0","","0","0","0","1","","0","0","0","0","1","0","0","","0","0","","0","1","4","0","1","0","2","0","0","0","1","0","2","0","3","0","1","0","","","0","0","0","0","3","0","0","0","1","0","0","0","1","0","0"
"2020-04-02","0","1","","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","","0","0","","0","1","4","0","1","0","2","0","0","0","1","0","2","0","3","0","1","0","","","0","0","0","0","3","0","0","0","1","0","5","0","1","0","0"
"2020-04-03","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","","0","0","0","1","1","6","0","2","0","3","0","0","0","1","0","2","0","5","0","1","0","","","0","0","1","0","4","0","0","0","1","0","","0","1","0","0"
"2020-04-04","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","","0","0","0","1","1","9","0","2","0","3","0","0","0","1","0","2","0","5","0","1","0","","","0","0","1","0","5","0","0","0","1","0","","0","1","0","0"
"2020-04-05","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","","0","0","0","1","1","9","0","2","0","3","0","0","0","1","0","2","0","6","0","1","0","","0","0","0","1","0","5","0","0","0","1","0","","0","1","0","0"
"2020-04-06","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","","0","0","0","1","1","10","0","2","0","3","0","0","0","2","0","2","1","6","0","1","0","","0","0","0","1","0","5","0","0","0","1","0","","0","1","0","0"
"2020-04-07","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4","0","0","","0","0","0","1","1","12","0","2","0","5","0","0","1","2","1","3","1","8","1","1","0","","0","0","0","2","0","5","0","0","0","1","0","","0","1","0","0"
"2020-04-08","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","1","1","13","0","2","0","5","0","0","1","2","1","3","1","8","1","2","0","","0","0","0","2","0","5","0","0","0","1","0","","0","1","0","0"
"2020-04-09","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","1","1","14","0","2","0","5","0","0","1","3","1","3","1","9","1","2","0","","0","0","0","2","0","5","0","0","0","2","0","","0","1","0","0"
"2020-04-10","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","5","0","0","","0","0","0","1","2","14","0","3","0","6","0","0","1","3","1","3","2","11","1","4","0","","0","0","0","3","0","5","0","0","0","2","0","","0","1","0","0"
"2020-04-11","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","6","0","0","","0","0","0","1","2","15","0","4","0","8","0","0","1","3","1","3","2","15","1","4","0","","0","0","0","4","0","5","0","0","0","4","0","0","0","1","0","0"
"2020-04-12","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","1","2","15","0","4","0","8","0","0","1","3","1","3","2","15","1","4","0","","0","0","0","4","0","5","0","0","0","4","0","0","0","1","0","0"
"2020-04-13","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","1","2","15","0","4","0","8","0","0","1","3","1","4","2","17","1","5","0","","0","0","0","4","0","5","0","0","1","5","0","0","0","1","0","0"
"2020-04-14","1","2","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","7","0","1","0","0","0","0","2","2","16","0","4","0","11","0","0","2","3","1","4","2","17","1","5","0","","0","0","0","4","0","7","0","0","1","7","0","","0","1","0","0"
"2020-04-15","1","2","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2","0","0","0","7","0","1","0","0","0","0","2","2","17","0","4","0","12","0","0","2","3","1","4","2","17","1","5","0","","0","0","0","4","0","7","0","0","1","7","0","","0","1","0","0"
"2020-04-16","1","2","0","0","0","0","0","0","11","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2","1","0","0","8","0","1","0","0","0","0","3","2","22","0","4","0","12","0","0","2","4","1","4","2","22","1","5","0","","0","0","0","4","0","7","0","0","1","7","0","0","0","1","0","0"
"2020-04-17","2","2","0","0","0","0","0","2","11","0","0","0","0","0","0","0","1","0","1","1","0","1","0","2","2","1","0","8","0","1","0","0","0","0","3","2","24","0","4","0","12","0","0","2","4","1","4","4","24","1","5","0","","0","0","0","4","0","8","0","0","1","9","0","0","0","1","0","0"
"2020-04-18","2","2","0","0","0","0","0","2","11","0","0","0","0","0","0","0","1","0","1","1","0","1","0","2","2","1","0","7","0","1","0","0","1","0","2","2","25","0","4","0","14","0","0","2","4","1","5","4","25","1","5","0","","0","0","0","4","0","7","0","0","1","11","0","0","0","1","0","0"
"2020-04-19","2","2","0","0","0","0","0","2","13","0","0","0","0","0","1","0","1","0","1","1","0","0","0","2","2","1","0","7","0","0","0","0","1","0","2","2","25","0","4","0","14","0","0","2","4","1","5","4","28","1","3","0","","0","0","0","3","0","7","0","0","1","12","1","0","0","1","1","0"
"2020-04-20","1","3","0","0","0","0","0","3","13","0","0","0","0","0","1","0","1","0","1","0","0","0","0","2","2","1","0","7","0","0","0","0","1","0","2","2","26","0","4","0","15","0","0","2","4","2","5","3","33","1","3","0","","0","0","0","3","0","6","0","0","1","12","1","0","0","1","1","0"
"2020-04-21","1","3","0","0","0","0","0","3","16","0","0","0","1","0","1","1","1","0","1","0","0","0","0","2","2","1","0","8","0","0","0","0","1","0","3","2","26","0","4","0","19","0","0","2","4","2","5","5","37","1","3","0","","0","0","0","3","0","6","0","0","2","14","1","0","0","1","1","0"
"2020-04-22","2","3","0","0","0","0","0","3","16","0","1","0","1","0","1","1","1","0","1","0","0","0","0","2","2","1","1","8","0","0","0","0","1","0","3","2","31","0","3","0","20","0","1","2","4","3","5","4","39","1","3","0","","0","1","0","3","0","6","0","0","2","15","1","0","0","1","1","0"
"2020-04-23","2","3","0","0","0","0","0","3","16","0","1","0","1","0","1","1","1","0","1","0","0","0","0","2","2","1","1","8","0","0","0","0","1","0","3","2","32","0","3","0","21","0","1","2","4","3","5","4","39","1","3","0","","0","1","0","4","0","7","0","1","2","16","1","0","0","1","1","0"
"2020-04-24","2","3","0","0","0","0","0","3","17","0","1","0","1","0","1","1","2","0","1","0","0","0","0","2","2","1","1","8","0","0","0","0","2","1","3","2","33","0","2","0","22","0","1","2","4","3","5","4","40","1","4","0","","0","1","0","4","0","7","0","1","2","17","0","0","0","1","1","0"
"2020-04-25","2","3","0","0","0","0","0","3","17","0","1","0","1","0","1","1","2","0","1","0","0","0","0","2","2","1","1","8","0","0","0","0","2","1","3","2","33","0","2","0","22","0","1","2","4","3","5","4","40","1","4","0","","0","1","0","4","0","7","0","1","2","17","0","0","0","1","1","0"
"2020-04-26","2","3","0","0","0","0","1","3","18","0","1","0","1","1","1","0","2","0","1","1","0","0","0","2","2","1","1","8","0","0","0","0","2","1","3","2","33","0","2","0","24","0","1","2","4","3","5","5","41","1","4","0","","0","1","0","4","0","9","0","2","2","17","0","0","0","1","1","0"
"2020-04-27","3","3","0","0","0","0","1","3","18","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","1","1","8","0","0","0","0","2","1","3","2","36","0","2","0","24","0","1","2","4","3","6","5","43","1","5","0","","0","1","0","4","0","9","0","2","2","17","0","0","0","1","1","0"
"2020-04-28","4","3","0","0","0","0","1","3","19","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","1","1","8","0","0","0","1","2","1","3","2","41","0","2","0","25","0","1","2","4","3","6","6","46","1","5","0","","0","1","0","4","0","10","0","2","2","17","0","0","0","1","1","0"
"2020-04-29","4","3","1","0","0","0","1","3","19","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","1","1","8","0","0","0","1","2","1","3","2","43","0","2","0","28","0","1","2","4","3","6","6","51","1","6","0","","0","1","0","4","0","11","0","2","2","17","1","0","0","1","1","0"
"2020-04-30","4","3","1","0","0","0","1","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","2","1","9","0","0","0","1","2","1","4","2","46","0","2","0","29","0","1","2","4","3","6","6","55","1","6","0","","0","1","0","4","0","12","0","2","2","18","1","0","0","1","2","0"
"2020-05-01","3","4","1","0","0","0","1","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","2","2","10","0","0","0","1","2","1","4","2","48","0","2","0","29","0","1","2","4","3","6","7","61","1","6","0","","0","2","0","4","0","13","0","3","2","18","2","0","0","2","3","0"
"2020-05-02","3","4","1","0","0","0","1","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","2","2","10","0","0","0","1","2","1","4","2","48","0","2","0","28","0","1","2","4","3","6","7","61","1","6","0","","0","2","0","4","0","13","0","3","2","18","2","0","0","2","3","0"
"2020-05-03","3","4","1","0","0","0","1","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","2","2","10","0","0","0","1","2","1","4","2","48","0","2","0","28","0","1","2","4","3","6","7","62","1","7","0","","0","2","0","4","0","13","0","3","2","18","2","0","0","2","3","0"
"2020-05-04","3","4","1","0","0","0","1","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","3","2","10","0","0","0","1","2","1","4","2","48","0","2","0","28","0","1","2","4","3","6","7","66","1","8","0","","0","2","0","4","0","13","0","3","2","19","2","0","0","2","4","0"
"2020-05-05","3","5","1","0","0","0","2","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","3","2","10","0","0","0","2","2","1","4","2","49","0","2","0","28","0","3","2","4","3","7","8","71","1","8","0","","0","2","0","4","0","13","0","3","2","22","3","0","0","2","4","0"
"2020-05-06","3","5","1","0","0","1","2","3","22","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","3","3","10","0","1","0","2","2","1","4","2","53","0","2","0","29","0","5","2","4","3","7","8","76","1","12","0","","0","2","0","5","0","16","1","4","2","23","4","0","0","2","4","0"
"2020-05-07","3","5","1","0","0","1","2","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","4","3","10","0","1","0","2","2","1","4","2","57","0","2","0","30","0","5","2","4","3","7","8","78","1","13","0","","0","2","0","6","0","16","1","4","2","40","4","0","0","2","4","0"
"2020-05-08","4","5","1","1","0","1","3","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","4","3","10","0","1","0","3","2","1","4","2","59","0","2","0","30","0","5","2","4","4","7","8","81","1","15","0","","0","2","0","6","0","17","1","4","2","41","4","0","0","2","4","0"
"2020-05-09","4","5","1","1","0","1","6","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","4","3","10","0","1","0","3","2","1","4","2","60","0","2","0","30","0","5","2","4","4","7","8","83","1","15","0","","0","2","0","6","0","17","1","4","2","42","4","0","0","2","4","0"
"2020-05-10","4","5","1","1","0","1","6","3","21","0","1","0","1","1","1","0","2","0","1","1","0","0","0","3","2","4","3","10","0","1","0","3","2","1","4","2","60","0","2","0","30","0","5","2","4","4","7","8","85","1","15","0","","0","2","0","7","0","17","1","4","2","42","4","0","0","2","4","0"
"2020-05-11","4","6","1","1","0","1","6","3","21","0","1","0","1","1","1","0","2","0","1","1","1","0","0","3","2","4","3","10","0","2","0","3","2","1","4","2","61","0","2","0","30","0","6","2","4","4","7","8","90","1","15","0","","0","2","0","7","0","17","1","4","2","42","4","0","0","2","4","0"
"2020-05-12","4","7","1","1","0","1","6","3","21","0","1","1","1","1","1","1","2","0","1","1","1","0","0","3","2","4","3","10","0","3","0","4","2","1","4","2","62","0","2","0","30","0","7","2","4","5","7","8","95","1","18","1","","0","2","0","7","0","18","1","4","2","50","7","0","0","5","4","0"
"2020-05-13","4","7","1","1","0","1","6","3","22","0","1","2","1","1","1","1","2","0","1","1","1","0","0","3","2","5","3","10","0","3","0","4","2","1","4","2","64","0","2","0","30","0","8","2","4","5","9","9","96","2","19","1","","0","2","0","7","0","18","1","4","2","51","8","0","0","5","5","0"
"2020-05-14","4","8","1","1","0","1","8","3","22","0","1","3","2","2","1","1","2","0","1","1","1","0","0","3","2","6","3","10","0","3","0","4","2","1","4","2","69","0","2","0","30","0","9","2","4","5","9","9","98","2","20","1","","0","2","0","7","0","19","1","4","2","56","8","0","0","5","5","1"
"2020-05-15","4","8","1","1","0","1","9","3","22","0","1","3","2","2","1","1","2","0","1","1","1","0","0","3","2","6","3","10","0","4","0","4","2","1","4","2","71","0","2","0","31","0","9","2","4","6","9","9","100","2","20","1","","0","3","0","7","0","19","1","4","2","57","8","0","0","5","5","1"
"2020-05-16","4","8","1","1","0","1","9","3","22","0","1","3","2","2","1","1","2","0","1","1","1","0","0","3","2","6","3","10","0","4","0","4","2","1","4","2","73","0","2","0","31","0","9","2","4","6","9","9","100","2","20","1","","0","3","0","7","0","19","1","4","2","57","8","0","0","5","5","1"
"2020-05-17","4","8","1","1","1","1","9","3","22","0","1","3","2","2","1","1","2","0","1","1","1","0","0","3","2","6","3","10","0","4","0","4","2","1","4","2","74","0","2","0","31","0","9","2","4","6","9","9","101","2","20","1","","0","3","0","7","0","19","1","4","2","57","8","0","0","5","5","1"
"2020-05-18","4","8","1","1","1","1","10","3","22","0","1","3","2","2","1","1","2","0","1","1","1","0","0","3","2","6","3","10","0","4","0","4","2","1","4","2","74","0","2","0","31","0","9","2","4","6","9","9","101","2","20","1","","0","3","0","7","0","19","1","4","2","57","8","0","0","5","5","1"
"2020-05-19","4","8","1","1","1","1","10","3","22","0","1","3","2","2","1","1","2","0","1","1","3","0","0","3","3","6","3","10","0","4","0","4","2","1","4","2","78","0","2","0","31","0","10","2","4","6","9","9","103","2","24","1","","0","3","0","7","0","19","1","4","2","57","8","0","1","5","5","1"
"2020-05-20","3","8","1","1","1","1","11","3","23","0","1","3","2","2","1","1","2","0","1","1","2","0","0","3","3","7","3","10","0","5","0","4","2","1","3","2","83","0","2","0","32","0","10","2","4","6","10","9","106","2","27","1","","0","4","0","7","0","19","1","5","2","59","8","0","1","5","6","0"
"2020-05-21","3","8","1","1","1","1","11","3","23","0","1","3","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","10","0","5","0","4","3","1","3","2","85","0","2","0","32","0","10","2","4","6","10","9","107","2","28","1","","0","4","0","7","0","19","1","5","2","59","9","0","1","5","6","0"
"2020-05-22","3","9","1","1","1","1","11","3","23","2","1","4","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","10","0","5","0","4","3","1","3","2","88","0","2","0","32","0","10","2","4","6","10","9","107","2","29","1","","0","4","0","7","0","19","1","6","2","62","9","0","1","5","6","0"
"2020-05-23","3","9","1","1","1","1","11","3","23","2","1","4","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","10","0","6","0","4","3","1","4","2","88","0","2","0","32","0","10","2","4","6","10","9","109","2","30","1","","0","4","0","7","0","19","1","6","2","62","11","0","1","5","7","0"
"2020-05-24","3","9","1","1","1","1","11","3","23","2","1","4","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","10","0","6","0","4","3","2","4","2","88","0","2","0","32","0","10","2","4","6","10","9","109","2","30","1","","0","4","0","7","0","19","1","6","2","62","12","0","1","5","7","0"
"2020-05-25","3","9","1","1","1","3","12","3","24","2","1","4","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","11","0","6","0","4","4","2","4","2","91","0","2","0","32","0","10","2","4","6","10","9","111","2","33","1","","0","4","0","7","0","19","1","6","2","63","12","0","1","5","7","0"
"2020-05-26","3","9","1","1","1","3","13","3","24","2","1","7","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","11","0","6","0","4","4","2","4","2","96","0","2","0","32","0","10","2","4","6","11","9","112","2","34","1","","0","4","0","7","0","19","1","6","3","63","12","0","1","6","7","0"
"2020-05-27","3","9","1","1","1","3","13","3","24","2","1","7","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","11","0","6","0","4","6","2","4","2","97","0","2","0","32","0","10","2","4","6","11","9","112","2","34","1","","0","4","0","7","0","19","1","6","3","63","12","0","1","6","7","0"
"2020-05-28","3","9","1","1","1","3","13","3","24","2","1","8","2","2","1","1","2","1","1","1","2","0","0","3","3","7","3","11","0","7","0","4","7","2","4","2","100","0","2","0","32","0","10","2","4","6","11","9","112","2","34","1","","0","4","0","7","0","19","1","6","3","64","13","0","1","6","7","0"
"2020-05-29","3","9","1","1","1","4","16","3","24","3","1","8","2","2","1","1","2","1","1","1","3","0","0","3","3","7","3","11","0","7","0","4","8","2","4","2","102","0","2","0","32","0","11","3","4","6","11","9","114","2","38","1","","0","4","0","7","0","19","1","6","3","64","14","0","2","6","7","0"
"2020-05-30","4","9","1","1","1","4","17","3","25","3","1","8","2","2","1","1","2","1","1","1","3","0","0","3","3","8","3","11","0","7","0","4","8","2","4","2","102","0","2","0","33","0","12","4","4","6","11","9","115","2","38","1","","0","4","0","7","0","19","1","6","3","64","14","0","2","6","7","0"
"2020-05-31","4","9","1","1","1","5","18","3","25","3","1","8","2","2","1","1","2","1","1","1","3","0","0","3","3","8","3","11","0","7","0","4","9","2","4","2","102","0","2","0","33","0","12","4","4","6","11","9","116","2","40","1","","0","4","0","7","0","20","1","7","5","65","15","0","2","6","7","0"
"2020-06-01","5","9","1","1","1","6","18","3","25","3","1","10","2","2","1","1","2","1","1","1","3","1","0","3","3","8","3","12","0","8","0","4","9","2","4","2","103","0","2","0","33","0","12","4","4","6","11","9","118","2","43","1","","0","4","0","7","0","20","1","7","5","65","16","2","2","6","7","0"
"2020-06-02","5","9","1","1","1","6","18","3","26","3","1","10","2","2","1","1","2","1","1","1","3","1","0","3","3","9","3","12","0","8","0","4","9","2","5","3","103","0","2","0","34","0","12","4","4","6","11","9","118","2","43","1","","0","5","0","7","0","20","1","7","5","66","16","2","2","6","7","0"
"2020-06-03","5","9","1","1","1","6","18","3","26","3","1","10","2","2","1","1","2","1","1","1","3","1","0","3","3","9","3","12","0","8","0","4","9","2","5","3","103","0","2","0","34","0","12","4","4","6","11","9","118","2","43","1","","0","5","0","7","0","20","1","7","5","66","16","2","2","6","7","0"
"2020-06-04","5","9","1","1","1","6","18","3","26","3","1","10","2","2","1","1","2","1","1","1","3","1","0","3","3","9","3","12","0","8","0","4","9","2","5","3","104","0","2","0","34","0","12","4","4","6","11","9","118","2","43","1","","0","5","0","7","0","19","1","7","5","66","16","2","2","6","7","0"
"2020-06-05","5","9","1","1","1","7","21","3","26","3","1","10","2","2","1","1","2","1","1","1","3","1","0","3","3","10","3","12","0","9","0","5","10","2","5","3","105","0","2","0","34","0","12","4","4","6","11","9","123","2","44","1","","0","5","1","8","0","19","2","9","5","66","16","4","3","6","7","0"
"2020-06-06","5","9","1","1","1","7","22","3","26","4","2","10","2","2","1","1","4","1","1","1","3","1","0","3","3","10","3","12","0","9","0","5","11","2","5","3","105","0","2","0","34","0","12","5","5","6","11","9","124","2","47","1","","0","6","1","8","0","19","2","8","5","66","17","4","3","6","7","0"
"2020-06-07","5","9","1","1","1","7","22","3","26","4","2","10","2","2","1","1","4","1","1","1","3","1","0","3","3","10","3","12","0","9","0","5","11","2","5","3","106","0","2","0","34","0","12","5","5","6","11","9","124","2","48","1","","0","6","1","8","0","19","2","8","5","66","18","4","3","6","7","0"
"2020-06-08","5","9","1","1","1","8","24","3","26","4","2","10","3","2","1","1","4","1","1","1","3","1","0","4","3","10","3","12","0","10","0","5","11","2","5","3","109","0","3","0","34","0","13","5","5","6","11","9","124","2","54","1","","0","6","1","8","0","19","2","9","5","67","23","4","5","6","7","0"
"2020-06-09","5","9","1","1","1","8","24","3","26","4","2","10","3","2","1","1","5","1","1","1","3","1","0","5","5","10","3","12","0","10","0","5","11","2","5","3","110","0","3","0","34","0","13","5","5","6","11","9","126","2","56","1","","0","6","1","8","0","20","2","9","5","67","23","4","6","6","7","0"
"2020-06-10","6","9","1","1","1","8","24","3","26","4","2","11","3","2","1","1","5","1","1","1","3","1","0","6","5","9","3","12","0","10","0","5","11","2","5","3","112","0","3","0","35","0","13","5","5","7","12","9","127","2","61","1","","0","6","1","8","0","20","2","10","5","66","23","5","6","6","8","0"
"2020-06-11","6","9","1","1","1","8","25","3","26","4","2","11","3","2","1","1","5","1","1","1","3","1","0","6","5","9","3","12","0","10","0","5","11","2","5","3","116","0","3","0","35","0","13","5","5","7","12","9","128","2","65","1","","0","6","1","8","0","20","2","11","5","66","23","5","6","6","8","0"
"2020-06-12","6","9","1","1","1","8","25","3","26","5","2","11","3","2","1","1","5","1","1","1","3","1","0","6","5","9","3","12","0","10","0","5","14","2","5","3","117","0","3","0","35","0","13","5","5","9","12","9","129","2","68","2","","0","6","2","8","0","20","2","11","5","66","24","5","6","6","8","0"
"2020-06-13","6","9","1","1","1","8","25","3","26","5","2","11","3","2","1","1","5","1","1","1","3","1","0","6","5","9","3","12","0","10","0","5","14","2","5","3","117","0","3","0","35","0","14","6","5","9","12","9","129","2","68","2","","0","6","2","8","0","20","2","11","5","66","25","5","6","6","8","1"
"2020-06-14","6","9","1","1","1","8","25","3","26","5","2","11","3","2","1","1","5","1","1","1","3","1","0","6","5","9","3","12","0","10","0","5","14","2","5","3","117","0","3","0","35","0","14","6","5","9","12","9","129","2","68","2","","0","6","2","8","0","20","2","11","5","66","25","5","6","6","8","1"
"2020-06-15","6","9","1","1","1","8","25","3","26","5","2","11","3","2","1","1","5","1","1","1","3","1","0","6","5","9","3","12","0","10","0","5","15","2","5","3","117","0","3","0","35","0","14","6","5","9","12","9","129","2","68","2","","0","6","2","8","0","20","2","11","5","66","25","5","6","6","8","1"
