"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-04-29","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","","","","","   .00 %","","",""
"2020-04-30","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %",""
"2020-05-01","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","",""
"2020-05-02","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","",""
"2020-05-03","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-05-04","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","   .00 %","","",""
"2020-05-05","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","","","   .00 %","   .00 %","","   .00 %",""
"2020-05-06","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","",""
"2020-05-07","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","","   .00 %"," ##.## %","","   .00 %",""
"2020-05-08","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","",""
"2020-05-09","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","",""
"2020-05-10","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","",""
"2020-05-11","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","",""," 50.00 %","","",""
"2020-05-12","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-05-13","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","",""
"2020-05-14","   .00 %","   .00 %","","   .00 %","","","","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %",""
"2020-05-15","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %",""
"2020-05-16","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","",""
"2020-05-17","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 33.33 %","","   .00 %",""
"2020-05-18"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %",""
"2020-05-19"," 50.00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %",""
"2020-05-20"," 33.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-05-21","   .00 %","",""," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""," 25.00 %","","",""
"2020-05-22","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","",""
"2020-05-23","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","",""
"2020-05-24","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-05-25","   .00 %","","","","   .00 %",""," ##.## %","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2020-05-26","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %",""
"2020-05-27"," 25.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %",""
"2020-05-28","   .00 %",""," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2020-05-29","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-05-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-05-31","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","",""
"2020-06-01","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","   .00 %","","   .00 %",""
"2020-06-02","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-03","   .00 %","   .00 %"," 33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %",""
"2020-06-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","","   .00 %",""
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","   .00 %","","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","","   .00 %",""
"2020-06-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 25.00 %","","   .00 %",""
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 25.00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","","",""
"2020-06-09","   .00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2020-06-10","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," ##.## %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %",""
"2020-06-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 25.00 %","  9.09 %","","   .00 %",""
"2020-06-14","   .00 %","   .00 %"," 14.29 %"," 50.00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","","   .00 %"," 33.33 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-15","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","","   .00 %",""
"2020-06-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %",""
"2020-06-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %",""
"2020-06-18","   .00 %","   .00 %"," 12.50 %"," 25.00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.29 %"," 15.38 %","","   .00 %",""
"2020-06-19","   .00 %","   .00 %"," 11.11 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 12.50 %"," 13.33 %","","   .00 %",""
"2020-06-20","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 12.50 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","  5.88 %","","   .00 %",""
"2020-06-21","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %",""
"2020-06-22"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %"," 33.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %",""
"2020-06-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","","   .00 %",""
"2020-06-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.26 %","","   .00 %",""
"2020-06-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","","   .00 %",""
"2020-06-26","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-27","   .00 %","   .00 %","  9.09 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  8.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-06-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %",""
"2020-06-30"," 16.67 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  9.09 %","  9.52 %","","   .00 %",""
"2020-07-01"," 14.29 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","  4.35 %","","   .00 %",""
"2020-07-02"," 12.50 %","   .00 %","  7.14 %"," 14.29 %"," ##.## %","   .00 %","   .00 %","   .00 %",""," 23.08 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","","   .00 %",""
"2020-07-03","   .00 %","   .00 %","  6.67 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  8.33 %","  3.85 %","","   .00 %",""
"2020-07-04"," 11.11 %","   .00 %"," 18.75 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.41 %","","   .00 %",""
"2020-07-05"," 10.00 %"," ##.## %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  3.45 %","","   .00 %",""
"2020-07-06","   .00 %","   .00 %"," 15.00 %"," 11.11 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %",""
"2020-07-07","  9.09 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","","   .00 %",""
"2020-07-08","   .00 %","   .00 %","  8.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","  6.06 %","","   .00 %",""
"2020-07-09","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.14 %","  2.86 %","","   .00 %",""
"2020-07-10","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","","   .00 %",""
"2020-07-11","  7.69 %","   .00 %","  3.57 %","  9.09 %",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","  7.89 %","","   .00 %",""
"2020-07-12","   .00 %","   .00 %","  3.45 %","  8.33 %","   .00 %"," ##.## %"," 11.11 %","   .00 %","   .00 %"," 11.11 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.88 %","","   .00 %","   .00 %"
"2020-07-13","   .00 %","   .00 %","  6.67 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 40.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  4.65 %","","   .00 %",""
"2020-07-14","  7.14 %","   .00 %","  9.38 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","","   .00 %",""
"2020-07-15","   .00 %","   .00 %"," 14.29 %","  7.14 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.55 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","","   .00 %",""
"2020-07-16"," 13.33 %","   .00 %"," 12.50 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 18.18 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"," 12.50 %","","   .00 %",""
"2020-07-17","   .00 %"," 33.33 %","   .00 %","  6.25 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","  7.41 %","","   .00 %",""
"2020-07-18","  5.88 %"," 25.00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-07-19","   .00 %","   .00 %","  4.44 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  9.09 %",""," ##.## %","   .00 %","   .00 %","","  5.56 %","  3.45 %","","   .00 %",""
"2020-07-20","   .00 %","   .00 %","  6.38 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %"," 15.38 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","","   .00 %",""
"2020-07-21","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.68 %","","   .00 %",""
"2020-07-22","  5.56 %"," 40.00 %","  3.85 %","  5.26 %","   .00 %"," 25.00 %","   .00 %","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","","   .00 %",""
"2020-07-23","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","","   .00 %",""
"2020-07-24"," 10.53 %","   .00 %","  3.51 %","   .00 %","   .00 %","","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","  9.46 %","","   .00 %",""
"2020-07-25","   .00 %"," 14.29 %","  1.69 %","  5.00 %","   .00 %"," 20.00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.94 %","","   .00 %",""
"2020-07-26","   .00 %"," 12.50 %","   .00 %","  4.76 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","  6.25 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.35 %","","   .00 %",""
"2020-07-27","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.90 %","","   .00 %",""
"2020-07-28","   .00 %"," 11.11 %","  1.67 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.85 %"," 17.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.30 %","","   .00 %",""
"2020-07-29"," 14.29 %"," 20.00 %","  4.92 %","  4.17 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.15 %","","   .00 %",""
"2020-07-30","   .00 %","   .00 %","  1.56 %","  4.00 %","   .00 %","   .00 %","  6.25 %","","   .00 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.00 %","  9.80 %","","   .00 %",""
"2020-07-31","   .00 %","  8.33 %","   .00 %","  3.85 %","","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","","   .00 %",""
"2020-08-01","   .00 %","   .00 %","  3.08 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.04 %","","   .00 %",""
"2020-08-02","   .00 %","  7.69 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.20 %","","   .00 %",""
"2020-08-03","  8.33 %","   .00 %","  1.47 %","   .00 %","   .00 %"," 16.67 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.88 %","","   .00 %",""
"2020-08-04","   .00 %","  7.14 %","  1.45 %"," 10.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.24 %","","   .00 %",""
