"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-07-03","2","1","","1","25","","3","3","","","2","3","",""
"2020-07-04","2","1","","","25","","3","3","","","2","3","1",""
"2020-07-05","2","1","","","25","","3","3","","","","3","1",""
"2020-07-06","2","1","","1","25","","3","3","","1","2","3","",""
"2020-07-07","2","1","","1","26","","3","3","","","2","3","1",""
"2020-07-08","2","","","1","27","","4","4","","","","3","1",""
"2020-07-09","2","1","","1","27","","4","4","","","2","3","1",""
"2020-07-10","","1","","1","27","","4","4","","","2","3","1",""
"2020-07-11","2","","","","27","","4","","","1","2","3","",""
"2020-07-12","","1","","1","27","","5","4","","","2","3","1",""
"2020-07-13","2","","","","28","","6","4","","","2","3","",""
"2020-07-14","","","","","28","","7","4","","","2","3","1",""
"2020-07-15","2","","","1","28","","7","4","","","","3","1",""
"2020-07-16","2","","","1","28","","7","4","","","2","3","",""
"2020-07-17","2","","","1","28","","7","4","","","","4","1",""
"2020-07-18","2","1","","1","29","","7","","","1","2","4","1",""
"2020-07-19","2","","","","29","","7","4","","","","4","1",""
"2020-07-20","2","","","","31","","7","4","","","2","5","1",""
"2020-07-21","2","","","1","31","","7","4","","","2","5","1",""
"2020-07-22","2","","","1","33","","7","4","","","2","5","1",""
"2020-07-23","2","","","","34","1","8","","","","2","5","1",""
"2020-07-24","2","","","1","36","1","8","","","1","2","5","1",""
"2020-07-25","2","1","","1","37","1","8","4","","","2","5","1",""
"2020-07-26","2","","","1","37","1","8","4","","1","2","5","1",""
"2020-07-27","2","","","","38","1","9","4","","1","2","6","1",""
"2020-07-28","2","1","","1","38","2","11","","","","2","7","1",""
"2020-07-29","2","","","1","39","2","12","4","","","2","7","1",""
"2020-07-30","2","1","","1","41","2","14","4","","1","","7","1",""
"2020-07-31","2","1","","","44","2","15","4","","1","2","7","1",""
"2020-08-01","2","1","","1","46","2","16","4","","1","2","7","1",""
"2020-08-02","2","","","","48","2","16","4","","1","2","8","1",""
"2020-08-03","2","","","1","50","2","18","4","","1","2","8","1",""
"2020-08-04","2","","","2","52","2","20","4","","1","2","8","1",""
"2020-08-05","2","1","","2","54","2","21","4","","1","2","8","1",""
"2020-08-06","2","1","","2","58","2","21","4","","1","2","8","1",""
"2020-08-07","","","","2","63","4","23","4","","1","2","9","1",""
"2020-08-08","","1","","2","68","4","23","4","","1","2","9","1",""
"2020-08-09","2","1","","2","75","5","23","4","","1","2","9","1",""
"2020-08-10","2","1","","2","79","5","27","4","","1","2","10","1",""
"2020-08-11","2","1","","2","80","5","27","4","","1","2","11","1",""
"2020-08-12","2","1","","2","81","8","27","4","","1","2","11","1",""
"2020-08-13","2","1","","2","82","10","27","4","","1","2","11","1",""
"2020-08-14","2","1","","2","83","10","28","4","2","","2","11","1",""
"2020-08-15","2","","","2","84","12","29","4","2","1","2","11","1",""
"2020-08-16","2","1","","2","85","12","29","4","","","2","11","1",""
"2020-08-17","","1","","2","87","14","31","4","2","1","2","11","1",""
"2020-08-18","2","1","","2","91","16","31","4","2","1","2","11","1",""
"2020-08-19","","1","","2","94","21","37","4","","1","2","11","1",""
"2020-08-20","2","1","","2","97","23","40","4","","","2","12","",""
"2020-08-21","2","1","","2","99","26","40","4","2","1","2","12","1",""
"2020-08-22","2","1","","2","100","27","40","4","2","1","2","13","1",""
"2020-08-23","2","1","","2","101","28","41","4","2","1","2","14","2",""
"2020-08-24","2","1","","2","103","30","43","4","","1","2","15","2",""
"2020-08-25","2","1","","2","105","33","44","4","","1","2","15","2",""
"2020-08-26","2","1","","2","107","35","44","4","2","1","2","17","2",""
"2020-08-27","2","1","","2","113","37","44","4","2","1","2","18","2",""
"2020-08-28","2","1","","2","119","40","45","4","2","1","2","19","2",""
"2020-08-29","2","1","","2","125","41","46","5","2","1","2","21","2",""
"2020-08-30","2","1","","2","128","43","47","5","2","1","2","22","2",""
"2020-08-31","2","1","","2","131","45","52","5","2","1","2","24","2",""
"2020-09-01","2","1","","2","137","46","53","5","","1","2","27","2",""
"2020-09-02","2","1","","2","143","48","54","6","2","1","2","28","2",""
"2020-09-03","2","1","","3","147","49","54","7","2","1","2","30","2",""
"2020-09-04","2","1","","3","153","50","57","7","2","1","2","32","2",""
"2020-09-05","2","1","","3","163","53","62","7","2","1","2","32","2",""
"2020-09-06","2","1","","","170","54","63","7","2","1","2","33","3",""
"2020-09-07","2","1","","3","170","54","66","7","2","1","2","37","3",""
"2020-09-08","2","1","","3","176","55","68","10","2","1","2","37","3",""
"2020-09-09","2","1","","2","181","58","71","10","2","1","2","39","3",""
"2020-09-10","2","1","","2","184","59","71","10","2","1","2","40","3",""
"2020-09-11","2","1","","2","188","63","71","10","3","1","2","42","3",""
"2020-09-12","3","1","","2","195","63","72","10","4","1","2","45","4",""
"2020-09-13","3","1","","2","200","66","75","10","4","1","2","46","4",""
"2020-09-14","4","1","","2","207","69","78","10","4","1","2","47","4",""
"2020-09-15","4","1","","2","214","69","79","10","4","1","2","48","4",""
"2020-09-16","4","1","","2","220","70","80","10","4","1","2","49","4",""
"2020-09-17","4","2","","2","230","70","80","11","4","1","2","50","4",""
"2020-09-18","4","2","","2","233","71","80","11","4","1","2","50","4",""
"2020-09-19","4","3","","2","235","72","89","11","4","1","2","51","4",""
"2020-09-20","5","3","","2","239","74","93","11","4","1","2","52","5",""
"2020-09-21","5","3","-1","2","246","75","96","11","4","1","2","52","5",""
"2020-09-22","5","4","-1","2","251","76","97","12","4","1","2","53","6",""
"2020-09-23","5","5","-1","3","258","79","98","15","4","1","2","54","6",""
"2020-09-24","5","5","-1","4","262","81","102","15","4","1","3","55","6",""
"2020-09-25","5","5","-1","4","269","82","103","17","4","1","3","57","6",""
"2020-09-26","5","5","-1","4","278","84","104","17","4","1","3","57","5",""
"2020-09-27","5","5","-1","4","283","85","104","18","4","1","3","58","5",""
"2020-09-28","5","5","-1","4","285","86","105","18","4","1","3","59","6",""
"2020-09-29","7","5","-1","4","289","87","109","18","4","1","3","59","6",""
"2020-09-30","8","5","-1","4","294","92","112","20","5","1","3","62","6",""
"2020-10-01","8","5","-1","4","302","93","114","20","5","1","4","62","8",""
"2020-10-02","8","5","-1","4","308","96","115","20","5","1","4","62","9",""
"2020-10-03","8","5","-1","4","313","99","116","20","5","2","4","64","9",""
"2020-10-04","8","5","-1","4","313","100","117","20","5","2","4","66","9",""
"2020-10-05","8","5","-1","4","320","104","122","20","5","2","4","67","9",""
"2020-10-06","8","5","-1","4","325","105","123","20","5","2","4","68","9",""
"2020-10-07","8","5","-1","5","332","105","124","21","5","2","4","69","9",""
"2020-10-08","8","5","-1","5","342","107","126","21","5","2","4","69","9",""
"2020-10-09","8","5","-1","5","355","107","126","22","5","2","4","69","9",""
"2020-10-10","8","5","-1","5","371","107","126","22","5","2","4","71","9",""
"2020-10-11","8","5","-1","5","382","107","127","22","5","2","4","72","9",""
"2020-10-12","8","6","-1","5","392","108","129","22","5","2","4","73","9",""
"2020-10-13","8","6","-1","5","410","108","129","22","5","2","4","75","9",""
"2020-10-14","8","6","-1","5","422","108","129","22","5","2","4","77","9",""
"2020-10-15","8","6","-1","5","436","108","131","22","5","2","4","78","10",""
"2020-10-17","8","6","-1","5","517","116","132","23","5","2","4","82","10",""
"2020-10-18","8","6","-1","5","519","116","133","23","5","2","4","82","10",""
"2020-10-19","8","7","-1","5","522","117","134","23","5","2","4","82","10",""
"2020-10-20","9","7","-1","5","532","118","134","24","5","2","4","82","10",""
"2020-10-21","9","7","0","6","537","119","137","27","5","2","4","82","10",""
"2020-10-22","9","7","0","6","540","120","140","27","5","2","4","83","10",""
"2020-10-23","9","8","0","6","546","120","141","28","5","2","4","85","10",""
"2020-10-25","","8","0","6","551","120","142","28","5","2","4","88","10",""
"2020-10-26","9","9","0","6","557","120","142","28","5","2","4","89","10",""
"2020-10-27","9","9","0","6","561","120","142","28","5","2","4","91","10",""
"2020-10-28","9","9","0","6","562","120","143","28","5","2","4","91","10",""
"2020-10-29","9","9","0","6","562","120","143","28","5","2","4","91","10",""
"2020-10-30","9","9","0","6","564","120","143","28","5","2","4","91","10",""
"2020-10-31","9","9","0","6","573","120","145","28","6","2","4","91","10",""
"2020-11-01","10","9","0","6","575","120","145","29","6","2","4","91","10",""
"2020-11-02","10","9","0","6","576","121","145","29","6","2","4","91","10",""
"2020-11-03","10","9","0","6","578","122","145","29","6","3","4","91","10",""
"2020-11-04","10","9","0","6","580","123","146","30","6","3","4","91","10",""
"2020-11-05","10","9","0","6","584","123","147","29","8","4","4","93","10",""
"2020-11-06","10","9","3","6","586","124","148","29","9","5","4","93","10",""
"2020-11-07","10","9","2","6","588","124","151","29","9","6","4","94","11",""
"2020-11-08","11","9","2","6","588","124","151","29","","6","4","95","11",""
"2020-11-09","11","10","3","","596","124","151","29","9","6","4","95","11",""
"2020-11-10","11","10","3","6","600","124","151","29","10","6","4","95","11",""
"2020-11-11","11","10","4","6","601","124","151","33","10","6","4","95","11",""
"2020-11-12","12","10","4","6","605","125","152","33","10","6","4","95","11",""
"2020-11-15","12","10","4","","606","127","152","33","10","6","5","96","11",""
"2020-11-16","12","10","4","6","608","128","155","34","10","7","5","97","11",""
"2020-11-17","12","10","4","6","610","128","155","35","10","7","5","97","11",""
"2020-11-18","12","10","5","6","612","128","156","36","11","7","7","98","11",""
"2020-11-19","12","10","5","6","614","128","158","37","12","7","7","98","11",""
"2020-11-20","12","10","5","6","615","128","158","37","13","7","7","99","12",""
"2020-11-21","12","10","6","6","616","128","160","39","15","7","7","99","12",""
"2020-11-22","12","10","6","6","621","128","161","40","16","7","7","100","12",""
"2020-11-23","12","10","6","6","622","128","165","41","17","7","7","100","12",""
"2020-11-24","12","10","6","6","628","129","169","43","20","7","8","100","13",""
"2020-11-25","12","10","8","6","636","130","166","41","19","7","8","100","13",""
"2020-11-26","13","10","8","6","643","130","166","41","21","7","9","100","13",""
"2020-11-27","13","10","8","7","645","130","166","42","22","7","9","100","13",""
"2020-11-28","13","10","10","7","652","130","167","42","22","8","11","100","13",""
"2020-11-29","13","10","10","7","658","132","167","42","22","8","11","100","13",""
"2020-11-30","13","10","11","7","664","132","168","42","22","8","12","100","13",""
"2020-12-01","13","10","11","7","666","132","170","42","24","9","12","100","13",""
"2020-12-26","14","10","12","7","675","133","170","42","24","9","12","100","14",""
"2020-12-27","14","11","12","7","680","133","170","42","25","9","12","100","14",""
"2020-12-28","15","11","12","7","683","133","170","42","27","9","12","100","14",""
"2020-12-29","15","11","12","7","683","134","171","42","28","9","12","101","16",""
"2020-12-30","15","12","12","7","687","134","174","42","29","9","12","101","16",""
"2020-12-31","15","12","12","7","689","134","176","42","30","9","12","101","16",""
"2021-01-01","15","12","12","7","692","134","179","42","30","9","12","101","16",""
"2021-01-02","16","12","12","7","694","134","181","42","30","9","12","102","17",""
"2021-01-03","17","12","12","7","697","135","181","42","30","9","12","102","17",""
"2021-01-04","17","","12","7","701","136","181","42","32","9","12","103","17",""
"2021-01-05","17","12","12","7","707","136","183","42","33","9","12","103","17",""
"2021-01-06","17","12","12","7","710","136","183","42","35","9","12","103","17",""
"2021-01-07","17","12","12","7","714","136","183","42","36","9","12","104","17",""
"2021-01-08","17","12","12","7","720","136","184","42","36","9","12","104","17",""
"2021-01-09","17","12","12","7","725","137","184","42","36","9","12","104","17",""
"2021-01-10","17","12","12","7","728","137","185","42","36","9","12","105","17",""
"2021-01-11","17","12","12","7","732","137","186","42","36","9","12","105","17",""
"2021-01-12","17","12","12","8","738","137","188","42","37","9","12","106","17",""
"2021-01-13","17","12","12","8","742","137","188","42","37","9","12","106","17",""
"2021-01-14","17","12","12","8","745","137","188","42","","9","12","106","17",""
"2021-01-15","17","12","12","8","749","137","189","43","37","9","12","106","17",""
"2021-01-16","17","12","13","8","751","137","190","43","37","9","12","106","17",""
"2021-01-17","","","13","8","755","138","190","","","9","12","106","17",""
"2021-01-18","17","","13","","759","138","191","43","37","9","12","107","17",""
"2021-01-19","18","12","12","8","760","138","192","43","37","9","12","107","17",""
"2021-01-20","18","","12","","762","139","192","43","37","","12","107","17",""
"2021-01-21","16","12","12","8","765","139","195","43","37","9","12","107","17",""
"2021-01-22","16","12","12","8","766","139","197","43","37","9","12","107","17",""
"2021-01-23","16","12","12","8","766","139","197","43","37","9","12","107","17",""
"2021-01-24","","","12","8","768","139","197","","37","","12","107","17",""
"2021-01-25","","","12","","770","139","197","43","37","9","12","109","17",""
"2021-01-26","","12","12","","771","139","197","","","9","12","109","17",""
"2021-01-27","16","12","12","8","773","139","198","","37","9","12","109","17",""
"2021-01-28","16","11","12","","775","139","200","43","37","","","109","17",""
"2021-01-29","16","11","12","8","775","139","200","43","37","9","12","109","17",""
"2021-01-30","16","","12","","776","139","200","43","37","9","","109","17",""
"2021-01-31","","","","8","777","139","200","","","9","","109","17",""
"2021-02-01","16","","12","","779","140","201","","37","9","12","109","17",""
"2021-02-02","16","11","","8","782","140","201","","","9","12","109","17",""
"2021-02-03","","","12","","784","141","202","","","","","109","17",""
"2021-02-04","16","","12","","788","141","202","","37","","12","109","17",""
"2021-02-05","16","11","12","","789","143","202","","37","9","12","109","",""
"2021-02-06","16","","12","8","791","143","202","43","37","","","109","",""
"2021-02-07","","","","","795","143","202","","","9","","109","",""
"2021-02-08","","11","","8","795","144","202","44","38","9","12","109","",""
"2021-02-09","","11","12","","797","144","202","","38","","12","109","",""
"2021-02-10","16","11","12","","798","144","202","","38","9","12","109","17",""
"2021-02-11","16","","12","","800","144","202","","38","","12","109","17",""
"2021-02-12","","11","12","8","801","144","203","44","38","","12","109","17",""
"2021-02-13","16","","","","801","144","205","","38","","12","109","",""
"2021-02-14","","","","8","801","144","205","","38","","","109","",""
"2021-02-15","","11","12","","801","144","205","","38","9","12","109","",""
"2021-02-16","16","11","12","","803","144","205","44","38","9","","109","",""
"2021-02-17","16","","","","803","144","205","","39","","12","109","",""
"2021-02-18","","","12","","803","144","206","","","","","109","",""
"2021-02-19","","","12","","804","145","206","","","","","109","",""
"2021-02-20","16","11","12","8","804","145","206","44","39","","12","109","17",""
"2021-02-21","","","12","","805","145","206","44","","9","12","109","",""
"2021-02-22","16","11","12","8","806","145","206","45","","","12","109","17",""
"2021-02-23","16","11","12","","806","145","207","45","39","","12","109","",""
"2021-02-24","16","","12","","806","145","207","","","","","109","",""
"2021-02-25","16","","12","8","806","145","207","","39","","","109","",""
"2021-02-26","","11","","","807","145","207","","39","","","109","",""
"2021-02-27","16","","12","","807","145","207","45","40","9","12","109","17",""
"2021-02-28","16","","12","8","807","145","207","","","","12","109","",""
"2021-03-01","","","12","","807","145","207","45","","","12","109","",""
"2021-03-02","16","11","","","807","145","207","45","","9","12","109","",""
"2021-03-03","16","","","","807","145","207","45","","9","12","109","",""
"2021-03-04","16","","12","","807","145","207","45","40","","","109","",""
"2021-03-05","","11","","","808","146","207","45","","","","109","",""
"2021-03-06","","11","","","808","146","207","45","40","","12","109","17",""
"2021-03-07","16","","","","809","146","207","45","","","","109","",""
"2021-03-08","","","12","","809","146","207","45","","","","109","",""
"2021-03-09","16","","12","8","809","146","207","45","","","","109","",""
"2021-03-10","","","","","811","146","207","45","","9","12","109","",""
"2021-03-11","","11","","","811","147","207","45","","9","","109","",""
"2021-03-12","","11","","","812","148","207","45","","9","12","109","",""
"2021-03-13","17","11","","","813","148","207","45","40","","","","",""
"2021-03-14","","","","","814","148","207","","40","9","","109","17",""
"2021-03-15","","","12","","815","148","207","45","","9","12","109","",""
"2021-03-16","17","11","","","815","148","207","","","","12","109","",""
"2021-03-17","17","","12","","815","148","207","45","40","","12","109","",""
"2021-03-18","17","11","","","815","148","207","45","40","","12","109","17",""
"2021-03-19","17","","12","","815","148","207","45","40","9","","109","17",""
"2021-03-20","17","","12","8","815","148","207","45","","9","12","109","17",""
"2021-03-21","17","11","12","","815","148","207","45","","9","12","109","17",""
"2021-03-22","17","","","","815","148","207","45","40","","12","109","17",""
"2021-03-23","","","12","","816","148","208","","","9","12","109","17",""
"2021-03-24","17","","","","816","148","208","45","40","9","12","109","17",""
"2021-03-25","17","11","12","","817","148","208","45","40","9","12","109","17",""
"2021-03-26","17","11","12","","817","149","208","45","","9","12","109","17",""
"2021-03-27","17","","12","8","817","150","208","45","40","9","12","109","17",""
"2021-03-28","17","11","","","817","151","209","45","40","9","13","109","17",""
"2021-03-29","17","","","","819","150","208","45","40","","12","","17",""
"2021-03-30","17","11","12","","820","150","208","45","","","","110","17",""
"2021-03-31","","11","12","","823","151","208","45","40","","12","110","17",""
"2021-04-01","17","11","12","8","824","152","208","45","40","9","12","110","17",""
"2021-04-02","17","11","12","8","825","152","209","45","40","9","12","110","17",""
"2021-04-03","17","11","12","","828","153","209","45","40","9","12","110","17",""
"2021-04-04","17","11","12","8","830","153","209","45","40","9","12","110","17",""
"2021-04-05","17","11","12","8","832","153","209","45","","9","12","110","",""
"2021-04-06","17","11","12","8","835","156","210","45","40","9","12","110","17",""
"2021-04-07","17","","12","8","839","157","210","45","","9","12","110","17",""
"2021-04-08","17","11","12","8","839","159","210","46","40","9","12","110","17",""
"2021-04-09","17","11","12","8","842","160","210","46","40","","12","111","17",""
"2021-04-10","17","11","12","8","844","161","210","46","40","9","12","111","17",""
"2021-04-11","17","11","12","8","852","161","210","46","40","9","12","111","17",""
"2021-04-12","17","11","12","8","857","163","210","46","40","9","12","111","17",""
"2021-04-13","18","11","12","8","863","164","214","46","40","9","12","112","17",""
"2021-04-14","18","11","12","8","874","166","214","46","40","9","12","112","17",""
"2021-04-15","18","11","12","8","878","167","215","46","40","9","13","114","17",""
"2021-04-16","18","11","12","8","888","171","215","46","40","9","13","116","18",""
"2021-04-17","18","11","16","10","901","172","228","46","40","9","14","119","18",""
"2021-04-18","18","11","16","10","911","173","228","47","40","9","14","119","18",""
"2021-04-19","18","11","16","10","931","175","228","49","40","9","14","119","18",""
"2021-04-20","19","11","16","10","942","180","236","50","40","9","15","119","18",""
"2021-04-21","20","11","16","10","949","185","252","50","40","9","15","124","18",""
"2021-04-22","20","11","16","10","963","187","252","53","40","9","15","124","18",""
"2021-04-23","20","11","17","10","995","191","261","53","40","10","15","126","18",""
"2021-04-24","20","11","18","10","1038","201","279","56","40","10","16","131","18",""
"2021-04-25","21","11","18","10","1053","203","293","56","41","13","16","139","18",""
"2021-04-26","21","11","19","10","1087","214","305","62","41","15","16","140","18",""
"2021-04-27","22","12","19","11","1138","222","318","67","43","16","17","149","21",""
"2021-04-28","23","12","19","11","1196","228","341","70","45","16","17","164","21",""
"2021-04-29","23","12","19","11","1251","238","342","79","45","17","17","172","22",""
"2021-04-30","30","12","20","11","1323","242","361","87","45","21","17","179","22",""
"2021-05-01","30","12","21","14","1393","245","378","93","46","21","18","182","24",""
"2021-05-02","30","12","21","14","1431","249","395","96","50","21","18","186","25",""
"2021-05-03","30","13","24","14","1510","262","418","97","51","26","20","186","25",""
"2021-05-04","30","14","28","14","1549","265","439","107","52","27","21","190","25",""
"2021-05-05","31","14","29","14","1618","272","462","112","56","33","25","197","25",""
"2021-05-06","31","14","18","21","1721","280","475","134","56","35","26","203","25",""
"2021-05-07","31","14","18","21","1801","281","502","141","58","35","29","216","29",""
"2021-05-08","31","14","22","21","1841","308","525","144","59","38","31","222","38",""
"2021-05-09","32","29","23","23","1926","318","552","153","59","40","37","242","40",""
"2021-05-10","60","31","24","23","1993","327","567","169","62","45","44","256","41",""
"2021-05-11","66","33","26","23","2059","330","584","178","71","47","44","258","41",""
"2021-05-12","72","33","29","25","2113","335","604","179","71","47","46","274","41",""
"2021-05-13","80","33","31","26","2160","343","621","185","72","48","48","301","43",""
"2021-05-14","83","36","31","26","2203","409","652","190","73","51","48","323","47",""
"2021-05-15","90","36","32","27","2297","428","680","200","73","55","49","355","47",""
"2021-05-16","91","37","34","28","2360","476","700","208","77","56","49","391","50",""
"2021-05-17","94","37","34","29","2415","519","718","213","77","57","51","486","50",""
"2021-05-18","95","37","36","30","2481","529","726","213","79","60","51","487","54",""
"2021-05-19","97","37","37","31","2559","580","740","218","87","60","52","513","60",""
"2021-05-20","98","37","38","31","2618","625","769","219","89","61","52","528","65",""
"2021-05-21","99","37","44","32","2663","679","774","219","89","62","53","530","65",""
"2021-05-22","101","37","44","32","2721","732","781","221","94","62","53","537","65",""
"2021-05-23","102","37","44","32","2748","747","787","222","94","64","54","553","67",""
"2021-05-24","106","38","45","32","2807","781","794","223","94","65","58","561","69",""
"2021-05-25","116","40","47","32","2855","784","799","226","96","65","60","576","70",""
"2021-05-26","116","40","45","33","2879","787","815","232","98","66","61","617","70",""
"2021-05-27","123","40","48","34","2924","794","821","233","98","67","62","631","72",""
"2021-05-28","124","40","50","40","2945","803","823","239","99","68","62","642","72",""
"2021-05-29","125","40","50","49","2975","813","830","241","101","69","62","679","72",""
"2021-05-30","125","40","51","49","2992","823","837","241","101","69","62","685","72",""
"2021-05-31","126","40","53","49","3013","833","842","241","102","70","62","694","73",""
"2021-06-01","127","40","52","50","3036","835","844","246","107","70","65","698","73",""
"2021-06-02","127","40","52","52","3047","842","853","247","108","70","65","705","73",""
"2021-06-03","127","40","52","52","3073","845","860","247","108","70","66","706","73",""
"2021-06-04","127","40","52","52","3114","847","862","247","108","74","66","715","73",""
"2021-06-05","128","41","53","52","3118","865","863","248","108","75","66","720","73",""
"2021-06-06","128","41","53","52","3134","877","865","249","108","75","67","723","73",""
"2021-06-07","128","41","54","52","3146","890","867","249","108","75","68","726","73",""
"2021-06-08","128","41","54","52","3189","906","868","250","112","76","68","726","73",""
"2021-06-09","128","41","54","52","3231","908","870","250","112","77","72","727","73",""
"2021-06-10","128","41","54","52","3243","914","874","250","112","77","75","731","73",""
"2021-06-11","129","41","55","52","3255","925","874","251","112","77","75","735","74",""
"2021-06-12","129","42","55","52","3268","928","875","251","112","78","73","737","74",""
"2021-06-13","131","42","55","52","3271","929","875","252","112","78","73","737","74",""
"2021-06-14","131","42","55","52","3285","933","875","252","112","78","76","741","74",""
"2021-06-15","131","42","57","52","3296","939","875","254","113","79","77","742","74",""
"2021-06-16","131","42","57","52","3303","939","876","254","113","79","80","743","74",""
"2021-06-17","131","42","57","52","3308","945","877","254","113","80","80","744","74",""
"2021-06-18","131","42","57","52","3312","945","877","254","113","81","80","745","74",""
"2021-06-19","131","42","57","52","3314","948","877","254","113","81","82","747","74",""
"2021-06-20","131","42","57","52","3314","949","877","254","113","81","87","750","74",""
"2021-06-21","131","42","57","52","3320","949","877","254","113","81","88","752","74",""
"2021-06-22","131","42","57","52","3326","950","878","254","113","81","88","752","74",""
"2021-06-23","131","42","57","52","3329","950","880","256","113","82","96","752","74",""
"2021-06-24","131","42","57","52","3330","952","881","256","113","82","98","752","74",""
"2021-06-25","131","42","57","52","3330","957","881","256","114","82","100","753","74",""
"2021-06-26","131","42","57","52","3330","958","881","257","114","82","101","753","74",""
"2021-06-27","131","42","57","52","3332","958","881","257","114","82","101","753","74",""
