"date","Chandigarh/Chandigarh"
"2020-09-09","4123"
"2020-09-10","4314"
"2020-09-11","4583"
"2020-09-12","4847"
"2020-09-13","5153"
"2020-09-14","5283"
"2020-09-15","5485"
"2020-09-16","5666"
"2020-09-17","6045"
"2020-09-18","6398"
"2020-09-19","6749"
"2020-09-20","7121"
"2020-09-21","7394"
"2020-09-22","7777"
"2020-09-23","8032"
"2020-09-24","8325"
"2020-09-25","8660"
"2020-09-26","8920"
"2020-09-27","9086"
"2020-09-28","9308"
"2020-09-29","9581"
"2020-09-30","9796"
"2020-10-01","9992"
"2020-10-02","10145"
"2020-10-03","10379"
"2020-10-04","10581"
"2020-10-05","10780"
"2020-10-06","11018"
"2020-10-07","11173"
"2020-10-08","11327"
"2020-10-09","11488"
"2020-10-10","11645"
"2020-10-11","11770"
"2020-10-12","11881"
"2020-10-13","11990"
"2020-10-15","12103"
"2020-10-16","12223"
"2020-10-17","12331"
"2020-10-18","12425"
"2020-10-20","12532"
"2020-10-21","12650"
"2020-10-22","12732"
"2020-10-23","12817"
"2020-10-24","12895"
"2020-10-25","12975"
"2020-10-26","13038"
"2020-10-27","13087"
"2020-10-28","13167"
"2020-10-29","13210"
"2020-10-30","13277"
"2020-10-31","13359"
"2020-11-01","13440"
"2020-11-02","13516"
"2020-11-03","13559"
"2020-11-04","13610"
"2020-11-05","13670"
"2020-11-06","13733"
"2020-11-07","13786"
"2020-11-08","13832"
"2020-11-09","13918"
"2020-11-10","13984"
"2020-11-11","14041"
"2020-11-12","14105"
"2020-11-13","14189"
"2020-11-15","14276"
"2020-11-16","14392"
"2020-11-17","14552"
"2020-11-18","14641"
"2020-11-19","14771"
"2020-11-20","14904"
"2020-11-21","15006"
"2020-11-22","15125"
"2020-11-23","15197"
"2020-11-24","15263"
"2020-11-25","15340"
"2020-11-26","15420"
"2020-11-27","15505"
"2020-11-28","15665"
"2020-11-29","15734"
"2020-11-30","15878"
"2020-12-01","15981"
"2020-12-26","16049"
"2020-12-27","16105"
"2020-12-28","16151"
"2020-12-29","16232"
"2020-12-30","16343"
"2020-12-31","16421"
"2021-01-01","16485"
"2021-01-02","16602"
"2021-01-03","16656"
"2021-01-04","16724"
"2021-01-05","16840"
"2021-01-07","16897"
"2021-01-08","16952"
"2021-01-09","17011"
"2021-01-10","17042"
"2021-01-11","17071"
"2021-01-12","17095"
"2021-01-13","17109"
"2021-01-14","17150"
"2021-01-15","17183"
"2021-01-16","17250"
"2021-01-17","17293"
"2021-01-18","17346"
"2021-01-19","17395"
"2021-01-20","17437"
"2021-01-21","17477"
"2021-01-22","17510"
"2021-01-23","17541"
