"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-05-30","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-31","","","","","   .00 %","","   .00 %","","","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","",""
"2020-06-01","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %",""
"2020-06-02","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-06-03","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-04","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-05","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %","","","   .00 %","   .00 %","   .00 %"
"2020-06-06","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-07","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-08","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-09","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-10","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-06-11","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-12","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-13","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-14","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-15","","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-16","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-17","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %"," 50.00 %","","","   .00 %","   .00 %",""
"2020-06-18","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-06-19","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-20","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-21","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %"
"2020-06-22","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-23","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-24","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," ##.## %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %",""
"2020-06-25","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-26","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","",""
"2020-06-27","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-06-28","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-29","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," ##.## %","","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-30","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","-33.33 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-01","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %",""
"2020-07-02","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-07-03","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","","   .00 %","   .00 %",""
"2020-07-04","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","","   .00 %","","   .00 %"
"2020-07-05","","   .00 %","","   .00 %","   .00 %",""," ##.## %","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-06","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %"
"2020-07-07","","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-08","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-09","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-10","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-11","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-12","","   .00 %","   .00 %","   .00 %"," 33.33 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %"," 66.67 %","   .00 %","","","",""
"2020-07-13","","   .00 %","   .00 %","   .00 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-14","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-15","","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-16","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-17","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-18","","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-19","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-07-20","","   .00 %","","   .00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-21","","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-22","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-23","","   .00 %","   .00 %","   .00 %","  9.09 %",""," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-24","","   .00 %","   .00 %","","   .00 %","   .00 %"," 18.75 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %"
"2020-07-25","","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 10.53 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %"," ##.## %"," 15.38 %","",""," 33.33 %","   .00 %","   .00 %"
"2020-07-26","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-27","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-28","","   .00 %","   .00 %","","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-29","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","","   .00 %","","   .00 %"
"2020-07-30","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","","   .00 %","   .00 %"," ##.## %"
"2020-07-31","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-01","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-02","","   .00 %","","   .00 %","  7.69 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-03","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-04","","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-05","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.04 %","   .00 %","","   .00 %","   .00 %"," 50.00 %"
"2020-08-06","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.56 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 50.00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-07","","   .00 %","   .00 %","   .00 %","  7.14 %","","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 33.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-08","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.21 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-09","","   .00 %","   .00 %"," 50.00 %"," 26.67 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 50.00 %","   .00 %"," 11.54 %","   .00 %","","   .00 %","   .00 %"," 33.33 %"
"2020-08-10","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  9.09 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 66.67 %","","   .00 %","   .00 %"," 50.00 %"
"2020-08-11","","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  1.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.90 %","   .00 %","","   .00 %"," ##.## %","   .00 %"
"2020-08-12","","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","  6.85 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-13",""," ##.## %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","","   .00 %"," 50.00 %","   .00 %"
"2020-08-14","","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 10.13 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  5.88 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-15","","   .00 %","","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-16","","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","  8.33 %","   .00 %","","   .00 %","   .00 %"," 33.33 %"
"2020-08-17","","   .00 %","   .00 %","   .00 %","  8.70 %","   .00 %","  5.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"," 33.33 %","   .00 %"
"2020-08-18",""," ##.## %","   .00 %"," 28.57 %","   .00 %","   .00 %","  1.98 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","  2.56 %","   .00 %","","   .00 %","   .00 %"," 12.50 %"
