"date","Mizoram/Aizawl","Mizoram/Champhai","Mizoram/Hnahthial","Mizoram/Khawzawl","Mizoram/Kolasib","Mizoram/Lawngtlai","Mizoram/Lunglei","Mizoram/Mamit","Mizoram/Saiha","Mizoram/Saitual","Mizoram/Serchhip"
"2020-10-29","0","","","","","","","","","",""
"2020-10-30","0","","","","","","","","","",""
"2020-10-31","0","","","","","","","","","",""
"2020-11-01","0","","","","","","","","","",""
"2020-11-02","0","","","","","","","","","",""
"2020-11-03","0","","","","","","","","","",""
"2020-11-04","0","","","","","","","","","",""
"2020-11-05","1","","","","","","","","","",""
"2020-11-06","0","","","","","","","","","",""
"2020-11-07","0","","","","","","","","","",""
"2020-11-08","0","","","","","","","","","",""
"2020-11-09","0","","","","","","","","","",""
"2020-11-10","0","","","","","","","","","",""
"2020-11-11","0","","","","","","","","","",""
"2020-11-12","0","","","","","","","","","",""
"2020-11-13","0","","","","","","","","","",""
"2020-11-14","1","","","","","","","","","",""
"2020-11-15","1","","","","","","","","","",""
"2020-11-16","1","","","","","","","","","",""
"2020-11-17","0","","","","","","","","","",""
"2020-11-18","0","","","","","","","","","",""
"2020-11-19","0","","","","","","","","","",""
"2020-11-20","0","","","","","","","","","",""
"2020-11-21","0","","","","","","","","","",""
"2020-11-22","0","","","","","","","","","",""
"2020-11-23","0","","","","","","","","","",""
"2020-11-24","0","","","","","","","","","",""
"2020-11-25","0","","","","","","","","","",""
"2020-11-26","0","","","","","","","","","",""
"2020-11-27","0","","","","","","","","","",""
"2020-11-28","0","","","","","","","","","",""
"2020-11-29","0","","","","","","","","","",""
"2020-11-30","0","","","","","","","","","",""
"2020-12-01","1","","","","","","","","","",""
"2020-12-26","0","","","","","","","","","",""
"2020-12-27","0","","","","","","","","","",""
"2020-12-28","0","","","","","","","","","",""
"2020-12-29","0","","","","","","","","","",""
"2020-12-30","0","","","","","","","","","",""
"2020-12-31","0","","","","","","","","","",""
"2021-01-01","0","","","","","","","","","",""
"2021-01-02","0","","","","","","","","","",""
"2021-01-03","0","","","","","","","","","",""
"2021-01-04","0","","","","","","","","","",""
"2021-01-05","0","","","","","","","","","",""
"2021-01-06","0","","","","","","","","","",""
"2021-01-07","0","","","","","","","","","",""
"2021-01-08","0","","","","","","","","","",""
"2021-01-09","0","","","","","","","","","",""
"2021-01-10","1","","","","","","","","","",""
"2021-01-11","0","","","","","","","","","",""
"2021-01-12","0","","","","","","","","","",""
"2021-01-13","0","","","","","","","","","",""
"2021-01-14","0","","","","","","","","","",""
"2021-01-15","0","","","","","","","","","",""
"2021-01-16","0","","","","","","","","","",""
"2021-01-17","0","","","","","","","","","",""
"2021-01-18","0","","","","","","","","","",""
"2021-01-19","0","","","","","","","","","",""
"2021-01-20","0","","","","","","","","","",""
"2021-01-21","0","","","","","","","","","",""
"2021-01-22","0","","","","","","","","","",""
"2021-01-23","0","","","","","","","","","",""
"2021-01-24","0","","","","","","","","","",""
"2021-01-25","0","","","","","","","","","",""
"2021-01-26","0","","","","","","","","","",""
"2021-01-27","0","","","","","","","","","",""
"2021-01-28","0","","","","","","","","","",""
"2021-01-29","0","","","","","","","","","",""
"2021-01-30","0","","","","","","","","","",""
"2021-01-31","0","","","","","","","","","",""
"2021-02-01","0","","","","","","","","","",""
"2021-02-02","0","","","","","","","","","",""
"2021-02-03","0","","","","","","","","","",""
"2021-02-04","0","","","","","","","","","",""
"2021-02-05","0","","","","","","","","","",""
"2021-02-06","0","","","","","","","","","",""
"2021-02-07","0","","","","","","","","","",""
"2021-02-08","0","","","","","","","","","",""
"2021-02-09","0","","","","","","","","","",""
"2021-02-10","0","","","","","","","","","",""
"2021-02-11","0","","","","","","","","","",""
"2021-02-12","","","","","","","","","","",""
"2021-02-13","0","","","","","","","","","",""
"2021-02-14","0","","","","","","","","","",""
"2021-02-15","1","","","","","","","","","",""
"2021-02-16","0","","","","","","","","","",""
"2021-02-17","0","","","","","","","","","",""
"2021-02-18","0","","","","","","","","","",""
"2021-02-19","0","","","","","","","","","",""
"2021-02-20","0","","","","","","","","","",""
"2021-02-21","","","","","","","","","","",""
"2021-02-22","","","","","","","","","","",""
"2021-02-23","0","","","","","","","","","",""
"2021-02-24","0","","","","","","","","","",""
"2021-02-25","","","","","","","","","","",""
"2021-02-26","0","","","","","","","","","",""
"2021-02-27","0","","","","","","","","","",""
"2021-02-28","","","","","","","","","","",""
"2021-03-01","0","","","","","","","","","",""
"2021-03-02","0","","","","","","","","","",""
"2021-03-03","0","","","","","","","","","",""
"2021-03-04","0","","","","","","","","","",""
"2021-03-05","0","","","","","","","","","",""
"2021-03-06","0","","","","","","","","","",""
"2021-03-07","","","","","","","","","","",""
"2021-03-08","0","","","","","","","","","",""
"2021-03-09","0","","","","","","","","","",""
"2021-03-10","0","","","","","","","","","",""
"2021-03-11","","","","","","","","","","",""
"2021-03-12","","","","","","","","","","",""
"2021-03-14","0","","","","","","","","","",""
"2021-03-15","0","","","","","","","","","",""
"2021-03-16","0","","","","","","","","","",""
"2021-03-17","0","","","","","","","","","",""
"2021-03-18","1","","","","","","","","","",""
"2021-03-20","","","","","","","","","","",""
"2021-03-21","","","","","","","","","","",""
"2021-03-22","0","","","","","","","","","",""
"2021-03-23","0","","","","","","","","","",""
"2021-03-24","0","","","","","","","","","",""
"2021-03-25","0","","","","","","","","","",""
"2021-03-26","0","","","","","","","","","",""
"2021-03-27","0","","","","","","","","","",""
"2021-03-28","0","","","","","","","","","",""
"2021-03-30","0","","","","","","","","","",""
"2021-03-31","0","","","","","","","","","",""
"2021-04-01","0","","","","","","","","","",""
"2021-04-02","0","","","","","","","","","",""
"2021-04-03","0","","","","","","","","","",""
"2021-04-04","0","","","","","","","","","",""
"2021-04-05","0","","","","","","","","","",""
"2021-04-06","0","","","","","","","","","",""
"2021-04-07","0","","","","","","","","","",""
"2021-04-08","0","","","","","","","","","",""
"2021-04-09","0","","","","","","","","","",""
"2021-04-10","0","","","","","","","","","",""
"2021-04-11","0","","","","","","","","","",""
"2021-04-12","1","","","","","","","","","",""
"2021-04-13","0","","","","","","","","","",""
"2021-04-14","0","","","","","","","","","",""
"2021-04-15","0","","","","","","","","","",""
"2021-04-16","0","","","","","","","","","",""
"2021-04-17","0","","","","","","","","","",""
"2021-04-18","0","","","","","","","","","",""
"2021-04-19","0","","","","","","","","","",""
"2021-04-20","0","","","","","","","","","",""
"2021-04-21","0","","","","","","","","","",""
"2021-04-22","0","","","","","","","","","",""
"2021-04-23","0","","","","","","","","","",""
"2021-04-24","0","","","","","","","","","",""
"2021-04-25","1","","","","","","","","","",""
"2021-04-26","0","","","","","","","","","",""
"2021-04-27","0","","","","","","","","","",""
"2021-04-28","0","","","","","","","","","",""
"2021-04-29","0","","","","","","","","","",""
"2021-04-30","1","","","","","","","","","",""
"2021-05-01","1","","","","","","","","","",""
"2021-05-02","0","","","","","","","","","",""
"2021-05-03","2","","","","","","","","","",""
"2021-05-04","0","","","","","","","","","",""
"2021-05-05","0","","","","","","","","","",""
"2021-05-06","0","","","","","","","","","",""
"2021-05-07","0","","","","","","","","","",""
"2021-05-08","0","","","","","","","","","",""
"2021-05-09","2","","","","","","","","","",""
"2021-05-10","2","","","","","","","","","",""
"2021-05-11","0","","","","","","","","","0",""
"2021-05-12","1","","","","","","","","","0",""
"2021-05-13","0","","","","","","","","","",""
"2021-05-14","0","","","","","","","","","0",""
"2021-05-15","0","","","","","","","","","0",""
"2021-05-16","1","","","","","","","","","0",""
"2021-05-17","1","","","","","","","","","0",""
"2021-05-18","3","","","","0","","","","","0",""
"2021-05-19","1","","","","0","","","","","0",""
"2021-05-20","0","","","","0","","","","","0",""
"2021-05-21","0","","","","0","","","","","0",""
"2021-05-22","1","","","","0","","","","","0",""
"2021-05-23","2","","","","0","","","","","0",""
"2021-05-24","0","","","","0","","","","","",""
"2021-05-25","0","","","","0","","","","","0",""
"2021-05-26","0","","","","0","","","","","0","0"
"2021-05-27","0","","","","0","","","","","0","0"
"2021-05-28","1","","","","0","","","","","0","0"
"2021-05-29","0","","","","0","","","","","0","0"
"2021-05-30","1","","","","0","","","","","0","0"
"2021-05-31","2","","","","0","","","","","0","0"
"2021-06-01","0","0","","","0","","","1","","0","1"
"2021-06-02","2","0","","","0","","","0","","0","0"
"2021-06-03","2","0","","","0","","","0","","0","0"
"2021-06-04","1","0","","","0","","","0","","0","0"
"2021-06-05","5","","","","0","","","0","","0","0"
"2021-06-06","0","0","","","1","","","0","","0","0"
"2021-06-07","3","0","","","0","","","0","","0","0"
"2021-06-08","2","0","","","0","","","0","","0","0"
"2021-06-09","0","","","","0","","","0","","0","0"
"2021-06-10","3","","","","1","","","","","0",""
"2021-06-11","0","0","","","0","","","0","","","0"
"2021-06-12","1","0","","","0","","","0","","0","0"
"2021-06-13","1","0","","","0","","","0","","0","0"
"2021-06-14","7","0","","","0","","","0","","","0"
"2021-06-15","0","0","","","0","","","0","","0","0"
"2021-06-16","2","0","","","0","","","0","","0","0"
"2021-06-17","3","","","","0","","","0","","0","0"
"2021-06-18","0","","","","1","","","0","","0",""
"2021-06-19","2","0","","","0","","","0","","0","0"
"2021-06-20","4","0","","","0","","","0","","",""
"2021-06-21","1","0","","","0","","","0","","1",""
"2021-06-22","1","0","","","0","","","0","","0","0"
"2021-06-23","1","0","","","0","","","0","","0","0"
"2021-06-24","1","","","","0","","","0","","0","0"
"2021-06-25","1","0","","","1","","","0","","0","0"
"2021-06-26","2","0","","","0","","","0","","0","0"
"2021-06-27","0","0","","","0","","","0","","0",""
"2021-06-28","0","","","","0","","","0","","","0"
"2021-06-29","1","","","","0","","","0","","0","0"
"2021-06-30","0","0","","","1","","","0","","0","0"
"2021-07-01","0","0","","","0","","","0","","0","0"
"2021-07-02","0","0","","","1","","","0","","",""
"2021-07-03","0","0","","","1","","","0","","0","0"
"2021-07-04","0","0","","","0","","","0","","0","0"
"2021-07-05","2","0","","","0","","","0","","0","0"
"2021-07-06","0","0","","","0","0","","0","","0","0"
"2021-07-07","1","0","","","0","0","","0","","",""
"2021-07-08","2","0","","","0","0","","0","","","0"
"2021-07-09","0","0","","","0","0","","0","","0","0"
"2021-07-10","2","0","","","0","0","","0","","0","0"
"2021-07-11","2","0","","","1","1","","0","","0",""
"2021-07-12","4","0","","","0","1","","0","","","0"
"2021-07-13","1","0","","","0","0","","0","","","0"
"2021-07-14","1","","","","0","0","","0","","0","0"
"2021-07-15","1","0","","","0","0","0","0","","","0"
"2021-07-16","1","0","","","0","1","1","0","","0","0"
"2021-07-17","1","0","","","0","0","0","0","","0","0"
"2021-07-18","2","0","","","0","0","0","0","","","0"
"2021-07-19","0","0","","","0","1","0","0","","0","0"
