"date","South Carolina/Abbeville","South Carolina/Aiken","South Carolina/Allendale","South Carolina/Anderson","South Carolina/Bamberg","South Carolina/Barnwell","South Carolina/Beaufort","South Carolina/Berkeley","South Carolina/Calhoun","South Carolina/Charleston","South Carolina/Cherokee","South Carolina/Chester","South Carolina/Chesterfield","South Carolina/Clarendon","South Carolina/Colleton","South Carolina/Darlington","South Carolina/Dillon","South Carolina/Dorchester","South Carolina/Edgefield","South Carolina/Fairfield","South Carolina/Florence","South Carolina/Georgetown","South Carolina/Greenville","South Carolina/Greenwood","South Carolina/Hampton","South Carolina/Horry","South Carolina/Jasper","South Carolina/Kershaw","South Carolina/Lancaster","South Carolina/Laurens","South Carolina/Lee","South Carolina/Lexington","South Carolina/Marion","South Carolina/Marlboro","South Carolina/McCormick","South Carolina/Newberry","South Carolina/Oconee","South Carolina/Orangeburg","South Carolina/Pickens","South Carolina/Richland","South Carolina/Saluda","South Carolina/Spartanburg","South Carolina/Sumter","South Carolina/Unassigned","South Carolina/Union","South Carolina/Williamsburg","South Carolina/York"
"2020-04-05","0","1","0","3","0","0","4","0","1","2","0","0","0","1","0","0","0","0","0","0","5","1","2","0","0","5","0","2","0","0","2","3","1","0","0","0","0","0","0","6","0","0","3","","0","0","2"
"2020-04-06","0","1","0","4","0","0","4","0","1","1","0","0","0","2","0","0","0","0","0","0","5","1","2","0","0","6","0","2","0","0","2","3","1","0","0","0","0","0","0","7","0","1","3","","0","0","2"
"2020-04-07","0","1","0","4","0","0","4","0","1","1","0","0","0","2","0","0","0","0","0","0","5","1","3","0","0","6","0","2","0","0","2","5","1","0","0","0","0","0","0","7","0","1","3","","0","0","2"
"2020-04-08","0","1","0","4","0","0","4","0","1","1","0","0","0","2","0","0","0","0","0","0","5","1","3","0","0","6","0","2","0","0","2","5","1","0","0","0","0","0","0","7","0","1","3","","0","0","2"
"2020-04-09","0","1","0","5","0","0","5","0","1","1","0","0","0","3","0","0","0","0","0","0","5","1","3","0","0","7","0","3","0","1","3","6","1","0","1","1","0","0","0","10","0","4","3","","0","0","2"
"2020-04-10","0","1","0","5","0","0","5","1","1","1","0","0","0","3","0","0","0","0","0","0","6","1","6","0","0","7","0","3","0","1","3","6","1","0","1","1","0","0","0","10","0","4","3","","0","0","2"
"2020-04-11","0","1","0","5","0","0","6","1","1","1","0","0","0","4","0","0","0","1","0","0","7","1","7","0","0","7","0","4","0","1","3","6","1","0","1","1","0","0","0","10","0","4","4","","0","0","3"
"2020-04-12","0","1","0","5","0","0","6","1","1","2","0","0","0","4","0","0","0","1","0","0","7","1","8","0","0","7","0","4","0","1","3","6","1","0","1","1","0","0","0","10","0","4","4","","0","0","3"
"2020-04-13","0","1","0","5","0","0","6","1","1","2","0","0","0","4","0","0","0","1","0","0","7","1","8","0","0","7","0","4","0","1","3","6","1","0","1","1","0","0","0","10","0","4","4","","0","0","3"
"2020-04-14","0","3","0","5","0","0","7","3","1","2","0","0","0","6","0","0","0","1","0","0","7","1","10","0","0","8","0","5","1","1","3","8","1","0","1","1","0","0","0","11","0","4","4","","0","0","3"
"2020-04-15","0","3","0","5","0","0","7","3","1","2","0","0","0","6","1","0","0","1","0","0","7","2","11","0","0","8","0","7","2","1","3","8","1","0","1","1","0","0","0","12","0","5","5","","0","0","3"
"2020-04-16","0","3","0","5","0","0","7","3","1","3","0","0","0","6","1","0","0","1","0","0","7","2","11","0","0","9","0","8","2","1","4","8","1","0","1","1","0","0","0","13","0","5","5","","0","0","3"
"2020-04-17","0","3","0","5","0","0","6","3","1","3","0","0","0","6","1","0","0","1","0","0","8","2","11","0","0","10","0","8","2","1","5","9","1","0","1","1","0","0","0","14","0","5","6","","0","0","3"
"2020-04-18","0","4","0","5","0","0","6","3","1","3","0","0","0","6","1","0","0","1","0","0","8","2","11","0","0","12","0","8","2","1","5","9","1","0","1","1","0","0","0","14","0","5","6","","0","0","3"
"2020-04-19","0","4","0","5","0","0","6","3","1","3","0","0","0","6","1","0","0","1","0","0","8","2","11","0","0","12","1","8","2","1","5","9","1","0","1","1","0","0","0","14","0","5","6","","0","0","3"
"2020-04-20","0","4","0","5","0","0","6","3","1","3","0","0","0","7","1","0","0","1","0","0","8","2","11","0","0","12","1","9","3","1","5","9","1","0","1","1","0","0","0","14","0","5","6","","0","0","3"
"2020-04-21","0","4","0","5","0","0","6","3","1","3","0","0","0","7","1","0","0","1","1","0","8","2","11","0","0","12","1","9","3","1","5","9","1","0","1","1","0","0","0","14","0","5","6","","0","0","3"
"2020-04-22","0","4","0","5","0","0","9","6","1","5","0","0","0","9","2","0","0","1","1","0","8","2","13","0","0","12","1","9","3","1","5","9","1","0","1","1","0","0","0","15","0","7","6","","0","0","3"
"2020-04-23","0","5","1","6","0","0","9","6","1","5","0","0","0","9","2","0","0","1","1","2","8","2","13","0","0","12","1","9","3","1","5","11","1","0","1","1","0","0","0","17","0","8","6","0","0","0","3"
"2020-04-24","0","6","1","6","0","0","10","6","1","6","0","0","0","9","2","0","0","2","1","2","7","2","15","0","0","12","1","10","3","1","5","12","1","0","1","1","0","0","0","17","0","8","6","0","0","0","3"
"2020-04-25","0","6","1","6","0","0","10","8","1","6","0","0","0","9","3","0","0","2","1","2","9","2","16","0","0","12","1","10","3","1","6","12","1","0","1","1","0","1","0","18","0","8","6","0","0","0","3"
"2020-04-26","0","6","1","6","0","0","10","8","1","6","0","0","0","11","4","1","0","2","1","2","9","2","19","0","0","12","1","10","3","1","6","12","1","0","1","1","0","1","0","19","0","8","6","0","0","0","3"
"2020-04-27","0","6","1","6","0","0","10","8","1","6","0","0","0","12","4","1","0","2","1","2","10","2","20","0","0","12","1","10","3","1","6","12","1","0","1","1","0","1","0","19","0","8","6","0","0","0","3"
"2020-04-28","0","6","1","6","0","0","10","9","1","7","0","0","0","14","4","2","0","2","1","2","10","2","22","0","0","15","1","10","4","1","7","12","1","0","1","1","0","1","0","21","0","8","7","0","0","0","3"
"2020-04-29","0","6","1","6","0","0","11","10","1","7","0","0","0","17","4","2","0","3","1","2","13","3","34","0","0","15","1","10","4","1","7","14","2","0","1","1","0","1","0","30","0","9","11","0","0","0","3"
"2020-04-30","0","6","1","8","0","0","11","10","1","7","0","0","1","18","4","2","0","3","1","2","14","3","37","0","0","15","1","10","4","1","7","15","2","0","1","1","0","1","1","33","0","9","11","0","0","0","3"
"2020-05-01","0","6","1","8","0","0","11","10","1","7","0","0","1","21","4","2","0","3","1","2","15","3","38","0","0","16","1","10","4","1","7","15","2","0","1","1","0","2","1","34","0","11","11","0","0","2","3"
"2020-05-02","0","6","1","8","0","0","11","10","1","7","0","0","1","21","4","2","0","3","2","2","16","3","39","0","0","16","1","10","4","2","8","16","2","0","1","1","0","2","1","38","0","11","12","0","0","2","3"
"2020-05-03","0","6","1","8","0","0","11","11","1","7","0","0","1","22","4","2","0","3","2","2","16","3","40","0","0","17","1","10","4","2","8","17","2","0","1","1","0","2","1","40","0","12","12","0","0","2","3"
"2020-05-04","0","6","1","8","0","0","11","11","1","7","0","0","1","24","4","2","0","3","2","2","16","3","42","0","0","18","1","10","4","2","8","17","2","1","1","1","0","2","1","42","0","12","12","0","0","2","3"
"2020-05-05","0","6","1","8","0","0","12","14","1","8","0","0","1","24","4","2","0","3","2","2","17","3","42","0","0","18","1","10","4","2","8","17","2","1","1","1","0","2","1","47","0","12","12","0","0","3","4"
"2020-05-06","0","6","2","8","0","0","12","14","1","9","0","0","1","24","4","2","0","3","2","2","19","3","42","0","0","18","1","10","4","2","8","18","2","1","1","1","0","2","1","49","0","12","12","0","0","4","5"
"2020-05-07","0","6","3","8","0","0","12","14","1","9","0","0","1","24","4","3","0","3","2","3","19","3","42","0","0","18","1","12","4","2","8","19","2","1","1","1","0","2","1","52","0","12","12","0","0","6","5"
"2020-05-08","0","6","3","8","0","0","12","14","1","9","0","0","1","25","4","3","0","3","2","3","20","3","44","0","0","18","1","12","4","2","8","19","2","1","1","1","0","2","1","52","0","12","12","0","0","6","5"
"2020-05-09","0","6","3","8","0","0","12","15","1","10","0","0","1","26","4","3","0","3","2","4","20","3","45","0","0","18","1","12","4","2","8","21","2","1","1","1","0","2","1","54","0","12","12","0","0","7","5"
"2020-05-10","0","6","3","8","0","0","12","15","1","10","0","0","1","26","4","3","0","3","2","4","20","3","45","0","0","18","1","12","4","2","8","21","3","1","1","1","0","2","1","54","0","12","12","0","0","7","5"
"2020-05-11","0","6","3","8","0","0","12","15","1","11","0","0","1","27","4","3","0","3","2","5","23","3","45","0","1","18","1","12","5","2","8","24","3","1","1","1","0","2","1","57","0","12","13","0","0","7","5"
"2020-05-12","0","7","3","8","0","0","12","15","1","11","0","0","1","27","4","5","0","3","2","5","24","3","45","0","1","18","1","12","5","2","8","24","3","1","1","1","0","2","1","59","0","13","13","0","0","9","5"
"2020-05-13","0","7","3","8","0","0","12","15","1","10","0","0","1","29","4","5","0","3","2","5","26","3","46","0","1","18","1","12","5","2","10","25","4","0","1","1","0","2","1","59","0","13","13","0","0","9","5"
"2020-05-14","0","7","3","8","0","0","12","15","1","10","0","0","1","31","4","5","0","3","2","7","26","3","46","1","1","18","1","12","5","3","10","26","4","0","1","1","0","2","2","60","0","13","13","0","0","9","5"
"2020-05-15","0","7","3","8","0","1","12","15","1","10","1","0","1","33","4","5","0","3","2","8","27","3","46","1","0","18","1","12","5","3","10","26","4","0","1","1","0","2","3","60","0","13","16","0","0","9","5"
"2020-05-16","0","7","3","8","0","1","12","15","1","10","1","0","1","32","4","5","0","3","2","8","27","3","46","1","0","18","1","12","5","3","11","26","4","0","1","1","0","2","3","60","0","13","16","0","0","9","5"
"2020-05-17","0","7","3","8","0","1","12","15","1","10","1","0","1","32","4","5","1","3","2","8","28","3","46","1","0","19","1","12","5","3","11","26","4","0","1","1","0","2","3","61","0","13","17","0","0","9","5"
"2020-05-18","0","7","3","8","0","1","12","15","1","11","1","0","1","34","4","5","1","3","2","8","29","3","46","1","0","19","1","12","5","3","11","27","4","0","1","1","0","2","3","61","0","13","17","0","0","10","5"
"2020-05-19","0","7","3","8","0","1","12","15","1","11","2","0","1","34","4","5","2","3","2","8","29","3","50","1","0","20","1","12","5","3","11","28","4","0","1","1","0","2","3","61","0","13","17","0","0","10","5"
"2020-05-20","0","7","3","8","0","1","12","15","1","11","2","0","1","35","8","5","2","3","2","9","29","3","50","1","0","20","1","12","5","3","11","29","4","0","1","1","0","2","3","62","0","13","17","0","0","10","5"
"2020-05-21","0","7","3","8","0","1","12","15","1","11","2","0","1","36","8","6","3","3","2","9","30","3","50","1","0","21","1","13","5","3","13","29","4","0","1","1","0","2","3","62","0","14","17","0","0","10","5"
"2020-05-22","0","7","3","8","0","1","12","15","1","11","2","0","1","36","8","6","3","3","2","9","30","3","50","1","0","21","2","13","5","3","13","29","4","0","1","1","0","2","3","62","0","16","17","0","0","10","5"
"2020-05-23","0","7","3","8","0","1","12","15","1","11","2","0","2","37","8","6","3","3","2","9","31","3","50","1","0","21","2","13","5","3","13","29","5","0","1","1","0","2","3","63","0","16","17","0","0","10","6"
"2020-05-24","0","7","3","8","0","1","12","15","1","11","2","0","2","38","8","6","3","3","2","9","31","3","53","1","0","21","2","14","5","3","13","31","5","0","1","1","0","2","3","63","0","17","18","0","0","11","6"
"2020-05-25","0","7","3","8","0","1","12","15","1","11","2","0","3","38","8","7","3","3","2","9","32","3","53","1","0","22","2","14","5","3","13","32","5","0","1","1","0","2","3","63","0","17","18","0","0","11","6"
"2020-05-26","0","7","3","8","0","1","12","15","1","11","2","0","3","38","8","7","3","3","2","10","33","3","55","1","0","22","2","14","5","3","13","33","5","0","1","1","0","2","3","63","0","18","18","0","0","11","6"
"2020-05-27","0","7","3","8","0","1","14","15","1","12","2","0","3","38","11","8","3","3","2","13","34","3","55","1","0","24","2","14","5","3","15","33","5","0","1","1","0","3","3","66","0","19","18","0","0","11","6"
"2020-05-28","0","7","3","8","0","1","14","15","1","12","2","0","4","38","11","8","3","3","2","14","34","3","56","1","0","24","2","14","5","3","15","33","5","0","1","1","0","3","3","66","0","19","18","0","0","11","7"
"2020-05-29","0","7","3","8","0","1","14","16","1","12","2","0","4","38","11","9","3","3","2","15","37","3","57","1","0","25","2","14","5","4","16","33","5","0","1","1","0","3","3","66","1","20","18","0","0","12","7"
"2020-05-30","0","7","3","8","0","1","14","16","1","12","2","0","4","39","11","9","3","3","2","15","38","3","57","1","0","25","2","14","5","4","16","33","5","0","1","1","0","3","3","66","1","20","18","0","0","14","7"
"2020-05-31","0","7","3","9","0","1","14","16","1","12","2","1","4","39","12","10","3","3","2","15","38","3","57","1","1","25","2","14","5","4","16","33","5","1","1","1","0","3","3","66","1","20","18","0","0","14","8"
"2020-06-01","0","7","3","9","0","1","14","16","1","12","2","1","4","39","14","10","3","3","2","17","38","3","57","1","1","26","2","14","5","4","16","34","5","1","1","1","0","3","3","66","1","20","18","0","0","14","8"
"2020-06-02","0","7","3","9","0","1","14","16","1","12","2","1","4","39","14","10","3","3","2","17","38","3","57","1","1","27","2","14","5","4","16","34","5","1","1","1","0","3","3","66","1","20","18","0","0","14","8"
"2020-06-03","0","7","3","9","0","1","14","16","1","12","2","1","4","39","14","10","3","3","2","17","38","3","57","1","1","27","2","14","5","4","16","34","5","1","1","1","0","3","3","66","1","20","18","0","0","14","8"
"2020-06-04","0","7","3","9","0","1","14","16","1","12","2","1","4","39","14","10","3","3","2","17","38","3","57","1","1","27","2","14","5","4","16","34","5","1","1","1","0","3","3","66","1","20","18","0","0","14","8"
"2020-06-05","0","8","3","9","0","1","14","17","1","14","4","1","4","40","14","11","3","3","2","17","39","3","59","2","1","29","2","14","6","4","18","36","5","3","1","1","0","4","4","68","1","30","19","0","0","14","10"
"2020-06-06","0","8","3","9","0","1","14","17","1","14","4","1","4","40","14","11","3","3","2","17","39","3","59","2","1","29","2","14","6","4","18","36","5","3","1","1","0","4","4","68","1","30","19","0","0","14","10"
"2020-06-07","0","8","3","9","0","1","14","17","1","14","5","1","5","40","14","12","3","3","2","17","40","3","59","2","1","31","2","14","6","4","18","37","5","3","1","1","0","4","4","68","1","30","19","0","0","14","10"
"2020-06-08","0","8","3","9","0","1","14","18","1","14","5","1","6","41","14","12","4","3","2","17","40","3","60","3","1","32","2","15","6","4","17","37","5","3","1","1","0","5","4","70","1","31","19","0","0","14","10"
"2020-06-09","0","8","3","9","0","1","14","19","1","14","5","1","6","41","14","12","4","3","2","19","41","3","62","4","1","33","2","15","6","4","19","37","5","3","1","1","0","5","4","70","1","31","19","0","0","15","10"
"2020-06-10","0","8","3","9","0","1","14","19","1","14","5","1","7","41","14","12","4","3","2","19","42","3","65","4","1","33","2","15","6","4","19","37","5","3","1","2","0","5","4","70","1","32","19","0","0","15","10"
"2020-06-11","0","8","3","9","0","1","14","19","1","14","5","1","7","41","16","12","4","3","2","20","43","3","67","5","1","33","2","15","6","4","19","38","5","3","1","2","0","5","4","70","1","37","19","0","0","15","10"
"2020-06-12","0","9","3","9","0","1","14","19","1","15","5","1","7","41","16","12","4","3","2","20","43","3","67","5","1","33","2","15","6","4","19","39","5","3","1","2","0","6","4","71","1","37","19","0","0","15","10"
"2020-06-13","0","9","3","9","0","1","14","19","1","15","6","1","7","41","16","13","4","3","2","20","43","3","69","5","1","34","2","15","6","4","19","39","5","3","1","2","0","6","4","72","1","37","19","0","0","15","10"
"2020-06-14","0","9","3","9","0","1","14","19","1","15","6","1","7","41","16","13","4","3","2","20","43","3","69","5","1","34","3","15","6","4","19","39","5","3","1","2","0","6","4","72","1","37","19","0","0","15","10"
"2020-06-15","0","9","3","9","0","1","14","19","1","16","6","1","7","41","16","13","4","3","2","20","43","3","69","5","1","34","3","15","6","4","19","40","5","3","1","2","0","6","4","72","1","37","19","0","0","15","10"
"2020-06-16","0","9","3","9","0","1","14","19","1","16","6","1","8","41","17","13","5","3","2","20","43","3","69","5","1","34","3","15","6","4","19","40","5","3","1","2","0","6","4","74","1","37","19","0","0","15","10"
"2020-06-17","0","9","3","10","0","1","15","20","1","17","6","1","8","41","18","13","5","3","2","20","43","3","70","5","1","35","3","15","7","4","19","42","5","3","1","2","0","6","4","74","1","36","19","0","0","15","11"
"2020-06-18","0","9","3","10","0","1","15","20","1","17","6","1","8","41","18","13","5","3","2","20","44","3","70","5","1","35","3","16","9","4","19","42","5","3","1","2","0","6","4","74","1","36","19","0","0","15","11"
"2020-06-19","0","9","3","10","0","1","15","20","1","19","6","1","9","41","19","13","5","3","2","20","44","3","73","5","1","39","3","16","10","4","19","42","5","3","1","3","0","8","4","74","1","38","20","0","0","15","11"
"2020-06-20","0","9","3","10","0","1","15","20","1","19","6","1","9","41","19","13","5","3","2","20","45","3","73","5","1","39","3","16","10","4","20","42","5","3","1","3","1","8","4","76","1","38","20","0","0","15","11"
"2020-06-21","0","9","3","10","0","1","15","20","1","19","6","1","10","41","20","13","5","3","2","20","47","3","73","5","1","39","3","16","10","4","20","42","5","3","1","3","1","8","4","79","1","39","21","0","0","15","11"
"2020-06-22","0","9","3","10","0","1","15","20","1","19","6","1","10","42","20","14","5","3","2","20","47","3","74","5","1","39","3","16","11","4","20","42","6","3","1","3","1","8","4","80","1","39","21","0","0","15","11"
"2020-06-23","0","9","3","10","0","1","16","20","1","20","6","1","12","42","20","14","5","3","2","21","47","3","75","6","1","42","3","15","10","4","21","43","6","4","1","3","1","8","4","80","1","42","21","0","0","15","11"
"2020-06-24","0","9","3","10","0","1","17","20","1","21","6","1","12","42","20","14","6","3","2","21","47","3","77","6","1","42","3","15","10","4","21","44","6","4","1","4","1","9","4","80","1","44","21","0","0","15","11"
"2020-06-25","0","9","3","10","0","1","17","21","1","22","6","1","13","42","21","14","7","3","2","21","47","3","77","6","1","42","3","15","11","4","22","45","6","4","1","4","1","9","4","80","1","44","22","0","0","15","12"
"2020-06-26","0","9","3","10","0","1","17","21","1","22","6","1","13","42","21","14","7","3","2","21","47","3","78","6","1","42","3","15","11","4","22","45","6","4","1","4","1","9","4","80","1","44","22","0","0","15","12"
"2020-06-27","0","9","3","10","1","1","17","21","1","22","7","1","13","42","21","14","8","3","2","21","48","3","80","7","2","44","3","15","12","4","22","47","7","4","1","4","1","10","4","80","1","45","23","0","0","15","12"
"2020-06-28","0","9","3","10","1","1","17","21","1","23","7","1","13","42","21","14","8","3","2","21","49","3","80","7","2","44","3","15","12","5","22","48","7","4","1","4","1","10","4","81","1","45","23","0","0","15","12"
"2020-06-29","0","9","3","11","1","1","18","21","1","23","7","1","14","42","21","14","8","3","2","21","49","3","80","7","2","44","3","15","12","5","22","48","7","4","1","4","1","10","4","82","1","45","23","0","0","15","12"
"2020-06-30","0","10","3","11","1","1","18","22","1","26","7","1","14","42","21","14","9","3","3","21","51","3","81","7","2","45","3","15","12","5","22","49","7","4","2","4","1","11","5","83","1","48","23","0","0","15","12"
"2020-07-01","0","10","3","11","1","1","18","23","2","33","8","1","14","42","21","14","10","3","3","22","53","3","83","7","2","48","3","15","13","7","22","50","7","4","2","4","1","14","5","84","1","48","23","0","0","15","12"
"2020-07-02","0","10","3","11","1","1","20","23","2","34","8","1","14","43","22","15","10","3","3","22","55","3","83","7","2","50","3","15","13","7","22","53","7","4","2","4","1","14","5","86","1","49","25","0","0","15","12"
"2020-07-03","0","10","3","12","1","1","21","23","2","34","7","1","14","43","22","15","10","3","3","22","55","4","86","7","2","50","3","17","13","8","22","53","8","4","2","4","1","14","5","86","1","49","25","0","0","15","12"
"2020-07-04","0","10","3","12","1","1","22","24","2","35","7","2","14","43","22","15","10","4","3","22","56","5","86","7","2","54","3","17","13","9","22","56","8","4","2","5","1","15","5","87","1","50","26","0","0","15","12"
"2020-07-05","0","10","3","12","1","1","22","24","2","36","7","2","14","43","22","15","10","5","3","22","56","5","87","7","2","54","3","17","14","9","22","57","8","4","2","5","1","16","5","87","1","52","25","0","0","15","12"
"2020-07-06","0","10","3","12","1","1","23","24","2","36","7","2","15","43","22","16","12","5","3","22","56","6","87","7","2","55","3","17","14","9","22","57","8","4","2","5","1","16","5","87","1","52","25","0","0","15","12"
"2020-07-07","1","11","3","15","1","1","23","24","2","41","8","2","15","43","22","16","12","5","3","22","56","6","90","7","2","55","3","16","14","9","22","57","9","4","2","5","1","16","5","90","1","52","27","0","0","15","12"
"2020-07-08","1","11","3","15","1","1","23","24","2","47","8","2","15","43","22","16","13","6","3","22","56","8","96","7","2","62","3","17","14","12","22","57","9","4","2","5","1","18","6","92","2","57","27","0","0","15","12"
"2020-07-09","1","11","3","16","1","1","23","24","2","51","8","2","15","45","22","17","13","7","4","22","56","7","101","7","3","65","3","17","14","13","22","56","9","4","2","5","1","19","6","93","2","58","27","0","0","15","12"
"2020-07-10","1","11","3","19","2","1","23","25","2","52","9","2","15","45","22","17","13","8","4","22","58","7","103","7","3","67","3","17","14","14","22","57","9","4","2","5","1","20","7","97","2","58","29","0","0","15","12"
"2020-07-11","1","13","3","19","2","1","23","25","2","59","9","3","15","45","22","17","14","8","4","22","58","7","103","7","3","72","3","17","15","14","22","59","9","4","2","5","1","21","7","98","2","58","30","0","0","15","12"
"2020-07-12","1","13","3","20","2","1","23","25","2","60","9","4","15","46","22","17","14","8","4","22","58","7","105","7","3","73","3","17","15","14","23","61","9","4","2","5","1","21","7","98","2","58","30","0","0","15","12"
"2020-07-13","1","13","3","20","3","1","23","25","2","61","9","4","15","47","22","17","14","8","4","22","58","7","106","7","3","73","3","17","15","14","23","62","10","4","2","4","1","25","8","99","2","58","29","0","0","15","13"
"2020-07-14","1","13","3","20","3","1","23","28","2","67","9","4","15","47","23","17","14","8","4","22","59","9","106","7","3","75","3","17","16","14","23","64","10","4","2","4","1","26","8","99","2","57","31","0","0","16","13"
"2020-07-15","1","13","3","20","3","1","23","28","2","69","9","4","15","47","23","17","14","8","4","22","59","9","107","7","3","75","3","17","17","14","23","64","10","4","2","4","2","26","8","99","2","57","31","0","0","16","13"
"2020-07-16","2","13","3","21","3","1","26","31","2","81","9","5","16","47","26","18","16","8","4","22","60","10","123","9","3","79","3","18","18","14","23","69","10","4","2","4","2","30","10","102","3","59","31","0","0","17","13"
"2020-07-17","2","14","3","25","3","1","26","33","2","80","9","5","16","47","26","18","17","10","4","22","60","11","125","10","3","81","3","19","18","14","23","70","10","4","2","4","2","30","11","105","3","61","32","0","0","18","14"
"2020-07-18","2","15","3","25","3","1","26","36","2","86","10","6","17","47","28","19","18","13","4","22","63","11","130","10","3","84","3","19","18","15","24","70","11","4","2","4","2","31","11","106","4","62","33","0","0","18","14"
"2020-07-19","2","15","3","26","3","1","26","36","2","87","10","6","17","47","28","20","18","13","4","23","64","11","132","10","3","85","3","19","18","15","24","71","11","4","2","5","2","34","14","108","4","63","34","0","0","18","14"
"2020-07-20","2","15","3","26","3","1","26","36","2","88","10","6","17","47","28","20","18","13","4","23","64","11","133","10","4","87","3","19","18","15","24","71","11","4","2","5","2","36","14","109","4","64","34","0","0","18","14"
"2020-07-21","2","18","3","26","3","1","29","37","2","103","11","6","17","47","29","21","19","18","4","23","66","12","136","11","4","90","4","19","18","17","24","73","11","4","2","6","2","37","15","112","4","67","34","0","0","18","16"
"2020-07-22","2","20","3","28","3","1","29","39","3","117","14","6","17","48","29","22","19","24","4","23","69","13","137","13","4","94","5","19","19","23","25","75","11","4","2","6","2","39","16","116","4","68","35","0","0","18","17"
"2020-07-23","2","20","3","31","4","2","31","41","3","120","14","6","18","48","29","23","20","25","4","23","74","13","142","14","4","98","5","19","19","24","25","79","11","4","2","6","2","42","16","122","5","69","35","0","1","18","18"
"2020-07-24","2","22","3","32","5","2","33","45","3","120","15","6","18","48","29","24","21","29","5","23","75","14","151","14","4","102","6","19","20","26","25","80","12","4","2","6","2","46","16","124","6","71","38","0","1","18","18"
