"date","North Dakota/Adams","North Dakota/Barnes","North Dakota/Benson","North Dakota/Billings","North Dakota/Bottineau","North Dakota/Bowman","North Dakota/Burke","North Dakota/Burleigh","North Dakota/Cass","North Dakota/Cavalier","North Dakota/Dickey","North Dakota/Divide","North Dakota/Dunn","North Dakota/Eddy","North Dakota/Emmons","North Dakota/Foster","North Dakota/Golden Valley","North Dakota/Grand Forks","North Dakota/Grant","North Dakota/Griggs","North Dakota/Hettinger","North Dakota/Kidder","North Dakota/LaMoure","North Dakota/Logan","North Dakota/McHenry","North Dakota/McIntosh","North Dakota/McKenzie","North Dakota/McLean","North Dakota/Mercer","North Dakota/Morton","North Dakota/Mountrail","North Dakota/Nelson","North Dakota/Oliver","North Dakota/Pembina","North Dakota/Pierce","North Dakota/Ramsey","North Dakota/Ransom","North Dakota/Renville","North Dakota/Richland","North Dakota/Rolette","North Dakota/Sargent","North Dakota/Sheridan","North Dakota/Sioux","North Dakota/Slope","North Dakota/Stark","North Dakota/Steele","North Dakota/Stutsman","North Dakota/Towner","North Dakota/Traill","North Dakota/Unassigned","North Dakota/Walsh","North Dakota/Ward","North Dakota/Wells","North Dakota/Williams"
"2020-04-06","","0","","","","","0","0","1","","","0","0","0","0","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","","0","","","0","0","0","","","","","0","0","0","","0"
"2020-04-07","","0","","","","0","0","0","1","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","","0","","","0","0","0","","","","","0","0","0","","0"
"2020-04-08","","0","","","","0","0","0","1","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","","0","","","0","0","0","","0","","","0","0","0","","0"
"2020-04-09","","0","","","","0","0","0","1","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","0","0","","","0","0","1","","0","","","0","0","0","","0"
"2020-04-10","","0","","","","0","0","0","1","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","0","0","0","","0"
"2020-04-11","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","0","","0"
"2020-04-12","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","0","","0"
"2020-04-13","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-14","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","1","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-15","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-16","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-17","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-18","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-19","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-20","","0","","","","0","0","0","2","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-21","","0","","","","0","0","0","6","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","","0"
"2020-04-22","","0","","","","0","0","0","7","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","","0","0","","","0","0","0","","0","0","2","","0","","","","0","1","0","0"
"2020-04-23","","0","","","","0","0","0","8","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","","0","0","","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-24","","0","","","","0","0","0","8","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","","0","0","","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-25","","0","","","","0","0","0","9","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-26","","0","","","","0","0","0","10","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-27","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-28","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-29","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-04-30","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","","0","0","0","","0","0","2","","0","","","0","0","1","0","0"
"2020-05-01","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","","4","0","1","0","0"
"2020-05-02","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","","5","0","1","0","0"
"2020-05-03","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","","6","0","1","0","0"
"2020-05-04","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","","6","0","1","0","0"
"2020-05-05","","0","","","","0","0","0","12","","","0","0","0","1","0","","0","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","","6","0","1","0","0"
"2020-05-06","","0","","","","0","0","0","17","","","0","0","0","1","0","","1","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","","6","0","1","0","0"
"2020-05-07","","0","0","","","0","0","0","17","","","0","0","0","1","0","","1","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","6","0","1","0","0"
"2020-05-08","","0","0","","","0","0","0","17","","","0","0","0","1","0","","1","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","8","0","1","0","0"
"2020-05-09","","0","0","","","0","0","0","18","","","0","0","0","1","0","","2","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","8","0","1","0","0"
"2020-05-10","","0","0","","","0","0","0","18","","","0","0","0","1","0","","2","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","8","0","1","0","0"
"2020-05-11","","0","0","","","0","0","0","21","","","0","0","0","1","0","","2","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","6","0","1","0","0"
"2020-05-12","","0","0","","","0","0","0","23","","","0","0","0","1","0","","2","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","6","0","1","0","0"
"2020-05-13","","0","0","","","0","0","0","23","","","0","0","0","1","0","","2","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","8","0","1","0","0"
"2020-05-14","","0","0","","","0","0","0","25","","","0","0","0","1","0","","2","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","6","0","1","0","0"
"2020-05-15","","0","0","","","0","0","0","26","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","6","0","1","0","0"
"2020-05-16","","0","0","","","0","0","0","26","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","","0","","0","6","0","1","0","0"
"2020-05-17","","0","0","","","0","0","0","26","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","2","0","0","","0","6","0","2","0","0"
"2020-05-18","","0","0","","","0","0","0","27","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-19","","0","0","","0","0","0","0","28","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-20","","0","0","","0","0","0","0","32","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-21","","0","0","","0","0","0","0","34","","","0","0","0","1","0","","3","0","","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-22","","0","0","","0","0","0","0","34","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","7","0","1","0","0"
"2020-05-23","","0","0","","0","0","0","0","35","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-24","","0","0","","0","0","0","0","36","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-25","","0","0","","0","0","0","0","37","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-26","","0","0","","0","0","0","0","37","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-27","","0","0","","0","0","0","0","37","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","8","0","1","0","0"
"2020-05-28","","0","0","","0","0","0","0","40","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-29","","0","0","","0","0","0","0","42","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-30","","0","0","","0","0","0","0","43","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-05-31","","0","0","","0","0","0","0","44","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-06-01","","0","0","","0","0","0","0","44","","","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","6","0","1","0","0"
"2020-06-02","","0","0","","0","0","0","0","54","","0","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-03","","0","0","","0","0","0","0","55","","0","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-04","","0","0","","0","0","0","0","55","","0","0","0","0","1","0","","3","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-05","","0","0","","0","0","0","0","59","","0","0","0","0","1","0","","4","0","0","","","","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-06","","0","0","","0","0","0","0","60","","0","0","0","0","1","0","","4","0","0","","","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-07","","0","0","","0","0","0","0","60","","0","0","0","0","1","0","","4","0","0","","","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-08","","0","0","","0","0","0","0","60","","0","0","0","0","1","0","","4","0","0","","","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-09","","0","0","","0","0","0","0","60","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-10","","0","0","","0","0","0","0","61","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-11","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-12","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-13","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-14","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-15","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-16","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-17","","0","0","","0","0","0","0","62","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-18","","0","0","","0","0","0","0","63","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-19","","0","0","","0","0","0","0","64","","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-20","","0","0","0","0","0","0","0","64","0","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","1","0","0"
"2020-06-21","","0","0","0","0","0","0","0","64","0","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-22","","0","0","0","0","0","0","0","64","0","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-23","","0","0","0","0","0","0","0","65","0","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-24","","0","0","0","0","0","0","0","65","0","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-25","","0","0","0","0","0","0","0","65","0","0","0","0","0","1","0","","4","0","0","","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-26","","0","0","0","0","0","0","0","65","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-27","","0","0","0","0","0","0","0","65","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-28","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-29","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-06-30","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","","0","0","0","1","0","0"
"2020-07-01","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","1","0","0"
"2020-07-02","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","1","0","0"
"2020-07-03","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","1","0","0"
"2020-07-04","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","1","0","0"
"2020-07-05","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","1","0","0"
"2020-07-06","","0","0","0","0","0","0","0","66","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","1","0","0"
"2020-07-07","","0","0","0","0","0","0","0","69","0","0","0","0","0","1","0","","4","0","0","0","0","0","","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-08","","0","0","0","0","0","0","0","70","0","0","0","0","0","1","0","","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-09","","0","0","0","0","0","0","0","70","0","0","0","0","0","1","0","","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-10","","0","0","0","0","0","0","0","70","0","0","0","0","0","1","0","","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-11","","0","0","0","0","0","0","0","72","0","0","0","0","0","1","0","","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-12","","0","0","0","0","0","0","0","72","0","0","0","0","0","1","0","","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-13","","0","0","0","0","0","0","0","72","0","0","0","0","0","1","0","","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-14","","0","0","0","0","0","0","0","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-15","","0","0","0","0","0","0","0","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-16","","0","0","0","0","0","0","0","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-17","","0","0","0","0","0","0","0","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-18","","0","0","0","0","0","0","0","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-19","","0","1","0","0","0","0","1","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","0"
"2020-07-20","","0","1","0","0","0","0","1","73","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","1","0","1"
