"date","West Virginia/Barbour","West Virginia/Berkeley","West Virginia/Boone","West Virginia/Braxton","West Virginia/Brooke","West Virginia/Cabell","West Virginia/Calhoun","West Virginia/Clay","West Virginia/Doddridge","West Virginia/Fayette","West Virginia/Gilmer","West Virginia/Grant","West Virginia/Greenbrier","West Virginia/Hampshire","West Virginia/Hancock","West Virginia/Hardy","West Virginia/Harrison","West Virginia/Jackson","West Virginia/Jefferson","West Virginia/Kanawha","West Virginia/Lewis","West Virginia/Lincoln","West Virginia/Logan","West Virginia/Marion","West Virginia/Marshall","West Virginia/Mason","West Virginia/McDowell","West Virginia/Mercer","West Virginia/Mineral","West Virginia/Mingo","West Virginia/Monongalia","West Virginia/Monroe","West Virginia/Morgan","West Virginia/Nicholas","West Virginia/Ohio","West Virginia/Pendleton","West Virginia/Pleasants","West Virginia/Pocahontas","West Virginia/Preston","West Virginia/Putnam","West Virginia/Raleigh","West Virginia/Randolph","West Virginia/Ritchie","West Virginia/Roane","West Virginia/Summers","West Virginia/Taylor","West Virginia/Tucker","West Virginia/Tyler","West Virginia/Unassigned","West Virginia/Upshur","West Virginia/Wayne","West Virginia/Webster","West Virginia/Wetzel","West Virginia/Wirt","West Virginia/Wood","West Virginia/Wyoming"
"2020-04-01","0","0","","","","0","","","","","","","0","","0","0","0","0","0","0","","","0","1","0","0","","0","","","0","","0","","0","","0","","0","0","0","0","","0","","","0","","","0","","","0","0","0",""
"2020-04-02","0","0","","","","0","","","","","","","0","","0","0","0","0","0","0","","","0","1","0","0","","0","","","0","","0","","0","","0","","0","0","0","0","","0","","","0","","1","0","","","0","0","0",""
"2020-04-03","0","0","","","","0","","","","","","","0","","0","0","0","1","0","0","","","0","1","0","0","","0","0","","0","","0","","0","0","0","","0","0","0","0","","0","","","0","","","0","","","0","0","0",""
"2020-04-04","0","0","","","","0","","","","","","","0","","0","0","0","1","0","0","","","0","1","0","0","","0","0","","0","","0","","0","0","0","","0","0","0","0","","0","","","0","","","0","","","0","0","0",""
"2020-04-05","0","0","","","","0","","","","","","","0","","0","0","0","1","0","0","","","0","1","0","0","","0","0","","1","","0","","0","0","0","","0","0","0","0","","0","","","0","","","0","","","0","0","0",""
"2020-04-06","0","0","","","","0","","","","","","","0","","0","0","1","1","0","0","0","","0","1","0","0","","0","0","","1","","0","","0","0","0","","0","0","0","0","","0","","0","0","","","0","","","0","0","0",""
"2020-04-07","0","0","","","0","0","","","","0","","","0","","0","0","1","1","0","0","0","","0","1","0","0","0","0","0","","1","","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","","0","","","0","0","0","0"
"2020-04-08","0","0","0","0","0","0","","","","0","","","0","0","0","0","1","1","0","0","0","","0","1","0","0","0","0","0","","1","","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","0","","","0","0","0","0"
"2020-04-09","0","0","0","0","0","0","","","","0","","","0","0","0","0","1","1","0","0","0","","0","1","0","0","0","0","0","","1","","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","1","0","","","0","0","0","0"
"2020-04-10","0","0","0","0","0","0","","","","0","","","0","0","0","0","1","1","0","0","0","","0","1","0","0","0","0","0","","1","0","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","1","0","0","","0","0","0","0"
"2020-04-11","0","0","0","0","0","0","","","","0","","","0","0","0","0","1","1","0","0","0","","0","1","0","0","0","0","0","","1","0","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","1","0","0","","0","0","0","0"
"2020-04-12","0","0","0","0","0","0","","","","0","","","0","0","0","0","1","1","0","0","0","","0","1","0","0","0","0","0","","1","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0"
"2020-04-13","0","0","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0"
"2020-04-14","0","0","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","3","0","0","","0","0","0","0"
"2020-04-15","0","0","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","4","0","0","","0","0","0","0"
"2020-04-16","0","0","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","6","0","0","","0","0","0","0"
"2020-04-17","0","1","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","9","0","0","","0","0","0","0"
"2020-04-18","0","1","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","9","0","0","","0","0","0","0"
"2020-04-19","0","1","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","11","0","0","","0","0","0","0"
"2020-04-20","0","1","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","17","0","0","","0","0","0","0"
"2020-04-21","0","1","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","19","0","0","","0","0","0","0"
"2020-04-22","0","1","0","0","0","0","","","","0","","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","20","0","0","","0","0","0","0"
"2020-04-23","1","1","0","0","0","0","","","","0","","0","0","1","0","0","1","7","0","3","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-24","1","1","0","0","0","0","","","","0","","0","0","1","0","0","1","8","0","3","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-25","1","1","0","0","0","0","","","","0","","0","0","1","0","0","1","8","0","3","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-26","1","1","0","0","0","0","","","","0","0","0","0","1","0","0","1","9","0","4","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-27","1","1","0","0","0","0","","","","0","0","0","0","1","0","0","1","9","0","4","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-28","1","1","0","0","0","0","","","","0","0","0","0","1","0","0","1","12","1","4","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-29","1","1","0","0","0","0","","","","0","0","0","0","1","0","0","1","12","1","4","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","6","","0","0","2","0"
"2020-04-30","1","1","0","0","0","0","","","","0","0","0","0","1","0","0","1","13","1","5","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-01","1","2","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","7","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-02","1","2","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","9","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-03","1","2","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","9","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-04","1","2","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","9","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-05","1","2","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","9","0","0","1","2","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-06","1","2","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","10","0","0","1","2","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-07","1","3","0","0","0","0","","","","0","0","0","0","1","0","0","1","15","1","10","0","0","1","2","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-08","1","4","0","0","0","0","","0","","0","0","0","0","1","0","0","1","15","1","10","0","0","1","2","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-09","1","4","0","0","0","0","","0","","0","0","0","0","1","0","0","1","15","1","10","0","0","1","2","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-10","1","5","0","0","0","0","","0","","0","0","0","0","1","0","0","1","15","1","11","0","0","1","2","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-11","1","5","0","0","0","0","","0","","0","0","0","0","1","0","0","1","15","1","11","0","0","1","2","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-12","1","6","0","0","0","0","","0","","0","0","0","0","1","0","0","1","16","1","12","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-13","1","6","0","0","0","0","","0","","0","0","0","0","1","0","0","1","16","1","12","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-14","1","6","0","0","0","0","","0","","0","0","0","0","1","0","0","1","17","1","13","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","0","0","2","0"
"2020-05-15","1","6","0","0","0","0","","0","","0","0","0","0","1","0","0","1","17","1","15","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-16","1","6","0","0","0","0","0","0","","0","0","0","0","1","0","0","1","17","1","15","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-17","1","6","0","0","0","0","0","0","","1","0","0","0","1","1","1","1","17","1","15","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-18","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","17","1","16","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-19","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","17","1","16","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-20","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","17","1","17","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-21","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","17","1","18","0","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-22","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-23","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-24","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-25","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-26","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-27","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-28","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-29","1","6","0","0","0","0","0","0","","3","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-30","1","6","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-05-31","1","6","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-01","1","6","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","1","18","1","0","1","2","0","0","0","0","1","1","4","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-02","1","7","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","1","19","1","0","1","2","0","0","0","0","1","1","4","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-03","1","7","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","1","19","1","0","1","2","0","0","0","0","1","1","4","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-04","1","7","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","1","19","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-05","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","19","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-06","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","19","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-07","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","19","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-08","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","19","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-09","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","19","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-10","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","1","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-11","1","8","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","1","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-12","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-13","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-14","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-15","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-16","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-17","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-18","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-19","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-20","1","9","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-21","1","10","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-22","1","10","0","0","0","0","0","0","","4","0","0","0","1","0","0","1","18","4","20","1","0","1","2","0","0","0","0","2","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-23","1","10","0","0","0","0","0","1","","4","0","0","0","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-24","1","10","0","0","0","0","0","1","","4","0","0","0","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","","0","0","2","0"
"2020-06-25","1","10","0","0","0","0","0","1","","4","0","0","0","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-06-26","1","10","0","0","0","0","0","1","","4","0","0","0","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-06-27","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-06-28","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-06-29","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-06-30","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-01","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-02","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-03","1","10","0","0","0","0","0","1","","4","0","0","1","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-04","1","10","0","0","0","0","0","1","","4","0","0","2","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-05","1","10","0","0","0","0","0","1","","4","0","0","2","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-06","1","10","0","0","0","0","0","1","","4","0","0","3","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-07","1","10","0","0","0","0","0","1","","4","0","0","3","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
"2020-07-08","1","10","0","0","0","0","0","1","","4","0","0","3","1","0","0","1","18","4","20","2","0","1","2","0","0","0","0","3","2","5","0","0","1","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0"
