"date","Louisiana/Acadia","Louisiana/Allen","Louisiana/Ascension","Louisiana/Assumption","Louisiana/Avoyelles","Louisiana/Beauregard","Louisiana/Bienville","Louisiana/Bossier","Louisiana/Caddo","Louisiana/Calcasieu","Louisiana/Caldwell","Louisiana/Cameron","Louisiana/Catahoula","Louisiana/Claiborne","Louisiana/Concordia","Louisiana/De Soto","Louisiana/East Baton Rouge","Louisiana/East Carroll","Louisiana/East Feliciana","Louisiana/Evangeline","Louisiana/Franklin","Louisiana/Grant","Louisiana/Iberia","Louisiana/Iberville","Louisiana/Jackson","Louisiana/Jefferson","Louisiana/Jefferson Davis","Louisiana/LaSalle","Louisiana/Lafayette","Louisiana/Lafourche","Louisiana/Lincoln","Louisiana/Livingston","Louisiana/Madison","Louisiana/Morehouse","Louisiana/Natchitoches","Louisiana/Orleans","Louisiana/Ouachita","Louisiana/Out of LA","Louisiana/Plaquemines","Louisiana/Pointe Coupee","Louisiana/Rapides","Louisiana/Red River","Louisiana/Richland","Louisiana/Sabine","Louisiana/St. Bernard","Louisiana/St. Charles","Louisiana/St. Helena","Louisiana/St. James","Louisiana/St. John the Baptist","Louisiana/St. Landry","Louisiana/St. Martin","Louisiana/St. Mary","Louisiana/St. Tammany","Louisiana/Tangipahoa","Louisiana/Tensas","Louisiana/Terrebonne","Louisiana/Unassigned","Louisiana/Union","Louisiana/Vermilion","Louisiana/Vernon","Louisiana/Washington","Louisiana/Webster","Louisiana/West Baton Rouge","Louisiana/West Carroll","Louisiana/West Feliciana","Louisiana/Winn"
"2020-04-22","  3.33 %","   .00 %","  1.96 %","   .00 %"," 26.67 %","   .00 %","   .00 %","  1.82 %","  8.74 %","  7.66 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","  4.72 %","  7.81 %","   .00 %","  7.86 %","   .00 %","   .00 %","   .00 %","  6.72 %","  3.06 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","  8.84 %","   .00 %","  7.58 %","   .00 %"," 16.67 %","   .00 %","  2.99 %","  5.02 %","","  8.25 %"," 15.90 %","   .00 %","  6.67 %","   .00 %","   .00 %","  3.48 %","  3.60 %","   .00 %","  5.26 %","  2.71 %"," 10.53 %","  5.67 %"," 14.18 %","  4.23 %","   .06 %","   .00 %","  6.34 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","  6.22 %","   .00 %","   .00 %","   .00 %"
"2020-04-23","   .00 %","   .00 %","  1.96 %"," 20.00 %"," 26.67 %","   .00 %","  6.67 %","  1.82 %","  4.69 %","  6.03 %","   .00 %","   .00 %"," 20.00 %","  5.00 %","   .00 %","  4.72 %","  7.04 %","   .00 %","  7.86 %","   .00 %","   .00 %","   .00 %","  8.54 %","  1.86 %","   .00 %","  2.16 %","   .00 %","   .00 %","   .00 %","  7.88 %"," 10.00 %","  6.72 %","   .00 %"," 16.67 %","   .00 %","  3.64 %","  6.06 %","","  8.25 %"," 17.90 %","  2.86 %","  6.67 %","   .00 %","   .00 %","  6.56 %","  4.12 %","   .00 %","  4.15 %","  2.21 %","  9.69 %","  1.67 %"," 10.91 %","  5.90 %","   .06 %","   .00 %","  3.84 %"," ##.## %","  4.00 %","   .00 %","   .00 %","  3.64 %","   .00 %","  4.00 %","   .00 %"," 20.00 %","   .00 %"
"2020-04-24","   .00 %","   .00 %","  2.56 %"," 20.00 %"," 26.67 %","   .00 %","  8.33 %","  1.82 %","  4.11 %","  6.59 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","  4.72 %","  8.84 %","   .00 %","  7.86 %","   .00 %","   .00 %","   .00 %"," 10.21 %","  3.60 %","   .00 %","  2.77 %","   .00 %","   .00 %","   .00 %","  7.03 %"," 16.67 %","  6.72 %","   .00 %","  6.67 %"," 20.00 %","  3.59 %","  4.40 %","","  8.25 %"," 12.09 %","  2.86 %","  6.67 %","   .00 %","   .00 %","  4.74 %","  3.99 %","   .00 %","  5.08 %","  3.57 %"," 11.62 %","  3.21 %"," 10.91 %","  5.15 %","  3.39 %","   .00 %","  3.84 %"," ##.## %","  4.00 %","   .00 %","   .00 %","  5.17 %","   .00 %","  5.67 %","   .00 %"," 20.00 %","   .00 %"
"2020-04-25","   .00 %","   .00 %","  2.48 %"," 30.00 %"," 26.67 %"," 10.00 %","  8.33 %","  1.82 %","  5.18 %","  6.59 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","  2.22 %","  9.21 %","   .00 %","  9.86 %","   .00 %","   .00 %","   .00 %"," 10.78 %","  4.40 %","   .00 %","  2.61 %","   .00 %","   .00 %","   .00 %","  7.72 %"," 16.67 %","  6.72 %","   .00 %","  6.67 %"," 20.00 %","  3.34 %","  4.40 %","","  4.62 %"," 10.75 %","  2.86 %","   .00 %","   .00 %","   .00 %","  4.74 %","  4.58 %","   .00 %","  4.02 %","  3.88 %"," 11.62 %","  3.21 %"," 11.32 %","  5.03 %","  2.28 %","   .00 %","  4.64 %"," ##.## %","  4.00 %","   .00 %"," 20.00 %","  5.17 %","   .00 %","  8.74 %","   .00 %"," 30.00 %","   .00 %"
"2020-04-26","   .00 %","   .00 %","  3.06 %"," 30.00 %","   .00 %"," 10.00 %","  8.33 %","  3.48 %","  2.34 %","  6.31 %","   .00 %","   .00 %"," 20.00 %","  4.00 %"," 10.00 %","   .00 %","  5.93 %","   .00 %","  7.00 %","   .00 %","   .00 %","   .00 %","  9.90 %","  4.40 %","   .00 %","  2.71 %","   .00 %","   .00 %","   .00 %","  5.49 %"," 16.67 %","  4.22 %","   .00 %","   .00 %"," 20.00 %","  3.39 %","  4.40 %","","  3.37 %","  4.00 %","  2.86 %","   .00 %","   .00 %","   .00 %","  4.74 %","  4.44 %","   .00 %","  2.69 %","  2.38 %","  5.62 %","  2.97 %","  4.65 %","  4.97 %","  2.28 %","   .00 %","   .83 %"," ##.## %","  4.00 %","   .00 %"," 20.00 %","  1.54 %","   .00 %","  4.74 %","   .00 %"," 30.00 %","   .00 %"
"2020-04-27","  5.71 %","   .00 %","  1.21 %"," 30.00 %","   .00 %"," 10.00 %","  8.33 %","  1.67 %","  2.10 %","  3.31 %","   .00 %","   .00 %"," 20.00 %","  4.00 %"," 10.00 %","  2.00 %","  5.49 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","  9.15 %","  3.45 %","   .00 %","  2.21 %","  4.00 %","   .00 %","  1.18 %","  4.16 %"," 16.67 %","  2.00 %","   .00 %","   .00 %"," 20.00 %","  2.06 %","  2.86 %","","  1.42 %","  4.00 %","  5.36 %","  5.00 %","   .00 %","   .00 %","  3.08 %","  3.06 %","   .00 %","   .19 %","  2.38 %","  3.90 %","  2.97 %","  3.40 %","  4.36 %","  3.33 %","   .00 %","  1.63 %"," ##.## %","  4.00 %","   .00 %"," 20.00 %","  7.25 %","   .00 %","  6.08 %","   .00 %"," 30.00 %","   .00 %"
"2020-04-28","  5.71 %","   .00 %","  1.78 %"," 10.00 %","   .00 %"," 10.00 %","  1.67 %","  3.21 %","  3.37 %","  3.18 %","   .00 %","   .00 %","   .00 %","  7.33 %"," 16.67 %","  2.00 %","  4.60 %","   .00 %","  3.82 %","   .00 %"," 10.00 %","   .00 %","  8.50 %","  3.31 %","   .00 %","  2.15 %","  4.00 %","   .00 %","  4.51 %","  4.16 %"," 11.67 %","  3.64 %","   .00 %","   .00 %"," 30.00 %","  1.16 %","   .00 %","","  1.42 %","  7.00 %","  4.72 %","  5.00 %","   .00 %","   .00 %","  4.00 %","  2.32 %","   .00 %","  2.41 %","  2.30 %","  3.67 %","  2.97 %","  2.22 %","  3.18 %","  3.33 %","   .00 %","  4.65 %"," -5.34 %","   .00 %","   .00 %"," 20.00 %","  7.25 %","   .00 %","  6.08 %","   .00 %"," 10.00 %","   .00 %"
"2020-04-29","  5.71 %","   .00 %","  2.29 %"," 30.00 %","   .00 %"," 10.00 %","   .00 %","  4.63 %","  4.57 %","  2.22 %","   .00 %","   .00 %","   .00 %","  7.33 %","  6.67 %","  2.00 %","  3.44 %","   .00 %","  3.82 %","   .00 %"," 10.00 %","   .00 %","  7.95 %","  3.05 %","   .00 %","  1.04 %","  4.00 %","   .00 %","  3.56 %","  4.85 %"," 13.00 %","  5.17 %","   .00 %","   .00 %"," 16.67 %","  1.20 %","   .00 %","","  1.42 %","  8.82 %","  4.72 %","  5.00 %","   .00 %","   .00 %","  5.11 %","  1.72 %","   .00 %","   .06 %","  1.55 %","  2.81 %","  2.76 %","  2.22 %","  3.50 %","   .00 %","   .00 %","  4.65 %"," -5.34 %","   .00 %","   .00 %"," 20.00 %","  5.71 %","   .00 %","  4.41 %","   .00 %"," 10.00 %","   .00 %"
"2020-04-30","  7.94 %","   .00 %","  2.75 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  7.30 %","  3.11 %","  2.22 %","   .00 %","   .00 %","   .00 %","  7.33 %","  6.67 %","  2.00 %","  3.76 %","   .00 %","  5.15 %","   .00 %"," 10.00 %","   .00 %","  6.98 %","  2.94 %"," 20.00 %","  1.26 %","  4.00 %","   .00 %","  3.56 %","  3.02 %"," 15.86 %","  6.60 %","   .00 %","   .00 %"," 16.67 %","  1.71 %","   .00 %","","  1.42 %","  6.82 %","  4.72 %","  5.00 %","   .00 %","   .00 %","  6.16 %","  1.67 %","   .00 %","  1.11 %","  1.53 %","  4.35 %","  4.01 %","   .00 %","  3.43 %","   .95 %","   .00 %","  4.49 %"," -6.69 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","  3.83 %","   .00 %"," -6.67 %","   .00 %"
"2020-05-01","  7.94 %","   .00 %","  2.18 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  5.63 %","  4.02 %","  1.46 %","   .00 %","   .00 %","   .00 %","  3.33 %","  6.67 %","  2.00 %","  4.02 %","   .00 %","  5.15 %","   .00 %"," 10.00 %","   .00 %","  5.64 %","  2.94 %"," 20.00 %","  2.29 %","  4.00 %","   .00 %","  3.56 %","  5.24 %"," 15.86 %","  6.60 %","   .00 %","   .00 %"," 16.67 %","  1.49 %","  6.25 %","","  2.67 %","  5.00 %","  4.72 %","  5.00 %","   .00 %","   .00 %","  6.16 %","  1.10 %","   .00 %","  1.11 %","  2.10 %","  5.30 %","  2.58 %","  3.00 %","  3.58 %","  1.86 %","   .00 %","  5.12 %"," -5.42 %","   .00 %","   .00 %","   .00 %","  9.05 %","   .00 %","  4.94 %","   .00 %"," -6.67 %","   .00 %"
"2020-05-02","  2.22 %","   .00 %","  2.74 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  5.63 %","  4.02 %","  2.83 %","   .00 %","   .00 %","   .00 %","  3.33 %","  6.67 %","  1.82 %","  3.63 %","   .00 %","  6.58 %","   .00 %"," 10.00 %","   .00 %","  5.35 %","  4.27 %"," 30.00 %","  2.22 %","   .00 %","   .00 %","  2.38 %","  6.04 %"," 18.36 %","  7.94 %","   .00 %","   .00 %"," 16.67 %","  1.58 %","  7.20 %","","   .00 %","  5.00 %","  2.22 %","   .00 %","   .00 %","   .00 %","  6.16 %","  1.62 %","   .00 %","  1.11 %","  2.10 %","  4.71 %","  3.76 %","  3.00 %","  2.66 %","  1.86 %","   .00 %","  5.12 %","   .00 %","  3.33 %","   .00 %","   .00 %","  3.33 %","   .00 %","  3.61 %","   .00 %"," -6.67 %","   .00 %"
"2020-05-03","  2.22 %","   .00 %","  2.16 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.10 %","  2.69 %","  2.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","  4.14 %","   .00 %","  6.10 %","   .00 %","   .00 %","   .00 %","  5.08 %","  3.50 %"," 30.00 %","  1.79 %","   .00 %","   .00 %","  -.95 %","  6.04 %"," 13.36 %","  4.30 %","   .00 %","   .00 %","  6.67 %","  1.48 %","  7.20 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.16 %","  1.58 %","   .00 %","  1.05 %","  1.48 %","  4.03 %","  3.76 %","  3.00 %","  1.86 %","  1.86 %","   .00 %","  1.27 %","   .00 %","  3.33 %","   .00 %","   .00 %","  3.33 %","   .00 %","  6.77 %","   .00 %","  3.33 %","   .00 %"
"2020-05-04","  2.22 %","   .00 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.67 %","  1.49 %","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  3.48 %","  3.90 %","   .00 %","  6.10 %","   .00 %","   .00 %","   .00 %","  3.97 %","  2.02 %"," 30.00 %","  2.11 %","   .00 %","   .00 %","   .00 %","  3.48 %","  5.36 %","  2.76 %","   .00 %","   .00 %","  5.00 %","  1.46 %","  7.20 %","","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  2.08 %","   .00 %","  1.05 %","   .87 %","  2.95 %","  2.43 %","  3.00 %","  1.44 %","  1.86 %","   .00 %","  1.27 %"," 13.95 %","  3.33 %","   .00 %","   .00 %","  3.33 %","   .00 %","  6.77 %","   .00 %","  3.33 %","   .00 %"
"2020-05-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","  2.88 %","  3.31 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.00 %","  3.48 %","  3.55 %","   .00 %","  2.76 %","   .00 %","   .00 %","   .00 %","  1.86 %","  1.33 %"," 10.00 %","  1.97 %","   .00 %","   .00 %","   .00 %","  3.41 %","  4.72 %","  3.83 %","   .00 %","   .00 %","  9.00 %","   .86 %","  7.20 %","","   .00 %","  2.58 %","  2.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","  1.05 %","  1.71 %","  2.30 %","  2.29 %","  3.00 %","  1.42 %","   .91 %","   .00 %","   .02 %"," 13.95 %","  3.33 %","   .00 %","   .00 %","  5.24 %","   .00 %","  5.18 %","   .00 %"," 16.67 %","   .00 %"
"2020-05-06","   .00 %","   .00 %","  2.00 %","  6.67 %","   .00 %","  6.67 %","  2.97 %","  1.18 %","  1.92 %","  3.90 %","   .00 %","   .00 %","  3.33 %","   .00 %","  1.00 %","  3.48 %","  2.48 %","   .00 %","  5.26 %","   .00 %","  6.67 %","   .00 %","  2.73 %","  1.33 %"," 16.67 %","  1.01 %","   .00 %","   .00 %","  1.00 %","  1.18 %","  6.72 %","  3.83 %","   .00 %","   .00 %"," 15.67 %","  1.21 %","  2.77 %","","   .00 %","  2.58 %","  2.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  2.51 %","   .00 %","  1.05 %","   .86 %","  1.77 %","  2.29 %","   .87 %","  1.39 %","  1.74 %","   .00 %","   .02 %"," 14.23 %","  3.33 %"," 20.00 %","   .00 %","  2.77 %","   .00 %","  4.94 %","   .00 %"," 16.67 %","   .00 %"
"2020-05-07","  2.00 %","   .00 %","  2.91 %","  9.17 %","   .00 %","  6.67 %","  4.30 %","  1.18 %","  2.24 %","  3.67 %","   .00 %","   .00 %","  3.33 %","  5.71 %","  1.00 %","  1.67 %","  2.82 %","   .00 %","  4.94 %","   .00 %","  6.67 %","   .00 %","  3.45 %","   .62 %","  6.67 %","  1.17 %","   .00 %","   .00 %","  1.00 %","  1.14 %","  4.22 %","  3.61 %","   .00 %","  5.00 %"," 15.67 %","  1.07 %","  2.65 %","","   .00 %","  2.58 %","  2.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  1.99 %","   .00 %","  1.05 %","  1.40 %","  2.19 %","  2.16 %","   .87 %","  1.70 %","  2.54 %","   .00 %","  1.23 %"," 14.23 %","  2.86 %"," 20.00 %","   .00 %","  2.77 %","   .00 %","  4.94 %","   .00 %"," 21.67 %","   .00 %"
"2020-05-08","  2.00 %","   .00 %","  2.91 %"," 11.39 %","   .00 %","  6.67 %","  5.55 %","  2.29 %","  2.38 %","  4.21 %","   .00 %","   .00 %","  3.33 %","  5.71 %","  1.00 %","  1.67 %","  2.26 %","   .00 %","  3.61 %","   .00 %","  6.67 %","   .00 %","  2.54 %","  1.84 %","  6.67 %","  1.11 %","   .00 %","   .00 %","  1.00 %","  1.87 %","  4.22 %","  5.72 %","   .00 %","  5.00 %"," 15.67 %","   .98 %","  2.65 %","","   .00 %","  2.58 %","  2.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  1.48 %","   .00 %","   .00 %","  1.40 %","  1.73 %","  2.16 %","  1.70 %","  1.86 %","  3.31 %","   .00 %","  1.80 %"," 14.23 %","  2.86 %"," 20.00 %","   .00 %","  2.77 %","   .00 %","  1.78 %","   .00 %"," 15.67 %","   .00 %"
"2020-05-09","  2.00 %","   .00 %","  2.91 %"," 13.39 %","   .00 %","  6.67 %","  6.73 %","  3.34 %","  2.54 %","  3.68 %","   .00 %","   .00 %","  3.33 %","  5.71 %"," -4.00 %","   .00 %","  2.80 %","   .00 %","  5.72 %","   .00 %","  6.67 %","   .00 %","  2.54 %","  2.41 %","  6.67 %","   .99 %","   .00 %","   .00 %","  1.95 %","  2.57 %","  4.22 %","  6.67 %","   .00 %","  5.00 %"," 13.17 %","   .93 %","  2.65 %","","   .00 %","  1.25 %","  3.82 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","  1.40 %","  1.73 %","  3.16 %","  2.50 %","  2.31 %","  3.31 %","   .00 %","  2.36 %","   .27 %","  2.86 %"," 20.00 %","   .00 %","  4.44 %","   .00 %","  2.61 %","   .00 %"," 15.67 %","   .00 %"
"2020-05-10","  2.00 %","   .00 %","  2.91 %"," 13.39 %","   .00 %","  6.67 %","  5.19 %","  3.34 %","  1.58 %","  1.75 %","   .00 %","   .00 %"," -6.67 %","  5.71 %","   .00 %","   .00 %","  2.24 %","   .00 %","  5.72 %","   .00 %","  6.67 %","   .00 %","  2.54 %","  2.41 %","  6.67 %","   .83 %","   .00 %","   .00 %","  1.95 %","  2.18 %","  2.00 %","  5.99 %","   .00 %","  5.00 %","  9.17 %","   .66 %","  2.65 %","","   .00 %","   .00 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","   .27 %","  1.25 %","  2.05 %","  2.50 %","  2.43 %","  4.05 %","   .00 %","  3.50 %","   .27 %","  5.36 %"," 20.00 %","   .00 %","  2.54 %","   .00 %","  2.50 %","   .00 %","  9.00 %","   .00 %"
"2020-05-11","  2.00 %","   .00 %","  1.78 %","  6.72 %","   .00 %","   .00 %","  5.98 %","  3.16 %","  1.27 %","  1.16 %","   .00 %","   .00 %"," 10.00 %","  5.71 %","   .00 %","  1.54 %","  2.65 %","   .00 %","  2.26 %","   .00 %","   .00 %","   .00 %","  1.67 %","  2.41 %","  5.00 %","   .76 %","   .00 %","   .00 %","   .95 %","  2.18 %","   .00 %","  5.99 %","   .00 %","  5.00 %","  2.50 %","   .26 %","   .83 %","","   .00 %","   .00 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .82 %","  2.05 %","  1.63 %","  2.54 %","  2.31 %","   .00 %","  3.41 %"," -1.62 %","  7.58 %","   .00 %","   .00 %","  1.67 %","   .00 %","  3.94 %","   .00 %","  9.00 %","   .00 %"
"2020-05-12","   .00 %","  2.22 %","  1.29 %","  4.22 %","  2.86 %","   .00 %","  4.65 %","  4.12 %","  1.40 %","  1.64 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  1.54 %","  2.26 %","   .00 %","  1.15 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  2.34 %","  9.00 %","   .71 %","   .00 %","   .00 %","   .95 %","  1.77 %","  1.82 %","  4.88 %","   .00 %","   .00 %","  2.50 %","   .60 %","  1.60 %","","  2.35 %","   .00 %","  3.48 %","   .00 %","   .00 %","   .00 %"," -1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .81 %","  1.00 %","  1.63 %","  2.61 %","  2.22 %","   .00 %","  2.19 %"," -1.92 %","  6.72 %","   .00 %","   .00 %","  1.67 %","   .00 %","  3.25 %","   .00 %"," 10.67 %","   .00 %"
"2020-05-13","   .00 %","  2.22 %","   .88 %","  2.00 %","  5.36 %","   .00 %","  3.40 %","  3.01 %","  1.82 %","  1.10 %","   .00 %","   .00 %"," 10.00 %","  2.22 %","   .00 %","  1.54 %","  3.09 %","   .00 %","  2.15 %","   .00 %"," 13.33 %","   .00 %","   .00 %","  1.67 %"," 15.67 %","   .80 %","   .00 %","   .00 %","   .95 %","  1.04 %","  3.48 %","  1.94 %","   .00 %","   .00 %","  2.50 %","   .77 %","  4.56 %","","  -.80 %"," -1.18 %","  3.48 %","   .00 %","   .00 %","-20.00 %"," -2.05 %","   .00 %","   .00 %","  2.00 %","   .27 %","   .81 %","  1.95 %","   .80 %","  2.59 %","  2.14 %","   .00 %","  1.62 %"," -2.21 %","  6.72 %","   .00 %","   .00 %","  3.97 %","   .00 %","  4.68 %","   .00 %","  4.17 %","   .00 %"
"2020-05-14","   .00 %","  2.22 %","   .88 %","   .00 %","  5.36 %","   .00 %","  2.22 %","  1.95 %","  2.09 %","  1.62 %","   .00 %","   .00 %"," 10.00 %","  2.22 %","   .00 %","  1.54 %","  2.36 %","   .00 %","   .05 %","   .00 %"," 16.19 %","   .00 %","  5.38 %","  1.10 %"," 15.67 %","  1.34 %","   .00 %","   .00 %","   .91 %","   .34 %","  3.48 %","   .98 %","   .00 %","   .00 %","  2.22 %","   .59 %","  4.56 %","","  -.80 %","   .07 %","  1.67 %","   .00 %","   .00 %","-20.00 %"," -2.05 %","  -.47 %","   .00 %","  2.00 %","   .53 %","   .81 %","   .95 %","   .77 %","  1.79 %","  2.14 %","   .00 %","  2.09 %"," -2.21 %","  6.72 %","   .00 %","   .00 %","  2.31 %","  5.00 %","  3.85 %","   .00 %","  4.17 %","   .00 %"
"2020-05-15","   .00 %","  2.22 %","   .88 %","   .00 %","  5.36 %","   .00 %","  2.22 %","  2.86 %","  2.03 %","  1.62 %","   .00 %","   .00 %"," 10.00 %","  2.22 %","   .00 %","  1.54 %","  2.42 %","   .00 %","   .05 %","   .00 %"," 16.19 %","   .00 %","  4.17 %","  1.10 %"," 15.67 %","  1.33 %","   .00 %","   .00 %","   .91 %","  1.34 %","  3.48 %","  -.83 %","   .00 %","   .00 %","  6.22 %","   .88 %","  4.56 %","","  -.80 %","  1.25 %","  1.54 %","   .00 %","   .00 %","-20.00 %"," -2.05 %","  -.94 %","   .00 %","  2.91 %","   .27 %","   .40 %","   .95 %","  1.51 %","  1.47 %","  1.40 %","   .00 %","  2.53 %"," -2.21 %","  7.86 %"," 10.00 %","   .00 %","  3.69 %","  5.00 %","  3.05 %","   .00 %","  7.02 %","   .00 %"
"2020-05-16","   .00 %","  2.22 %","   .43 %","   .00 %","  5.36 %","   .00 %","   .00 %","  1.86 %","  3.27 %","  1.62 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","  1.43 %","  2.05 %","   .00 %","  1.95 %","   .00 %"," 16.19 %","   .00 %","  4.82 %","  1.10 %"," 13.17 %","  1.22 %","   .00 %","   .00 %","   .91 %","  1.34 %","  3.48 %","   .04 %","   .00 %","   .00 %","  6.22 %","  1.04 %","  4.56 %","","  -.80 %","  3.47 %","  1.54 %","   .00 %","   .00 %","-20.00 %"," -2.05 %","  -.94 %","   .00 %","  2.91 %","   .01 %","   .40 %","   .95 %","  2.22 %","   .88 %","  2.07 %","   .00 %","  2.00 %","  -.59 %","  7.17 %"," 10.00 %","   .00 %","  4.33 %","  5.00 %","   .74 %","   .00 %","  7.02 %","   .00 %"
"2020-05-17","  1.82 %","   .00 %","   .01 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .91 %","  2.82 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","  5.00 %","  1.43 %","  2.22 %","   .00 %","  1.95 %","   .00 %","  6.19 %","   .00 %","  4.82 %","   .54 %","  9.17 %","  1.21 %","   .00 %","   .00 %","   .91 %","  1.00 %","  1.67 %","   .87 %","   .00 %","   .00 %","  6.22 %","   .75 %","  2.96 %",""," -3.16 %","  3.47 %","  1.54 %","   .00 %","   .00 %","-20.00 %"," -1.05 %","  -.45 %","   .00 %","  2.91 %","   .27 %","   .00 %","   .95 %","  2.22 %","   .42 %","   .71 %","   .00 %","  2.00 %","  -.30 %","  5.17 %"," 10.00 %","   .00 %","  4.33 %","  5.00 %","  1.43 %","   .00 %","   .36 %","   .00 %"
"2020-05-18","  1.82 %","   .00 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.78 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.76 %","  1.65 %","   .00 %","  1.86 %","   .00 %","  2.86 %","   .00 %","  5.44 %","   .00 %","  4.72 %","  1.06 %","   .00 %","   .00 %","   .91 %","  1.32 %","   .00 %","  1.70 %","   .00 %","   .00 %","  6.22 %","   .58 %","   .00 %","","   .00 %","  4.65 %","  1.54 %","   .00 %","   .00 %","   .00 %","  1.11 %","  -.45 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .70 %","   .02 %","   .00 %","  2.00 %"," 17.27 %","  5.17 %"," 10.00 %","   .00 %","  2.02 %","  5.00 %","   .00 %","   .00 %","  2.86 %","   .00 %"
"2020-05-19","  1.82 %","   .00 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.78 %","  1.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.76 %","  1.73 %","   .00 %","  2.73 %","   .00 %","  2.50 %","   .00 %","  1.27 %","   .00 %","  4.72 %","   .28 %","   .00 %","   .00 %","   .00 %","  1.32 %","  1.54 %","  2.50 %","   .00 %","   .00 %","  4.00 %","   .50 %","   .65 %","","   .00 %","  4.40 %","  2.97 %","   .00 %"," 20.00 %","   .00 %","  2.16 %","   .01 %","   .00 %","   .91 %","  -.26 %","   .00 %","   .00 %","  1.46 %","   .97 %","   .02 %","   .00 %","  1.44 %"," 17.27 %","  6.60 %"," 10.00 %","   .00 %","  3.27 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %"
"2020-05-20","  1.82 %","   .00 %","  1.62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","  1.22 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.76 %","  1.52 %","   .00 %","  5.23 %","   .00 %","  2.50 %","   .00 %","  2.48 %","   .00 %","  4.72 %","   .33 %","   .00 %","   .00 %","   .00 %","   .32 %","  1.54 %","  2.50 %","   .00 %","   .00 %","  1.67 %","   .45 %","  1.90 %","","   .00 %","  3.22 %","  2.76 %","   .00 %"," 20.00 %","   .00 %","  3.16 %","   .49 %","   .00 %","   .00 %","   .00 %","   .39 %","   .00 %","   .71 %","  1.10 %","   .02 %","   .00 %","   .47 %"," 17.27 %","  1.63 %","   .00 %","   .00 %","  3.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
